P1,sigma,b1,b2,b3,b4,b5,b6,theta,alpha,D,L1,L2,wL1,wL2,c1,c2,omega,xi,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
2.756079598,0.111699693,4.825883321,3.060108301,3.04758764,2.896402257,3.920258496,4.500585497,1.173741375,0.950705884,0.127345949,27.4575717,15.65254158,3.17854131,1.495002728,1.887341244,5.048676024,0.421768357,0.195587588,0.876648211,0.119124261,1.10E-07,6.08E-08,0.212957262,0.275041949,0.152384513,0.179866186,8.24E-08,1.60E-07,0.060625417,0.321775632,0.725995296,0.448953192,-2373.265838,1.371454141
2.854816492,0.110741912,4.85770161,3.221422366,2.870725383,2.984578756,3.912299559,4.437247335,0.922542431,0.871551363,0.052891442,10.11570505,106.7748299,3.490960103,8.705081041,0.160955964,0.663114889,1.020801539,0.157184833,1.36448793,0.140262365,7.96E-08,5.16E-08,0.095369337,0.360703903,0.16510049,0.149786998,9.79E-08,1.01E-07,0.088776577,0.327931164,0.341625596,0.3795901,-2341.52723,0.43576062
2.854816492,0.059525898,4.820367321,4.304259492,2.607484793,4.332635949,3.606153243,4.880502813,0.882003849,0.889709124,0.218557908,28.19647706,66.16453769,4.429022396,7.21251093,0.103376926,0.633216584,0.186509309,0.006526894,5.763977362,0.133083776,5.18E-08,1.01E-07,0.143962669,0.316841861,0.174815988,0.160488902,9.44E-08,1.07E-07,0.07080645,0.434960688,0.443195926,0.329707926,-2363.07498,4.723398446
2.854816492,0.07952613,4.208767703,3.72117033,2.797015019,3.722900432,3.70959462,4.895967875,1.206943238,0.886735884,0.044423884,53.88482165,77.24816489,3.4148649,5.82050429,0.078502123,0.855564746,1.272987694,0.166721347,11.91520273,0.149906465,1.01E-07,5.10E-08,0.178801559,0.372405413,0.12487238,0.096640238,3.84E-08,1.15E-07,0.077373639,0.309082368,0.434886869,0.387243718,-2372.85511,0.333292952
2.854816492,0.099865737,4.286280381,2.185281572,1.771137092,2.962368278,3.403435805,3.852054643,4.21525013,0.868400701,0.103881154,35.47429568,247.4113867,2.71249004,2.838756051,1.461311313,3.056953537,0.479023373,0.010011171,2.55404205,0.230409501,7.02E-08,7.43E-08,0.110247937,0.30971502,0.17340115,0.135859605,5.86E-08,9.13E-08,0.040366492,0.315876015,0.464348418,0.354534864,-2341.478225,1.14220251
2.854816492,0.085818322,4.472688793,3.61405407,2.283775321,2.925762536,3.613196687,4.602912045,0.516064763,0.857616186,0.131511069,24.43902999,34.72868841,13.52349214,18.02802601,0.333137775,0.461408223,0.425202563,0.037824345,0.310630231,0.176863934,9.61E-08,6.17E-08,0.081638152,0.38382317,0.167348618,0.133377829,6.17E-08,7.48E-08,0.056948003,0.261480159,0.526693082,0.464444589,-2323.694412,0.645265831
2.854816492,0.065665178,4.651894021,3.836073113,2.358473577,3.534155877,3.777400325,4.363249868,41.435101,0.867619588,0.109155688,65.9815075,9.34486172,2.013883346,0.841951527,0.776242539,0.129516405,0.3269496,0.035118351,0.436873567,0.117375223,7.00E-08,7.99E-08,0.118928453,0.443030141,0.154103128,0.089558222,6.24E-08,6.11E-08,0.077004561,0.257194126,0.606464899,0.433251854,-2349.596925,1.209360654
2.854816492,0.105110424,4.090514855,2.278666649,1.849594957,1.879609333,2.972898558,4.539848775,0.8269916,0.851641563,0.102297857,38.417899,242.9443544,5.689393218,17.60850038,0.019033028,5.078366301,0.682298735,0.103144332,13.2328977,0.16460885,8.41E-08,9.38E-08,0.188842384,0.336608523,0.13890807,0.13080359,3.84E-08,8.21E-08,0.040228285,0.740504277,0.487314734,0.435156181,-2447.422123,2.051442987
2.854816492,0.194439304,4.930826867,3.180415854,2.045659003,3.200065373,4.203825057,4.132459097,3.880704795,0.880860088,0.041123861,125.3378029,124.4183193,1.910345444,2.391458984,0.791668959,1.685451851,1.505024633,0.132361777,2.041085221,0.201953051,8.00E-08,3.98E-08,0.197478795,0.346634683,0.117593401,0.07586429,7.96E-08,7.00E-08,0.060475509,0.601575626,0.514002449,0.566478016,-2406.093071,14.43233874
2.854816492,0.109770578,4.641930327,3.518126524,2.226609579,4.128509811,3.442005905,5.272968093,2.240765144,0.862023988,0.079809487,101.8098861,201.4903465,5.061319024,6.258338695,0.232633984,4.816095216,0.548490079,0.067826633,0.235258796,0.136716194,1.05E-07,1.46E-07,0.12905003,0.333662376,0.196270778,0.140968346,6.18E-08,7.90E-08,0.063331884,0.554321405,0.407734123,0.482322676,-2383.083289,0.752744924
2.854816492,0.157539227,3.901317135,3.195296428,2.259284924,3.065811208,2.962794084,4.805695228,0.293937493,0.764223916,0.054718863,79.36952074,5.527459623,26.09734433,2.728537763,0.167715705,9.544542524,1.785914453,0.246967027,3.458189644,0.144335374,7.04E-08,6.89E-08,0.251066605,0.298220503,0.122997484,0.113112707,8.11E-08,9.37E-08,0.070267012,0.423549443,0.645642524,0.507694647,-2428.231759,0.410941332
2.854816492,0.105923821,5.036104154,4.453536734,2.53107744,4.624960805,3.338564194,5.399026223,1.261434044,0.909613852,0.081191936,30.23153953,44.99389175,3.975914433,6.300712834,0.079059267,1.949501353,0.390215332,0.188135746,0.757756227,0.145289227,5.46E-08,5.58E-08,0.151779627,0.315354945,0.17697278,0.134400584,3.86E-08,8.65E-08,0.076202601,0.280972672,0.29910558,0.530251372,-2387.659075,23.51897585
2.854816492,0.137713145,4.672203698,2.923940383,2.696651941,1.930836557,4.3961366,3.890487939,1.324185522,0.856102763,0.149142284,105.5698821,33.02650637,6.347442653,5.369814436,0.664822079,2.039091128,0.351042083,0.009149012,27.48017173,0.122050369,1.19E-07,9.27E-08,0.165144985,0.353200377,0.13970008,0.128664293,1.07E-07,1.18E-07,0.09123946,0.430616006,0.398797102,0.475564096,-2371.817987,5.822908736
2.854816492,0.076838587,3.814220002,3.353699482,1.593894294,2.898181636,2.495844852,4.478149226,0.330571139,0.798094781,0.024059334,30.08152294,32.43929507,31.91935314,42.80395424,0.046439671,3.324621995,2.348264836,0.227013791,11.88362,0.198662903,8.78E-08,8.32E-08,0.149150511,0.245238655,0.183124223,0.11767256,5.33E-08,9.67E-08,0.106150828,0.491258483,0.431031327,0.453180897,-2467.555775,0.654323418
2.854816492,0.083893739,5.49311107,3.709975997,4.004098851,3.803360035,4.77196853,4.450080827,8.148857911,0.918615117,0.088982808,24.92881937,87.28596548,1.668675022,2.276788452,0.596180745,1.12197997,0.311554082,0.032018745,4.586496727,0.112816651,1.40E-07,5.51E-08,0.201636422,0.370263903,0.147179559,0.120354475,5.10E-08,7.03E-08,0.047748674,0.389650329,0.370725034,0.396215816,-2338.022665,0.478737806
2.854816492,0.063189249,4.260655812,3.865916495,2.500547128,4.116316893,3.12652795,5.26604077,1.685328577,0.901132554,0.077162212,13.02328287,26.9479605,1.49126518,2.027363596,0.138788425,1.99301533,0.499721863,0.157092868,2.719699709,0.124515264,5.20E-08,8.66E-08,0.169146494,0.262759012,0.208115868,0.125461916,6.27E-08,1.13E-07,0.110001132,0.51856926,0.445626198,0.407397938,-2394.498804,3.208719815
2.854816492,0.036926397,5.52239958,4.829609152,3.852811432,4.976515014,4.814964907,5.639796329,1.105164574,0.910688044,0.055744608,38.23740304,62.30412488,7.744939944,7.870677136,0.665476124,1.21823368,0.213115462,0.036515933,21.38380019,0.211386643,1.06E-07,5.86E-08,0.115518704,0.360299997,0.150229386,0.082128835,6.65E-08,6.28E-08,0.080436141,0.717189128,0.336948299,0.374984224,-2464.670283,9.210306697
2.854816492,0.092242097,4.422313321,4.489876457,1.848467572,4.026025679,3.446386316,4.921212668,0.831844651,0.859457276,0.128441112,10.9822799,77.78494121,1.738962215,6.085249456,0.613919862,0.62565238,0.424372813,0.173063729,9.802526048,0.214703942,4.70E-08,5.39E-08,0.091613311,0.420730616,0.115858926,0.115500847,7.51E-08,6.36E-08,0.041592119,0.542898071,0.637251569,0.367736206,-2363.796217,0.631980503
2.854816492,0.045642413,5.322755735,4.264755881,3.557577923,4.389966751,4.64736077,5.174609666,7.215920776,0.910031132,0.0791617,7.685577268,93.41248959,1.413335663,2.440981948,0.446014655,1.431938198,0.266285085,0.036805155,1.06939775,0.094063908,1.31E-07,6.39E-08,0.264023326,0.254696832,0.187358708,0.142239737,9.95E-08,7.06E-08,0.057617124,0.316891162,0.540909124,0.367115857,-2374.735799,1.637513329
2.953553386,0.086011984,5.135820448,3.220274924,2.282436575,3.502769889,3.408628826,4.478520202,0.65531706,0.851875001,0.177215515,11.83860959,92.59142462,6.928992364,16.72335428,0.105018582,1.333066954,0.31324798,0.01005278,13.43664409,0.136718658,1.01E-07,6.75E-08,0.105301827,0.354154806,0.188303764,0.142856012,1.12E-07,1.03E-07,0.072664549,0.296933075,0.495805422,0.372034734,-2337.327101,4.422956753
2.953553386,0.154799424,5.018753124,4.995060642,1.229558962,3.823215964,3.789469635,4.717131012,0.877236211,0.838753707,0.118789085,28.0384463,82.7405687,2.772661178,4.819043764,0.856000312,0.553585026,0.572234298,0.371552258,0.236172246,0.095449828,3.82E-08,7.29E-08,0.104547409,0.454646922,0.138943125,0.145774177,5.55E-08,8.33E-08,0.06063829,0.611785693,0.535475324,0.415795065,-2371.517397,0.579492217
2.953553386,0.120434368,4.20170909,4.232071563,0.795154217,3.538492804,3.385948314,4.832167687,0.905745239,0.867205317,0.190229222,36.13256692,84.37735157,6.087236017,9.560892429,0.290759591,1.439770071,0.339725686,0.005845262,2.868366339,0.162335824,5.74E-08,4.83E-08,0.137960078,0.390876496,0.143854946,0.104673413,4.77E-08,6.64E-08,0.060299023,0.499945442,0.372820601,0.4768211,-2369.477171,0.705883119
2.953553386,0.129182751,4.211716365,3.44115065,1.987665449,2.764313457,3.662793107,4.341652571,1.904311478,0.856290044,0.138437624,32.37955974,113.8747133,2.539218926,4.456700033,0.295736969,1.697770007,0.430437215,0.056702137,15.42587512,0.127420087,7.34E-08,7.66E-08,0.144236212,0.398002228,0.130818457,0.106891802,5.12E-08,6.93E-08,0.092630943,0.307284248,0.428371727,0.396434237,-2337.629968,2.108995338
2.953553386,0.122849633,5.248098233,3.707119872,3.156501415,3.247060427,4.230814292,4.461529245,1.913315756,0.884875227,0.088993273,73.49452706,43.42787614,5.551135879,4.676445575,0.55795044,1.708751883,0.376941628,0.054746929,1.19563236,0.142871417,9.66E-08,7.52E-08,0.155038035,0.357176574,0.156276349,0.11951941,5.99E-08,7.87E-08,0.069117905,0.369588444,0.363056713,0.44665292,-2375.024185,4.000163574
2.953553386,0.144589656,4.6090012,5.031337603,1.840352595,4.252248466,3.392898074,5.61142496,1.30625197,0.88207001,0.128966031,31.10876106,78.87615665,2.953806108,5.179353836,0.127840468,1.789584038,0.376539053,0.080018129,0.745966623,0.213316272,8.24E-08,8.46E-08,0.170226551,0.326091114,0.14029885,0.108929833,6.16E-08,5.51E-08,0.041137096,0.351911314,0.50351232,0.272322517,-2347.126912,1.724275528
2.953553386,0.032872881,5.183566571,4.374115756,3.300135001,4.178139174,4.510228735,4.592647725,1.229036655,0.876103032,0.055805204,41.12301213,74.91195181,4.967731257,6.349443164,0.18172826,1.00237521,0.284899941,0.189916849,0.98755925,0.218729712,9.11E-08,9.97E-08,0.169996655,0.304486755,0.106107644,0.146093218,8.90E-08,8.46E-08,0.054585651,0.236948161,0.422768051,0.35009964,-2415.510745,7.438003241
2.953553386,0.061639201,4.917849729,4.027892662,3.060579917,4.027072713,3.955929602,4.862429313,8.97818136,0.898854606,0.075239194,14.90547061,30.6805232,1.210672925,1.711174964,0.532086741,0.79709945,0.369129401,0.089665311,0.28698036,0.147991698,8.86E-08,5.32E-08,0.09540692,0.327025592,0.18616829,0.167986173,4.30E-08,1.05E-07,0.075421036,0.334004725,0.452116859,0.346614327,-2346.829399,1.055900638
2.953553386,0.133854143,5.57669279,2.905918888,1.630763351,1.228346473,4.06201972,2.884754885,5.604888636,0.769021594,0.090287143,76.47618625,12.7095656,3.074180959,1.412070556,0.670502522,0.017014556,0.736264919,0.036551846,8.033399224,0.083869246,1.28E-07,8.83E-08,0.18668013,0.310692941,0.143854767,0.176623693,9.81E-08,1.33E-07,0.098278775,0.281573476,0.379544201,0.3361697,-2449.210976,1.191534453
2.953553386,0.092726565,3.435327336,3.73550164,2.366863183,3.63935728,2.864806878,5.314254279,0.843637435,0.828027649,0.030143801,34.96698829,72.56121255,4.222247174,9.295619978,0.011569086,1.744940326,1.592320609,0.045506695,2.760295348,0.215278671,9.86E-08,4.65E-08,0.144657779,0.263930101,0.14109564,0.146920193,7.19E-08,6.17E-08,0.088117338,0.626438619,0.65435313,0.499539898,-2411.98466,1.236330088
2.953553386,0.076445405,5.369905451,4.069017041,3.611662664,4.065742952,4.483327654,4.813993272,0.356583919,0.909168502,0.11895401,2.902834923,99.70256276,2.248756912,41.65764346,0.01404349,0.536406445,0.352886296,0.059429348,2.81723841,0.231596595,6.08E-08,7.48E-08,0.113932477,0.261699797,0.198741547,0.107833353,3.84E-08,6.23E-08,0.086195995,0.469354343,0.463612232,0.2991663,-2348.834635,0.232323006
2.953553386,0.159683296,4.794045034,2.900750239,1.845005357,2.748171298,3.910805147,3.916823048,0.435543706,0.810564758,0.108299346,123.2733415,28.23319492,14.55284586,3.049701211,0.342212393,4.551648088,0.83887713,0.094669206,3.050622011,0.103012261,6.94E-08,8.55E-08,0.136474129,0.419463692,0.152082274,0.124761288,4.54E-08,7.92E-08,0.064206077,0.571059911,0.696857294,0.446067346,-2465.073791,4.972168451
2.953553386,0.092697274,5.40313705,2.559778565,3.185865675,2.915669713,4.144602591,3.856489048,1.527269552,0.88181536,0.036019194,1.239664831,41.46725099,2.825134726,4.02549519,0.47811445,2.439039738,1.178225858,0.061501327,2.149682121,0.158402955,1.09E-07,6.67E-08,0.184155694,0.221685877,0.219443759,0.119662833,6.39E-08,1.10E-07,0.096648532,0.198799279,0.475059529,0.332072666,-2385.359736,0.650206331
2.953553386,0.085056154,3.950650424,3.755602044,2.580916339,4.2395545,3.161543762,5.654551678,3.421964028,0.88362277,0.070861419,25.45109895,124.1834266,2.599393232,4.078554912,0.860407029,2.456891997,0.553453448,0.006787834,3.392255905,0.190648442,1.03E-07,8.81E-08,0.097721858,0.340618966,0.14425878,0.135963589,8.37E-08,8.54E-08,0.090788005,0.896584394,0.399632788,0.304787571,-2408.317468,4.471810709
2.953553386,0.073603069,4.536717427,3.69513357,2.127890623,2.12645539,3.665380271,3.937712236,0.476878201,0.842576448,0.156182153,51.06971181,56.80663877,17.12645954,23.45183451,0.177167593,1.682389343,0.422292975,0.033114625,2.804250249,0.189724158,4.82E-08,6.93E-08,0.177255784,0.289931694,0.127117493,0.15573254,3.22E-08,7.23E-08,0.06023811,0.27466514,0.481665698,0.392303276,-2489.498747,2.071687736
3.052290279,0.113785927,5.23685795,4.84504079,2.908127825,4.596301221,4.376146902,5.170383087,1.341285139,0.862111745,0.099360037,6.11087011,10.38433903,2.978020055,3.477375269,0.1362769,0.258871532,0.351822327,0.007383375,0.787322783,0.110200657,7.18E-08,5.24E-08,0.084605936,0.40350795,0.170848653,0.162036154,8.58E-08,8.67E-08,0.068800354,0.308404239,0.432456822,0.343743111,-2397.939544,3.493629475
3.052290279,0.086613302,5.056008022,3.086047862,3.182876991,2.69754886,4.053310601,4.122606974,0.965093314,0.857875938,0.173035168,31.4292726,64.61536012,4.842413707,7.237053322,0.215184992,0.730964483,0.286602009,0.013825652,1.480942554,0.15251149,9.84E-08,7.25E-08,0.10835213,0.426505886,0.163546382,0.102846648,4.89E-08,7.42E-08,0.046237169,0.351322974,0.52923839,0.393836927,-2318.410815,0.445764398
3.052290279,0.09478528,5.699706126,2.579895459,1.888465853,3.089186241,3.539916008,3.860430348,0.573043339,0.858786279,0.050585269,24.63454545,215.9097731,6.102711719,15.01547627,0.546013458,1.770190674,1.647935477,0.046742892,0.122030004,0.195140937,1.11E-07,9.05E-08,0.096309786,0.340176743,0.196893794,0.121912358,6.73E-08,1.37E-07,0.049565976,0.418916861,0.475568111,0.515906709,-2411.734256,1.781386832
3.052290279,0.086056593,4.523960126,3.563819331,2.730105254,3.741237106,3.778211539,4.692029866,3.956490542,0.867858008,0.031253474,77.35660589,15.41167989,4.166137783,2.837969975,0.213329698,2.419663857,2.054024484,0.182702398,0.372239197,0.165359695,1.10E-07,5.97E-08,0.164549677,0.375148155,0.11553165,0.096467751,4.56E-08,6.52E-08,0.082942791,0.462116652,0.67117858,0.3865735,-2412.480581,0.326732846
3.052290279,0.082383914,5.257031972,2.447444385,3.012067507,3.295533431,4.032532226,3.708336047,4.796095143,0.894294081,0.020747605,29.32081932,546.2306238,1.989158436,3.72094411,0.619577489,1.633285601,2.405671461,0.278239255,2.321623687,0.187127563,7.63E-08,6.59E-08,0.212601868,0.341292489,0.132192087,0.092624097,3.60E-08,6.24E-08,0.034161655,0.343668723,0.440322065,0.333855444,-2398.973637,2.144160065
3.052290279,0.042161595,5.733964119,4.591350725,3.766764557,4.946625791,4.703090617,5.600369337,3.537268977,0.88859246,0.051086767,7.797257992,12.45479236,3.22713492,3.759950039,0.113340892,0.745835466,0.461459503,0.053585161,8.149014915,0.243367216,7.81E-08,1.09E-07,0.142933281,0.252562247,0.134556752,0.175837606,8.31E-08,7.27E-08,0.050742555,0.52764787,0.418713303,0.567018226,-2450.853347,4.035590777
3.052290279,0.051404978,4.992403703,3.807949022,3.440266048,4.246226566,4.083432785,4.833137224,1.210618204,0.900459046,0.070018518,42.93175646,102.827163,5.665502114,5.568398147,0.923935976,3.245655909,0.305252063,0.014139799,13.23720422,0.108942822,6.92E-08,6.34E-08,0.23778534,0.339036099,0.155467492,0.091631126,7.89E-08,8.81E-08,0.067136822,0.536330226,0.523071311,0.295213563,-2362.958801,1.789727263
3.052290279,0.070388942,5.243765232,2.997541085,3.078819576,3.301219835,4.018019399,4.051794344,2.296906123,0.858102547,0.064275725,281.9255068,135.4751321,5.065022229,4.189626477,0.541984752,1.722732558,0.41287472,0.079031846,1.678753536,0.184962665,1.04E-07,4.51E-08,0.123860617,0.276441445,0.163333189,0.154831895,4.68E-08,1.09E-07,0.096569884,0.548165754,0.408352331,0.326667066,-2373.050436,3.13078395
3.052290279,0.103997556,5.720993961,3.531089603,3.414816404,2.908829649,5.09226924,3.930178507,1.244367739,0.888132416,0.131571192,7.468427072,29.77248036,2.119765491,5.637824946,0.132402938,1.476161464,0.337848115,0.026874323,32.83480826,0.097464987,1.09E-07,5.12E-08,0.185714235,0.334701869,0.126043846,0.15506575,7.81E-08,1.10E-07,0.101008964,0.32608118,0.463622797,0.284359493,-2355.266591,1.024723037
3.052290279,0.111737099,4.032896711,2.465773073,1.797111655,3.408496116,2.82807818,4.068041086,2.309143561,0.9309362,0.053941649,338.7365019,20.84456238,5.282596193,2.926114372,0.316074872,3.699910264,0.812397454,1.049123603,24.31318441,0.159083142,5.07E-08,8.52E-08,0.201807059,0.22951232,0.163341423,0.137975076,8.78E-08,8.78E-08,0.108280669,0.229183183,0.65364057,0.552538727,-2368.978036,0.593383176
3.052290279,0.156344615,4.362051437,4.130180667,2.368579647,1.525125735,4.55167506,3.997316068,30.1755283,0.898018616,0.109891695,142.0987363,110.2755334,2.013092112,2.344492996,0.65575574,1.490685483,0.807650042,0.202273955,0.146958978,0.174034406,1.35E-07,7.94E-08,0.094030769,0.333826738,0.189246963,0.151178112,6.16E-08,1.08E-07,0.057682628,0.249122566,0.454187857,0.326884693,-2364.432871,2.305641092
3.052290279,0.089285412,4.596070249,3.573795463,2.862698773,3.350482653,4.015569519,4.580517443,5.257052006,0.87954243,0.081957803,66.51094135,177.7420472,2.988760654,2.83734585,0.714567616,2.697182678,0.367205463,0.033205918,0.8242134,0.210741535,7.10E-08,5.51E-08,0.22395838,0.275094413,0.151058727,0.084568741,4.98E-08,6.89E-08,0.054577958,0.404733122,0.369499519,0.464028154,-2347.798351,0.609310902
3.052290279,0.112873261,4.952016932,3.400597784,3.227914147,2.710432717,4.099661138,4.100381561,3.454391345,0.856153848,0.138935586,80.90736895,66.89554992,2.065999112,2.591127825,0.552997644,0.741326921,0.333176636,0.040173219,0.139230791,0.13851705,1.05E-07,1.30E-07,0.117571149,0.320561081,0.174320421,0.171787273,6.09E-08,7.85E-08,0.077242651,0.316826894,0.442340535,0.347182022,-2349.285113,0.213503698
3.052290279,0.101688982,4.133678328,3.843914431,1.17250969,3.954616247,2.896647978,5.046089,1.15166488,0.886186918,0.080665597,54.8680329,143.128648,4.794026268,8.60199518,0.072245917,1.864328544,0.756935082,0.111182448,2.403204232,0.117764678,5.45E-08,6.05E-08,0.16745369,0.384232389,0.144047443,0.107389425,4.97E-08,8.14E-08,0.079112129,0.399702439,0.549135893,0.392724876,-2417.031949,2.44793214
3.052290279,0.121729445,4.745766744,4.00149293,3.256339699,3.777976804,3.937158183,5.25064956,1.041088478,0.859790673,0.103902316,9.210891991,43.87236747,4.012920568,8.569438535,0.172427129,1.056235272,0.409366249,0.066285059,7.363099116,0.138872571,1.22E-07,9.87E-08,0.113826469,0.335536631,0.17527887,0.173397732,8.49E-08,1.50E-07,0.063087272,0.293896963,0.38424614,0.393642767,-2378.763691,3.381135105
3.052290279,0.070773377,5.629467634,3.510933245,3.606561862,4.014756318,4.844321675,4.131575684,4.801495321,0.909544203,0.037675314,21.97360118,31.67830555,0.79181902,0.953045137,0.148754531,0.325716189,1.362539357,0.443183601,2.228864755,0.116057516,8.12E-08,6.98E-08,0.154469856,0.341745038,0.193702488,0.132339892,5.03E-08,9.94E-08,0.061684909,0.519499853,0.603049167,0.301092933,-2389.805801,4.942967538
3.052290279,0.085019599,4.024173829,3.519472571,1.645032461,3.805381449,3.186327946,5.058155448,1.324077243,0.909672845,0.069469712,4.107448414,103.8531206,1.416759487,6.001793074,0.166225336,3.410047401,0.760916797,0.301050152,2.611946176,0.102923566,1.22E-07,6.02E-08,0.146987979,0.42317174,0.146279484,0.133160131,5.30E-08,7.88E-08,0.047476785,0.326719337,0.486013504,0.283255803,-2449.532375,0.826925311
3.052290279,0.083328187,3.678573429,2.59733164,1.712618474,3.260157852,2.518190425,4.771154274,1.408963158,0.855383594,0.060311564,89.49426643,698.5214068,6.045395109,7.247049826,0.976133451,2.019226,0.998156644,0.016948469,27.94810979,0.174960442,9.45E-08,7.79E-08,0.113724197,0.264497706,0.180980469,0.169937099,1.37E-07,1.06E-07,0.095899672,0.164904974,0.438068945,0.349197117,-2356.35955,0.564529966
3.052290279,0.126871955,4.090808702,2.788515861,0.878395591,2.911761893,3.021174044,4.043183,1.65988731,0.853875754,0.016959925,29.04053858,42.44569997,2.583151284,3.433148027,0.435858552,4.358692538,4.625649684,0.032605621,0.442348054,0.216825717,6.25E-08,7.54E-08,0.194388325,0.284223045,0.143141652,0.095522808,4.22E-08,6.91E-08,0.065898204,0.622614761,0.622137969,0.405038496,-2422.938751,1.537390278
3.052290279,0.14321607,5.625735886,5.043942054,3.467717294,4.080534386,4.399482675,4.679005398,0.591644305,0.823554882,0.255105978,337.5889104,29.24066398,10.11340883,6.231736971,0.153874407,1.384162682,0.265315004,0.078875023,0.950083539,0.215076985,6.60E-08,3.59E-08,0.169919216,0.30501753,0.136543237,0.106879063,3.48E-08,9.51E-08,0.066563737,0.492153799,0.837771379,0.406511186,-2538.959288,2.011844133
3.052290279,0.123367023,5.480282247,2.902394141,2.330549381,3.167151502,3.584900662,3.799103476,0.91030234,0.815121422,0.091293855,37.77154972,73.41573054,7.064914756,10.36872662,0.314602269,0.387306413,0.620394944,0.111563472,1.892998669,0.155886259,4.51E-08,6.01E-08,0.078007743,0.507611388,0.123732489,0.101080752,7.65E-08,7.61E-08,0.033681111,0.228908828,0.480014379,0.25156928,-2371.378922,0.274055199
3.151027173,0.128652985,4.340449071,2.781161134,2.051225676,2.761978943,3.18047042,4.311175802,0.524345732,0.883753365,0.08222897,8.526439519,28.53101754,9.353915293,14.31480507,1.216139099,3.988505636,0.916057096,0.035423199,0.010022002,0.097395119,5.99E-08,4.93E-08,0.084656824,0.455027832,0.159866487,0.13573959,8.29E-08,8.47E-08,0.067313871,0.266916459,0.508602178,0.31732619,-2341.873709,5.198289707
3.151027173,0.111347387,5.555765951,2.452502672,2.159949597,1.777585257,3.314394673,3.337970251,4.806039968,0.803366238,0.119158643,139.4965482,15.20821338,3.988736516,2.000431066,0.371859752,0.25132746,0.517720757,0.053887649,0.605967267,0.094004466,6.08E-08,8.59E-08,0.140004663,0.367033686,0.146559161,0.169565763,7.06E-08,1.17E-07,0.082831926,0.174428322,0.41498413,0.404839401,-2344.581764,11.01944805
3.151027173,0.07537616,5.341836953,3.57122216,3.088618773,3.537424626,4.016120292,4.35371898,2.210301285,0.863840133,0.123013437,2.693491558,25.68432684,0.644727258,2.257694766,0.078825045,0.349902498,0.402325803,0.01460373,7.714720264,0.158373843,1.06E-07,6.65E-08,0.138118175,0.34711487,0.153715589,0.129505977,3.82E-08,7.84E-08,0.073171256,0.308610527,0.521935449,0.280648438,-2327.029106,1.41570249
3.151027173,0.065747761,5.437552125,3.329056591,3.581327587,3.377619494,4.520421352,4.310768014,6.356884094,0.897758465,0.09024679,20.24530512,280.8949501,0.82056752,2.376799875,0.075728177,1.609415257,0.361081811,0.102465579,6.316133516,0.306202688,5.49E-08,6.10E-08,0.112526731,0.287351431,0.153080891,0.109903047,8.15E-08,7.89E-08,0.030934935,0.846956629,0.539002578,0.448372231,-2422.694113,4.197136483
3.151027173,0.089567577,4.119186869,4.253172405,1.989116291,3.584048287,2.836694646,5.440105089,0.325511873,0.840861719,0.14239557,50.42304099,48.65760743,54.74826204,69.07055789,0.359217354,1.885113793,0.231352232,0.073351132,0.418782335,0.25749762,1.15E-07,8.41E-08,0.097972827,0.317193145,0.157070732,0.113580858,6.99E-08,1.19E-07,0.056684429,0.229419309,0.359302144,0.301704165,-2466.562123,0.5450463
3.151027173,0.15075458,3.856588547,3.260352039,1.030714588,2.086666707,3.009487311,5.400148138,1.158968248,0.91774445,0.152485927,27.91503078,19.39233301,3.448481233,1.866640058,3.054642033,6.715515232,0.606517609,0.162226716,1.037681294,0.141621668,7.84E-08,7.55E-08,0.111999975,0.444933511,0.115383261,0.085360484,5.29E-08,6.22E-08,0.100700832,0.354802379,0.393876158,0.418449949,-2368.840894,1.204990295
3.151027173,0.181189883,5.980869208,4.699539973,1.905352983,3.990425071,3.230348056,4.051993646,0.602275334,0.790920219,0.225576974,341.754862,2068.302169,10.08189691,18.53970121,0.646463066,2.054178524,0.355069749,0.080981012,0.820316186,0.113562389,7.99E-08,8.49E-08,0.130517907,0.351806637,0.168550494,0.148877913,5.01E-08,6.06E-08,0.086684386,0.677061186,0.756045993,0.267518306,-2497.877095,13.81413493
3.151027173,0.086890602,5.369410635,3.234348367,2.72114847,3.299207905,3.39194288,4.343794778,1.857901021,0.87510031,0.110924189,73.01430933,37.90674562,3.794071426,3.992390028,0.325884179,1.58923458,0.400299663,0.077234352,14.45687052,0.185809474,8.39E-08,8.24E-08,0.216820817,0.282364286,0.112356395,0.154912492,6.76E-08,7.10E-08,0.047736231,0.273043094,0.383402113,0.68523444,-2391.142188,1.698693296
3.151027173,0.090501951,4.533947452,3.272183977,2.562024896,3.337461832,2.957464873,4.168770458,0.330039265,0.792868351,0.084494551,180.4137842,8.6285406,43.10303755,14.76162281,0.121225769,1.178003311,0.720821152,0.020298536,2.395909914,0.102642801,7.01E-08,4.62E-08,0.174665179,0.454675549,0.128974542,0.077714558,7.10E-08,9.59E-08,0.061327089,0.270219947,0.432417452,0.667063875,-2566.393793,1.098849049
