P1,sigma,b1,b2,b3,b4,b5,b6,theta,alpha,D,L1,L2,wL1,wL2,c1,c2,omega,xi,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
0.978815511,0.161092113,4.461553635,2.535308228,2.343219589,2.022757576,3.602547119,3.624041628,1.045265713,0.881999144,0.080319645,27.12307982,51.89454044,5.094452944,7.806284177,2.244335416,7.436056359,0.857849304,0.076212761,8.673008723,0.131827549,5.52E-08,5.89E-08,0.153581574,0.38748407,0.150491279,0.099582205,5.18E-08,7.50E-08,0.077033081,0.669502173,0.545160951,0.438577181,-2396.014744,0.970493508
0.978815511,0.140887574,5.258755642,1.772486938,1.771175219,1.358676513,4.043634707,2.767125777,46.4948811,0.854211107,0.057601528,67.56522212,360.9762096,1.373598488,2.576552443,0.105151695,3.504790215,1.83782749,0.125452037,4.804288608,0.118264356,1.30E-07,9.72E-08,0.194367616,0.275868893,0.175397326,0.162062344,9.80E-08,1.26E-07,0.074039015,0.354729153,0.555119618,0.662947082,-2373.959442,0.217554877
0.978815511,0.083708687,5.702115239,4.516158217,3.62078319,4.26534538,4.843865377,5.229719244,1.016359644,0.928432941,0.081034126,13.41972981,241.4964674,0.718464567,5.246919855,0.121554266,0.380880334,0.89887287,0.425982613,8.845329957,0.190964421,6.70E-08,1.12E-07,0.18617105,0.237267293,0.200128742,0.12383144,4.72E-08,7.90E-08,0.061636748,0.533324097,0.7559019,0.346669075,-2372.047761,0.525893907
0.978815511,0.135273593,5.96327659,1.315649559,2.187366881,1.61870941,3.388716971,2.975955603,1.051456436,0.882777951,0.126804304,23.60665771,140.2933291,4.314186799,8.007445817,1.523605531,3.211201951,0.673337983,0.084783271,3.727973535,0.089599224,1.16E-07,5.13E-08,0.15830359,0.455279092,0.132981899,0.106153598,4.73E-08,8.41E-08,0.0576823,0.284310968,0.511856465,0.429787381,-2382.746848,1.993630597
0.978815511,0.093895838,4.393820974,3.107443122,0.060518059,3.300050969,1.891998572,4.102460964,5.292616688,0.776179297,0.069751264,93.32312957,12.30515818,3.329495375,1.729923115,0.583552882,0.375411984,1.0246183,0.082712564,1.548818476,0.142866879,8.47E-08,5.56E-08,0.125561853,0.444932917,0.127536298,0.099007753,7.65E-08,8.26E-08,0.060094,0.204398128,0.607122847,0.411744335,-2364.557984,0.796027324
0.978815511,0.08425311,4.727383539,2.890888614,3.099346158,3.142124004,3.978599603,4.747908623,1.399766414,0.925848473,0.105019103,3.656593929,40.57512736,1.4833342,5.278383078,1.548449915,1.828820959,0.419887534,0.082198709,1.660383711,0.193513815,9.82E-08,9.73E-08,0.094744346,0.254559639,0.168768569,0.178967905,9.47E-08,1.46E-07,0.109445289,0.223098849,0.637412751,0.322144538,-2383.950206,6.489774047
0.978815511,0.087269999,5.0192822,3.799752967,3.206266821,4.653062023,3.885829836,5.004499717,1.453644608,0.911945185,0.040759671,44.73244801,68.14359641,4.324946029,7.798091906,0.370638821,3.479830848,0.428929539,0.200445999,4.563806029,0.153154554,7.03E-08,1.03E-07,0.18739756,0.23177233,0.15199202,0.167081967,5.12E-08,1.01E-07,0.108601244,0.41722936,0.442485691,0.498357356,-2376.342758,0.992793153
0.978815511,0.131625182,3.852197239,2.600808946,0.664365452,1.777099761,2.19859804,4.618774663,1.434595662,0.842343356,0.074948326,58.73346163,27.09400362,6.037544024,5.353320822,0.443934815,4.716159502,1.204278342,0.186536309,5.437244353,0.21286057,1.01E-07,6.71E-08,0.102719572,0.34630825,0.133658017,0.116831218,1.12E-07,7.17E-08,0.087622021,0.210783395,0.525585136,0.47583488,-2382.183173,0.459069638
0.978815511,0.131802158,4.997276318,1.582149823,1.335875757,1.250155508,1.586930708,4.406586696,0.958417574,0.754283725,0.074359399,43.85906345,11.91969652,5.992156641,4.981192964,0.154771883,2.19176758,1.529116555,0.003400884,10.29035688,0.130598958,5.14E-08,7.09E-08,0.157118038,0.386794576,0.104493738,0.13455027,2.79E-08,6.78E-08,0.086444202,0.173611297,0.626500023,0.548109349,-2427.781653,0.626881642
0.978815511,0.082386317,5.243915973,4.42766546,3.421489051,3.796584689,5.01707277,4.588242326,1.209187555,0.949507013,0.156360712,12.3680043,18.19781743,1.630704151,2.395937195,0.07413897,1.141328831,0.287885325,0.071467508,1.183640763,0.17952206,5.66E-08,7.62E-08,0.199419768,0.276766379,0.168103561,0.122457277,2.75E-08,6.58E-08,0.053730729,0.350237345,0.45180363,0.369244011,-2395.069217,3.938435572
0.978815511,0.105336217,5.112935649,2.335179197,1.54515978,2.335600215,3.105402736,4.160315602,1.642292257,0.872322243,0.052363002,11.43755496,433.3229167,2.371558688,6.114818267,0.494479575,1.26112337,1.412721786,0.195330014,7.430894621,0.182181401,3.92E-08,6.30E-08,0.073145534,0.479706336,0.118863204,0.112905671,7.91E-08,6.69E-08,0.033197606,0.373424695,0.468893921,0.514093352,-2382.757354,18.24145715
0.978815511,0.138771342,4.711515604,2.017548505,2.037460838,2.350904168,2.607108913,4.418028619,2.224268316,0.860384251,0.088703533,365.0443445,48.34986888,3.103721404,2.598342206,0.175942295,2.634019989,1.028097981,0.04537544,4.618993227,0.070604107,1.22E-07,6.42E-08,0.193338894,0.353023082,0.187223647,0.119771601,9.67E-08,9.05E-08,0.076038296,0.531378926,0.577576616,0.355852273,-2462.154501,11.44321593
1.077552404,0.140857759,4.057163368,3.230976243,1.011388002,1.901353473,3.159710328,4.531940586,0.767292862,0.855264154,0.109559563,82.95384747,10.17354125,14.07438447,8.035628109,0.843223221,0.705176527,0.734817741,0.149323067,7.741513046,0.142365308,7.62E-08,6.78E-08,0.068411768,0.399636518,0.154539553,0.171642878,7.42E-08,6.96E-08,0.063403687,0.160344706,0.487350204,0.273918339,-2360.499377,4.190056007
1.077552404,0.1018062,4.82975836,1.738824977,2.215786861,1.279743653,3.796610339,2.759566186,0.645332137,0.771289264,0.063157811,66.40859122,459.3543992,11.14961168,22.62766344,0.390487863,3.882874699,1.111911907,0.011802585,6.350065289,0.15882107,1.01E-07,6.81E-08,0.124847704,0.356348111,0.127362708,0.162609713,3.76E-08,7.81E-08,0.070010408,0.358546947,0.606327326,0.41511999,-2381.009233,4.932163962
1.077552404,0.110897494,4.572901681,3.42637004,1.517228838,2.300906733,3.680279659,3.764372041,1.475375357,0.825812543,0.064423167,40.57023956,39.19764275,3.691954829,4.76180735,0.284953793,0.210560332,1.22342971,0.104221928,0.154318005,0.227021536,6.96E-08,8.76E-08,0.089191701,0.346300807,0.13873707,0.137450816,1.03E-07,1.08E-07,0.061297701,0.209454605,0.440352943,0.519932743,-2369.179863,1.15132366
1.077552404,0.138875907,5.139375726,2.598754923,2.081636844,3.441995511,3.436925797,4.521934523,0.890873461,0.868809517,0.064239659,26.16030709,335.1473389,5.975567301,8.29381897,0.74907205,1.643827428,0.716636584,0.114076,0.389218329,0.234052779,9.22E-08,6.59E-08,0.088637473,0.328725897,0.152590929,0.144994176,7.40E-08,1.32E-07,0.050998381,0.321887802,0.39022542,0.254715958,-2418.068662,4.276175249
1.077552404,0.109634765,5.361120102,2.847807928,2.866091507,2.13408733,3.718452609,4.041481645,0.663594443,0.826787546,0.163323744,19.04201431,150.6540301,6.246742122,13.7419427,0.273594355,1.028851253,0.341740099,0.039267336,7.279698396,0.113202503,9.09E-08,7.65E-08,0.131905726,0.375008455,0.14170117,0.163125953,6.51E-08,7.12E-08,0.07505589,0.25557943,0.552792067,0.301422092,-2359.951338,1.915223879
1.077552404,0.106479972,4.865002433,2.809611758,1.099718291,2.518281964,3.09576657,3.63064819,18.2753644,0.843900984,0.1125507,134.4925313,20.86209928,1.479443715,1.150027873,0.046728218,1.816261474,0.673337195,0.081292443,1.382891994,0.157261034,9.57E-08,7.05E-08,0.209955867,0.347174773,0.130823066,0.114284298,4.92E-08,9.52E-08,0.040500651,0.461091002,0.678954869,0.582715094,-2421.787712,6.13139344
1.077552404,0.088769583,4.997645225,2.728329272,2.054796233,2.651423996,3.606142917,3.689351709,1.051549214,0.842239882,0.081693,8.048809074,35.24186043,2.915605975,5.885186256,0.173592191,1.976749532,0.657812382,0.059167024,1.210129623,0.207142484,1.25E-07,9.09E-08,0.149845725,0.307376366,0.147018854,0.142227169,9.34E-08,8.49E-08,0.046389009,0.36406401,0.533221176,0.339148463,-2336.216187,4.213583221
1.077552404,0.125669712,5.048742419,2.594180678,1.575752943,1.934653654,3.387429375,3.617088026,0.914302075,0.791062033,0.03334284,30.19847585,45.43310907,4.969784079,7.033060633,0.080770436,1.983039466,2.434205578,0.045597472,4.26738394,0.128891327,4.85E-08,5.43E-08,0.178175526,0.415984333,0.127381574,0.092961564,7.69E-08,8.38E-08,0.056605413,0.195664606,0.568844993,0.405427265,-2379.167859,7.88150464
1.077552404,0.119228455,4.314646872,2.892570652,2.256262629,2.53484107,3.696863785,3.694723178,1.246484476,0.858386389,0.079423701,218.3466981,497.4719635,6.028707239,8.903694682,0.784374051,4.46138262,0.533065849,0.236257201,1.393415435,0.176705889,1.62E-07,7.43E-08,0.114256816,0.322138542,0.145025892,0.146619739,6.10E-08,6.50E-08,0.095252759,0.276791685,0.458870815,0.451410065,-2449.879569,3.237868949
1.077552404,0.073661378,4.350862491,3.619625336,0.609835878,3.362586544,2.280230574,4.798684908,1.041370968,0.845216571,0.044041571,162.4235589,51.05405457,7.022321124,7.348234815,0.420532451,1.637581516,1.787373777,0.056544597,11.1656071,0.17699456,6.37E-08,3.18E-08,0.103715632,0.277590065,0.171311074,0.180787029,4.94E-08,7.78E-08,0.089601417,0.260403902,0.601927168,0.441022903,-2485.23162,6.981271275
1.077552404,0.098952315,4.96361399,3.267891778,2.343602806,2.571565524,3.65047147,3.936091763,0.805952426,0.834625261,0.123418165,19.07695869,85.80571094,4.884019445,9.364747143,0.099834812,1.87716608,0.388369892,0.07617131,29.7485081,0.078685702,1.04E-07,5.90E-08,0.165653193,0.367390174,0.140875905,0.153495889,7.77E-08,1.20E-07,0.093898777,0.193913757,0.652096092,0.403828574,-2360.148347,1.102375822
1.077552404,0.113379287,4.878615287,2.776947568,2.445587594,3.05830457,4.20860069,3.805124414,0.560983483,0.911577078,0.062326283,7.312807936,5.028816777,6.421707628,0.901526514,0.647457484,4.199195558,0.845732941,0.1799985,0.399671278,0.164660432,6.34E-08,8.99E-08,0.255402155,0.268015555,0.129627066,0.104729397,7.29E-08,6.32E-08,0.077565105,0.320187704,0.51581605,0.371373235,-2364.213398,15.85929152
1.077552404,0.092102643,4.758206077,4.825459212,3.161725985,4.082114058,4.292533512,5.325748433,0.511931356,0.916529443,0.175968867,46.79853783,14.64827116,8.265023066,0.888054979,0.450240153,0.822430095,0.247871138,0.072314669,0.765768368,0.134630016,1.02E-07,7.07E-08,0.108526765,0.273204644,0.229392424,0.193983909,4.05E-08,8.94E-08,0.060261939,0.646089983,0.467565064,0.648412098,-2417.837404,0.496414797
1.077552404,0.127713819,3.857901982,3.966705553,1.553107274,3.319614733,3.29945195,5.225477416,1.124280787,0.84259379,0.164817695,105.3908707,172.5772657,5.116912797,7.619685897,0.075074541,0.621008404,0.34206466,0.02220007,0.02671122,0.07293105,8.42E-08,5.90E-08,0.128058481,0.397252524,0.163877123,0.135756152,5.50E-08,6.77E-08,0.102124404,0.341895649,0.385854548,0.285986865,-2349.240915,0.325596139
1.077552404,0.153980834,4.794712994,2.392168042,1.041401222,1.648904335,3.574863281,3.138295017,42.22574042,0.846599135,0.197125901,16.48966778,587.3422148,0.948978935,2.608449856,1.484717881,3.846488342,0.485920795,0.020319893,7.538073158,0.115769684,1.10E-07,1.11E-07,0.113151687,0.31459469,0.181879668,0.196800249,8.42E-08,7.81E-08,0.077803639,0.346444616,0.545356505,0.340253496,-2362.256574,1.603583647
1.077552404,0.107950385,3.56269734,3.157494709,0.496036102,3.234492833,2.841040607,5.145924279,1.105387331,0.852009941,0.052778173,46.19963889,105.1858825,9.092731373,9.885560294,0.806106939,2.949431489,1.701850705,0.124609013,0.257881587,0.084577615,1.36E-07,6.17E-08,0.214716273,0.308798793,0.164063499,0.177544059,7.94E-08,1.01E-07,0.050299382,0.357929627,0.456575092,0.375762699,-2386.082409,2.991776788
1.077552404,0.104983732,4.046747989,3.551342305,1.205781619,3.932809768,2.469405618,5.146387742,0.355198464,0.857514155,0.132645362,52.92602856,3.116621592,31.13280786,1.39225724,0.676871366,1.852215693,0.362681473,0.037234874,11.4960679,0.234045696,7.18E-08,3.95E-08,0.125474402,0.250826968,0.171415339,0.11600876,1.13E-07,8.47E-08,0.102228525,0.326176285,0.508591855,0.650115419,-2471.928056,8.000544636
