c2,sigma,b1,b2,b3,b4,b5,b6,theta,alpha,D,L1,L2,wL1,wL2,c1,omega,xi,P1,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
0,0.070504304,4.785967618,3.43887254,2.809080133,3.755273286,3.678592468,4.382469719,0.938286199,0.867009855,0.064821453,29.72746924,29.51677755,4.893537115,5.983532037,0.300055645,0.539425799,0.120618055,2.685037101,0.118146204,0.1852645,4.51E-08,5.12E-08,0.158330714,0.379232819,0.116535417,0.089052315,8.54E-08,6.89E-08,0.071583983,0.375654062,0.440614545,0.390627079,-2348.280912,1.402145651
0,0.092076779,5.232267631,4.814100301,3.18803656,4.139626753,4.335309153,5.11316739,3.309344893,0.886827935,0.084194877,56.46584132,157.8555875,1.170736724,2.10433014,1.033009075,0.714427625,0.525001193,10.53380789,2.011877705,0.096811703,9.11E-08,6.19E-08,0.092961776,0.420653824,0.20389183,0.112368758,6.35E-08,8.00E-08,0.073311813,0.558676759,0.608678581,0.423751758,-2379.712065,3.520647911
0,0.10248013,4.214474285,4.169699527,1.854993261,3.738678726,3.417030339,4.650143206,1.14213311,0.824292191,0.094277996,114.2512833,31.12992877,5.800242157,5.022481509,0.250349899,0.424521736,0.0694382,1.707264783,0.770528584,0.124567228,6.84E-08,7.71E-08,0.076028037,0.441841904,0.161196679,0.125405297,6.83E-08,7.32E-08,0.070960568,0.31507769,0.38733579,0.588092512,-2365.880759,0.86139429
0,0.096708692,5.067337646,4.053669113,2.870280446,3.772788193,4.173313808,4.08138653,3.882722651,0.847118153,0.087003367,13.18479377,129.5360908,1.13825393,2.736327334,0.610998354,0.42316827,0.055042574,1.162532356,3.482267891,0.118947638,9.45E-08,7.68E-08,0.088114905,0.460215334,0.158715878,0.124506154,6.39E-08,1.19E-07,0.049499736,0.398829065,0.45138035,0.308090471,-2357.805619,0.590880725
0,0.16417408,5.065729756,2.388868205,4.236597558,1.188710068,5.06514343,3.415109171,0.88395165,0.837215137,0.084890638,105.8269903,87.50267588,6.905340909,8.769184621,0.510945612,0.820102225,0.049959909,8.962699598,1.333799479,0.224035265,5.45E-08,6.68E-08,0.174658399,0.26213601,0.133384382,0.152747324,3.04E-08,1.07E-07,0.053038361,0.387432398,0.581209086,0.403246974,-2402.607816,0.466176825
0,0.099422491,5.61668402,3.750180537,3.406435864,3.170563157,4.575931481,4.371831621,0.545941104,0.882199755,0.107274469,19.53167967,30.66014654,7.988820015,9.25792136,0.111387853,0.382465889,0.237928457,3.572946182,1.810019463,0.181979987,4.68E-08,5.76E-08,0.086186035,0.369719165,0.167798666,0.125893238,5.60E-08,9.22E-08,0.068422657,0.356019597,0.481954795,0.305701008,-2410.083697,5.704216562
0,0.085627325,5.704745977,4.460741218,3.933160735,4.692885732,4.398785792,4.986015764,1.766113731,0.875518222,0.073028504,162.2458128,66.93029286,3.295557612,3.732816243,0.178056163,0.333206564,0.05921582,5.137029173,2.468852599,0.14720015,1.06E-07,5.01E-08,0.182693348,0.353401434,0.162004234,0.102071025,4.61E-08,7.85E-08,0.052629528,0.494037395,0.544035225,0.415763219,-2417.641876,1.776275204
0,0.098294845,4.80266021,3.162795611,2.023568996,3.066611864,3.559024589,3.94584385,3.297093184,0.831007611,0.083449451,29.2507794,18.90905172,2.222524998,1.878190357,0.663949053,0.725166035,0.027777542,31.54421127,1.759441463,0.07472084,1.08E-07,8.67E-08,0.172678403,0.433375932,0.114495985,0.116754431,5.64E-08,9.19E-08,0.087974066,0.238437382,0.479354419,0.420604655,-2362.489328,1.040619356
0,0.071436034,5.096699492,4.10631071,3.304621287,4.112644989,3.952669482,4.92314307,1.594963487,0.861316847,0.070127687,24.66467033,181.1615715,1.937440123,4.477183714,0.136148981,0.643901942,0.032061206,41.27519333,1.158940417,0.185907693,4.57E-08,5.52E-08,0.148486592,0.403041632,0.11817203,0.096775713,3.86E-08,5.10E-08,0.047616149,0.547642128,0.527732258,0.425959551,-2360.722891,0.40436853
0,0.130643356,5.541797014,3.263207131,2.972896818,2.963759466,4.041394071,4.214720136,3.190557097,0.846537843,0.124230461,165.512001,73.18648854,2.162113387,2.104364558,0.381855771,0.451610047,0.089420697,2.241859983,0.67497886,0.094965533,9.39E-08,5.47E-08,0.10474967,0.453691814,0.168724326,0.119733372,3.83E-08,6.78E-08,0.058135031,0.436124596,0.583558553,0.295565551,-2405.738512,2.611281855
0,0.146421884,4.354958744,4.038574027,1.967703934,3.981795865,3.055240013,5.17855946,1.089199279,0.866135493,0.129326505,113.1939936,57.00774448,4.723166246,4.977177732,0.171935244,0.373325845,0.063005684,0.443180686,1.785529758,0.129051835,1.10E-07,6.58E-08,0.086723439,0.388818711,0.180048663,0.14046503,5.24E-08,6.55E-08,0.074892029,0.446347024,0.370284024,0.383650441,-2386.738058,3.741612169
0,0.100084157,4.212412457,3.547755457,0.611962808,2.160834013,1.755982023,3.672250793,2.309997024,0.676601541,0.101453254,15.09997859,205.6805995,1.448488872,3.544358593,0.241115492,0.825433531,0.170090288,6.707771357,18.43803879,0.126221078,8.99E-08,8.01E-08,0.150480416,0.413949496,0.121110717,0.101113173,3.34E-08,6.54E-08,0.087124851,0.323940187,0.584774142,0.398471599,-2453.284987,1.422816077
0,0.077610405,5.641798306,4.820870622,3.908699624,3.7941366,5.016242947,5.033852741,10.36763874,0.878388968,0.116089225,50.78864785,371.8078781,0.805586209,1.797887537,0.381815785,0.466120263,0.19690058,1.556977174,2.777487627,0.143148022,6.76E-08,5.27E-08,0.153170672,0.3283969,0.176214407,0.125859122,5.27E-08,8.14E-08,0.073210622,0.610261885,0.703012685,0.417087051,-2378.959384,0.394897946
0,0.079801751,5.152615838,5.01259566,2.706548482,4.44634364,3.855955917,5.167058979,2.416747413,0.850615662,0.132243438,35.79045929,122.4362361,1.568659983,2.812784448,0.048178232,0.371523891,0.083510145,33.37619164,1.460735253,0.156582888,9.32E-08,7.21E-08,0.161196677,0.346519524,0.125168355,0.130182467,3.97E-08,8.33E-08,0.080349801,0.444469164,0.627589662,0.350885991,-2375.538014,1.556081062
0,0.086057006,4.356251491,3.746423496,2.338737642,4.190941782,3.374766186,4.803812265,0.688426519,0.880450792,0.079924928,83.48168519,40.45718583,8.907450014,9.096176062,2.116366223,0.501278105,0.087758991,11.16293174,2.688025664,0.156113148,9.34E-08,8.38E-08,0.153888428,0.394811505,0.104761817,0.111769397,5.36E-08,8.64E-08,0.078655388,0.51506595,0.499447991,0.354433533,-2408.399076,8.770190488
0,0.117139019,3.86686925,4.951509381,2.125791632,4.27523044,3.508616338,5.656648389,1.386521203,0.869327389,0.080192973,50.24799153,38.60688915,3.799251277,4.371670496,0.348687706,0.500398945,0.089925581,6.999963802,0.838870994,0.125565915,7.75E-08,6.98E-08,0.145362972,0.481113002,0.100179053,0.103452707,7.76E-08,9.26E-08,0.044326035,0.405386183,0.447438414,0.41475998,-2342.976607,0.517208947
0,0.091421209,4.637222594,3.492723172,2.357059076,3.63364639,3.629808249,4.669689297,0.874482408,0.840794658,0.04677654,120.1320281,15.96614658,8.678338939,5.527733712,0.362720088,1.010422617,0.098613747,6.102676244,0.972478503,0.20769863,4.42E-08,4.03E-08,0.076636572,0.375996326,0.136132676,0.147430859,7.66E-08,6.70E-08,0.056104709,0.390569733,0.42489954,0.407944026,-2351.671451,0.989075508
0,0.085391482,5.313220494,4.258848281,3.43317565,4.668183587,4.002402716,5.135045961,2.54053577,0.870045332,0.102803482,88.14238661,412.1044147,1.591316236,3.368778802,0.291511816,0.550512125,0.043375848,12.64108597,3.080385823,0.178973607,7.41E-08,9.31E-08,0.232661571,0.244474942,0.141772835,0.127325657,8.61E-08,1.24E-07,0.074791011,0.631166401,0.54839571,0.336920047,-2396.180292,0.395017869
0,0.082001501,5.06365196,3.476003519,3.664131782,2.646846035,4.598479598,4.132935169,0.540540061,0.856130741,0.111817649,16.71732254,55.28542976,9.591765823,15.89494374,0.655418868,0.400105258,0.039189575,2.137506746,5.017872038,0.180551512,6.52E-08,5.92E-08,0.128610423,0.418812529,0.117422951,0.09946799,7.15E-08,6.15E-08,0.055134337,0.325157456,0.509953939,0.419954561,-2370.264837,0.757491051
0,0.183123932,5.310344062,3.541917299,0.824580162,2.735214922,3.800444788,4.150419347,0.670456528,0.795477732,0.050942348,217.0484147,38.68890559,8.886653429,7.180466358,0.426570205,1.320820033,0.143280899,13.65896059,0.670494829,0.086330113,5.55E-08,5.68E-08,0.089961647,0.48641595,0.141723408,0.113942637,5.34E-08,5.85E-08,0.081626021,0.689344223,0.455929128,0.487606782,-2473.873318,2.087027687
0,0.078607933,6.20813858,3.460878973,4.059337133,3.512737184,5.210535877,4.382048371,0.516476609,0.925264598,0.112384163,33.27838475,158.1490504,8.379692588,17.91872124,0.033783814,0.462940161,0.08004759,2.546939287,3.226179523,0.21927538,6.01E-08,3.92E-08,0.15746232,0.318981753,0.159400648,0.086128541,7.89E-08,1.12E-07,0.058751067,0.502969122,0.626195911,0.540536878,-2377.293133,4.023762581
0,0.086962996,5.674594891,4.144726578,3.172572497,3.412897427,4.763386862,4.367928,0.59043662,0.898194537,0.019582366,154.3557599,31.96648018,10.15992561,4.151904337,0.32784626,3.247497927,0.142307067,5.946261716,1.112115161,0.234390635,6.63E-08,5.96E-08,0.097436406,0.319266505,0.129387065,0.125781074,8.66E-08,6.26E-08,0.093738039,0.480379362,0.531442933,0.474979324,-2420.641847,6.12606345
0,0.073034277,5.495476591,4.338988409,3.541026128,4.307737367,4.307307931,4.968482631,0.860293884,0.893751538,0.090537402,8.970153389,181.5776307,1.4153221,7.392003319,0.281306984,0.540507082,0.234655879,3.703559846,5.420390096,0.153734556,1.23E-07,7.66E-08,0.15733573,0.25258801,0.172841827,0.149395908,9.05E-08,7.56E-08,0.114103603,0.461234467,0.687965705,0.332462456,-2363.71745,0.513571414
0.050847458,0.10170295,6.414300825,4.828407003,3.398696824,4.545340333,4.988058342,5.421846965,2.554660628,0.920850396,0.080422447,75.27577534,294.7774135,1.275175087,2.311998542,0.651976267,0.896375756,0.576360782,7.551989428,1.186107652,0.145427264,5.32E-08,5.60E-08,0.135823296,0.424440093,0.127317536,0.110163985,6.89E-08,5.72E-08,0.056827591,0.790430433,0.66607725,0.284800837,-2373.246869,5.73835482
0.050847458,0.145600484,6.183003121,2.232266476,3.416363221,1.415466517,4.370701846,3.497721822,1.69156224,0.839483959,0.145901444,107.310009,145.7913324,3.79242301,5.11913879,0.132885581,0.511687096,0.015897711,5.406134815,0.181786344,0.2679828,8.13E-08,5.87E-08,0.103124959,0.313373213,0.15212362,0.097638388,8.15E-08,6.88E-08,0.065756729,0.409572503,0.547024429,0.352427058,-2361.521724,0.644801629
0.050847458,0.114533302,5.347825871,4.564896794,2.621203025,3.528947526,4.283363102,4.944597347,0.965021695,0.87236034,0.030685465,90.08079786,294.0437603,3.506900082,6.644406848,0.102391514,2.54754125,0.239155899,0.597574347,1.260398278,0.164737356,1.10E-07,6.88E-08,0.232861025,0.276503398,0.152813913,0.116544315,6.11E-08,7.98E-08,0.056539673,0.618301096,0.604100843,0.415641188,-2378.584086,0.949952199
0.050847458,0.072792443,4.872541691,3.869815265,3.262295045,4.017020831,3.794620539,4.980632646,1.93510238,0.86645573,0.086169653,49.39577988,134.4657687,1.862851512,3.131414211,0.329799615,0.40372037,0.080495941,4.280612424,1.124352882,0.18754638,9.63E-08,6.44E-08,0.074379594,0.384014904,0.171564202,0.093286429,6.41E-08,7.07E-08,0.089208196,0.555202916,0.598253448,0.297210243,-2402.303056,0.574194523
0.050847458,0.078240528,4.643999908,4.679920496,2.84901338,5.057254618,3.711746816,5.261234825,0.684911599,0.906800593,0.079868197,28.40491636,8.96778015,6.295323996,2.978670369,0.039895557,0.614719473,0.052162923,3.617697834,4.060600088,0.178870289,1.13E-07,4.36E-08,0.169999322,0.285856111,0.144953254,0.131333541,7.15E-08,1.03E-07,0.088987152,0.353268638,0.470206831,0.437487127,-2416.782817,0.640906087
0.050847458,0.126435517,3.88162297,4.683625645,2.246777577,3.88913749,3.961320563,5.431806116,2.132560145,0.906803747,0.146838595,109.5935668,62.44452677,3.170729496,3.326900653,0.357000853,0.358463233,0.02585545,4.097189089,2.261999414,0.189724918,6.95E-08,6.27E-08,0.165509713,0.409123799,0.084082141,0.115490322,6.81E-08,7.01E-08,0.036068837,0.443259143,0.429787555,0.396988458,-2375.547796,1.001330786
0.050847458,0.09353425,5.028563912,3.317580949,3.273883039,3.685563843,3.984472329,4.275012818,1.301023031,0.874497182,0.071287586,150.3079088,53.58575559,4.445016506,4.515788068,0.185577941,0.690861308,0.111900451,12.11864113,0.665898739,0.197038401,7.86E-08,1.07E-07,0.112108276,0.309082462,0.165583045,0.150691668,1.47E-07,8.09E-08,0.065495735,0.329839002,0.590685928,0.450968203,-2420.437442,3.33710137
0.050847458,0.182763724,6.144789043,3.051095056,3.625477,2.724129805,4.828226595,3.503514828,0.874482728,0.852746565,0.155943534,173.4490648,38.79943197,5.596279653,4.016787764,0.280135456,0.438132724,0.176959214,16.72372106,0.680101358,0.198708599,5.27E-08,9.33E-08,0.101310341,0.361997747,0.162976422,0.114584765,7.75E-08,6.95E-08,0.060421833,0.58887996,0.445967435,0.372359193,-2478.430802,1.920614656
0.050847458,0.070720688,5.460273165,4.744844869,3.768178986,5.061898122,4.198529645,5.253969899,1.241273746,0.917829823,0.084821495,45.70254717,28.27934912,3.124972998,3.501072278,0.133933252,0.287428236,0.026818127,1.816000615,0.894382657,0.155762081,6.66E-08,5.90E-08,0.164268621,0.321715983,0.186761347,0.104812649,4.89E-08,7.45E-08,0.06667907,0.518248732,0.489347098,0.430587445,-2374.045235,0.869061319
0.050847458,0.098768972,5.701139757,4.245509898,3.31539784,4.14796087,4.459851513,4.960547988,1.239812658,0.88694853,0.168409548,63.76560721,436.3256882,2.63168326,5.191083747,0.268084256,0.313200896,0.051744838,7.495971036,0.882141118,0.165623085,1.09E-07,5.62E-08,0.112988508,0.369655798,0.14424175,0.101037172,5.48E-08,7.17E-08,0.106453395,0.664540116,0.520911696,0.34126451,-2374.354798,0.95242057
0.050847458,0.116497863,4.993106951,4.255786485,2.265895411,3.657697468,4.505150112,4.816447607,1.437935036,0.87578154,0.066707251,103.5204619,253.6026124,2.710175144,4.658609019,0.051439158,1.04641029,0.324683774,0.823599392,2.142839546,0.158532227,6.33E-08,9.46E-08,0.131183069,0.365593746,0.18774203,0.102449358,7.23E-08,9.21E-08,0.054499248,0.451602489,0.765509733,0.276700922,-2392.915136,1.925645281
0.050847458,0.119828327,4.931142362,3.676616306,2.272792075,4.002859201,3.621679502,4.62200765,0.924294408,0.873280769,0.032575633,161.85166,21.77438059,7.210765379,5.655340359,0.2384309,2.062769826,0.090080718,13.49337064,2.227727817,0.118592628,9.95E-08,8.98E-08,0.171067524,0.346894398,0.152684811,0.137452612,1.36E-07,7.99E-08,0.073307622,0.373703808,0.577362012,0.378619706,-2377.048616,3.635009912
0.050847458,0.110903657,5.479981189,4.850138514,4.161033704,4.126197833,5.204276223,5.327109141,0.849463737,0.912190436,0.103992347,44.30204421,20.53760128,6.121121916,6.486933876,0.118366189,0.249688389,0.031939821,2.626866741,2.475869693,0.272319103,6.49E-08,7.72E-08,0.198165078,0.228127614,0.117595131,0.123709288,5.95E-08,1.00E-07,0.060083483,0.430802437,0.436764003,0.339764309,-2376.807181,0.674875857
0.050847458,0.084990196,5.486520219,3.057883572,3.973375088,2.958021011,4.426668364,3.885030219,0.93364416,0.887184161,0.061323966,28.29969073,85.08109671,2.770439689,5.402853219,1.410120595,0.993378024,0.489212217,7.122239015,1.892456085,0.196806939,7.21E-08,5.72E-08,0.148134696,0.374259968,0.114918003,0.096585846,6.23E-08,6.78E-08,0.069294289,0.445088428,0.580371044,0.471929846,-2403.704053,0.352223722
0.050847458,0.098919859,4.243389409,3.683873672,1.96355641,3.26774427,2.68365374,4.27720019,0.978848313,0.819177888,0.079052926,49.07884317,193.3361984,5.272557167,8.548702677,0.187741937,0.926565288,0.059986397,26.17058201,1.121783272,0.066826954,8.36E-08,6.47E-08,0.104682678,0.466912054,0.170239153,0.111435073,6.58E-08,8.75E-08,0.079903787,0.369174868,0.563274923,0.343436377,-2373.497211,4.488491148
0.050847458,0.048690197,5.116010439,4.887134953,4.519082461,5.101469533,4.927688995,5.3715219,1.327779172,0.92724511,0.028323083,42.34297827,62.13386061,2.280228915,3.342360856,0.109074687,0.834657094,0.108647028,10.03451636,1.699128664,0.126167753,8.59E-08,5.59E-08,0.186048152,0.314760639,0.144225327,0.161948913,5.83E-08,9.63E-08,0.06684892,0.686828342,0.535334939,0.304556467,-2408.919371,0.521345101
0.050847458,0.115488675,4.549425478,3.486525892,2.922994671,3.559411698,3.431003283,4.407115112,0.651172506,0.847766552,0.060077032,53.55207884,5.305616178,7.418383461,1.20823983,0.247595796,0.805005107,0.315965966,0.896017557,1.173913179,0.197913414,7.95E-08,6.75E-08,0.086123923,0.405586387,0.147528854,0.096248972,9.82E-08,1.23E-07,0.066598082,0.330497857,0.506060415,0.52107991,-2504.372505,0.830957467
0.050847458,0.057358085,5.130497517,4.889349947,3.321211633,4.315760733,3.880277924,4.719717645,0.803998759,0.826378371,0.114525872,18.15988822,41.5516814,4.429860511,8.057269489,0.100664219,0.283084826,0.094113058,4.924328888,7.967887274,0.106799644,1.03E-07,7.62E-08,0.164486389,0.360721577,0.140504594,0.13332813,6.39E-08,9.22E-08,0.094159332,0.257068749,0.744119542,0.400999504,-2428.065504,2.279037172
0.050847458,0.123392587,2.949996459,3.944726359,2.094764297,3.169082753,3.440298759,4.841845962,0.686394584,0.826174396,0.07294599,94.77723208,14.5180532,11.47870889,7.149638488,0.894769484,0.708492698,0.128777265,1.522716835,3.570303337,0.129594031,5.43E-08,7.69E-08,0.234965349,0.335219667,0.143454924,0.095259409,6.12E-08,6.62E-08,0.061506361,0.360320093,0.684755725,0.455424688,-2426.569838,0.699987032
0.050847458,0.047785777,5.711793432,5.225400188,4.488346547,4.860897758,4.676962407,5.299777234,1.058469781,0.818308731,0.032275814,40.07431263,119.6660587,4.019087868,6.878271659,0.083159474,0.294680894,0.080013059,29.07578326,0.385676594,0.191734127,4.03E-08,4.47E-08,0.169476741,0.373382639,0.129374889,0.07228918,5.67E-08,6.24E-08,0.063742221,0.668245385,0.622371992,0.271298319,-2400.216263,0.455695276
0.050847458,0.121371298,4.519295597,3.275233031,2.315104432,3.125473983,3.707532297,4.287992949,1.58732404,0.840489946,0.031926503,81.78317113,25.13371749,3.068751891,2.816067531,0.065953739,1.593716594,0.230506677,0.640168066,1.086318069,0.107368324,7.69E-08,4.81E-08,0.17408979,0.434522325,0.121725712,0.091442587,5.01E-08,6.83E-08,0.070851019,0.4449247,0.609085966,0.349784556,-2406.486102,1.225267305
