c2,sigma,b1,b2,b3,b4,b5,b6,theta,alpha,D,L1,L2,wL1,wL2,c1,omega,xi,P1,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
0.508474576,0.099421833,4.242622383,3.898281998,1.102894591,3.002758913,2.888903955,4.353139211,1.481984709,0.829113142,0.107480903,85.44149171,140.2536827,3.788454847,5.534792327,0.184449499,0.733233126,0.044409772,7.867670579,13.96973287,0.141264054,8.17E-08,5.04E-08,0.073677242,0.440977264,0.14758138,0.110470283,5.85E-08,7.71E-08,0.086029509,0.369025371,0.420802007,0.400390951,-2371.503371,0.6980836
0.508474576,0.066326724,5.575726601,3.596748384,3.477430928,3.660843481,4.313897303,4.049596525,0.672073778,0.878700752,0.046295538,6.894453992,52.64234684,2.448925402,8.399860225,0.269156216,1.048297681,0.340984342,15.58537633,6.027303685,0.182169721,9.38E-08,3.91E-08,0.181862113,0.263115732,0.13222378,0.146549978,5.58E-08,8.04E-08,0.094078408,0.408169496,0.702391709,0.377492149,-2372.688054,0.957128946
0.508474576,0.096354336,4.766194301,3.515627592,2.92200198,3.913677812,3.970377176,5.168245171,1.035147928,0.887611009,0.041643141,62.63466536,11.4731448,4.392903745,2.979527646,0.068906332,1.161120528,0.184935096,17.33567877,0.728401133,0.241239294,8.92E-08,1.05E-07,0.111512104,0.280656897,0.15014074,0.1458592,9.56E-08,8.29E-08,0.070591392,0.560808531,0.510604164,0.517231289,-2414.093133,3.892451027
0.508474576,0.120596835,6.027775739,3.919237788,3.243766464,2.373395967,4.850383272,4.176071178,2.135342223,0.823911858,0.203142625,91.08403723,317.0044869,1.875043711,2.700600115,0.103085455,0.406667213,0.06451351,0.176301713,1.77516499,0.152343932,6.12E-08,8.91E-08,0.15053991,0.353899215,0.164100166,0.127352334,7.46E-08,1.23E-07,0.051764095,0.477332389,0.72421995,0.401899617,-2401.490718,1.923060107
0.508474576,0.102244905,4.811683727,3.017677567,1.102260562,1.348889016,3.135754847,3.526503974,1.848019088,0.783252977,0.063433721,367.1630973,20.46274515,6.821637052,3.523929219,0.245806448,1.239662277,0.182367935,32.02767193,2.336094641,0.115216517,7.71E-08,7.89E-08,0.20313472,0.320577945,0.150683964,0.141973244,9.45E-08,8.85E-08,0.068413272,0.213500103,0.525193901,0.369078045,-2388.44036,2.2915142
0.508474576,0.060799582,4.717012999,4.448091147,3.272254616,4.36699754,3.752093655,5.345579266,0.892445535,0.884441018,0.093401674,15.38619727,28.65936399,3.358226306,4.765664822,0.159863748,0.294769186,0.041605988,1.678964934,6.345639459,0.187057317,6.74E-08,6.22E-08,0.156690576,0.329828382,0.127832351,0.150675352,6.48E-08,9.15E-08,0.047915736,0.233053388,0.773401961,0.609971285,-2363.866666,0.463372237
0.508474576,0.08505783,4.932614427,4.158718691,2.133942573,4.100244307,3.555851621,5.067613101,1.416113849,0.861618435,0.106182009,40.42063054,287.8555842,1.878138665,4.284616116,0.582483506,0.531946228,0.237267672,3.790416436,33.53117594,0.088782204,6.50E-08,6.73E-08,0.135117409,0.443262129,0.130089329,0.12373704,6.75E-08,8.23E-08,0.079011607,0.658926751,0.645486928,0.329117321,-2418.001614,0.733320463
0.508474576,0.097257442,5.115274512,4.093167404,3.606159583,3.679971974,4.175414742,4.893833243,1.038539786,0.895284931,0.132645772,25.11694379,23.55299288,4.107993277,5.04310798,0.258377905,0.259892392,0.020682104,1.774815092,2.785696595,0.132645715,8.73E-08,5.05E-08,0.206995857,0.268040171,0.158407811,0.149116243,6.70E-08,1.14E-07,0.084793884,0.326265782,0.59568453,0.338004554,-2358.32805,4.211858696
0.508474576,0.131199253,4.962352026,2.090409066,1.702772868,2.857570571,2.594020561,4.234466643,1.24202501,0.821959415,0.088855622,62.38319925,34.77370771,4.442925345,4.620872916,0.559418696,0.784205695,0.102600417,7.017780294,0.338865055,0.214080855,7.75E-08,5.15E-08,0.079185623,0.390231422,0.159202784,0.09815982,8.73E-08,1.02E-07,0.059139178,0.31885138,0.550576866,0.422428652,-2348.624322,0.73197917
0.508474576,0.066500168,5.250581237,3.745633839,3.028787202,3.645054555,3.856587581,4.500423998,0.704006866,0.894504461,0.108558775,4.382092042,47.54326421,2.630341218,9.197181951,0.219310961,0.408429372,0.092631837,2.367810471,11.0122213,0.086400635,8.86E-08,6.82E-08,0.193338583,0.359761855,0.142273852,0.123968122,6.16E-08,9.42E-08,0.094256641,0.336284387,0.506811774,0.210798421,-2371.836567,4.468823466
0.508474576,0.0930787,5.389938218,3.613440728,3.358658934,3.597225672,4.535995639,4.544817293,0.875734968,0.904222336,0.028454321,13.66433997,57.54954527,2.077517776,5.507655142,0.14910195,2.061843253,0.254125755,2.561842945,0.314774476,0.144654987,6.95E-08,9.74E-08,0.277916733,0.256650509,0.131359015,0.11448275,7.20E-08,7.78E-08,0.074935688,0.426537618,0.574867114,0.289054913,-2370.792491,0.499576223
0.508474576,0.069859383,5.117246726,3.357229885,3.148544943,3.412808124,4.113186633,4.125428566,1.755535188,0.872674744,0.06665924,8.845681221,94.21028334,1.438163131,3.896947549,0.184324132,0.743818314,0.109313038,4.004961651,4.361310325,0.196974714,5.19E-08,4.52E-08,0.153087329,0.367992812,0.134747534,0.089553387,7.62E-08,7.73E-08,0.057643975,0.243689669,0.84788643,0.382955245,-2350.673871,0.715326944
0.508474576,0.073464168,4.39713575,3.622633934,2.441734409,2.909026069,4.321263753,4.548200863,2.385381838,0.899839681,0.12253709,97.73679961,88.88351002,2.52740894,3.174725613,0.272067984,0.444813428,0.062985599,3.374289866,0.865069442,0.097634946,9.53E-08,4.44E-08,0.170702705,0.435846116,0.117229152,0.09578158,5.76E-08,8.53E-08,0.082805219,0.45427809,0.457495107,0.352822598,-2431.899119,0.919640955
0.508474576,0.097224409,4.930525727,3.478749298,1.790957494,2.725572681,3.695177519,3.811252254,7.060374223,0.844301379,0.047517344,25.07264357,106.7842651,1.12877413,2.281645135,0.15280329,1.442588504,0.120496365,2.641936171,0.809380734,0.103335442,9.08E-08,7.66E-08,0.081702306,0.409194219,0.229066108,0.093377608,7.15E-08,7.67E-08,0.083324001,0.372309874,0.517235666,0.377973889,-2363.022093,2.249940012
0.508474576,0.10387949,4.890796959,3.027527957,2.1952741,2.562100077,3.657363948,3.81536794,0.888692777,0.860499693,0.033167176,39.17894273,101.2569632,5.590719769,9.154858315,0.262226066,2.468951745,0.164820561,9.454637936,3.556533202,0.144220843,5.07E-08,8.81E-08,0.075545302,0.469514704,0.138665872,0.108419926,6.44E-08,6.92E-08,0.063633082,0.332386766,0.560404398,0.308088916,-2344.641541,1.980611882
0.508474576,0.088980299,5.457278336,4.346478055,3.973280245,3.433119793,4.037202141,4.684512092,0.647238549,0.729776863,0.094249651,165.8066999,237.0481761,10.55235066,20.33190085,1.145363736,0.320784135,0.021509751,0.990623203,4.142249958,0.189986785,5.11E-08,6.77E-08,0.207183969,0.231408088,0.154070113,0.157973282,3.12E-08,9.28E-08,0.059377521,0.291094882,0.52910793,0.413199786,-2454.192065,0.745610383
0.508474576,0.105947592,3.910106888,4.002536123,1.488013301,3.968284899,2.469912111,5.638014523,11.97741016,0.826924332,0.107076392,522.4682745,50.93185064,2.947545034,2.422787458,0.259701281,0.481304487,0.053283799,3.301733178,0.560302668,0.154615263,4.01E-08,7.27E-08,0.159966737,0.363409503,0.115331755,0.136421037,5.45E-08,7.62E-08,0.070255462,0.327481886,0.424921317,0.246792456,-2390.844438,2.889716444
0.508474576,0.116079807,4.121611066,3.763481787,1.470212987,3.185354803,2.747353353,4.960723282,2.442116323,0.832510426,0.129765976,16.6590443,14.42759019,2.406680249,2.244989683,0.602734336,0.388933318,0.066896987,1.790699626,5.450866074,0.180611601,8.16E-08,7.52E-08,0.186711758,0.300842978,0.115742663,0.140900389,8.05E-08,6.06E-08,0.075190313,0.192734147,0.542840309,0.425393844,-2366.800885,6.154438744
0.508474576,0.10196716,4.886310202,4.209202583,2.420418769,3.960298397,3.257299621,5.015560425,1.584992386,0.832998341,0.15519971,96.46803721,82.23973658,4.062441455,5.305219834,0.195600217,0.271298627,0.028035267,6.931247938,11.93611125,0.099939984,6.75E-08,8.28E-08,0.113055641,0.44798225,0.143728183,0.120484381,9.88E-08,9.15E-08,0.07480922,0.329609094,0.400931985,0.362438747,-2378.790214,1.77945828
0.508474576,0.127285843,5.531981266,3.587606831,3.348738583,2.909874386,4.943976426,3.636454343,0.317323914,0.860434073,0.11831663,50.91299468,92.17343186,58.48571069,88.38185644,0.161268659,0.363437827,0.073118527,2.017964724,1.03243271,0.165212023,1.15E-07,5.81E-08,0.199094516,0.2921244,0.167851188,0.112498569,4.23E-08,1.01E-07,0.063218987,0.253601711,0.375251368,0.382014838,-2403.387249,0.387233072
0.508474576,0.194586398,4.716674447,3.771841432,1.145820538,3.057959328,4.743571153,4.586380299,2.449630369,0.885359099,0.08553794,70.3077125,73.80445944,3.204915513,3.593610341,0.411376738,0.772277681,0.146652612,11.90630507,9.550745991,0.140060981,7.61E-08,4.12E-08,0.093472299,0.47114765,0.155253677,0.092608937,8.62E-08,9.96E-08,0.047456153,0.37949466,0.353214283,0.360157033,-2365.978703,3.348347268
0.508474576,0.146996812,4.08437413,3.812034744,1.232743167,3.130741846,3.775438633,4.327235098,0.784534143,0.860143491,0.124291253,37.51429688,40.62890379,6.628724003,8.083204481,0.837327644,0.54414231,0.033473014,1.199012879,2.40373912,0.170797374,4.28E-08,3.32E-08,0.126125058,0.452023667,0.123548911,0.090997041,3.37E-08,5.05E-08,0.036507789,0.276086773,0.49037382,0.370366342,-2345.04471,0.551761266
0.508474576,0.090369584,4.387554855,2.818229745,1.21982972,1.893748741,3.498810354,3.609913308,5.471142673,0.820120899,0.098787199,114.0748705,67.94254301,1.999111801,2.299133027,0.311751006,0.826771652,0.092475405,0.66290422,2.242120287,0.090192947,1.04E-07,5.44E-08,0.118000998,0.433666625,0.156174799,0.125216657,4.15E-08,6.59E-08,0.076747708,0.309730364,0.454645701,0.367200009,-2386.353058,5.745810745
0.508474576,0.08079694,4.897471301,3.97689087,3.757072244,3.7844912,4.34364154,4.713120384,0.922955477,0.889998638,0.05024976,22.11725094,64.37373634,4.128939936,6.391097446,0.203465938,0.679471919,0.158845351,3.698061375,8.108217661,0.187985366,4.72E-08,7.93E-08,0.163706027,0.360592406,0.111389228,0.117910001,2.63E-08,6.11E-08,0.058416757,0.289969074,0.610354172,0.377135915,-2351.649694,1.056359921
0.508474576,0.111222024,5.276821837,2.893705263,2.094969159,3.384466045,3.239110044,3.895862527,5.160103934,0.840831403,0.162216885,45.21859821,69.96846563,1.83488937,2.519305745,0.426322757,0.391538041,0.019041084,8.623080355,2.185521796,0.193125934,1.13E-07,6.81E-08,0.209796625,0.278776743,0.125386216,0.135626613,1.00E-07,8.69E-08,0.057287502,0.306089078,0.574503556,0.27075971,-2375.288118,0.575901881
0.508474576,0.249429751,3.688927321,5.092029829,1.475883337,3.781178856,2.991584443,6.66402536,0.975170096,0.832989423,0.188273219,994.402588,129.2605438,6.560406318,5.674873567,0.041998991,0.372200086,0.204089444,3.377120241,2.883646501,0.119926732,1.17E-07,7.84E-08,0.132123983,0.404074663,0.146282074,0.134610607,6.44E-08,5.11E-08,0.06298163,0.500363551,0.434013425,0.477563557,-2663.349457,7.040037017
0.508474576,0.116134736,4.625684222,2.819038142,2.085276625,1.987448963,3.343925745,4.242648143,3.880374612,0.815854432,0.091383111,153.0164615,23.26476011,4.106439384,2.384952213,0.576910131,0.548586895,0.126969928,3.11359891,9.726642357,0.106679926,9.42E-08,8.38E-08,0.143238198,0.405311781,0.159219907,0.082812153,3.42E-08,7.17E-08,0.102737751,0.218991562,0.456371936,0.295223181,-2366.771767,0.888005687
0.508474576,0.078062387,4.3676104,3.719891819,1.905843982,3.579831879,3.267735018,4.565284582,16.42924908,0.865641495,0.080021736,37.38547924,31.98260362,1.903194912,1.723213757,0.662676842,0.57902493,0.086238105,2.299468726,2.645309316,0.144292011,5.33E-08,5.27E-08,0.178149509,0.368215992,0.1346199,0.101390845,4.62E-08,7.73E-08,0.073331514,0.315613499,0.534481533,0.307838663,-2365.99569,0.686001718
0.508474576,0.106599115,4.961300083,4.40979152,2.255852965,3.639100795,3.933065199,5.104278014,1.029497151,0.894707249,0.096363562,38.83069398,40.00080047,5.279335015,6.68581563,0.082786877,0.682166464,0.107586467,9.778955006,5.165040913,0.174611314,4.14E-08,6.14E-08,0.11726675,0.339788468,0.150926157,0.144454602,4.39E-08,9.84E-08,0.072952465,0.369357433,0.46536906,0.331594197,-2336.123651,0.531277746
0.508474576,0.092027676,4.763784509,2.766883903,1.841289323,2.584289806,3.402333715,3.559000272,0.933723142,0.817700341,0.067744916,23.33342213,41.00134334,5.303794304,7.514809819,0.294431641,1.122689362,0.183339109,3.703879348,0.924398843,0.140943149,1.07E-07,7.09E-08,0.166016042,0.383982086,0.131133967,0.099107372,5.46E-08,7.58E-08,0.078817075,0.184204575,0.725523886,0.261660623,-2360.166782,0.338978833
0.508474576,0.134663192,4.623903216,3.007014468,2.054330096,3.341558354,3.236670155,4.775762765,3.176533132,0.859441436,0.090176569,68.17564345,36.95165988,2.409308784,2.546084394,0.509124731,0.709297916,0.04048397,2.29592526,11.50728757,0.17141989,6.36E-08,5.33E-08,0.129572292,0.405913045,0.125317252,0.087198509,5.94E-08,6.06E-08,0.080578775,0.389882626,0.393030097,0.399055581,-2347.466907,0.444589895
0.508474576,0.09412355,5.189681807,3.513826,2.700916395,2.5981167,4.099503307,3.827028104,3.142217292,0.845560477,0.065182734,245.5135768,31.0207005,4.49617495,2.884211347,0.188373188,0.743392068,0.262662827,6.473132499,8.580822471,0.104412748,7.74E-08,6.84E-08,0.157860033,0.438965494,0.127596357,0.116831677,9.34E-08,8.07E-08,0.054333372,0.285476953,0.403548421,0.412845807,-2374.546851,0.495576142
0.508474576,0.12694913,4.870064295,2.152901394,1.874045343,1.265349859,3.622498637,3.563739942,0.591402518,0.79460463,0.058601309,14.50447992,38.59944493,9.483834191,15.75295102,0.238022605,1.494552174,0.141655894,4.395471236,2.805747821,0.182854016,5.87E-08,6.24E-08,0.140606593,0.400520126,0.129598276,0.101498671,6.59E-08,6.09E-08,0.044922069,0.217769433,0.513654671,0.438866466,-2381.365685,1.403672001
0.508474576,0.088526667,5.775448516,2.548454234,2.779977496,1.548958929,4.84916325,2.842676594,1.231585938,0.856916945,0.115466329,32.26841459,88.66581593,3.144532864,5.238376624,0.081403462,0.565575493,0.088336236,1.125123526,2.260133186,0.09413777,7.16E-08,7.28E-08,0.115055555,0.427157804,0.187204128,0.099877374,8.10E-08,9.84E-08,0.076567046,0.33165349,0.361394174,0.408193055,-2384.802655,0.805655795
0.508474576,0.114503922,5.044286348,4.489524734,2.268808743,4.254077886,3.92917494,4.567477049,0.919978188,0.881070174,0.068476128,29.23073521,232.8692382,3.068736877,6.779981725,0.243934591,0.934486796,0.171102938,2.063369737,1.239721272,0.214023988,6.46E-08,2.75E-08,0.147526574,0.319013233,0.161865495,0.103602069,7.76E-08,9.12E-08,0.053968382,0.46014135,0.570137196,0.348372767,-2356.602593,1.89504571
0.559322034,0.06389566,5.208861469,4.152777277,3.303146859,4.190608839,4.089515368,5.016903512,1.957609684,0.878104869,0.075307896,53.43425464,14.20612148,3.206878608,2.728039589,0.359897221,0.326137415,0.073924769,18.91147772,2.536766633,0.104382484,7.83E-08,7.65E-08,0.172097147,0.400127066,0.128284815,0.102548855,5.89E-08,7.05E-08,0.092559349,0.530284443,0.526625907,0.284181891,-2347.383393,0.822327642
0.559322034,0.121095115,4.1634424,4.456562915,0.757033035,3.477068762,3.210016545,4.823243774,0.957766639,0.868238348,0.095600541,15.51943832,67.07445781,3.169982641,6.220372792,0.306850797,0.829956949,0.06295272,4.056063615,1.663403304,0.139410137,7.11E-08,6.29E-08,0.119592767,0.408689996,0.141247113,0.133381426,6.50E-08,4.71E-08,0.057678315,0.27434372,0.529082062,0.316928349,-2360.88952,0.71847033
0.559322034,0.089288993,4.113367438,4.271404856,0.704379662,3.028238393,3.239045802,4.488711666,0.551733217,0.859595505,0.090319581,96.92015875,64.56952148,12.32026994,12.88001429,0.33711184,0.88723519,0.041825826,9.880492055,0.784353319,0.242791715,7.94E-08,4.88E-08,0.11985953,0.303287328,0.177509738,0.089771463,8.83E-08,5.98E-08,0.06677995,0.340978677,0.617499056,0.395556772,-2474.740132,2.074446318
0.559322034,0.076724499,4.304151829,2.637801614,0.973311206,1.681597823,2.292839552,3.452044887,14.20536173,0.687600832,0.086751041,451.3278446,64.40584684,3.545906328,2.476781913,0.206061508,0.474682263,0.125794288,0.935973909,3.116566716,0.120004885,1.24E-07,8.52E-08,0.100210439,0.321974648,0.200067829,0.153437448,9.13E-08,1.02E-07,0.104304349,0.118839292,0.462290166,0.348321851,-2421.392558,0.532080148
0.559322034,0.073309187,5.261420514,4.109492251,3.222361963,4.470607183,4.483602267,5.12512034,0.847571232,0.922164494,0.079838562,25.07650701,177.2095181,2.736333517,6.660289173,0.415331095,0.677582632,0.33333118,0.768977904,42.60630123,0.150007031,1.14E-07,7.15E-08,0.227380291,0.225562307,0.232382888,0.108632142,5.03E-08,8.09E-08,0.056035024,0.564567439,0.551275033,0.311551851,-2392.439196,2.324914977
0.559322034,0.132815114,5.594357412,3.926781507,3.109066722,3.043031764,4.453084226,4.391893597,2.151919132,0.847146243,0.115977356,37.50814071,106.3883006,1.502733187,2.312317714,0.430409144,0.557859779,0.202537472,4.284696225,7.094292191,0.153257835,7.94E-08,5.27E-08,0.077284474,0.447420371,0.136944731,0.106175883,5.33E-08,6.01E-08,0.07891646,0.545847551,0.540484311,0.400816374,-2361.281559,0.923549643
0.559322034,0.09353615,5.097464178,3.12994974,2.989553425,3.94380587,3.807312116,4.674082641,2.797346521,0.898167073,0.078964655,95.99946115,61.58403251,3.109531778,2.987696136,0.481935657,0.584746542,0.096268817,13.95261731,0.779971237,0.178982676,8.32E-08,8.97E-08,0.169644343,0.376999816,0.129257804,0.105442465,8.66E-08,8.74E-08,0.039672549,0.328506371,0.568860721,0.307005295,-2344.299682,9.804426256
0.559322034,0.101512247,4.756240246,3.612967292,2.810251495,3.804951497,4.141807978,4.978795313,0.770540655,0.891488017,0.041503345,77.38525037,38.59744588,4.906565771,3.471998863,0.194354058,1.417452656,0.248055142,4.308989938,1.208147116,0.243791274,8.23E-08,9.13E-08,0.115573192,0.28923107,0.140657365,0.154356684,1.29E-07,8.91E-08,0.056390024,0.60084865,0.729454222,0.434512638,-2415.029657,3.154935646
0.559322034,0.127084139,5.718878901,2.575917025,3.351886234,1.998300057,4.529478112,3.739347279,5.556202526,0.888232423,0.087308241,86.65873704,58.95182797,2.300235953,2.5181896,0.208349831,0.814044246,0.10095472,4.780428211,1.691293915,0.203719212,5.09E-08,8.24E-08,0.105004048,0.342801778,0.165263355,0.133919866,6.76E-08,6.35E-08,0.049291476,0.334841578,0.37349217,0.399745084,-2329.822557,0.286822664
0.559322034,0.087849304,5.186640904,5.208288811,2.225536797,3.938353353,4.249602812,4.935603941,1.118137748,0.888985,0.156265758,120.8331254,103.3849442,3.548883846,3.678381314,1.001531567,0.416126699,0.129852105,0.74127401,1.335339053,0.220877257,8.69E-08,6.07E-08,0.168387954,0.275623242,0.134051904,0.134926035,8.11E-08,1.01E-07,0.066133279,0.596026332,0.599701356,0.517143247,-2429.205982,9.881606793
0.559322034,0.087707482,4.853726695,2.403819019,1.635918509,1.132463309,3.147691868,3.07326563,6.185313782,0.736996572,0.098555537,287.1326844,49.94523959,3.545597883,2.554347555,0.51659511,0.676267506,0.045924616,3.633214306,1.508902351,0.201232543,6.86E-08,5.09E-08,0.139514895,0.386158572,0.131542875,0.076004243,6.92E-08,6.17E-08,0.065546622,0.209369878,0.638938381,0.378811478,-2394.412232,0.417328193
0.559322034,0.074670925,5.210484804,3.107322655,4.262392165,3.132800713,4.44994568,4.013834252,0.705855919,0.864339385,0.044759273,80.86683687,158.0266389,8.165941151,12.11788253,0.373755594,0.765945395,0.05637652,2.932470504,6.698253343,0.105892239,5.75E-08,6.04E-08,0.128553808,0.443838812,0.147104379,0.10379275,7.22E-08,6.90E-08,0.070817754,0.500582599,0.547904124,0.395738187,-2381.629583,0.821788056
0.559322034,0.068285024,5.32917633,3.63520808,3.154609725,3.816540591,4.18999596,4.615538634,0.732173324,0.888360158,0.108649811,187.1292767,50.90235512,7.443601512,4.587235519,0.178024875,0.462919144,0.071996133,3.17555119,0.802068446,0.133814878,1.14E-07,5.95E-08,0.193387814,0.286885989,0.13777637,0.168304036,6.82E-08,9.17E-08,0.07983058,0.544308051,0.552255031,0.476235176,-2460.187993,6.247740679
0.559322034,0.0971604,4.717975327,3.072299267,3.165350729,3.242310003,4.084629154,4.026352276,1.626558133,0.84604801,0.08169163,56.01910832,60.63719472,2.668600727,3.74410187,0.227630772,0.602489447,0.051398496,2.945703731,24.02121694,0.212024988,7.05E-08,4.43E-08,0.212466274,0.310967948,0.111371162,0.083921184,5.10E-08,1.00E-07,0.069248178,0.43021007,0.564976171,0.444957194,-2392.380227,1.318148608
0.559322034,0.112298284,4.30273698,3.561584638,1.809312282,2.856628248,3.7439863,3.829429691,1.07865084,0.854677305,0.064801328,11.47314593,64.85789112,2.935545314,6.310660242,0.295297633,0.867780684,0.265975508,0.481218233,1.32642034,0.252960364,7.91E-08,5.65E-08,0.08291934,0.370842385,0.133374321,0.10593694,9.46E-08,1.24E-07,0.053966296,0.313425825,0.404939791,0.369382574,-2338.880131,1.543614933
0.559322034,0.103495329,4.588998516,3.187027774,1.693552842,2.731967903,3.24951262,3.995491516,0.582296143,0.820685291,0.056253481,24.0846884,32.09952659,9.178296779,13.78131789,0.238942032,1.261846856,0.039938825,1.214045567,9.044417661,0.085797624,6.99E-08,7.30E-08,0.159153109,0.405178655,0.11054035,0.142444153,4.81E-08,7.89E-08,0.096885839,0.219521613,0.573255658,0.436645749,-2359.71715,0.864855965
0.559322034,0.122252366,4.897870085,3.479113235,1.705199204,2.389677444,3.751964088,3.958493786,1.244259756,0.862568986,0.057220236,41.71206944,32.56225876,2.963990815,2.888551604,0.335356585,1.445379967,0.167477563,0.189095597,1.310977087,0.15288179,6.29E-08,1.01E-07,0.204522911,0.287860822,0.126730895,0.129084897,6.05E-08,9.49E-08,0.098918365,0.311875124,0.668783219,0.305327304,-2400.504925,6.42909768
0.559322034,0.068509025,4.453240396,5.294924584,2.625700642,4.56553293,3.681532505,5.206955552,1.115313436,0.89421246,0.154285132,95.57845541,54.25322831,3.718236188,3.902957377,0.40962546,0.311603312,0.049028042,3.032124624,0.377118682,0.187038124,3.79E-08,3.96E-08,0.151423632,0.429542551,0.115070697,0.057759839,6.70E-08,6.41E-08,0.059164948,0.360302091,0.6226534,0.303661756,-2502.39205,34.4275199
0.559322034,0.115755112,4.773392206,4.2659058,3.823447406,3.256916217,5.100273069,4.530553126,1.119971226,0.885041002,0.10189694,156.4981389,21.51425199,3.659362761,2.005645248,0.085114111,0.518277003,0.386388739,4.98408145,0.043053171,0.108340197,9.60E-08,4.98E-08,0.19346931,0.41253861,0.129076301,0.092204319,7.23E-08,8.11E-08,0.064370964,0.480526359,0.598224257,0.415812571,-2580.536821,29.79182843
0.559322034,0.114223213,5.00530801,2.604988896,2.541510339,2.422920459,3.824061436,3.520020244,2.04362629,0.838195613,0.094695192,110.538853,25.92355278,3.971034475,2.773539422,0.71303457,0.505758723,0.095625714,6.463535502,0.843084659,0.095804998,9.02E-08,6.97E-08,0.088721386,0.465599614,0.162684868,0.1026581,6.67E-08,7.28E-08,0.084530735,0.286571051,0.44220192,0.346539858,-2327.940791,0.965504878
0.559322034,0.104972603,4.767123317,3.321333097,1.808688835,3.068007326,3.144577569,4.38736923,0.813999482,0.823050195,0.085945178,24.24933439,15.80731118,7.357919758,7.383195678,0.239456361,0.704029079,0.054329553,2.395205018,2.322095188,0.122696794,5.13E-08,7.34E-08,0.061533202,0.455919058,0.170169182,0.121164398,6.02E-08,6.50E-08,0.068517117,0.262205926,0.45835592,0.338159158,-2334.298581,4.580553328
0.559322034,0.124181922,5.790331973,2.401019868,3.368077957,2.013488931,3.901980099,3.805394685,0.813958139,0.856293465,0.144796111,127.7527529,65.41672635,7.315836433,7.861742225,0.492022373,0.404347606,0.073411075,4.974522085,1.709724091,0.07992785,8.54E-08,6.90E-08,0.103440056,0.437363466,0.192739222,0.131415267,6.03E-08,1.08E-07,0.055113815,0.419587335,0.428727913,0.380544214,-2381.404037,10.00443956
0.559322034,0.10326614,5.857257396,5.938929832,4.150971743,4.247939307,4.882190633,5.539297019,0.550922788,0.914479813,0.332266551,58.52741646,179.5258688,7.734271398,15.74660178,0.232996291,0.154362256,0.029951474,2.490289995,0.773418391,0.219274789,5.66E-08,5.47E-08,0.177255865,0.270077081,0.154218857,0.126162014,3.02E-08,9.39E-08,0.053011158,0.466280482,0.59461434,0.358330972,-2455.715157,6.808836385
0.559322034,0.157048122,5.646105054,2.674264417,3.310473494,2.129728223,4.360923142,3.814825246,3.608714025,0.847768327,0.139067311,157.9972337,25.81840916,2.695073296,2.487578092,0.098231995,0.441370254,0.076879736,4.348037517,15.76541569,0.165019461,4.39E-08,6.36E-08,0.119577422,0.393506285,0.141830124,0.113093339,5.38E-08,7.47E-08,0.066973134,0.335231046,0.488377933,0.482669293,-2469.057821,3.539428245
0.559322034,0.06979049,4.632573168,3.975335956,3.09925504,4.013651478,3.769664536,4.690742245,1.254905626,0.85112843,0.03761017,32.45004758,32.17409774,3.975858812,4.431186133,0.334523207,1.049474448,0.065465655,36.54429416,1.929740643,0.125044812,6.81E-08,6.84E-08,0.177830872,0.359897691,0.113033456,0.162280171,8.31E-08,6.22E-08,0.061912717,0.395221322,0.638087707,0.291116239,-2352.831009,0.570703037
0.559322034,0.071776175,4.400535962,3.759778995,2.223703497,3.278021079,3.471313134,4.630624851,1.092563193,0.865289425,0.105768918,35.90137568,21.5726206,4.972810101,5.187859119,0.227664246,0.511335946,0.094839242,2.145178789,1.569638531,0.178276912,5.42E-08,5.57E-08,0.085586281,0.394435172,0.166761643,0.110472051,4.87E-08,9.72E-08,0.064467685,0.264946434,0.332626661,0.313800002,-2341.164492,0.767640551
0.559322034,0.112522116,6.054161781,2.387891603,3.322599187,2.423744218,4.214662254,3.287185916,1.077030927,0.821435434,0.091554271,213.1947487,80.1891373,4.662216433,4.372305812,0.201282018,0.655277886,0.054310659,0.601043369,5.831300481,0.156431893,3.83E-08,7.69E-08,0.078948554,0.403041299,0.170173175,0.110422261,6.68E-08,9.88E-08,0.080982538,0.472481013,0.606182215,0.352117338,-2458.550657,1.475739216
0.559322034,0.111966227,5.344577443,2.359436495,2.590882609,1.878802005,4.240585353,3.142439132,1.255868472,0.848349413,0.095597199,98.59417209,367.1290492,4.588013128,7.628102413,0.315184909,0.713845964,0.093993143,2.664665284,0.410076202,0.182726139,1.13E-07,4.41E-08,0.135516943,0.321670463,0.174833793,0.136293868,4.06E-08,8.97E-08,0.048958506,0.346803152,0.613557691,0.398240466,-2369.824722,1.235174949
0.559322034,0.074396371,5.064570874,3.787412977,3.267436266,3.281110872,4.111472829,4.43092298,3.045237686,0.813515291,0.050535014,74.20264746,7.999969911,3.724530741,1.317104069,0.169034965,0.496151912,0.11722505,8.466092922,0.973248434,0.08265243,7.33E-08,7.83E-08,0.176432236,0.392838646,0.151571586,0.119000449,8.53E-08,9.09E-08,0.077504325,0.410922782,0.460856414,0.30501222,-2394.171409,0.333217856
