xi,sigma,b1,b2,b3,b4,b5,b6,theta,alpha,D,L1,L2,wL1,wL2,c1,c2,omega,P1,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
0.923076923,0.077362067,3.995210313,2.946557358,2.530011163,3.520517381,3.385742275,4.316357088,1.295398671,0.936627363,0.027657193,20.9414714,22.89079585,6.950409627,4.617418056,0.617914613,1.752456097,1.464233658,3.030136431,5.07655472,0.068847264,7.80E-08,7.39E-08,0.133649855,0.443455993,0.164310308,0.096111109,7.07E-08,6.63E-08,0.093625182,0.380788364,0.482066223,0.379032427,-2361.150469,0.559202463
0.923076923,0.081079512,4.294019117,3.771531357,1.849475276,3.998469092,2.736013178,4.62938074,0.462544312,0.822069749,0.090737308,883.5595244,24.84775079,22.41024621,11.66327257,0.015667579,4.0880215,0.629991662,4.574112078,20.87709495,0.145727507,6.07E-08,6.21E-08,0.145678091,0.417229069,0.134336614,0.108523732,3.58E-08,7.34E-08,0.048504754,0.303306328,0.579036098,0.511067199,-2457.102538,5.578097497
0.923076923,0.118670708,5.090530358,3.530793613,1.569596313,2.787914349,3.428734591,4.112909556,0.5160603,0.811530082,0.095682181,10.61962908,725.9580498,2.483262444,22.83051944,1.461895271,7.869603399,0.872130723,6.224877316,5.318855296,0.124416238,9.01E-08,6.55E-08,0.208172252,0.256059912,0.133044028,0.178086793,9.84E-08,1.23E-07,0.1002204,0.537206433,0.541105661,0.55191268,-2421.677964,2.39231261
0.923076923,0.10785816,5.08048703,3.083198662,2.773991135,3.131259224,4.174095696,4.160868952,0.478988124,0.917154314,0.046902922,7.02124241,49.51959619,4.487106222,14.78941224,0.442911851,4.06847668,1.574557108,21.01900322,0.20510839,0.099251,5.88E-08,7.46E-08,0.196620923,0.332741006,0.151046897,0.098555543,1.07E-07,1.15E-07,0.121784276,0.359097814,0.661433724,0.31633257,-2357.214996,0.720119488
0.923076923,0.101022055,3.87447249,3.131555038,0.366786696,3.016346156,2.730927033,4.497907155,26.53171586,0.916601727,0.020198659,109.175227,11.02868134,2.904044892,1.299473767,0.841754068,1.270563458,3.936419114,0.81445089,0.920564457,0.143219881,7.39E-08,6.31E-08,0.15277047,0.305105324,0.160439811,0.147746623,3.34E-08,6.13E-08,0.09071766,0.22349147,0.480539138,0.506323141,-2356.376207,0.954388991
0.923076923,0.118727504,4.325427916,4.104912838,1.375927648,3.409379862,3.105145691,4.382835266,3.860006987,0.884700131,0.07581164,4.543503589,32.07691715,0.43232032,1.597294967,0.702487429,3.681022814,0.896455647,45.81965356,2.437761474,0.222467127,7.27E-08,5.19E-08,0.086335534,0.346816943,0.136020467,0.127574641,3.99E-08,9.06E-08,0.080785032,0.31704948,0.677550345,0.325593455,-2352.989169,0.334350874
0.923076923,0.062559076,3.285887582,3.294679273,1.811709863,3.17155109,2.742179214,4.352708967,29.19612211,0.930197657,0.043428059,19.97572832,14.67325424,1.550586991,1.543545797,1.063660267,1.156068752,1.472694459,1.92421665,259.6142389,0.149070292,4.68E-08,5.37E-08,0.143577228,0.378885447,0.132497666,0.115091923,8.14E-08,6.99E-08,0.080877193,0.214402249,0.631035853,0.555333989,-2387.987028,0.475799977
0.923076923,0.09152402,4.452818101,3.849503816,3.389580104,3.856610017,4.369239297,4.331451209,1.174821569,0.940813809,0.030539343,193.8702832,100.5479651,4.088369207,4.43259716,0.43590705,4.53216592,0.433550046,1.371683015,14.51155907,0.175574395,5.11E-08,7.96E-08,0.11492086,0.368543497,0.193403123,0.079764058,5.21E-08,8.30E-08,0.067793803,0.43782664,0.607604771,0.443640179,-2459.851262,2.364995547
0.923076923,0.091408155,4.425763169,2.724029593,1.89532467,2.333353908,3.217793669,3.446690127,1.287356279,0.894934406,0.067615278,26.97267177,5.826030186,5.425984346,4.192769557,0.208296234,4.84080625,0.990121025,6.946287034,2.968941169,0.149789109,1.29E-07,9.47E-08,0.097044894,0.334090224,0.202214294,0.142616166,6.22E-08,1.02E-07,0.074244925,0.313753183,0.523785933,0.494911815,-2413.666529,3.967398083
0.923076923,0.104768241,3.173020695,1.84793068,1.316065021,2.007003532,2.419593528,3.608084728,4.50541664,0.89771981,0.050962465,71.8355157,27.76899563,2.888895156,2.205292946,1.782414503,7.658451394,1.410429764,2.702109031,2.762385135,0.124734459,8.52E-08,5.28E-08,0.211886887,0.358493854,0.129763694,0.109812411,5.45E-08,9.48E-08,0.065308407,0.518389058,0.529074083,0.505117088,-2364.832069,3.845632481
0.923076923,0.127321025,2.931809297,4.142294501,0.457750925,4.240793573,2.310881584,5.709409408,0.880695063,0.917097274,0.033528,165.954086,60.05375947,12.26235998,11.35522023,0.273572028,6.034554007,2.821114141,24.26233677,1.065573802,0.181745424,4.15E-08,3.61E-08,0.199212145,0.281630769,0.1487693,0.119930767,5.23E-08,6.53E-08,0.068711401,0.426267405,0.547122133,0.396976957,-2372.745256,2.171845528
0.923076923,0.100728779,4.898977389,3.806886741,2.466193208,3.998452149,3.347044653,4.796883269,0.993144639,0.906381498,0.051318909,6.755740426,131.1618665,1.287127773,5.900442655,0.041272626,1.102116498,1.348820482,2.948948473,2.860985119,0.16834218,7.55E-08,8.34E-08,0.151983387,0.386603716,0.116153141,0.134609901,6.63E-08,9.65E-08,0.042307353,0.340060298,0.465973428,0.376831583,-2349.33831,0.540489779
0.923076923,0.062483168,4.973663259,3.066642663,3.326273218,3.248738302,3.902787543,3.724779785,0.915978189,0.873405788,0.025732627,5.742873499,31.13454885,2.690070248,5.309647331,0.361976421,1.339948598,1.460873765,15.67306924,0.158764554,0.13069603,4.57E-08,7.38E-08,0.130051324,0.342355354,0.156072376,0.133502485,4.89E-08,7.61E-08,0.107322187,0.394969965,0.4793268,0.385679014,-2362.271201,1.468873232
0.923076923,0.102161505,4.011560233,4.189156629,1.356389941,3.008496555,3.223220415,4.441770256,3.36914721,0.948433971,0.058023487,40.95003851,68.56874568,2.091036607,3.269657509,0.083637629,5.310868259,1.811138308,1.826493275,6.179521353,0.093629405,8.07E-08,4.10E-08,0.157736031,0.41563063,0.14355547,0.115464161,5.66E-08,9.46E-08,0.07398403,0.266896106,0.409014774,0.512135784,-2522.289985,0.679227657
0.923076923,0.111133683,5.008972151,2.894863548,2.403763798,2.698434203,3.561878469,4.007889914,0.516386457,0.821778291,0.021295701,20.26049915,98.3301974,7.944284311,17.02134574,0.168957815,2.547550032,3.287407054,25.13132958,14.86142512,0.085263419,9.30E-08,6.07E-08,0.167114051,0.351044497,0.137850497,0.137593497,1.11E-07,9.08E-08,0.121133684,0.500440745,0.543113088,0.278674386,-2372.641662,4.406972199
0.923076923,0.109887885,5.175271373,4.624864177,2.659849017,4.678422863,3.753972396,5.438918296,0.636007634,0.872835645,0.074377588,50.65674214,45.71427699,4.320446804,1.998854904,0.547317954,1.545272464,0.882757285,1.535242525,3.478610788,0.156709687,1.22E-07,6.62E-08,0.068071621,0.515279496,0.099699339,0.103896775,8.95E-08,7.85E-08,0.056342727,0.914479399,0.510051964,0.456605957,-2408.085043,3.771671999
0.923076923,0.088805977,5.684049574,4.703422217,2.371950081,3.631403776,4.443801045,5.304361279,0.504306731,0.966356391,0.071066922,19.14328438,98.46636312,4.154738539,14.61261306,1.425256367,5.30365228,1.382154683,160.8518933,0.771959297,0.222611996,6.60E-08,1.14E-07,0.112863196,0.305638164,0.162712828,0.127478726,1.22E-07,1.13E-07,0.068694675,0.497700799,0.572598533,0.398894872,-2397.952696,2.171908754
0.923076923,0.174377961,5.256389689,5.001875135,2.852486214,3.852925827,4.644996146,4.119297431,1.23102114,0.785606457,0.105462131,467.2332836,230.9565744,3.833774434,3.483228359,0.047951464,2.699612199,0.71842214,190.9084131,3.94074328,0.100654367,8.97E-08,1.20E-07,0.076975607,0.392295809,0.146387637,0.170427435,9.77E-08,8.63E-08,0.113258752,0.784556556,0.681581045,0.428903607,-2460.652946,3.161644965
0.923076923,0.089642886,3.434354892,2.404546714,1.438716008,3.338542802,2.49162864,3.914760008,0.809182771,0.919406217,0.040850251,262.4542524,45.6246198,14.62242614,9.493868312,1.161503253,4.198031976,1.373286312,1.515356045,0.937576638,0.166396535,8.12E-08,5.90E-08,0.057084673,0.468221075,0.143480739,0.110216221,2.39E-08,8.39E-08,0.05460051,0.334055352,0.351222618,0.588922577,-2371.796955,6.345782863
0.923076923,0.10215225,3.857208139,2.627996981,2.382588821,2.204616193,3.370613147,4.127341387,1.104665976,0.86233605,0.02287936,24.55731804,89.01707483,5.735031196,8.099326745,0.541152131,4.799438885,2.421478977,3.934280198,0.852248186,0.229966149,5.19E-08,4.63E-08,0.165901275,0.319508644,0.121673882,0.114568079,3.41E-08,7.64E-08,0.048381763,0.419362817,0.514137704,0.384683073,-2394.881299,0.675649281
0.923076923,0.09967626,5.558608683,4.144804928,3.32384913,3.611825567,4.583469634,4.535676806,3.239110054,0.951016866,0.058693301,7.26623938,5.389899227,1.59250944,1.417310711,0.076741897,1.338115634,1.004979154,30.63996808,1.943789468,0.205505403,1.00E-07,7.48E-08,0.120484398,0.285256363,0.163250922,0.144189202,6.08E-08,9.91E-08,0.081313377,0.391405367,0.497098553,0.31724275,-2358.490534,0.630653196
0.923076923,0.066065878,4.712211738,4.577288308,2.88869672,4.158734375,3.859337857,4.582636561,1.794834734,0.892689741,0.056578213,8.951492154,40.04943967,1.211997939,2.799105287,0.16509535,0.03520202,0.798816915,7.247290207,1.551243327,0.124766338,8.34E-08,4.74E-08,0.098470234,0.430475341,0.145739666,0.132411565,4.24E-08,9.44E-08,0.068136588,0.336961681,0.498226524,0.226220972,-2357.80565,1.335596582
0.923076923,0.080226578,5.925656288,3.206243943,3.534577235,3.7941887,4.752463879,4.366191078,0.731265641,0.926671617,0.023894053,5.617671454,352.0198701,0.630949607,10.87222803,0.007795724,0.442804452,2.767407567,3.834457862,1.551493613,0.136656038,6.87E-08,7.05E-08,0.158496231,0.308842123,0.173267388,0.166285373,9.64E-08,9.57E-08,0.056452516,0.50641785,0.540181141,0.420297758,-2351.364095,2.084646739
0.923076923,0.076611978,5.45133431,3.938197166,2.150433079,2.878234612,3.631706416,3.913191924,0.597365781,0.811255595,0.06173125,8.334338668,93.50363472,2.664790649,10.60465769,0.666896829,1.468197795,1.310600229,1.619051507,0.097828065,0.152676214,9.53E-08,1.02E-07,0.063622784,0.449928428,0.15389056,0.098247454,5.71E-08,7.41E-08,0.081634231,0.344111578,0.632366529,0.313926846,-2393.366929,5.668514502
0.923076923,0.097476109,3.698856158,3.71349853,1.921339895,3.645744533,3.511398634,4.500084017,0.560335806,0.911429022,0.044126623,1.482801685,18.82886323,4.310320914,19.8825331,0.177979507,6.342869729,1.348385248,4.946791184,1.203748846,0.146267759,6.16E-08,3.14E-08,0.175878584,0.375318326,0.113847136,0.114192489,8.89E-08,6.66E-08,0.074495457,0.370081135,0.516556947,0.4217555,-2374.027245,1.159807464
0.923076923,0.078327634,5.443914491,3.85934637,3.610061872,4.019242696,4.514587762,4.497300939,0.88813027,0.918591287,0.084014847,10.44510546,15.95239598,1.199498685,0.368335805,0.351223185,0.548040456,0.550914291,2.419988012,19.63601632,0.190064576,1.52E-07,9.28E-08,0.103198273,0.332286742,0.124150944,0.175815073,1.12E-07,6.89E-08,0.074483965,0.529811231,0.554195439,0.563510216,-2384.836049,3.03890483
0.923076923,0.163434911,3.849673396,2.989912027,1.95482967,1.248673978,4.545485989,2.728326872,0.66974106,0.911095522,0.060838732,129.1290493,195.4716081,10.70364956,16.06081397,4.622732569,11.93705659,1.166249209,16.12409955,1.051872726,0.090408829,5.63E-08,9.63E-08,0.118952811,0.348676409,0.170583505,0.149456776,7.20E-08,8.65E-08,0.12192136,0.625043143,0.360345749,0.822940367,-2451.55577,0.622926136
0.974358974,0.085870078,4.990519461,2.915598375,2.310138914,2.746587529,3.578775785,3.81057202,1.173154956,0.876974066,0.070055778,21.41063281,62.79818693,2.603228107,5.074264734,0.476290613,2.363177401,1.045553182,31.34252607,1.582616622,0.091382439,7.81E-08,5.39E-08,0.113638049,0.389072496,0.209835762,0.128392146,6.46E-08,5.17E-08,0.06767886,0.296454467,0.628755414,0.440333445,-2377.54964,0.574479625
0.974358974,0.123112175,4.445758356,5.473551871,1.129144066,3.565848984,3.777278002,5.491984405,1.913813789,0.895177821,0.039191153,23.14534762,89.87120294,1.458227578,2.25553042,0.048298104,0.334888712,2.27063441,4.562083841,0.7255333,0.198738742,4.96E-08,5.06E-08,0.100039138,0.419685855,0.144526754,0.070992129,7.13E-08,6.53E-08,0.066017146,0.467220109,0.463368434,0.382478636,-2404.376826,0.330553993
0.974358974,0.066888979,4.960240136,4.581371618,3.239366364,4.339582264,4.224469054,5.235516684,0.951998347,0.907404745,0.059932942,7.154169682,205.3168098,0.550420965,5.941563899,0.581087331,0.228559914,0.870237379,4.034191796,6.586425781,0.173375905,5.85E-08,5.71E-08,0.084199484,0.433703022,0.102102246,0.144139173,3.06E-08,8.40E-08,0.06247994,0.565819708,0.575160187,0.393519576,-2388.597496,3.367761336
0.974358974,0.088829228,4.301969337,3.670646315,2.899738878,3.971185641,3.696356092,4.746835296,1.039127378,0.955424632,0.026381494,6.367271766,8.462575405,2.611524371,3.738896516,0.475549127,1.482285361,1.712923555,23.44196758,2.538861038,0.233673057,8.96E-08,4.62E-08,0.218033958,0.27103536,0.129570825,0.086727142,5.13E-08,8.41E-08,0.060959387,0.404590638,0.524935409,0.313417596,-2396.411852,0.401104583
0.974358974,0.175544121,4.767233615,4.02524618,1.273659052,2.138147293,3.126044418,4.490120465,1.241293437,0.803401935,0.048394213,288.0098359,460.682827,3.710751987,5.145270891,0.228454246,2.357584546,2.519447964,0.354812568,2.137005463,0.111281115,5.84E-08,7.74E-08,0.105975179,0.430789093,0.172923096,0.102906304,5.05E-08,1.18E-07,0.076124909,0.478811216,0.660771742,0.611000098,-2431.291871,7.333051288
0.974358974,0.126144461,5.448741768,1.991246072,2.078756622,1.860121157,3.427660429,3.382247261,0.460730459,0.856629451,0.077524079,19.38753529,13.76433963,10.12500682,4.920377525,0.327885616,3.917091271,1.104378049,0.603878657,3.840077888,0.098486187,6.30E-08,9.10E-08,0.136240528,0.307125569,0.223092806,0.12731525,1.06E-07,6.51E-08,0.107739334,0.304382145,0.581592502,0.402505537,-2419.788512,6.670890982
0.974358974,0.161739695,5.011675589,0.966041688,0.857396819,2.056906812,2.338424098,3.52473256,0.856592787,0.889104551,0.053835218,54.08782651,140.0082482,5.781274373,10.17038624,3.638506131,10.79850608,1.951039199,9.062836,0.699270911,0.07144553,6.43E-08,7.69E-08,0.173726154,0.480392227,0.109834087,0.11099596,6.38E-08,7.51E-08,0.053605762,0.36884506,0.594948214,0.401599005,-2392.50222,14.45798749
0.974358974,0.157233038,5.185267655,2.896704876,2.639011168,0.975638282,4.122153599,3.703323184,0.990375233,0.895095203,0.057555995,24.44048284,94.84414173,3.158980496,6.265619007,1.521761968,3.772246343,1.747307807,15.2707232,0.852828053,0.128262457,1.71E-07,9.20E-08,0.080237486,0.302000003,0.217939536,0.18057712,1.53E-07,1.18E-07,0.090982865,0.369230867,0.404330109,0.270909507,-2363.598406,0.697862198
0.974358974,0.091149917,5.70671237,4.15346474,3.057174836,3.917016013,4.52410269,4.698305971,14.51303749,0.909505823,0.045971885,27.81843442,364.3446489,0.553436895,1.927854413,1.110329058,2.384063184,1.762432429,22.69806265,11.536575,0.161762859,9.61E-08,5.21E-08,0.051484903,0.501191114,0.136983295,0.080434923,4.71E-08,7.08E-08,0.068142639,0.523217897,0.803274087,0.333516252,-2375.216394,1.042325758
0.974358974,0.102280544,3.363923946,3.911642235,2.243813087,4.08751683,2.982299673,4.997670836,0.876038895,0.913651047,0.037409814,22.05069585,164.724575,6.93321395,12.05988733,0.56291313,5.115106124,0.680724749,18.1621393,2.973125416,0.132587581,6.30E-08,4.12E-08,0.17483548,0.365810825,0.16787879,0.093008038,4.17E-08,7.84E-08,0.065879062,0.448951311,0.635867255,0.491994711,-2389.336811,3.639686002
0.974358974,0.111101127,4.894756958,2.079129168,1.915915597,2.603677534,3.558449235,3.505885395,15.91666842,0.867583925,0.016459049,178.0653653,100.6194798,2.570874187,2.36629527,0.433572493,1.672806027,4.297768629,9.129641302,2.714271194,0.100398445,1.06E-07,7.42E-08,0.118908089,0.431272397,0.187995879,0.074262776,9.49E-08,7.48E-08,0.087162064,0.252163146,0.630839761,0.403425102,-2359.514166,0.695559926
0.974358974,0.142166172,3.548689443,2.359869101,2.144681008,1.832195973,3.237321154,4.073641553,2.011028076,0.832473333,0.022913718,40.44754632,17.27496932,3.631071786,2.49786786,0.799764268,2.851451958,2.770217226,3.988420641,0.266814184,0.106909523,1.11E-07,5.47E-08,0.158564248,0.426364759,0.118019864,0.124621975,3.20E-08,6.27E-08,0.065519371,0.225422194,0.667972498,0.422192087,-2380.16878,4.363027424
0.974358974,0.118625053,4.992854573,3.532441751,1.53821972,3.02719112,3.653483221,4.359665776,0.531987181,0.889365742,0.038865641,57.37812942,39.33808396,15.49093091,22.52615657,0.12243684,2.376986598,2.373210384,32.89726522,22.72590402,0.102132532,9.42E-08,4.97E-08,0.180546353,0.387430302,0.130712456,0.131307289,5.28E-08,9.99E-08,0.067870771,0.341152484,0.417805826,0.374068494,-2434.597258,0.843189989
0.974358974,0.056485754,3.997529735,2.328294786,2.283833075,2.880758158,3.290813321,3.558932321,4.959232106,0.909468218,0.016158119,7.586829312,93.81802442,1.932674504,2.836286941,2.1429227,6.266540489,2.888885588,1.583210381,3.462260168,0.069099721,6.38E-08,5.83E-08,0.156527604,0.433037673,0.15944744,0.131108717,6.29E-08,6.08E-08,0.050778599,0.792555047,0.56680948,0.56093129,-2411.002466,1.470251369
0.974358974,0.140613554,3.756574736,2.728579477,0.454848277,3.401119003,2.081024939,3.644340578,1.244381175,0.858511108,0.043206544,373.4825929,92.63015589,9.049713118,6.135179224,1.316573284,1.92642952,1.391721736,2.757126524,0.679574706,0.142891529,9.68E-08,5.54E-08,0.119573231,0.408354745,0.140541422,0.136627007,6.07E-08,1.12E-07,0.05201174,0.20132249,0.580280054,0.23370929,-2418.459481,0.735887865
0.974358974,0.184389556,4.802812329,3.740769386,2.450560054,1.762421406,4.076544634,4.120056669,0.715016342,0.895317981,0.072405875,16.75661642,37.87293006,4.43781214,7.187860187,0.86601733,1.63650081,1.373319302,1.480007969,0.334499972,0.10474016,6.46E-08,7.60E-08,0.086804386,0.49996801,0.143256569,0.110992196,8.08E-08,7.03E-08,0.054238388,0.298130343,0.431212736,0.285482992,-2359.939059,0.816573216
0.974358974,0.121391157,5.085683224,2.810424487,2.900994749,2.413797474,4.782022793,3.655788365,0.401657678,0.931278726,0.016237889,5.811737955,167.8256306,7.805396007,38.35459806,1.065279513,2.191319004,4.169090318,12.83099003,1.820205913,0.20100231,8.70E-08,5.94E-08,0.166096497,0.33278561,0.144376044,0.104467417,4.29E-08,6.49E-08,0.051271869,0.351944041,0.534621682,0.393297255,-2349.53998,0.696248036
0.974358974,0.158173522,6.60523597,2.892424461,2.199437312,2.158379787,4.416531035,3.363820302,1.113576112,0.874855047,0.061043419,1003.366955,179.4913253,5.386665398,4.652760703,0.596540058,7.907648639,1.487180633,2.778209891,1.654174668,0.091449125,8.52E-08,3.07E-08,0.207974056,0.325691667,0.170642945,0.138555853,5.44E-08,9.43E-08,0.06568609,0.874831148,0.622594875,0.41201675,-2451.162317,12.88786479
0.974358974,0.070696802,4.968532629,5.084061574,3.588301595,5.15940165,4.404058532,5.900715743,1.07344088,0.939260215,0.059731844,48.33055901,284.6214337,2.377604669,5.227883751,2.668755333,0.091823805,0.694564792,2.576279199,8.898273426,0.217253341,5.61E-08,5.18E-08,0.21197876,0.241510114,0.140271829,0.0971898,6.24E-08,7.74E-08,0.09179591,0.656089566,0.965902835,0.416395823,-2478.772556,1.99683368
0.974358974,0.078834039,4.620448217,4.661750714,2.731868242,4.664705426,3.854353191,5.37038285,0.683845313,0.929164758,0.039160577,13.29647275,539.4037728,2.343867747,11.36148907,0.035754172,0.972974973,1.373840894,3.060366951,0.815008902,0.196406618,8.58E-08,6.32E-08,0.151995158,0.301607355,0.136100635,0.106493744,5.89E-08,9.50E-08,0.107396187,0.690468523,0.415347469,0.322458336,-2366.635799,2.830979389
0.974358974,0.112846452,4.690624993,2.554618461,2.305942063,2.121725684,3.849906648,3.580320273,1.872890618,0.900606606,0.054902076,6.419970097,18.03455941,2.050499136,4.144019955,0.240916843,6.617425009,1.65601063,62.50000419,25.55077665,0.118737825,1.09E-07,5.47E-08,0.157424287,0.292292154,0.216478932,0.138879631,5.05E-08,6.23E-08,0.076186894,0.547230606,0.532558365,0.409959776,-2374.219221,2.074144471
0.974358974,0.077554706,3.999980324,2.344316339,2.147480181,2.281109423,3.558216184,3.640965223,24.96572531,0.884900896,0.019282151,13.46497722,100.3530401,0.765914083,2.48763571,0.067255821,1.890220803,3.534368435,1.239394271,6.116933549,0.293383619,9.60E-08,3.32E-08,0.105535136,0.366361245,0.115942586,0.076475043,7.07E-08,6.34E-08,0.042302108,0.437087737,0.395937228,0.356194439,-2434.348495,7.099966845
0.974358974,0.12214461,4.025193984,3.515199735,3.110368122,3.495018472,3.837267987,4.566384526,1.487789165,0.930785053,0.034529532,54.08167659,123.321462,5.548152113,5.963284722,0.314496787,2.781693514,1.297781824,22.31061494,0.460475666,0.0716316,8.02E-08,5.32E-08,0.173669079,0.414986288,0.136246399,0.125967309,7.90E-08,9.25E-08,0.077499019,0.363082745,0.378507091,0.394849151,-2377.110858,1.832708513
0.974358974,0.102699275,4.932919872,3.523096545,2.070215691,3.776741071,4.322574419,4.062863641,0.359814392,0.928270221,0.049271023,56.32465332,16.2346589,24.02208803,17.7468337,0.011243562,2.08875003,1.373128678,6.595760541,1.240928551,0.113634291,9.92E-08,8.38E-08,0.219724252,0.224301054,0.202131141,0.161054351,9.46E-08,1.27E-07,0.079154506,0.482199995,0.447150232,0.496428424,-2417.945666,9.571969007
0.974358974,0.078888475,4.419415541,4.060252895,1.859938883,3.299000355,3.171440909,4.062517481,4.331150362,0.869080776,0.060560652,2.977574868,35.22331372,0.43875213,1.614372669,0.326633366,2.323880716,0.961929071,1.31081403,0.156745264,0.096122599,7.00E-08,5.02E-08,0.155402158,0.35017461,0.143898802,0.150451452,8.51E-08,6.93E-08,0.103950104,0.246782039,0.636862962,0.239650678,-2363.306178,3.61960568
0.974358974,0.09620467,4.603496835,4.22160272,2.256961191,4.030055282,3.646079735,4.933921395,7.802716411,0.91323664,0.024163867,7.49834179,35.2411233,0.435879708,1.284979283,0.168847343,0.291384502,2.853162063,1.414618105,3.987350785,0.207420304,8.31E-08,5.05E-08,0.095471357,0.367736154,0.134491956,0.096368658,4.16E-08,8.85E-08,0.098511307,0.336245552,0.574211784,0.406631416,-2363.314745,1.310430364
0.974358974,0.119480715,3.83128128,5.176372184,1.303239745,3.877247412,2.963807014,5.486557246,0.990165478,0.874655749,0.048434054,52.69517246,480.9780748,3.570765192,7.410070172,0.108855438,2.540949854,1.619469299,20.89176576,7.488095031,0.132993269,4.94E-08,6.37E-08,0.176064162,0.316529298,0.183438071,0.122874378,8.17E-08,6.31E-08,0.068100563,0.549489761,0.725829158,0.572204935,-2390.25269,3.273882896
0.974358974,0.188442455,4.974281616,1.893329246,1.632606685,2.421242161,3.773156255,2.761796582,1.164160854,0.886945332,0.02147757,158.1769431,219.8365282,7.221969211,7.475349116,1.567486811,5.286973419,2.740572689,23.29980701,7.127488398,0.260125662,8.25E-08,7.99E-08,0.146601019,0.290116719,0.129820534,0.117108851,9.39E-08,1.02E-07,0.056226857,0.425306179,0.447706237,0.363177897,-2363.811511,16.01844487
0.974358974,0.09694257,4.014142755,4.307692628,2.245240676,4.279655396,3.194423206,4.894526965,0.636891253,0.920460349,0.034853871,10.62241335,24.39629927,10.24175479,17.07842301,0.150605643,2.385126821,1.563727306,4.418765697,0.603772806,0.107306568,1.60E-07,1.23E-07,0.10472855,0.319224739,0.198546309,0.199350804,8.57E-08,1.32E-07,0.070842529,0.291024869,0.535017013,0.370243048,-2344.122737,0.417971752
0.974358974,0.086265496,3.231299752,3.738967238,1.884955308,3.544496216,2.991997362,4.760989137,5.730732237,0.935481036,0.049556492,31.43356727,21.42020884,2.116656982,2.216723973,0.696220504,1.966107779,0.858685043,5.045439982,2.776909516,0.16631717,9.71E-08,4.02E-08,0.137929814,0.361578376,0.145185564,0.115908182,6.35E-08,5.17E-08,0.073080641,0.331395063,0.412725084,0.489500034,-2363.571907,0.228474505
0.974358974,0.124851878,3.962824717,2.505986833,1.680796648,2.973651977,3.485429803,4.146173243,1.099749007,0.926199508,0.038329757,418.3970471,62.36253886,9.840458329,9.417296371,0.534288328,6.274385785,1.54287574,58.52053929,2.140217384,0.146808513,5.84E-08,3.74E-08,0.210823685,0.328346147,0.140713274,0.091323111,5.80E-08,8.83E-08,0.081985028,0.399836447,0.454218331,0.445738835,-2396.721717,1.954955241
0.974358974,0.159701918,4.803649466,3.037163474,2.224905621,2.998126349,3.428284007,4.102901437,1.324253905,0.921721611,0.065977479,43.06143611,24.09474647,3.847715177,3.399952945,0.865539845,2.869651247,0.719831825,19.4917016,1.829223079,0.165779415,9.33E-08,6.23E-08,0.132869155,0.361553526,0.143711181,0.120812961,6.32E-08,7.18E-08,0.075273471,0.313250945,0.410487537,0.467674251,-2363.317041,0.579352323
0.974358974,0.125776829,3.550828996,3.738454832,0.8928865,3.024996436,3.218262037,4.155095048,0.385311366,0.818497412,0.018542388,223.1178657,83.67881787,31.46595727,33.18249713,0.158341026,2.71276814,4.353946344,2.258686083,1.458168734,0.230996594,9.48E-08,6.62E-08,0.158008239,0.279244302,0.146963922,0.139870664,7.38E-08,1.03E-07,0.044915941,0.316320074,0.523372999,0.457212372,-2587.204027,0.976603032
0.974358974,0.097727408,4.370927135,3.427701494,2.187889944,3.370482154,3.577811986,4.485924935,1.04555784,0.886123354,0.078327154,69.69169799,89.35952652,3.321864519,4.345242484,0.702353383,3.455938504,0.837992752,4.289730282,1.369071392,0.150942038,5.01E-08,6.64E-08,0.114900963,0.421443426,0.110603172,0.128752558,4.13E-08,7.08E-08,0.073357615,0.648102719,0.497945782,0.498411583,-2396.006798,1.07345765
0.974358974,0.143859789,5.934221179,3.184458508,2.846280532,3.223865038,4.47692226,3.430841053,1.040032159,0.869572541,0.03372624,9.415879079,128.5657842,1.267505564,5.134465487,0.589699716,1.150155243,2.14342343,10.51146258,42.43630141,0.121431629,9.54E-08,8.20E-08,0.119993279,0.414944025,0.130636577,0.150342579,8.62E-08,6.85E-08,0.062651579,0.474115882,0.599430026,0.388104869,-2358.387007,1.737283317
0.974358974,0.113693164,3.359143882,5.201066255,2.121675641,3.868202912,4.042831516,6.268272264,0.465021226,0.895182241,0.031968212,224.1576231,69.32995152,16.19155749,12.13976915,0.092276515,0.513782124,2.107813671,2.974443276,2.187613858,0.115527234,8.47E-08,9.62E-08,0.13512846,0.359126096,0.123002403,0.139170213,7.52E-08,8.86E-08,0.128045249,0.594438266,0.652189467,0.422728445,-2533.459841,8.624512642
0.974358974,0.100335749,4.958024084,2.933319392,2.714411496,2.295191527,4.345530472,3.136110716,0.582669626,0.912569662,0.060208665,5.446989664,10.82308029,7.617336391,11.39320286,0.286704678,2.352464358,0.901817811,3.334424377,7.561799192,0.168747753,1.09E-07,5.87E-08,0.070395254,0.47378606,0.137954823,0.100370339,1.00E-07,1.09E-07,0.048745394,0.208605998,0.421291905,0.458548265,-2356.782974,3.267499912
