xi,sigma,b1,b2,b3,b4,b5,b6,theta,alpha,D,L1,L2,wL1,wL2,c1,c2,omega,P1,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
0.051282051,0.105770286,5.518990655,3.093866614,3.177827795,3.783237754,4.109105943,4.695853204,3.375455744,0.8697999,0.123807902,4.02241104,42.2559936,0.54863563,2.094800184,0.045307697,1.112772462,0.469928957,16.9619059,4.15291514,0.128967827,1.16E-07,5.57E-08,0.146344195,0.248819655,0.187163988,0.154374788,4.69E-08,9.29E-08,0.134329235,0.386133196,0.457747485,0.307431577,-2343.5035,0.682712724
0.051282051,0.166975484,5.100226917,2.024022607,2.605926627,2.602764199,4.27998718,4.03117469,0.787180701,0.847328646,0.095186599,22.50245129,50.02507949,7.125415163,9.60339259,0.675670288,1.406707541,0.519721336,3.732843794,3.787431594,0.181520638,7.51E-08,5.80E-08,0.126943507,0.397650373,0.133767464,0.110128045,7.71E-08,5.32E-08,0.04998971,0.288625692,0.281408514,0.384039079,-2364.363426,7.458641946
0.051282051,0.076789064,5.299217377,3.846551014,3.585331185,4.174587345,4.438466674,5.136907233,3.805900877,0.910158551,0.080226948,17.06516051,19.37609792,2.164095752,2.26889872,0.406695275,1.507094174,0.346419221,5.270780289,0.696566829,0.224995391,3.23E-08,4.90E-08,0.187127991,0.324998174,0.12011965,0.07507909,5.62E-08,6.91E-08,0.067679498,0.375133263,0.378366947,0.431316004,-2362.225483,0.511134229
0.051282051,0.142074703,3.916527232,4.093719946,0.411287539,3.611432558,3.064192134,4.315873584,3.2927233,0.831696495,0.089688486,126.3631903,39.77716408,4.170833615,2.860407003,0.766653718,3.4120405,0.422428339,2.510012523,2.788327538,0.100977906,6.29E-08,3.98E-08,0.244884969,0.39665946,0.105658861,0.101885825,3.53E-08,7.74E-08,0.049932763,0.389600369,0.462659131,0.381783724,-2371.293558,1.354288742
0.051282051,0.124801271,5.463247645,1.359510577,3.983650476,1.333041638,4.393013586,3.154013268,0.297885529,0.799763923,0.119285899,357.4518682,23.86012162,67.12378441,33.74892108,0.190151432,5.089097831,0.602425091,0.701170879,3.885879017,0.191613342,4.93E-08,9.60E-08,0.216587391,0.294619542,0.148068883,0.096163946,6.70E-08,9.78E-08,0.052946586,0.367309041,0.599385386,0.565941611,-2693.650105,25.31731969
0.051282051,0.135486311,4.554011735,3.026152312,3.191230086,2.631864078,3.17858145,4.403618769,3.014639227,0.874450715,0.060075438,147.8848212,117.5621833,2.82313944,3.405809309,0.322124476,1.103148057,1.150531274,18.34913753,5.48022949,0.17799267,1.10E-07,1.10E-07,0.146946123,0.285679502,0.14963009,0.180277929,1.15E-07,8.22E-08,0.059473269,0.442127071,0.411048176,0.375014814,-2361.633338,1.237614961
0.051282051,0.086703414,3.930176108,2.964466164,1.24611125,2.9333903,3.180295762,4.487209074,7.042120084,0.882383325,0.114813863,22.73463315,39.43693097,1.115862461,1.648810355,1.731927534,2.948037186,0.591868847,15.804467,0.599098869,0.109906531,5.44E-08,7.42E-08,0.14297027,0.392764332,0.134176995,0.142570244,7.58E-08,4.71E-08,0.077611375,0.393614933,0.435998188,0.532411694,-2348.720546,1.326433024
0.051282051,0.081182276,4.938465376,3.688426657,2.530349883,3.397712889,3.816662318,4.61250634,0.650112865,0.857051439,0.100097974,25.90873859,60.97343979,8.364949117,13.77988125,0.137385024,1.45917734,0.450125579,7.790150411,0.523496167,0.211428477,4.68E-08,4.79E-08,0.174891409,0.247075306,0.141357746,0.128055178,5.80E-08,7.54E-08,0.097191656,0.372046125,0.545086253,0.378559357,-2343.641149,0.501778929
0.051282051,0.109843129,4.983132421,2.795590625,1.537020101,2.538852095,3.449353345,3.441236883,20.93636788,0.787531469,0.108028375,28.08292952,75.98190056,1.303821128,1.98966815,0.069308922,0.156178015,0.483208886,1.0242568,0.392205242,0.118500138,9.93E-08,3.64E-08,0.163079733,0.367171735,0.120368852,0.121979147,6.67E-08,7.63E-08,0.108900116,0.299631257,0.45021583,0.356354553,-2377.311501,4.641267535
0.051282051,0.097616874,4.443711598,1.954687293,1.58257487,1.967889331,2.624145041,3.856109633,1.908596161,0.802339487,0.046233573,84.09642005,100.02012,2.83316677,4.129359494,0.083829855,0.784274755,1.922181896,1.217732492,17.89501974,0.21513557,8.95E-08,4.47E-08,0.072766576,0.401982514,0.174262464,0.096347354,7.08E-08,1.45E-07,0.039505173,0.194866951,0.670776059,0.799574223,-2394.028015,1.173974367
0.051282051,0.135025456,4.453791466,2.125029581,1.029414717,1.069438538,2.845430006,3.692766337,3.050816927,0.806339892,0.235634,51.20255688,152.1052483,2.285011941,3.677521455,0.24170647,1.043578869,0.418493285,0.792698039,0.686621936,0.086870149,8.95E-08,1.09E-07,0.082399321,0.404629507,0.192003472,0.122600814,9.17E-08,1.22E-07,0.111496324,0.210096031,0.625788748,0.280391983,-2392.608396,0.492316381
0.051282051,0.082315834,5.738344474,2.597465914,3.489972769,3.163967326,3.954865846,4.464812596,3.608581932,0.851248241,0.084759882,17.94171995,48.24295323,2.057959147,2.957787395,0.169475835,1.031304031,0.504704926,3.196944001,1.081489817,0.199119805,1.02E-07,9.82E-08,0.068033827,0.378278248,0.186864365,0.114699296,3.34E-08,8.18E-08,0.053004143,0.287146933,0.4202022,0.385797727,-2355.750786,0.34997967
0.051282051,0.093057206,3.209420119,3.247475087,0.437270346,2.89395736,2.107338423,4.455784773,1.987982516,0.827412453,0.130968872,689.0770439,175.2379829,5.653398001,5.435035216,0.830822665,5.074331738,0.456774906,47.46608959,3.378317288,0.163198364,7.63E-08,6.62E-08,0.105194083,0.352876323,0.137756321,0.150423905,4.21E-08,1.08E-07,0.090550712,0.395523126,0.656867717,0.293150896,-2366.675963,14.12282006
0.051282051,0.12937198,4.867545533,1.283987173,2.142326957,1.061726729,2.779810035,2.845716492,1.220120155,0.744219985,0.092340621,289.4543966,242.682186,4.588116068,8.314936015,0.062946943,12.07424941,0.831719622,0.284923471,7.035011663,0.150160706,6.48E-08,3.33E-08,0.142299349,0.395756042,0.127289916,0.102103984,7.22E-08,5.70E-08,0.082389775,0.831040311,0.734649353,0.50761263,-2442.281768,0.51887713
0.051282051,0.097703432,4.658327373,3.691816604,1.803876462,2.403517211,3.907988053,3.728238164,0.735175404,0.859501126,0.111803345,64.24483736,20.25706409,9.255476608,8.515032842,0.641249162,0.909647213,0.702275544,44.07559736,2.584301927,0.156731438,1.39E-07,7.36E-08,0.102811763,0.421156418,0.149417409,0.118791817,8.43E-08,7.38E-08,0.051090783,0.211460509,0.516000467,0.360505631,-2364.006757,1.306202192
0.051282051,0.080828563,4.90462121,4.267138076,2.699198341,3.293646094,4.203796116,4.218066337,1.999116037,0.884471207,0.12357437,74.83453425,32.34394151,3.30458018,3.12120502,0.465975695,1.101461619,0.27562903,3.243997632,6.892898602,0.084754361,7.64E-08,8.79E-08,0.120306336,0.365363558,0.158560965,0.171999871,1.02E-07,1.26E-07,0.099014517,0.237238355,0.454156766,0.286253789,-2364.048731,3.218286669
0.051282051,0.074164389,4.911220821,4.085435116,3.232217608,3.784933212,4.429462339,4.817368591,6.885158404,0.904132727,0.070361526,50.81251905,92.51208798,2.898602143,2.848456673,0.497961143,2.498727974,0.364402846,2.632321613,4.833863185,0.136902229,6.48E-08,7.22E-08,0.235221144,0.367285493,0.104215017,0.091496872,4.46E-08,5.59E-08,0.064879009,0.530769434,0.416524614,0.490633355,-2365.621304,1.771688419
0.102564103,0.068388578,5.289480637,2.570792558,3.03685753,2.467043698,3.952686946,3.56296536,1.639070303,0.879386641,0.118457173,15.37650545,35.25777054,2.200843781,3.712284088,0.726452102,1.928226194,0.375037541,3.049298017,7.654084598,0.143559053,6.91E-08,7.29E-08,0.116261658,0.311451493,0.195761547,0.168953915,8.79E-08,6.71E-08,0.064012036,0.30080207,0.553641464,0.438878772,-2359.420578,1.622826603
0.102564103,0.149766277,4.052877031,3.976478357,2.195952497,4.459451111,3.35525991,4.978230579,2.128746625,0.881896652,0.107436132,259.7654721,265.587059,3.681656633,4.694319431,0.032838391,0.872567707,0.400848487,7.095851002,1.533723987,0.167773529,6.06E-08,7.00E-08,0.114530878,0.371328809,0.14628208,0.130262851,3.34E-08,7.82E-08,0.069821612,0.477427747,0.417179824,0.47093586,-2393.140939,6.126488667
0.102564103,0.149466027,4.003061674,3.217817172,1.570815182,1.411791228,3.542477273,3.993305502,1.221061947,0.837824828,0.111061377,29.82500428,155.2743211,3.356011403,6.82081618,0.618351419,3.120673071,0.811483813,0.133573173,0.53678951,0.192621364,4.36E-08,6.35E-08,0.099302096,0.3840937,0.166704007,0.09933151,5.49E-08,5.77E-08,0.057947104,0.315057934,0.418794475,0.349571245,-2350.771372,1.934472609
0.102564103,0.202742495,4.523806274,3.180666324,0.928916426,1.970700162,4.380338074,2.941168828,0.779014604,0.841088704,0.162903009,102.4215985,266.5822623,6.644219066,10.05493132,1.43086282,4.699557653,0.568893822,7.661481806,0.976326488,0.095207595,6.56E-08,7.09E-08,0.125413628,0.347992882,0.2065594,0.141246736,9.53E-08,8.55E-08,0.083579441,0.413989127,0.480091489,0.358659682,-2415.333826,2.727720342
0.102564103,0.123208541,5.12332872,4.453054521,2.138235191,3.583105919,4.496878483,4.284751731,2.558569434,0.883538938,0.078280105,22.44207456,68.33066542,2.505398131,4.041995587,0.111860812,1.20779623,0.865500199,19.18621125,1.329046754,0.096688462,8.02E-08,8.84E-08,0.165373645,0.388442257,0.129841486,0.164503482,5.32E-08,1.03E-07,0.055150344,0.240847727,0.534873946,0.342503202,-2366.915731,0.900493603
0.102564103,0.069970445,4.645875774,2.954878993,2.685473041,3.042529391,4.061091094,4.267207753,1.645802956,0.881947762,0.052152001,22.8117526,59.62558758,4.237483476,4.587192327,1.143103984,3.119612892,0.669124997,0.783097846,3.226904013,0.155407904,1.63E-07,9.14E-08,0.106531697,0.312108525,0.178400047,0.150439985,1.37E-07,8.75E-08,0.097111363,0.469952655,0.437776104,0.353707485,-2362.85798,1.355565893
