L2,sigma,b1,b2,b3,b4,b5,b6,theta,alpha,D,L1,wL1,wL2,c1,c2,omega,xi,P1,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
55.57894737,0.134228022,4.414188177,1.98048035,1.21544142,1.7757844,2.607222542,4.367403815,2.984137894,0.740825091,0.078325687,103.0244086,4.309893145,4.227553746,0.270531073,4.112091648,0.968172635,0.039954983,2.259616595,0.208588993,0.216495781,8.63E-08,6.92E-08,0.156471722,0.298221485,0.128641077,0.122212004,7.70E-08,1.13E-07,0.077957586,0.33146182,0.447913631,0.37783642,-2398.862529,1.009343617
55.57894737,0.067289683,4.860975847,3.906025353,3.122934481,3.625388473,4.010067432,4.542089929,1.002823611,0.873938097,0.135750954,13.93261327,3.780196151,6.962633139,0.469651484,0.98036994,0.248779307,0.026260945,12.38157498,5.151724209,0.210982261,8.89E-08,9.69E-08,0.109629464,0.280812423,0.152271226,0.194246277,9.15E-08,9.62E-08,0.052057976,0.326354982,0.523459135,0.340477048,-2319.60043,0.55444222
55.57894737,0.122579978,4.817441046,3.272343267,3.661853738,3.01871741,4.430191717,4.581260531,0.387022143,0.896894915,0.058505616,13.52976431,30.98416594,37.2600216,0.54992897,1.91739874,0.645954037,0.053127994,4.934397051,1.885468642,0.130973069,7.09E-08,3.79E-08,0.117121917,0.425552818,0.154786022,0.097334364,4.04E-08,5.90E-08,0.074231602,0.532255886,0.421724851,0.720896104,-2388.457487,0.59238857
55.57894737,0.09914217,4.838219208,3.027683795,2.199625785,2.857580472,3.308011349,4.062257137,8.900805425,0.825695405,0.084461201,45.53363254,1.969010791,2.234148769,0.333351717,0.991305012,0.640304739,0.053685622,15.99280065,42.30075609,0.131540806,8.68E-08,4.03E-08,0.113393725,0.405162285,0.17215448,0.094051199,7.59E-08,9.42E-08,0.083697208,0.356349283,0.431169622,0.269918615,-2348.447778,10.84197201
55.57894737,0.106795146,4.589361026,3.398577442,2.773896876,2.387253752,3.768134209,3.740705565,0.428084426,0.817832665,0.049316112,61.02871671,21.94368578,29.66924934,0.157932442,0.351252728,1.4642872,0.146525265,5.494030144,3.46351788,0.168521067,8.89E-08,4.60E-08,0.220259633,0.239087498,0.168979414,0.160684969,4.14E-08,8.07E-08,0.042467163,0.272130986,0.572745258,0.479965929,-2412.225441,0.491837249
55.57894737,0.116504234,5.449587458,3.527729865,1.931652096,3.593856871,3.684576263,4.388510238,0.854913633,0.881403923,0.091969192,13.07103892,2.387880528,5.402146404,0.363081621,0.66244077,0.857222952,0.095182717,60.23568399,1.614044259,0.101941394,5.64E-08,7.67E-08,0.159690453,0.436912253,0.118182153,0.115303561,7.52E-08,7.92E-08,0.067969899,0.381778064,0.886282588,0.324739743,-2368.442222,0.337006251
55.57894737,0.126681271,6.536111553,0.91789399,3.76091784,1.400448856,4.842604725,2.660039456,3.422370157,0.84181576,0.100169149,31.15704077,2.442622034,2.984978169,0.397275158,2.126708848,0.55008828,0.053948267,6.707031188,0.95021551,0.098919255,7.68E-08,7.00E-08,0.124516703,0.483132371,0.126095264,0.096533078,5.81E-08,1.28E-07,0.070802996,0.31355092,0.544061321,0.378833366,-2345.413116,0.509083913
55.57894737,0.133636933,4.296767809,2.63695227,1.454098809,1.704759206,2.780025046,3.804500859,43.71739884,0.763455385,0.119859796,403.3197553,3.138182067,2.235703363,0.281900678,2.284482181,0.528947625,0.078690118,318.8224747,5.129015512,0.216300587,6.15E-08,8.29E-08,0.146701334,0.328428828,0.098228687,0.155921418,3.78E-08,8.86E-08,0.054418875,0.213728827,0.398621822,0.50909513,-2381.152714,9.512381833
55.57894737,0.131957972,4.857730872,2.864858791,2.92865589,2.260888853,4.287906765,4.12478799,4.456606958,0.882329962,0.147832434,3.11113989,0.626518588,2.59810095,0.050702188,4.13824976,0.367389076,0.017278537,1.314309208,0.673621769,0.133523086,7.66E-08,1.05E-07,0.256528695,0.34530331,0.120725286,0.083149773,8.57E-08,7.19E-08,0.06076951,0.344106672,0.450153735,0.419774365,-2352.970113,0.782296091
55.57894737,0.105089513,4.251660717,2.835240829,2.28732471,2.808059126,3.212525914,4.48173838,0.59329939,0.83478249,0.11829884,143.023316,15.92537755,18.72121527,0.54272576,1.885670423,0.499678607,0.021902163,8.079833983,27.73988518,0.14435775,5.38E-08,7.66E-08,0.14814701,0.340761789,0.139657975,0.158390816,6.31E-08,1.17E-07,0.068684349,0.281818924,0.477718433,0.330600213,-2379.568979,2.435512425
55.57894737,0.115575257,4.936691593,2.894858928,2.305896235,2.921263328,3.569636299,3.916390071,1.771198753,0.88245362,0.123763272,55.74755029,3.770353153,4.304642096,0.505556738,3.785333953,0.46411123,0.076087209,21.79146896,0.432594521,0.053968201,7.39E-08,6.14E-08,0.187750958,0.360288966,0.189766908,0.145540751,6.74E-08,8.29E-08,0.062683931,0.301093309,0.422954149,0.560111268,-2350.949161,0.639499164
55.57894737,0.087935209,4.277702623,3.862752962,2.36870217,3.927239162,3.635258885,4.790883825,3.145038404,0.884326286,0.131847905,13.79843809,1.786257836,3.213670668,0.774644454,1.463176159,0.269433999,0.023456195,2.250843518,3.187652561,0.174417418,7.48E-08,4.76E-08,0.159213462,0.371478819,0.109451916,0.087881454,5.45E-08,7.13E-08,0.097556682,0.277834137,0.502839038,0.284763944,-2378.682167,8.354057058
55.57894737,0.093954777,4.641126494,3.708532541,0.759698397,3.447013926,2.846203922,4.377842604,4.969230845,0.841525624,0.156781734,219.8688282,3.155617979,2.580265242,0.366806349,2.631884746,0.426066027,0.014906508,17.8115695,0.122652356,0.157387261,8.89E-08,5.98E-08,0.141358018,0.343513266,0.159609772,0.126925526,5.61E-08,9.73E-08,0.071205855,0.261021863,0.503035958,0.338036072,-2347.641366,2.144484775
55.57894737,0.134650648,4.169251751,0.952411792,1.386895118,0.598897726,2.78145844,2.915175644,5.889758032,0.757558693,0.063326246,375.9590152,4.377402541,2.47551913,1.03884387,2.593631586,0.966178277,0.044511261,48.12976505,7.092282984,0.124342665,9.05E-08,6.53E-08,0.081784263,0.453758278,0.128271497,0.110780167,3.99E-08,7.31E-08,0.101062861,0.399078134,0.564495408,0.470642473,-2375.922911,2.613077215
55.57894737,0.123573401,4.296587106,3.598715317,0.916735274,3.249827256,2.929201705,4.72994594,1.586975817,0.871755916,0.105779206,97.47443737,5.893072007,5.360629132,0.238417945,3.754355881,0.631759883,0.149310216,5.096377531,2.659003303,0.139812604,8.20E-08,1.02E-07,0.182301096,0.334208858,0.158600453,0.109070493,5.71E-08,1.03E-07,0.076006152,0.295044209,0.417800182,0.392745782,-2354.905128,0.425805509
55.57894737,0.108019255,5.009012622,3.427582386,2.470384458,3.009876456,3.896508868,4.512485113,0.726535004,0.875305026,0.12439906,37.58235094,9.291736132,13.1314027,0.20940612,1.955131475,0.43210761,0.045563672,21.38516412,1.496249908,0.176359632,6.10E-08,7.32E-08,0.10187509,0.395814363,0.120572024,0.127499726,2.92E-08,1.04E-07,0.077878898,0.368595728,0.362269483,0.342137972,-2330.058348,7.581895599
55.57894737,0.147148387,5.259453261,2.819666689,2.840800043,2.633575905,4.409556064,3.925777612,1.021415708,0.961225677,0.076187128,28.17486475,3.937618439,7.547544919,0.038612222,4.210787775,1.13659507,0.780045697,9.803997235,3.448618824,0.107803954,8.74E-08,1.25E-07,0.293033752,0.278987454,0.150157978,0.117872503,8.93E-08,9.81E-08,0.05214396,0.323093135,0.354513073,0.494529416,-2368.914593,0.43833606
55.57894737,0.125435626,4.914440581,3.366171648,2.025439808,3.206418654,3.868217217,3.945389156,0.666427372,0.89416552,0.092987467,10.29422863,5.078485774,10.62021312,0.570793666,1.82935556,0.616699173,0.118045577,0.873616618,3.746492404,0.196447352,5.23E-08,1.13E-07,0.108003523,0.275053906,0.214427528,0.161404666,7.59E-08,1.16E-07,0.044662668,0.317829072,0.404850721,0.332987672,-2337.118193,0.47999563
58.10526316,0.120027406,5.185614304,4.215399668,2.762692537,3.21244344,4.529345055,4.381140062,0.586109616,0.871735777,0.175927621,38.00569831,11.96304907,17.12560093,0.222867608,0.992518118,0.234407092,0.011381912,3.268693761,18.7159897,0.169047852,7.04E-08,7.47E-08,0.072441515,0.372558908,0.151234389,0.124878855,6.58E-08,9.05E-08,0.10983818,0.311406754,0.36711119,0.48630996,-2330.851149,0.375844262
58.10526316,0.122136487,4.899032196,2.694791717,2.580853059,2.455866232,4.277231927,2.896445288,0.894348673,0.8889779,0.062500308,3.940855068,2.08794409,7.150304977,1.681260788,2.240685895,0.816647158,0.175341634,15.99929335,0.328837451,0.272351467,9.09E-08,8.05E-08,0.105779408,0.287399087,0.137884034,0.151919275,9.27E-08,6.18E-08,0.044666402,0.372295167,0.375541796,0.329670922,-2376.081439,2.443045477
58.10526316,0.119520269,5.355411425,3.282250385,2.824916554,3.220097764,3.767173821,4.667645433,5.948000266,0.879218427,0.144760737,44.98468506,1.838928648,2.526200848,0.2612503,1.920314175,0.375342246,0.035304023,4.45786523,4.32152149,0.201560841,1.07E-07,4.24E-08,0.11707772,0.369716091,0.131341507,0.104891161,8.03E-08,9.35E-08,0.075412357,0.347543963,0.395235703,0.319461455,-2346.813269,0.554808284
58.10526316,0.105290228,5.107058442,3.127764316,2.619907619,2.310513021,4.222841426,3.82781472,0.828553848,0.854215041,0.09284236,31.52242765,7.300454916,10.21495916,0.217828733,1.27715485,0.546486728,0.091562221,7.195506606,2.197041282,0.118270199,1.11E-07,6.36E-08,0.079404224,0.410309884,0.161847278,0.163994832,5.55E-08,6.96E-08,0.066173282,0.339365789,0.387768396,0.385961197,-2323.875005,1.402848464
58.10526316,0.125471726,4.543006297,2.879694257,1.899978156,2.448158212,3.421881859,3.774517615,3.613512592,0.841879965,0.155996948,38.71018009,1.970512893,2.731718902,0.813241576,1.091422888,0.441565493,0.048531991,2.049010472,43.69342929,0.10012965,4.67E-08,6.54E-08,0.175197569,0.489111281,0.108813111,0.065881403,4.76E-08,5.32E-08,0.060866774,0.30999236,0.450600826,0.300560305,-2340.878281,0.279026411
58.10526316,0.088341862,4.737008837,3.271486552,2.152571849,2.794926688,3.261951043,3.999457343,4.23329981,0.820681036,0.078141798,208.6192208,3.080499953,2.65738275,0.386239363,0.206965284,0.809025871,0.057668294,56.09561493,0.46426608,0.152389363,6.05E-08,5.36E-08,0.098687209,0.463152284,0.11881712,0.122329177,2.87E-08,6.50E-08,0.044624638,0.313054982,0.50819749,0.313398799,-2332.635233,1.30164895
58.10526316,0.106778351,5.228823418,3.08936115,3.084619908,2.640530249,4.820630861,3.540145284,0.874275062,0.912974013,0.137585278,55.90900556,6.291605494,8.100955964,0.239962222,1.249084578,0.456261134,0.064634615,4.144678608,1.727069752,0.142688122,7.60E-08,7.82E-08,0.18907702,0.341716413,0.143864971,0.136558103,9.01E-08,1.01E-07,0.046095026,0.360595454,0.409810402,0.360521788,-2351.577267,0.9555392
58.10526316,0.076809195,4.666982807,2.977270952,2.848662374,3.665410352,3.505369181,4.795047832,1.596328009,0.855444179,0.0562232,8.120852516,4.106275416,3.746274138,0.97882353,1.608025294,0.599232492,0.00768957,1.52149481,0.220345609,0.082279868,6.03E-08,5.53E-08,0.245427164,0.314809312,0.163218185,0.10305401,7.35E-08,1.19E-07,0.091211152,0.43206992,0.675268214,0.315967352,-2365.285437,0.861355013
58.10526316,0.13614096,4.49719383,3.299583182,2.023562726,3.424535571,3.56786371,3.991633924,0.339113211,0.897872666,0.09878504,18.05798163,23.73423165,39.13678462,0.948519429,3.003462651,0.678432159,0.346788243,4.415826419,14.12782191,0.136073825,7.25E-08,8.81E-08,0.14993792,0.387304167,0.147964708,0.092598799,5.64E-08,1.11E-07,0.086120253,0.297290379,0.388118283,0.361983654,-2374.160317,0.698504454
58.10526316,0.106817186,3.678149702,2.253991197,1.247779788,1.913932408,3.051628639,3.653852701,1.666510489,0.835811301,0.076008382,82.11198255,5.218204949,4.560530032,1.120008037,3.595322104,0.757057862,0.309324083,10.96320027,2.712482911,0.110222119,6.97E-08,5.19E-08,0.150145309,0.409457287,0.108042624,0.134029914,7.49E-08,7.24E-08,0.088102478,0.316223457,0.735863116,0.381803952,-2359.858205,0.50253511
58.10526316,0.100841036,4.163750592,3.805496873,2.374207238,4.91851948,3.319897233,5.617234503,3.740898978,0.88625553,0.098432202,28.51140529,1.564635269,3.005299814,0.071508484,2.278486897,0.548126021,0.033486905,46.39585252,8.77365741,0.145707635,6.34E-08,4.32E-08,0.190200143,0.424137891,0.094186855,0.094685755,3.42E-08,5.44E-08,0.051081525,0.561094458,0.343488698,0.438516907,-2381.219497,0.678570048
58.10526316,0.076472387,4.884948064,3.39305973,2.769237854,3.098433575,3.621157226,4.299276933,0.495988455,0.818228466,0.089500119,39.28420922,31.71951642,32.66936948,0.332862887,1.646431628,0.370690352,0.022982098,3.780219778,5.324305509,0.176632398,4.77E-08,4.24E-08,0.131129281,0.411959647,0.117394107,0.115984009,2.33E-08,7.60E-08,0.04690037,0.196301866,0.499393163,0.281430171,-2408.386615,0.585279087
58.10526316,0.093357981,3.586529125,4.411517155,1.167305568,4.688312286,2.301316998,5.39027475,10.54620336,0.863266258,0.074648887,43.43872258,1.524043927,1.962674721,0.415725239,0.522276695,0.562128488,0.142576066,2.589229389,6.414650526,0.217688954,1.06E-07,6.49E-08,0.124329264,0.323416832,0.132728125,0.143891535,5.82E-08,9.05E-08,0.05794497,0.400014028,0.400838027,0.375467158,-2393.136496,7.769648789
58.10526316,0.144596301,3.775347615,4.318623581,1.498765072,2.954441582,3.844602405,4.515820075,0.678927585,0.882279479,0.093010394,12.35783327,6.142525823,12.84978969,0.277340803,0.882246186,0.799549936,0.249812674,1.314046825,24.22524919,0.219694382,1.48E-07,1.10E-07,0.101200771,0.305068221,0.139962126,0.112609457,7.01E-08,9.85E-08,0.121464616,0.273293147,0.348434283,0.334271426,-2358.448749,0.424607105
60.63157895,0.075249393,4.412015618,3.331431863,1.802270321,3.634749028,3.158202807,4.515414366,1.105757793,0.85800139,0.052773167,62.34314794,7.883440105,6.958378733,0.377376424,0.972887608,1.02185676,0.139635127,2.846356106,1.934887427,0.116472621,9.83E-08,6.05E-08,0.085360468,0.407729026,0.150816135,0.109705478,9.57E-08,8.83E-08,0.129915929,0.206596434,0.524179975,0.358483622,-2369.401475,1.060440396
60.63157895,0.086746707,4.61061032,4.459937101,2.57276698,4.240739942,3.885055845,4.796729307,3.648378221,0.89327984,0.121917227,48.31137227,1.768501656,2.517870774,0.022649186,0.45249981,0.387526046,0.021138184,4.972817518,6.676504268,0.178992048,8.48E-08,7.27E-08,0.137666154,0.377427752,0.104558808,0.107119591,6.56E-08,9.90E-08,0.094235326,0.461233487,0.41777421,0.316503769,-2375.01488,3.869240428
60.63157895,0.105792053,4.670479145,3.601046661,2.094045693,3.231775347,3.487182686,4.295291624,6.172494709,0.872057567,0.124152907,104.9275011,2.114098819,2.389236812,0.54659007,0.620261033,0.530863995,0.079233427,4.71896287,22.552713,0.223502541,8.34E-08,8.06E-08,0.101823399,0.352024002,0.147289688,0.119803728,9.34E-08,6.79E-08,0.055556317,0.341684297,0.563205992,0.403455767,-2359.420076,1.819897984
60.63157895,0.088327394,4.344860464,3.645577976,1.95236968,3.397143024,3.611294682,4.038179741,0.796022453,0.859434804,0.062862093,20.05071521,4.800730973,8.002830569,0.610177634,0.914049554,0.876769287,0.047807461,13.14842234,0.949728101,0.149463999,7.21E-08,4.20E-08,0.108059595,0.425956666,0.134902765,0.071620246,7.99E-08,7.39E-08,0.109996462,0.320675586,0.549043467,0.426542813,-2340.693517,0.324535516
60.63157895,0.087180606,5.10282858,4.214772743,3.478310675,4.352836038,4.168405503,4.902948607,1.398619106,0.906400516,0.117054244,12.45784732,1.904269781,4.354648708,0.224822777,1.506303478,0.236641803,0.015927231,1.659731871,10.8894678,0.150582433,1.07E-07,7.37E-08,0.226027133,0.262524272,0.13841481,0.170206629,4.52E-08,6.69E-08,0.052244431,0.305502146,0.341523175,0.535556717,-2353.834365,1.26727158
60.63157895,0.144146807,4.398564124,3.636482757,1.509650333,3.004555326,3.262096117,4.791770391,0.683361668,0.83320404,0.091563285,104.7517606,10.6546448,13.07099158,0.178761611,0.47240986,0.954685404,0.017833154,28.47560687,8.868351807,0.237186832,9.58E-08,7.58E-08,0.15942508,0.308776006,0.135403989,0.079446772,4.54E-08,7.29E-08,0.079761031,0.369630515,0.713169065,0.322787837,-2386.235448,2.446635487
60.63157895,0.118901043,4.112458675,2.437432022,0.562137253,2.156408081,1.938043886,3.528190219,2.721167478,0.742319556,0.142038983,162.4642694,2.522189469,2.844689007,0.022737476,3.752948173,0.628627082,0.050468175,1.55094708,2.848249405,0.076737758,9.40E-08,9.10E-08,0.126541471,0.38470298,0.214303829,0.13707462,6.04E-08,7.32E-08,0.060639023,0.275763243,0.569765837,0.50881909,-2463.116102,0.914486429
60.63157895,0.132394717,4.972059293,2.180869153,2.365839278,1.71118889,3.516016583,3.520098543,0.449926565,0.799827649,0.088060717,106.0176248,23.06988306,28.48342747,0.017293366,3.048011691,0.837265961,0.128990258,4.881786249,0.335015923,0.161578249,5.48E-08,7.77E-08,0.167191153,0.40134546,0.087041897,0.142607147,3.45E-08,6.80E-08,0.040235859,0.362919747,0.397788229,0.410734738,-2454.883355,5.043040399
60.63157895,0.126484459,5.082760618,3.613984289,3.109484266,3.926096016,3.58290604,5.347487029,2.577286545,0.893857679,0.09596639,14.717407,1.724055487,3.888589531,0.189525594,4.195418452,0.399054539,0.050889813,9.426916713,2.19264624,0.117490856,6.10E-08,7.27E-08,0.214487077,0.388854203,0.135625859,0.087435791,9.16E-08,9.03E-08,0.056105897,0.505602396,0.58162044,0.387071337,-2360.673784,0.737448591
60.63157895,0.056256722,4.601901718,3.743008829,2.975927544,3.677895361,3.950584432,4.584147032,2.893028912,0.881439944,0.082820707,9.223217582,2.641054208,3.04290139,1.191701896,1.06665449,0.341610596,0.019029739,3.736401552,22.59356682,0.102166034,1.13E-07,8.45E-08,0.104244328,0.407971872,0.159783623,0.137272374,9.25E-08,1.63E-07,0.088561316,0.395710666,0.385482555,0.340071655,-2363.087547,1.133518308
60.63157895,0.065030175,5.145618711,3.624562216,3.363653997,3.555750078,3.683842556,4.307838854,0.609610048,0.841157057,0.072580455,1.419659689,0.350019944,11.92010616,0.431570463,0.749831131,0.488380931,0.09378344,3.785295509,11.33454652,0.051645996,5.80E-08,3.66E-08,0.168035991,0.395875793,0.164665384,0.15235816,8.41E-08,9.28E-08,0.067418404,0.267619583,0.456334506,0.246789254,-2388.797921,3.356558871
60.63157895,0.12032505,5.511287763,3.655869625,2.700439089,3.298683706,3.601341027,4.787542797,0.719631228,0.866973944,0.126958044,319.6338533,18.04904222,15.28727856,0.179840115,4.542390159,0.391355212,0.041757628,35.39415661,2.5370251,0.232842147,6.33E-08,6.03E-08,0.153417659,0.305163788,0.156135527,0.08684829,3.85E-08,6.96E-08,0.065592357,0.467838394,0.443836244,0.375162809,-2357.824828,6.611031649
60.63157895,0.101363151,6.36400149,4.735034263,3.880924155,4.000695991,5.846696562,4.914162535,3.743458158,0.96589367,0.024020657,38.45075944,0.76692119,1.673005843,0.181178358,1.884562166,3.437697646,0.138534598,14.39204958,5.184929397,0.150740398,6.47E-08,9.63E-08,0.178481134,0.272195549,0.186983092,0.146945595,3.68E-08,9.92E-08,0.064653934,0.76694673,0.530986985,0.421751628,-2404.061022,3.297358289
60.63157895,0.174027475,5.581764253,6.306579108,1.572249742,4.136404149,3.293243403,6.186428643,1.35668433,0.917272247,0.165399726,589.2613241,3.039835333,1.463310493,0.252976127,0.744975979,0.968645639,0.31699626,1.099391247,1.411183073,0.107279498,9.87E-08,8.09E-08,0.12298148,0.408866714,0.144304272,0.124917467,4.59E-08,9.08E-08,0.091650253,0.77675825,0.852453506,0.333541539,-2513.354513,16.42748336
60.63157895,0.104195599,4.596180995,4.001012591,2.914882403,3.78788151,3.895069555,5.027731994,0.779003755,0.915573736,0.163021195,21.47166414,5.153834673,8.836331173,0.435157527,2.469306709,0.256701582,0.023773473,8.693907344,2.211905617,0.162288129,6.99E-08,1.04E-07,0.20635804,0.326340143,0.148687526,0.101821647,4.62E-08,1.12E-07,0.054504182,0.511264775,0.344859556,0.40752785,-2326.728672,1.102059727
60.63157895,0.10042664,4.824576763,4.387258076,3.340156069,4.270760802,3.518875688,4.72327924,0.432282824,0.885946884,0.062143609,57.88694957,21.5262062,28.56053021,0.590960651,3.593691997,0.317872803,0.81788405,4.974228102,0.504131371,0.10894095,9.87E-08,4.23E-08,0.170754154,0.398845679,0.128201012,0.114986998,4.74E-08,9.30E-08,0.078270926,0.237475497,0.61825241,0.481820819,-2525.370337,14.47527852
60.63157895,0.097307524,4.66869031,2.974272707,2.560300179,2.862599998,3.809472572,4.111737502,1.854367445,0.889203169,0.08536861,13.7157989,1.641409733,3.48020866,0.760439842,2.340072185,0.526730744,0.099187111,0.684816516,13.70737878,0.189594892,7.04E-08,8.92E-08,0.134863702,0.265944147,0.195480718,0.149208281,6.47E-08,1.00E-07,0.064907936,0.349916472,0.50696642,0.40547021,-2344.694029,2.006420437
63.15789474,0.12912668,4.751812107,2.721905509,1.80894965,2.854035753,3.440976755,3.825263984,0.799653258,0.836481008,0.132326908,67.06666663,6.963907849,10.04265187,0.358672714,2.524718751,0.45804564,0.015198857,1.013159427,3.644653183,0.196887032,8.87E-08,6.81E-08,0.091178855,0.32207611,0.213708409,0.130106475,4.59E-08,9.83E-08,0.046042819,0.401348187,0.356913846,0.479756603,-2393.719919,5.402881253
63.15789474,0.096058759,5.316578042,2.639264673,2.426967781,3.105614842,3.492712581,3.978929258,1.114547446,0.829805078,0.131562872,29.43119061,4.318130501,7.209620465,0.128029605,1.103496713,0.361214303,0.038420817,1.672289955,4.026548706,0.126094136,8.16E-08,6.49E-08,0.081366348,0.389276556,0.173621656,0.106764035,7.01E-08,7.63E-08,0.122876976,0.264024035,0.709301508,0.339848733,-2366.357169,0.808663955
63.15789474,0.108351898,4.046323701,3.319902149,2.051691709,2.929254385,3.281222235,4.637119476,6.478044345,0.896148395,0.070241673,27.68450704,1.757069331,2.472683594,0.49132525,1.830281939,1.239306342,0.07299048,5.876762005,2.065150167,0.153960114,7.22E-08,6.58E-08,0.178294287,0.28776042,0.11434314,0.166442368,6.16E-08,1.33E-07,0.099199339,0.275244373,0.407626177,0.449784303,-2342.175123,0.716652807
63.15789474,0.071432927,6.035434524,4.124728276,4.031300369,4.346418859,4.868200285,4.788863658,0.939067485,0.89632844,0.064651138,41.10887552,5.569071865,8.000813265,0.060336542,0.17684515,0.231260348,0.060473627,0.675838921,0.251271854,0.195401717,8.10E-08,1.11E-07,0.120252434,0.290410641,0.147314464,0.174172843,1.34E-07,8.45E-08,0.07244749,0.472331531,0.383002777,0.375522636,-2357.055121,1.718062252
63.15789474,0.07204968,5.054858322,3.666198654,2.040347432,3.630419541,3.482899032,4.333394867,12.40820612,0.856457201,0.124955664,135.1076669,1.537798996,1.630612902,0.116521423,0.571087007,0.495017969,0.063010667,6.056172944,0.848325195,0.154329243,6.26E-08,3.21E-08,0.108070902,0.383976897,0.170263194,0.11659895,5.34E-08,7.29E-08,0.066760593,0.469982107,0.487728482,0.499686113,-2524.129335,9.831144163
63.15789474,0.0718799,4.656225966,3.650756707,1.96424585,3.371312299,3.347133075,4.686365809,2.331260989,0.858645846,0.182819647,57.17797705,2.39840781,3.251400964,0.103666852,1.190784318,0.280057187,0.01432844,2.969897387,1.163194502,0.139704087,1.35E-07,3.54E-08,0.11415248,0.47503163,0.142603081,0.058069879,8.87E-08,8.76E-08,0.070438496,0.31945113,0.429087516,0.351868319,-2390.400205,0.769636129
63.15789474,0.111456319,4.227522483,2.613002191,2.257122702,2.907040586,3.177043813,4.757858877,7.358266509,0.880092096,0.05040662,30.84875966,2.720801926,3.085550183,0.352776181,5.293459169,0.863436181,0.451468951,1.606604028,1.042283802,0.160701285,9.74E-08,6.76E-08,0.192618529,0.241124194,0.208025009,0.129838259,9.50E-08,7.79E-08,0.067692386,0.361719414,0.48122402,0.396632807,-2364.924105,1.081391063
63.15789474,0.057047016,4.93453567,4.222695865,3.670980783,4.727816326,4.387495608,5.404485591,2.31399927,0.925464777,0.030029731,39.0714429,4.477515903,4.02136516,0.241596915,1.877626426,0.69941728,0.17043034,1.58308989,1.19216187,0.15622744,1.04E-07,6.70E-08,0.237447201,0.287439261,0.141823259,0.097350842,4.22E-08,8.24E-08,0.079711702,0.591943397,0.505542384,0.402844721,-2360.536011,0.442428163
63.15789474,0.115986762,5.024764212,3.720565891,1.625238824,3.070832279,3.995535922,3.828881563,2.336484792,0.860325162,0.095789201,31.62076659,2.535718314,3.484706775,0.208288686,1.794171005,0.646016423,0.044583943,32.02328085,31.0350512,0.09108887,1.30E-07,5.05E-08,0.183458131,0.396400722,0.127501524,0.145089292,5.14E-08,6.87E-08,0.056461158,0.396127822,0.384937188,0.388892344,-2342.145096,1.641424111
63.15789474,0.110221724,4.965890198,2.527119387,2.482280502,2.802801378,3.61108618,3.969648549,4.126143652,0.873978154,0.055905173,12.21214658,1.416121631,2.509540119,0.453341489,2.152122739,1.057595624,0.017058202,2.597881435,1.178339543,0.156352675,7.30E-08,8.36E-08,0.195549431,0.412008886,0.11552092,0.082132064,7.63E-08,7.78E-08,0.038435712,0.358364164,0.425319952,0.358021686,-2349.598371,0.394840419
63.15789474,0.1099964,4.927665479,3.563477434,2.016366256,2.627790455,4.274784047,3.901083674,2.759926079,0.887074727,0.051928898,13.01890674,1.199195185,2.435964728,0.157138155,0.61007601,1.508075871,0.060734683,2.789661879,2.476963366,0.11707444,6.06E-08,9.12E-08,0.147672006,0.302035856,0.187744074,0.161990703,6.30E-08,9.04E-08,0.083482616,0.346984497,0.43418177,0.333782,-2350.923613,1.114674597
63.15789474,0.09064626,5.058370912,3.65190833,3.424247364,3.80835588,4.415155899,4.837496351,0.590819953,0.916286954,0.070750028,15.54015308,4.327318829,7.970756769,0.193564497,0.586659132,0.653300387,0.084621627,1.056923797,0.127043051,0.179770223,9.07E-08,6.30E-08,0.128676357,0.283389964,0.190543373,0.11486966,5.24E-08,1.10E-07,0.102750108,0.5523806,0.36741188,0.335159218,-2366.542832,0.654871184
63.15789474,0.09990648,3.76123476,3.376589609,2.369612096,2.252364302,3.224302348,4.486700587,2.896517314,0.814273569,0.133002321,2.741090381,0.602127962,2.543063143,0.933383776,1.008594491,0.407825394,0.038633562,56.64443312,15.5669237,0.141718737,8.35E-08,6.52E-08,0.120229477,0.417588256,0.109662387,0.119205221,5.08E-08,6.44E-08,0.091595658,0.21975809,0.586330807,0.247538065,-2348.708843,0.779608982
63.15789474,0.117979477,4.328794733,3.745508428,2.524993972,3.396194449,4.472036909,4.612138559,3.404514846,0.915329131,0.008914306,26.45662686,2.446221807,3.121543625,0.352033005,2.432642184,6.089719786,0.623799133,8.516698365,5.069808447,0.159805583,3.86E-08,6.01E-08,0.109832443,0.387855564,0.127494823,0.124252187,2.42E-08,8.74E-08,0.09075919,0.584051861,0.436930928,0.342792142,-2383.023656,6.504883495
63.15789474,0.082368073,5.712053333,2.139275029,3.330211573,2.105785211,4.051422487,3.322691286,1.885867429,0.842464198,0.153998093,113.7441845,3.361847985,3.987549124,0.356260206,1.593350892,0.330510342,0.046254469,18.38847434,2.420334156,0.152189661,6.60E-08,5.64E-08,0.201563722,0.31426194,0.168412507,0.116015282,7.61E-08,7.98E-08,0.04755661,0.30965956,0.743414769,0.381759999,-2397.902863,0.702401111
