L2,sigma,b1,b2,b3,b4,b5,b6,theta,alpha,D,L1,wL1,wL2,c1,c2,omega,xi,P1,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
12.63157895,0.143582496,4.510949239,3.696011955,1.506727066,3.24366184,3.557062506,5.186295452,0.52405363,0.823564313,0.060692605,273.5837084,34.76653743,16.57183782,0.016329581,2.405479295,0.736835168,0.207148842,6.51006496,0.536746256,0.156830997,9.74E-08,4.46E-08,0.239630794,0.282313778,0.119047086,0.154845315,4.06E-08,7.06E-08,0.047331777,0.712086769,0.601051202,0.72971707,-2390.210775,0.68075619
12.63157895,0.069951376,4.951746506,3.586394054,3.74329372,3.436651101,4.491381888,4.500910408,1.680884711,0.909676612,0.045402307,25.73830832,5.422569474,3.640719893,0.251020371,1.101630199,0.600461358,0.237159909,1.550118527,1.098183066,0.104459609,1.30E-07,7.05E-08,0.150097995,0.368689057,0.182312794,0.121208952,5.26E-08,1.12E-07,0.073231228,0.297622126,0.434671955,0.489017216,-2343.299454,1.549695673
12.63157895,0.145752265,5.855998962,4.097791323,3.468451443,3.22038978,5.095499317,4.312731216,0.387130745,0.89641178,0.069278506,52.84689674,15.33704257,0.751134231,0.020085699,0.974204967,0.955207894,0.050975984,26.7279186,1.197748362,0.188628854,5.71E-08,7.63E-08,0.156735075,0.326864455,0.114182502,0.162900959,3.69E-08,7.34E-08,0.050687911,0.745399671,0.56734614,0.430500246,-2469.882477,10.68657001
12.63157895,0.16880207,5.42775702,4.228498029,2.201393627,4.891489165,3.910100575,5.888671076,1.224884712,0.89322782,0.047190659,34.96673112,5.214136027,5.12203176,0.036462276,1.7450488,1.878081722,0.293218064,24.1415736,5.808642594,0.161630281,4.30E-08,5.80E-08,0.164904001,0.271502954,0.187102315,0.131352208,5.43E-08,7.92E-08,0.083508007,0.162555112,0.634805956,0.392489083,-2395.625243,1.563922537
12.63157895,0.072000207,4.896762543,2.383961765,2.538565527,2.770054745,4.089856066,3.798118426,0.764553304,0.929512961,0.043280935,9.804233004,3.58314844,3.770216357,1.214227822,2.918103686,1.547185072,0.209618806,1.693645091,2.427709531,0.090198604,5.81E-08,3.97E-08,0.196890256,0.328803497,0.193678177,0.121693549,6.77E-08,8.97E-08,0.068735661,0.363181412,0.435843966,0.544429697,-2375.398117,1.015097333
12.63157895,0.070048527,6.429735609,4.661166766,4.529136986,3.44357205,4.671253351,4.627332248,0.913587702,0.719740502,0.067113713,121.8356013,3.61522082,2.69776193,0.203329407,2.715321711,0.249476405,0.176439369,0.376088512,1.225204778,0.16303648,6.67E-08,5.98E-08,0.145124817,0.389055369,0.1605654,0.071417932,4.64E-08,5.84E-08,0.07079977,0.712685723,0.492879641,0.470805948,-2493.989663,7.532913178
12.63157895,0.106547684,4.163378735,3.630363747,2.396613672,4.181184273,4.57936775,5.28446949,0.251127399,0.878119391,0.113249224,554.4822059,112.1831893,15.62750047,2.106589357,6.150796368,0.614227546,0.10267576,1.292495287,1.276789861,0.101408413,7.47E-08,4.18E-08,0.135871277,0.451557018,0.136630436,0.097232071,4.36E-08,7.23E-08,0.077300553,0.639983561,0.40542015,0.39093427,-2667.936601,15.67668413
15.15789474,0.117995761,5.295338635,2.656066395,1.843696369,2.042017633,3.539209548,4.072557041,4.226612432,0.800581848,0.024861649,214.2628471,3.979429893,1.920209285,0.43736484,0.21125053,2.478437486,0.016304524,12.70760064,5.458667648,0.126222053,6.82E-08,6.33E-08,0.180159185,0.365091124,0.135845606,0.114192033,7.34E-08,7.60E-08,0.078489718,0.272659113,0.501536344,0.611534266,-2380.577465,1.11831681
15.15789474,0.174637674,5.877531403,2.193361308,2.385793654,3.729022179,4.009882839,3.475498372,0.995583124,0.920614738,0.094089642,375.5221673,5.563405706,0.289127851,3.467272829,9.923989511,1.044547599,0.403181709,0.054840602,3.398965688,0.214770803,5.64E-08,3.14E-08,0.074348823,0.366965099,0.19509503,0.095652799,5.09E-08,8.02E-08,0.053167227,0.587563232,0.589091219,0.717290198,-2485.432032,9.577756219
15.15789474,0.135492686,4.385282543,3.223236823,1.838352339,2.5681051,3.853389474,4.127148257,0.58715392,0.843232772,0.13948656,13.177167,11.53718441,13.67599593,0.493110214,1.959652086,0.423937279,0.031698423,3.742728396,2.679341826,0.236725559,9.53E-08,1.11E-07,0.086768971,0.312013191,0.143467358,0.172706919,1.06E-07,7.14E-08,0.048317618,0.256705222,0.380664413,0.438252275,-2352.744608,0.728079973
15.15789474,0.09966152,3.177910729,4.035804673,0.514892003,3.129657836,1.905154751,4.500789373,0.597623158,0.804931455,0.05533281,55.55631821,10.10193145,7.553617642,0.233789802,0.594223313,1.156889528,0.262273218,0.341312149,0.523923728,0.150764133,4.68E-08,7.88E-08,0.145594793,0.415948391,0.116823538,0.126352645,2.98E-08,7.85E-08,0.044516267,0.28506515,0.442661959,0.721313847,-2480.298012,2.723978696
15.15789474,0.124359708,3.019108486,4.58149347,0.798170416,3.855302623,3.213854903,4.929214853,0.945777129,0.895820411,0.050085175,5.753167478,3.437951159,6.030667562,0.499724046,1.933802386,1.229034367,0.305660067,9.281962517,26.44229194,0.120330967,6.54E-08,7.89E-08,0.201770196,0.406640507,0.128298441,0.098529385,8.92E-08,7.51E-08,0.044430196,0.266794403,0.589304873,0.37733586,-2366.74007,1.386643435
15.15789474,0.131836534,4.690384735,4.441184444,1.278799497,4.564866185,2.697440261,5.569132872,0.955785922,0.839349559,0.052460342,14.34427801,7.600141596,6.195390839,0.138754817,1.101523776,1.142851005,0.079973859,14.63897093,10.09733125,0.068723703,6.29E-08,3.61E-08,0.181536475,0.374346738,0.17868902,0.122138659,6.05E-08,8.07E-08,0.074565164,0.30195302,0.548189674,0.279184425,-2365.33329,0.686120255
15.15789474,0.10808467,4.507557226,2.763242396,2.482967084,2.518416502,3.890910316,4.121857307,6.985785316,0.857038949,0.052360087,74.77415544,3.383071319,1.973909737,0.841722427,1.343549152,0.842813766,0.120902354,1.414200845,12.95675028,0.122353957,9.49E-08,8.50E-08,0.093384568,0.426947322,0.142191933,0.102777372,3.61E-08,6.04E-08,0.112344571,0.376575437,0.435941702,0.363736656,-2353.304409,3.997536611
17.68421053,0.141103884,4.424750997,3.999332929,1.562701218,2.631389447,3.507306259,4.918858353,0.852977179,0.879475095,0.041398257,6.130067997,4.101735161,7.499009159,0.134816347,1.517274764,1.746233218,0.065664399,2.045136423,1.99192857,0.222407475,9.45E-08,9.72E-08,0.154611387,0.264703182,0.140311602,0.167774743,1.07E-07,9.08E-08,0.050191221,0.232515213,0.471383992,0.457306564,-2361.915199,0.810921309
17.68421053,0.072127985,4.492490947,2.923155078,2.237836,2.720783998,3.157307333,4.021931573,0.884495609,0.879392772,0.071887353,80.99717471,8.206367165,6.590956198,0.623489366,1.2932379,0.752838317,0.19817258,1.815424685,15.58408377,0.201778282,1.08E-07,3.35E-08,0.096848649,0.401565541,0.121769441,0.088975571,8.64E-08,8.96E-08,0.089062199,0.320815027,0.379672171,0.483291658,-2368.767371,0.743495966
17.68421053,0.140150031,5.485577681,2.802246746,3.538100353,3.37019035,4.305501189,5.06671262,0.432779149,0.90194429,0.08536353,2.335900547,10.69502666,33.64818398,0.150649324,3.336557022,0.495356679,0.088725078,3.179107214,0.788227284,0.191092817,1.10E-07,5.89E-08,0.180679946,0.272063299,0.148307521,0.147323479,8.01E-08,7.83E-08,0.060532611,0.319580931,0.498413804,0.486273445,-2351.538442,0.307866948
17.68421053,0.088402693,4.81982056,2.649616224,1.99068051,2.518887523,3.78654109,3.48932683,0.621227349,0.835955714,0.043652371,125.5817905,11.00439763,6.779602636,0.488803078,2.49278105,1.577876714,0.084923089,0.338719067,1.489451188,0.106923375,8.16E-08,7.34E-08,0.162771165,0.366541301,0.165799782,0.138231914,4.90E-08,8.96E-08,0.05973217,0.355803744,0.491631622,0.411911457,-2455.170735,2.593203816
17.68421053,0.198903784,6.43789823,2.8895571,2.749662533,2.089342017,3.656519064,4.076793028,0.543885822,0.752292196,0.073357279,3.763912387,8.646949079,12.53914,0.126522852,1.050055117,0.84855639,0.023588832,32.60001512,66.93790311,0.060274082,6.31E-08,5.47E-08,0.167348925,0.40835087,0.165775485,0.124278916,7.45E-08,6.70E-08,0.073971462,0.303902715,0.605322382,0.339608936,-2406.318546,1.228247674
17.68421053,0.11849144,5.398069082,2.715786806,2.777190588,3.205510617,3.047320317,4.338987552,4.0049087,0.835750902,0.169565583,51.80444972,2.273557426,1.896733037,0.47334832,0.954938284,0.291781513,0.009632425,2.565886226,0.547303537,0.08713946,8.04E-08,9.23E-08,0.113958491,0.416817063,0.163634808,0.124018552,4.82E-08,7.87E-08,0.094431326,0.301667731,0.496449234,0.339840128,-2336.526032,1.185084894
17.68421053,0.096638134,4.08942982,3.704152841,1.196979616,3.53429557,2.871925094,4.730255527,0.710743205,0.845766454,0.112816874,17.32388798,6.309303559,7.385251872,0.275260122,0.490226383,0.588152874,0.033239436,1.050085279,2.773799795,0.2030758,4.00E-08,4.99E-08,0.096226101,0.380149286,0.115815655,0.121304139,2.99E-08,7.62E-08,0.083428823,0.195759095,0.586281472,0.518484858,-2351.972338,0.437134614
17.68421053,0.08618734,4.29576695,3.258897201,1.861954403,2.719592261,3.699955609,3.93239125,1.192903127,0.855827312,0.132396956,105.8551809,3.535884478,1.390941597,0.703085027,3.420577718,0.509358166,0.09349311,9.31539805,5.838637482,0.235895395,1.08E-07,6.36E-08,0.130498831,0.29443214,0.147806324,0.106653161,5.18E-08,1.02E-07,0.084713824,0.567914953,0.539237335,0.549825961,-2441.00452,1.479630016
17.68421053,0.044494468,5.629254762,4.278764493,3.891741348,4.196362601,4.646434845,4.564973259,0.525091919,0.885180481,0.078105556,8.010692498,7.793373693,12.80560261,0.193908302,0.193842299,0.381547969,0.03974808,4.348433994,0.610931149,0.17454568,4.76E-08,1.00E-07,0.097096796,0.318104492,0.199472867,0.116584468,4.87E-08,7.90E-08,0.094195422,0.28333782,0.458502218,0.332442295,-2414.396657,1.172606288
20.21052632,0.09320056,4.460056604,3.35417073,1.818223806,2.893523731,3.329790909,4.769703961,0.371864114,0.828804877,0.165999303,6.357227992,20.79001044,40.36911871,0.124865561,2.079233272,0.330775182,0.011709179,1.487406033,0.213753141,0.164691225,8.06E-08,5.25E-08,0.126634112,0.381255836,0.124518588,0.109732619,7.82E-08,1.09E-07,0.0931673,0.343580644,0.473652271,0.367584525,-2352.966574,0.651538716
20.21052632,0.090691348,5.019465502,3.993095261,2.867349504,4.192408683,3.670427876,5.004607562,4.819663414,0.892184343,0.078745227,17.03507298,1.929025429,2.192132946,0.197875918,1.45153035,0.514670715,0.132611386,22.83665165,0.721507881,0.228194296,1.02E-07,1.05E-07,0.110584585,0.315072808,0.183404976,0.125571174,1.21E-07,8.38E-08,0.037171749,0.399802178,0.42802548,0.399181871,-2333.14122,0.585535053
20.21052632,0.132934943,5.826465588,2.962907151,2.440135571,2.306059062,4.289930719,3.689109539,0.588353957,0.83916295,0.123467764,24.19804851,10.71863693,13.8109063,0.095718482,2.498716289,0.520379046,0.070390112,5.411147598,0.059266704,0.235486499,1.16E-07,8.39E-08,0.136285115,0.253100865,0.167298217,0.1465226,9.12E-08,1.08E-07,0.061306304,0.297669858,0.478594583,0.373108368,-2354.975427,2.120043315
20.21052632,0.167838721,3.311712,5.361324368,0.819812262,3.364867977,2.823704871,6.093114287,0.570774223,0.846700497,0.206924234,113.9344951,10.10772075,5.418206732,0.692322992,1.160403721,0.297095906,0.122816385,10.09761397,1.29761862,0.126086728,3.79E-08,6.14E-08,0.153509349,0.471181051,0.092574958,0.081955669,2.94E-08,6.54E-08,0.07469205,0.432883528,0.473691328,0.515885826,-2625.816702,5.989541072
20.21052632,0.074517054,4.828555037,4.073921452,2.776664093,4.120919176,3.810180211,4.813037557,1.593409911,0.896953674,0.069936782,12.49893893,2.542018851,3.291256755,0.227372349,0.734902131,0.507392898,0.211732674,12.72825197,74.64724645,0.181951132,5.30E-08,7.92E-08,0.17970428,0.401264663,0.093119582,0.084496413,7.92E-08,7.37E-08,0.059463645,0.386673015,0.425530123,0.516145387,-2337.253502,2.667953352
20.21052632,0.121517973,4.680506111,2.245095907,1.783175949,2.1737334,3.00443512,3.799851488,1.690800608,0.822483857,0.060847202,37.77534696,4.4088914,3.827207661,0.329693673,2.326752691,1.282380694,0.020280799,7.511493041,1.553243116,0.065152407,5.91E-08,6.77E-08,0.176677175,0.381766732,0.164283792,0.135333084,8.63E-08,1.07E-07,0.076786489,0.252362878,0.510363269,0.321863273,-2366.164022,0.637247543
20.21052632,0.090439488,5.420872341,3.782031093,2.942394637,3.135137031,4.535240463,3.42789298,0.914138156,0.90733268,0.104968313,122.5498743,6.777571811,5.980254365,0.149814963,0.295020753,0.411028744,0.290793922,2.687392606,1.724887307,0.108641961,9.01E-08,8.40E-08,0.109696783,0.403247531,0.168996845,0.119257004,6.06E-08,9.66E-08,0.090159543,0.28116202,0.383209961,0.360291328,-2550.3242,6.823603324
20.21052632,0.127566369,3.356264941,3.277237113,1.111968735,2.772130826,2.744842415,5.102152026,4.093414775,0.875001924,0.049750149,29.35097406,3.132833186,2.856806899,0.910512548,3.574068599,1.586381163,0.068675011,2.358827837,1.981585451,0.211492864,6.09E-08,6.29E-08,0.241258396,0.22810458,0.161642808,0.108262157,7.50E-08,8.48E-08,0.049238913,0.356785845,0.561956303,0.439628903,-2379.931382,0.647974068
20.21052632,0.131029936,5.655473759,4.113838628,3.291346414,4.348266292,4.396069542,5.143386133,0.629673685,0.882026611,0.096486121,47.8615639,19.79098044,14.31105869,0.111298783,2.254354822,0.463770469,0.018882947,18.38679551,0.419694427,0.15154644,4.01E-08,6.10E-08,0.145437834,0.436942616,0.124183348,0.080523916,4.97E-08,4.28E-08,0.061365652,0.379721414,0.349257035,0.437103626,-2413.896002,2.926899175
22.73684211,0.100479501,4.673640295,1.933977878,2.358572941,2.204666248,3.644827927,3.790902627,0.661182763,0.868683311,0.076010326,83.91918619,10.84885519,10.0495832,0.133915382,1.770590982,0.870688995,0.267213975,1.325726175,0.052651989,0.265906095,4.49E-08,2.94E-08,0.080140574,0.329414691,0.191536872,0.083843543,5.26E-08,8.75E-08,0.049158011,0.354703254,0.417924528,0.582416886,-2384.44869,6.544413014
22.73684211,0.106151652,5.089901863,3.211188236,1.740775196,2.882689709,3.382785287,3.960399088,0.705770742,0.84055876,0.223086684,14.27376143,6.591212498,8.925446859,0.396994547,2.396092371,0.257698261,0.012406158,1.050687135,0.590509805,0.141657133,8.54E-08,4.81E-08,0.07917854,0.42363395,0.161757153,0.087654967,5.27E-08,6.41E-08,0.106118006,0.192192749,0.637361964,0.309593362,-2368.842416,1.947740942
22.73684211,0.094073781,5.117696997,2.654265117,2.763510332,2.428705232,3.344355562,3.299347472,5.399562565,0.809292624,0.174093845,238.0720642,3.84223352,1.893973855,0.821648024,1.592850584,0.267712906,0.007265825,5.720138781,0.243985534,0.257880623,1.07E-07,1.00E-07,0.095266203,0.293802461,0.123984834,0.173745707,1.23E-07,8.71E-08,0.055319754,0.257177911,0.388952706,0.316545484,-2377.941694,2.550644556
22.73684211,0.089875117,4.596795546,3.586638285,2.26292499,3.167645527,3.350788107,4.502361831,1.088256991,0.835949672,0.114867886,69.49845561,8.122496446,6.109942752,0.376377779,1.2074646,0.365055315,0.033354126,4.598344316,14.99964613,0.184653373,1.03E-07,5.15E-08,0.10376954,0.416021257,0.123766244,0.088130578,7.05E-08,7.83E-08,0.083658704,0.30714648,0.430823264,0.571636315,-2345.818875,1.209608078
22.73684211,0.095937162,4.732768316,2.11323388,2.953305007,3.022347603,3.614261499,4.247194452,1.678633083,0.892545025,0.049915378,227.3456838,5.108234012,5.038110543,0.511028736,8.25684326,1.206249007,0.399349971,22.1182763,2.026466941,0.10235257,4.55E-08,8.60E-08,0.178769743,0.387770608,0.139294724,0.100125295,4.82E-08,7.06E-08,0.091686809,0.882387052,0.665711899,0.483713123,-2420.972098,1.535785682
22.73684211,0.094819703,4.487544764,3.338201865,2.024526872,2.706156736,3.691446649,4.172022716,2.836513656,0.836523518,0.086802944,79.76589895,3.76457554,2.614084002,0.346182799,1.026961998,0.51649383,0.15317675,5.896710217,9.050467239,0.173429092,1.06E-07,6.33E-08,0.110838088,0.317018649,0.187292954,0.16247359,6.54E-08,1.22E-07,0.048947269,0.227235959,0.334568634,0.355905038,-2361.920793,2.16016286
22.73684211,0.133072031,4.597156858,2.525205961,0.198550157,0.704049741,3.520567923,3.380051468,3.315123284,0.766969534,0.113160882,932.5756163,5.434455014,2.487279889,0.37965892,0.892509231,0.878858112,0.025051772,2.92574531,1.692456579,0.080135553,1.05E-07,8.36E-08,0.151025182,0.463339082,0.138775952,0.105115927,7.31E-08,6.49E-08,0.061607977,0.140620985,0.479330381,0.350772019,-2376.302034,1.215725426
22.73684211,0.114882218,4.882309923,3.188334548,2.450666565,2.589099123,3.769290619,4.747343201,1.14707846,0.840309275,0.177581037,95.62470443,7.369100097,5.550415144,0.192815285,1.189872859,0.305135426,0.023888693,7.4774776,9.393582586,0.098449866,5.00E-08,1.01E-07,0.180948674,0.296878802,0.153218385,0.18032107,6.13E-08,9.83E-08,0.090182892,0.260569372,0.429163771,0.482498394,-2360.11464,0.945882422
22.73684211,0.102653604,4.471141321,3.323128118,1.609814114,3.867362583,3.341658674,4.955488762,1.237336865,0.90396604,0.057687055,22.44799252,3.907804545,4.774923435,0.317693181,5.0742264,0.826631541,0.350455019,13.71339654,1.378761165,0.086622375,6.61E-08,5.21E-08,0.217195771,0.352635473,0.160380836,0.109811439,7.68E-08,8.48E-08,0.073353826,0.484937668,0.503516945,0.331447065,-2398.168974,1.762798088
22.73684211,0.161332713,5.771024881,1.155456555,2.641283992,2.300198453,3.343688718,3.734353224,1.752751761,0.872822218,0.195383978,27.52234539,3.079151146,3.275725044,0.845773524,4.190773523,0.345369885,0.016783261,4.598394543,3.096280507,0.179706462,5.70E-08,4.30E-08,0.129846343,0.327130485,0.177933709,0.095290534,4.23E-08,8.04E-08,0.090092245,0.363603497,0.412560183,0.268843815,-2375.37924,1.352509143
22.73684211,0.169378271,4.257372677,3.219748784,0.761518214,2.875054928,2.571073621,4.815440683,0.706425648,0.778915524,0.078400981,57.91030783,10.30255411,10.12758896,0.194228546,0.406187927,0.837762639,0.133992381,2.055282289,3.652733434,0.095149336,8.64E-08,5.79E-08,0.097572063,0.457850292,0.182107677,0.087264276,5.69E-08,8.52E-08,0.080056069,0.286108467,0.410174616,0.30415337,-2411.820319,4.895090355
