theta,sigma,b1,b2,b3,b4,b5,b6,alpha,D,L1,L2,wL1,wL2,c1,c2,omega,xi,P1,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
1.262626263,0.10223344,4.269804194,3.750298868,1.997839683,3.38660266,3.753159953,4.771318552,0.866969156,0.058905554,93.77113953,54.14049025,7.80474886,6.241694643,0.26150598,1.48755891,0.930321287,0.097522136,5.995413269,5.014278384,0.135202713,7.91E-08,1.17E-07,0.147491985,0.332465095,0.164558251,0.134357907,4.93E-08,9.75E-08,0.085923708,0.335497243,0.372931601,0.372300137,-2347.683154,0.511970527
1.262626263,0.165565332,5.624952254,2.85175091,2.651485376,2.823659288,4.298426444,3.260584456,0.842653522,0.223439855,86.22630386,234.1793205,3.457408246,5.745601716,0.361151947,2.936676584,0.299001507,0.037265548,13.97697462,45.41708705,0.102333441,8.77E-08,6.78E-08,0.167611973,0.307200974,0.16217792,0.163699075,5.09E-08,1.01E-07,0.096976309,0.417998201,0.847554816,0.292569392,-2376.643338,0.583084825
1.262626263,0.12845119,4.667397225,2.881468536,1.952705342,2.616913399,3.901680265,4.401899382,0.860547027,0.090198893,15.38408257,30.50227917,7.062040515,5.662080862,0.531657715,1.477428459,0.6737215,0.04230743,0.85955025,0.291893187,0.13307687,7.63E-08,6.47E-08,0.17354763,0.328599194,0.18125816,0.08367527,8.14E-08,1.06E-07,0.099842548,0.279645173,0.591259957,0.440760903,-2359.378857,0.258850343
1.262626263,0.13192468,3.401809534,4.939968187,1.727656689,4.328151464,3.785526306,5.290880575,0.925291777,0.073159618,124.8798265,59.94900799,5.928667853,6.006462719,0.248388125,2.534302449,0.573824959,0.252828904,11.42818735,1.480474489,0.125789881,1.38E-07,9.85E-08,0.207023001,0.305822541,0.152453487,0.126047761,7.62E-08,1.14E-07,0.082862902,0.420991828,0.403222438,0.513282744,-2347.735571,1.45453701
1.262626263,0.123523518,3.828800103,3.73645152,2.020809739,3.367668517,3.328078316,5.078487509,0.862014066,0.109270557,138.5411877,56.70841035,6.509427672,6.456352604,0.362720379,1.535274352,0.485835507,0.031673184,4.157805478,5.712107726,0.150947537,8.68E-08,3.75E-08,0.121323246,0.368308531,0.147562612,0.139792473,5.66E-08,6.10E-08,0.07206536,0.360477757,0.359042115,0.435926045,-2341.287583,2.925529737
1.262626263,0.084569419,4.640277396,3.417265676,2.907386728,2.814996863,3.897190371,4.153923281,0.868934547,0.125399457,18.37215743,44.44106793,2.516015943,4.102870185,0.488114744,1.263812031,0.351131687,0.058891076,0.615942975,0.278484585,0.189753678,6.45E-08,4.35E-08,0.119247753,0.342462437,0.145645353,0.113134778,9.72E-08,1.03E-07,0.089755694,0.316584529,0.535447177,0.355498535,-2330.885143,0.374266309
1.262626263,0.102405526,3.511340146,3.246742682,1.95528552,2.940022451,2.812758139,4.62504103,0.847887412,0.084565856,371.8227098,214.8382939,7.669173628,7.412774487,1.500782681,1.514759643,0.621718429,0.052849765,2.545131727,0.702687297,0.168800891,1.06E-07,5.24E-08,0.077681218,0.373871803,0.184534319,0.152485147,1.14E-07,1.00E-07,0.042626249,0.283978974,0.675104202,0.425154598,-2376.41389,0.285063004
1.262626263,0.147390746,4.171323783,3.065249996,2.203525531,3.389421996,2.979526465,5.378695841,0.834692684,0.143397187,84.60526622,72.95989529,6.188836559,7.019244524,0.244531961,2.800473957,0.324597161,0.009652813,9.977550756,21.91861392,0.201790131,9.26E-08,6.00E-08,0.094064133,0.339630123,0.180259284,0.124441336,9.65E-08,1.21E-07,0.059814622,0.640092799,0.494213929,0.626169857,-2364.877022,1.613673177
1.262626263,0.07952171,3.991218272,4.087076602,2.452953671,3.823951517,3.610578458,4.789980857,0.884024916,0.068818687,20.22483853,18.04080135,4.801842321,3.716355016,1.449231225,1.451062093,0.466493078,0.039139657,1.760581305,4.136768814,0.177885781,8.42E-08,7.95E-08,0.0833341,0.400111766,0.152549983,0.118289106,8.76E-08,9.89E-08,0.067828915,0.490812945,0.489806109,0.318082039,-2341.086022,0.373248487
1.262626263,0.121780094,4.110820013,3.308772193,1.576058064,2.591908669,3.217967869,4.940409973,0.86100175,0.116074468,67.15741269,76.63254276,5.709844442,7.217465039,0.148302572,1.230572215,0.612058101,0.105761277,1.7396721,0.261061032,0.110966715,9.33E-08,3.53E-08,0.113579256,0.418120289,0.149382476,0.156100115,5.28E-08,8.10E-08,0.051850887,0.173493084,0.393479749,0.633263407,-2366.222731,1.550104637
1.262626263,0.092940875,4.553268658,4.762808252,2.813874331,4.44049737,3.811791405,5.464515419,0.894356284,0.079252264,22.13237125,17.14976302,3.585856436,4.186902845,0.093686592,0.465341585,0.315939099,0.089323104,1.029502841,0.313639225,0.207470838,9.38E-08,1.06E-07,0.165149549,0.281669454,0.151269769,0.100894413,8.64E-08,7.93E-08,0.093545611,0.274793587,0.501474046,0.436012615,-2368.754436,0.936339138
1.262626263,0.074068715,5.610197388,4.62283451,4.161646247,5.026127921,4.877101077,5.500893602,0.928749744,0.058577132,14.67979418,115.9154579,2.846278879,5.691962743,0.199942803,1.734613803,0.27314113,0.084386874,10.68586163,3.111871962,0.088031781,6.16E-08,6.05E-08,0.218616263,0.384527913,0.158436009,0.078326841,7.33E-08,8.96E-08,0.072060908,0.71459838,0.325203129,0.49564085,-2365.445293,4.66118643
1.262626263,0.074234521,4.52849779,3.922717854,3.283773135,3.121811501,4.346435166,4.663158305,0.8791117,0.159646956,36.97757508,244.4042602,3.700098021,6.868890465,0.552140805,1.272652944,0.24233561,0.013417798,9.05678852,3.682873229,0.15370969,1.13E-07,6.40E-08,0.093751962,0.357689295,0.168160963,0.154173234,6.48E-08,9.10E-08,0.072514524,0.34960013,0.389415977,0.234835844,-2337.160648,0.587395885
1.262626263,0.103493121,3.562328133,2.27899861,1.815569718,1.904175981,2.835647541,3.822409737,0.884775869,0.114382482,148.5566917,230.9187969,7.462777017,6.251936421,4.320808564,5.507176061,0.427908856,0.077634755,1.854456319,11.10182276,0.155363359,8.19E-08,6.34E-08,0.103435243,0.394558079,0.127317896,0.149935573,5.34E-08,7.43E-08,0.069389578,0.479085667,0.525067796,0.376417134,-2350.777863,0.939320805
1.313131313,0.08615736,3.928247686,4.650332408,2.414641439,4.489162097,3.45959256,5.183239104,0.896132829,0.046097941,203.7602599,58.26123895,6.954609907,6.593017078,0.218189316,2.094174269,0.525761017,0.208920655,2.89950469,5.969079282,0.119501173,6.84E-08,6.70E-08,0.059127237,0.443985104,0.147237578,0.161744353,3.25E-08,1.00E-07,0.068404287,0.403394245,0.495918535,0.369195141,-2370.470185,2.504269701
1.313131313,0.089236665,4.449336728,2.915490711,2.110923366,3.107517402,3.232673382,3.982132656,0.832541313,0.034974314,54.16848964,103.5505863,6.499519646,6.572909474,0.394478621,1.741686493,1.413068517,0.203028343,2.957039376,1.709360271,0.197800637,7.41E-08,5.81E-08,0.134483162,0.3618817,0.131758735,0.115321554,7.53E-08,1.05E-07,0.058753899,0.236646168,0.442223969,0.319521687,-2351.447093,0.593253382
1.313131313,0.072733902,4.238078415,3.517373528,2.290007061,3.275570332,3.500684923,4.923180252,0.876306738,0.092668481,303.4490782,56.21313013,7.312159174,5.854727135,0.474841895,1.364897194,0.506075396,0.061876927,2.994452502,15.94155367,0.223421421,1.13E-07,6.68E-08,0.073267387,0.360279128,0.147409408,0.112854574,4.00E-08,8.60E-08,0.082767776,0.354355623,0.607087802,0.485447891,-2342.636015,1.470431262
1.313131313,0.056831379,5.42230799,4.365156047,3.80426602,4.174997848,4.46982035,4.760839094,0.88626369,0.122757089,10.74853404,171.8076052,1.539091325,5.368948713,0.03097464,0.306577442,0.258073688,0.022508406,3.979422707,0.382014168,0.214934243,8.04E-08,2.84E-08,0.169466544,0.340375101,0.134349543,0.081451002,3.67E-08,1.01E-07,0.059423321,0.448625108,0.478297288,0.294865819,-2327.329655,0.262259048
1.313131313,0.096061149,4.809632941,4.029234896,2.637535636,3.385901093,4.18431342,4.422260208,0.861514188,0.147376116,15.8710357,42.04202353,2.930329429,5.026961698,0.078719678,0.763235793,0.296801087,0.024923965,2.637410515,1.621663481,0.160659061,8.10E-08,3.34E-08,0.127942522,0.330008101,0.143734285,0.149956556,6.63E-08,8.07E-08,0.087699214,0.296977829,0.32196885,0.288313661,-2329.869846,6.451913188
1.313131313,0.073392684,5.325956403,3.445823484,3.185239761,2.996473775,4.399950081,4.03820404,0.861591261,0.125303261,9.246502273,40.26761771,2.581420263,4.765775952,0.208817733,0.425814547,0.29194176,0.030960484,1.232862903,1.55306735,0.150725942,5.98E-08,6.51E-08,0.095548779,0.44936367,0.157278748,0.088229501,8.98E-08,1.01E-07,0.058853045,0.273392594,0.460108233,0.280169841,-2332.127273,0.282909432
1.313131313,0.061820665,6.130460853,4.344033616,4.293476274,4.53753844,4.866161459,5.026062686,0.893273676,0.125528037,24.97801111,607.2118586,1.159393911,5.009147771,1.54919435,0.216427442,0.402504023,0.055323748,15.7437722,8.015972795,0.100620264,6.11E-08,6.54E-08,0.322825576,0.216587979,0.154102447,0.111098044,6.35E-08,8.15E-08,0.094765417,0.740233617,0.749701248,0.301919004,-2359.993664,0.129265556
1.313131313,0.097055701,4.226447215,3.693588606,2.178332958,3.49565225,3.103165161,4.464010017,0.839708717,0.130957185,261.2105824,19.02265704,7.543470078,3.911188008,0.641747331,0.569494097,0.324041655,0.02330035,12.58981902,2.031371623,0.203440959,5.24E-08,5.18E-08,0.107131706,0.362750679,0.133374007,0.117308098,8.92E-08,9.94E-08,0.075994258,0.256545402,0.377137076,0.287342799,-2343.020161,1.722449393
1.313131313,0.112835864,4.410958057,4.086499103,2.046354079,3.860057364,3.507910919,4.853916687,0.847531064,0.08082972,1344.242556,70.52398768,7.322989886,4.840019671,0.351689646,0.418858854,0.395492641,0.063556816,0.943859676,0.127744424,0.094723656,8.40E-08,1.02E-07,0.153807909,0.401967753,0.145757629,0.121997936,1.26E-07,8.38E-08,0.081744721,0.4837234,0.704837684,0.591649507,-2389.223359,1.265802015
1.313131313,0.105607353,4.448443811,2.8827915,1.706941897,3.142298119,3.659136443,4.535884056,0.865283132,0.096571813,80.0882651,172.2644359,5.759075288,7.041840051,0.606905321,2.207275468,0.565194281,0.098186382,7.817004389,2.109931539,0.171900199,7.64E-08,7.48E-08,0.163049534,0.232772748,0.160348215,0.195374112,7.84E-08,7.31E-08,0.076554889,0.206780595,0.460330406,0.366482205,-2354.656507,0.489948751
1.313131313,0.113158072,5.103979322,3.04848058,1.165824062,3.070032248,3.186938418,3.691205168,0.839881372,0.128095079,4.384514323,23.56460395,2.221298998,4.428915795,0.241961464,2.421656643,0.515370236,0.047310295,3.898893396,1.658958507,0.106386238,7.15E-08,8.93E-08,0.173177069,0.302906182,0.173521896,0.150829802,4.77E-08,8.23E-08,0.093178523,0.259588444,0.386016219,0.304273523,-2354.352406,3.3249508
1.313131313,0.12814174,4.980460295,3.802770873,1.622667523,3.220955613,3.629081031,4.37768567,0.876177855,0.063394782,19.32013011,333.9343675,1.83915623,5.715428557,1.003227922,3.059729095,1.821178789,0.196528812,3.604368739,2.381764069,0.173553558,9.09E-08,6.15E-08,0.158256263,0.274757526,0.169546109,0.142190163,8.48E-08,1.18E-07,0.081696026,0.289531705,0.742152277,0.375418678,-2406.407503,0.598557927
1.313131313,0.096957003,4.745528004,3.898059997,2.629103586,3.030444902,3.811451108,3.906142678,0.870841007,0.233319109,11.61233809,56.31440752,2.087693639,5.009861276,0.061894395,2.421743049,0.190354839,0.010437864,0.330284923,3.995745436,0.125300066,1.48E-07,6.26E-08,0.243976738,0.287492952,0.124846226,0.147835278,4.10E-08,8.74E-08,0.070548401,0.342956172,0.430004644,0.56295537,-2343.073597,0.693453715
1.313131313,0.106720374,4.932099256,3.404786137,3.343599768,2.665684498,4.076919864,4.318186118,0.876580109,0.236401973,29.74932464,132.2318613,3.112387556,5.942932029,0.162552177,1.266958494,0.223630257,0.010495283,0.845307133,1.655787267,0.086021336,7.89E-08,7.03E-08,0.165568629,0.453639533,0.113573708,0.126158317,3.89E-08,1.27E-07,0.055038162,0.379648633,0.458693986,0.368861292,-2322.588022,0.234346083
1.313131313,0.131323779,5.076069101,2.465791735,1.289769723,1.620345944,3.237384691,4.194385798,0.794742376,0.075596248,40.25216217,7.800196822,6.961540511,3.740566344,0.279297297,0.059107052,1.169419633,0.076562981,0.561519252,0.274183761,0.146416781,5.94E-08,6.37E-08,0.13967749,0.429820549,0.118607424,0.111421388,4.07E-08,6.13E-08,0.054056142,0.177984262,0.464096098,0.277488038,-2341.515308,0.243022487
1.313131313,0.144093717,3.206678977,3.185023568,0.696212162,2.969318781,2.357389209,5.00684593,0.859917004,0.026425685,18.27177215,202.8360685,3.621832309,7.069239659,0.797193415,5.189234508,2.743791781,0.017206046,10.55435689,4.768695824,0.221230528,1.04E-07,5.68E-08,0.226862486,0.21291919,0.164557653,0.132349992,4.99E-08,6.29E-08,0.042079878,0.51283444,0.504820781,0.39169584,-2357.86773,2.571804698
1.313131313,0.126089269,3.813163904,4.52345857,0.242932725,3.551366918,2.589070438,4.647231199,0.825868469,0.082718679,38.41578582,9.097986493,6.007697877,3.476941403,0.277696792,0.534173538,0.747491266,0.251491264,21.26477068,21.61646611,0.240765244,5.38E-08,5.94E-08,0.07465599,0.358675425,0.110124205,0.142363932,1.26E-07,6.26E-08,0.073414903,0.230845157,0.481148294,0.50427326,-2360.088794,2.743268924
1.313131313,0.110232381,5.12610753,2.74938933,2.832733175,3.638152997,3.659993381,4.457356389,0.853829901,0.052808167,20.08875205,8.635340643,4.791677572,3.981056689,0.123607409,0.710796873,1.051949429,0.166563758,4.625909347,121.8027365,0.222219706,5.61E-08,4.93E-08,0.070903954,0.435921906,0.137271152,0.069805862,7.77E-08,9.51E-08,0.063877142,0.21960953,0.457698218,0.26750636,-2350.841276,0.645541523
1.313131313,0.099596898,4.595701944,3.11110099,1.842851234,3.112043227,3.162005472,4.288005838,0.872476091,0.063847562,17.05886926,113.9911547,1.776717947,4.475427401,0.289858226,2.714048488,1.177282855,0.685924187,3.078765258,2.822185252,0.216086714,5.85E-08,5.42E-08,0.129367858,0.348392562,0.121049223,0.12518365,8.29E-08,5.58E-08,0.059919742,0.534199604,0.637523887,0.547879912,-2360.947176,0.409383127
1.313131313,0.135750089,4.120779533,3.490341344,1.690276197,2.818578005,3.078975059,4.632736042,0.862186331,0.132805686,106.328378,172.2059079,5.706681336,7.323585764,0.421185564,2.196958119,0.489851144,0.044523174,19.21668988,5.897588035,0.260003949,5.51E-08,7.18E-08,0.082284333,0.297122907,0.138219096,0.140408592,6.23E-08,1.12E-07,0.081960822,0.329144894,0.542834165,0.299352539,-2337.108968,0.596950476
1.313131313,0.103262653,4.086192445,3.698660702,1.622642641,2.233155492,3.27796683,4.412919929,0.866642298,0.135558172,22.3794,20.33489863,2.911953935,3.339629626,0.433358263,1.733775357,0.653396018,0.080859165,0.626531537,1.282208399,0.095102263,4.89E-08,6.84E-08,0.217631474,0.314979018,0.132239358,0.153087539,8.24E-08,8.44E-08,0.086960064,0.191302007,0.488234394,0.44966459,-2351.01872,1.341530143
1.313131313,0.090865138,5.346696896,4.045322262,2.491779088,4.100326455,3.956942292,4.821388393,0.88371837,0.086061042,8.58777606,2.776955498,5.729566648,2.895182352,0.153471796,0.113264969,0.46077067,0.108643911,0.618426847,0.620096111,0.190402487,6.94E-08,8.00E-08,0.187527457,0.316450606,0.139407507,0.119551558,8.33E-08,9.18E-08,0.04666006,0.156957026,0.500645169,0.455370922,-2357.464511,1.114831996
1.313131313,0.106261976,4.715718321,3.384126551,2.411721421,2.800809196,4.308133095,4.087967954,0.885176908,0.128080709,24.14656014,216.4562733,2.585320343,5.739331035,0.410127294,1.602692241,0.514504653,0.018858276,3.876851363,0.611394146,0.156546695,5.76E-08,5.41E-08,0.17902005,0.304154761,0.175336595,0.119517575,6.50E-08,8.32E-08,0.065424063,0.383026567,0.444569191,0.28392036,-2345.566415,1.13422612
1.313131313,0.116766595,4.949360952,2.396870536,2.871494825,2.485505752,3.987137615,3.897955759,0.873161082,0.060523973,56.37775064,37.72856014,5.813926431,5.359519494,0.45872847,2.077597161,0.928095862,0.28651533,59.33894102,1.028976622,0.141746831,7.16E-08,9.19E-08,0.097868777,0.408784783,0.136323031,0.125466637,4.42E-08,8.03E-08,0.089809654,0.284089986,0.425284723,0.287496406,-2341.042002,0.288070511
1.313131313,0.090208116,4.539118829,3.779950902,3.119555279,3.701234802,4.009628695,4.442271849,0.868609056,0.088238672,10.7818062,41.04301952,1.889049226,3.626764095,0.352837017,0.35808422,0.433123338,0.105121843,2.121268256,1.066102925,0.224490454,7.97E-08,5.46E-08,0.098793268,0.358371595,0.142271471,0.103753503,4.18E-08,8.59E-08,0.072319447,0.320806874,0.920710765,0.369703127,-2351.765538,0.196144909
1.313131313,0.188772913,4.264026231,4.569333466,1.154911149,2.615477676,2.918632416,5.235136837,0.844998348,0.24859003,296.9738353,151.0692303,4.827711278,6.261891849,0.037480279,2.35429258,0.50287623,0.149821177,2.557127527,3.739159217,0.144461387,8.22E-08,4.47E-08,0.13631556,0.358968384,0.141767049,0.134624782,5.34E-08,9.74E-08,0.083862561,0.360384256,0.391523771,0.430972192,-2445.776064,14.91381081
1.313131313,0.067017488,4.77652241,3.203447673,2.364446614,3.670777132,3.873005619,4.011692278,0.876571777,0.028701002,33.14950325,58.89900866,3.279666742,4.814451941,0.148210211,0.152573521,2.141446892,0.144181379,4.683073591,0.340564562,0.138080126,7.06E-08,7.58E-08,0.137400642,0.362359097,0.159258118,0.123836626,1.13E-07,8.85E-08,0.079065043,0.413593887,0.469472988,0.361345488,-2360.904375,1.352794614
1.313131313,0.082044228,5.006770474,3.205424132,2.191872458,3.558380504,3.92703368,4.163637824,0.877500368,0.065223638,30.50772748,46.10399724,2.666461084,3.206546019,0.514915836,1.334118196,0.90704591,0.087429929,1.339963192,8.070986227,0.113701238,8.31E-08,9.73E-08,0.227311669,0.352919941,0.125212545,0.115993755,8.31E-08,1.21E-07,0.064860467,0.338118366,0.49331276,0.415532269,-2359.701447,0.565982797
1.313131313,0.104519106,4.411848268,3.214630768,2.286560315,3.539588318,3.335537612,4.640429844,0.851786889,0.049686227,48.03040884,58.56846481,5.98333979,5.864995346,0.444610411,1.789255174,0.826905692,0.071984669,4.243383536,22.31038571,0.172064336,7.86E-08,3.28E-08,0.113172901,0.395496217,0.115430143,0.112466811,4.41E-08,7.85E-08,0.091369359,0.359043359,0.390591215,0.269862558,-2348.046267,1.948314405
1.313131313,0.082332585,5.085098702,3.618656394,2.083386441,3.273279244,3.854275275,4.025574642,0.867908696,0.054343318,16.02925905,19.48793845,2.812267487,3.749715959,0.186929373,0.524810124,1.209812118,0.107822791,22.31626538,0.898620659,0.187889491,5.99E-08,3.71E-08,0.138528317,0.40320476,0.101549349,0.106579491,7.83E-08,9.83E-08,0.062248319,0.33511169,0.502822671,0.422186936,-2329.871464,1.645454378
1.313131313,0.232889247,3.658907526,5.007954505,2.005773926,3.855365509,1.935874372,6.928184374,0.858036336,0.079964289,335.7231089,133.9944038,4.399820612,4.003587134,0.288187554,0.519112996,1.353676095,0.266081306,9.506694496,1.785082352,0.152449917,1.14E-07,6.96E-08,0.085557991,0.369844482,0.180976194,0.163331765,1.03E-07,1.36E-07,0.047839228,0.590634212,0.507862926,0.390302797,-2432.597499,0.993375392
1.313131313,0.076019715,3.869290636,3.347952014,2.074098468,3.235598538,3.576277078,4.21495467,0.889365393,0.027468547,22.99410662,28.60897608,5.041958341,5.052908795,0.363369677,1.919344467,1.932354329,0.441285295,3.542103194,2.842913126,0.186780056,6.75E-08,3.93E-08,0.066451075,0.402546265,0.163489455,0.12429618,9.93E-08,9.77E-08,0.056436665,0.4055604,0.424818825,0.384018606,-2362.120136,4.003229299
1.313131313,0.086714513,3.61275242,3.329536657,0.95981998,3.130502394,2.537608469,4.44941804,0.884074691,0.045572375,16.61599556,52.80188991,4.262368933,5.360860916,0.656358305,2.039197423,1.514168617,0.526379196,2.854558945,1.586657274,0.179584101,8.14E-08,6.69E-08,0.067790868,0.406941087,0.147651497,0.128058632,7.34E-08,1.01E-07,0.069973493,0.239848984,0.522197274,0.356272828,-2348.040987,0.809039171
1.313131313,0.13154393,4.779104084,2.683215029,1.40173749,2.632688651,3.320485376,4.336514436,0.799191709,0.065044563,2475.771002,164.8645515,9.548263453,7.971614856,0.191688727,0.67112405,1.348648278,0.106846609,4.855964691,0.655151796,0.076838557,9.46E-08,4.23E-08,0.087096402,0.436040081,0.209398687,0.138973757,5.00E-08,5.99E-08,0.051652269,0.243505537,0.514560873,0.225972337,-2418.687471,1.261039523
1.313131313,0.089427688,4.95471314,2.467648722,1.477578979,2.174918416,3.281728494,3.55002099,0.821436903,0.084388401,137.6838091,45.18937297,7.448504682,5.417450819,0.508426963,1.646502798,0.66596198,0.098838021,2.820224341,0.637307487,0.187608191,9.41E-08,1.33E-07,0.11911492,0.315770842,0.159556241,0.132346776,8.10E-08,8.84E-08,0.085602634,0.234546227,0.596193889,0.405801119,-2354.216745,0.661133685
1.313131313,0.100700041,3.783023809,3.330515654,0.366735886,3.312795771,2.060181677,4.614790608,0.795476616,0.13081435,28.25795988,128.7156393,3.233843466,6.800166158,0.205312266,7.893725026,0.431509803,0.065447352,2.942960915,1.670371478,0.085940266,7.87E-08,6.78E-08,0.24175151,0.335390179,0.14392374,0.1103478,6.10E-08,9.51E-08,0.082646202,0.345283792,0.607224559,0.341840281,-2428.918742,0.503359247
1.313131313,0.163263092,3.970827653,3.782140776,0.634715066,4.340418353,2.796293653,5.448565317,0.868739702,0.078224717,281.3500581,42.72993751,7.445591585,6.269397226,0.344125026,2.655989444,0.674745372,0.210384232,2.661590842,0.476087175,0.173898807,1.05E-07,7.14E-08,0.104795785,0.340503679,0.127301072,0.174326074,6.28E-08,9.78E-08,0.079174246,0.296008142,0.383151858,0.238311584,-2375.35116,2.003635385
1.313131313,0.111892121,3.998477226,2.857682788,1.402117516,2.325107959,3.179025968,3.705932138,0.82312057,0.073123495,110.2327832,230.5814075,7.215083693,7.999784706,0.591466448,3.085691294,0.728143946,0.090646722,5.138506502,6.311592475,0.129271919,7.37E-08,6.25E-08,0.143016183,0.362236874,0.118851324,0.163017838,3.88E-08,7.30E-08,0.083605615,0.443305667,0.551815306,0.373291382,-2354.249502,1.289906476
1.313131313,0.120470027,4.250433472,3.306066641,1.434927274,2.583887446,2.879355823,4.34992929,0.851638531,0.057988774,102.1270738,58.17957739,5.832691449,5.905307322,0.327612999,0.977382649,1.459093754,0.180248313,14.36015594,3.245071488,0.136231236,9.09E-08,7.04E-08,0.094333444,0.376673793,0.136343413,0.18768907,6.44E-08,8.22E-08,0.068728737,0.22872998,0.436033506,0.396463697,-2334.142788,4.737731275
1.363636364,0.128028158,4.062969293,3.83181914,1.214489436,3.301574403,3.160347287,4.899492584,0.818185845,0.102933674,151.627113,69.71820149,5.747473012,5.641652131,0.285639003,0.720696149,0.659253782,0.067296358,33.1305168,1.260555462,0.104725813,8.67E-08,7.16E-08,0.069416104,0.438521822,0.174183832,0.124382955,4.69E-08,8.09E-08,0.088769188,0.276324327,0.466939113,0.307306953,-2336.79471,3.235665876
1.363636364,0.146194892,3.804132229,4.071628873,1.629469848,3.662313329,3.018854723,4.986718331,0.926983904,0.078075945,11.9534609,36.36549452,2.438697653,4.525525458,0.048566363,2.324817175,0.729931566,0.721018692,1.946839411,3.015291251,0.182660543,7.62E-08,5.91E-08,0.17093667,0.358896358,0.126048479,0.115848257,7.02E-08,9.88E-08,0.045609388,0.228206776,0.426066885,0.397305474,-2353.084211,0.564511954
1.363636364,0.075137614,4.840727491,3.047952861,2.317239862,2.761714728,3.571753287,4.254517123,0.841327527,0.10466482,276.4175656,17.83124035,7.503529479,4.448970397,0.42041576,0.655572602,0.530601467,0.032348099,31.51381089,6.592069319,0.229352553,9.71E-08,5.81E-08,0.057773052,0.412979484,0.139934268,0.080159098,3.31E-08,6.06E-08,0.079801295,0.342417489,0.414075015,0.352510607,-2348.497516,0.706818286
1.363636364,0.108239962,5.689659892,2.578352815,3.098456081,2.440968903,4.119382224,3.347923174,0.85808482,0.071812755,12.20867386,151.8993081,2.236474476,5.654948483,0.371587131,0.769374972,1.088333905,0.157704634,54.76211414,10.62625244,0.133700666,8.10E-08,4.02E-08,0.115864367,0.427218361,0.125963552,0.114358574,7.76E-08,6.54E-08,0.082894216,0.286499263,0.455534397,0.352525584,-2363.4044,0.493352898
1.363636364,0.124171754,5.543375819,2.463143671,1.820727472,2.26190659,3.946575188,3.992693139,0.859865606,0.087300589,28.8891161,18.7343744,6.447207988,5.508855363,0.338495035,1.429721275,0.694017315,0.134147702,0.346571393,1.618684317,0.136123989,8.21E-08,5.10E-08,0.179315833,0.381382236,0.101499637,0.146107951,4.14E-08,7.34E-08,0.055570106,0.154383374,0.545049171,0.345562872,-2353.964954,0.438938928
1.363636364,0.116823025,4.134063395,4.43349379,1.562674905,4.012104531,3.631330229,4.892486149,0.878255304,0.089005976,9.857210531,37.84756108,2.89547973,5.050974687,0.132256472,0.805672147,0.591838749,0.180063488,4.96079418,0.8010733,0.126455238,7.80E-08,9.85E-08,0.095108432,0.523566064,0.124640897,0.085114564,1.03E-07,1.00E-07,0.045114426,0.254312459,0.422032549,0.360625651,-2328.811026,0.293094959
1.363636364,0.119340805,5.638588398,3.599552751,3.697024104,3.723257568,4.129056706,4.610383632,0.864845998,0.147357594,28.67511423,227.5518078,2.070141549,4.926932531,0.30462834,2.448729244,0.241368872,0.039378831,16.01375519,1.027253902,0.122669571,6.55E-08,6.97E-08,0.234689734,0.288602579,0.155947775,0.129970387,6.48E-08,8.05E-08,0.068119673,0.714575482,0.506145996,0.295439333,-2362.592267,0.679515702
1.363636364,0.083537068,4.367073068,3.558312386,2.319872911,2.976347587,3.593914047,4.192966447,0.860544911,0.056927486,48.90388333,15.83873468,6.10384294,4.110598388,0.216940634,0.995284358,0.775321238,0.289937146,4.492709083,4.03987671,0.119988169,8.74E-08,9.17E-08,0.150411059,0.393879682,0.122094867,0.120413654,1.03E-07,7.68E-08,0.093212211,0.298438606,0.429666744,0.333192896,-2333.958881,2.203110987
1.363636364,0.101263556,4.087796408,2.199421041,1.693879078,2.46252462,3.105487693,4.087570022,0.934267573,0.183955943,2.174576455,59.42208387,0.734386768,2.035320628,5.736843573,10.14509217,0.389610575,0.057853754,3.838936199,0.590270179,0.164680586,7.80E-08,8.52E-08,0.185869607,0.301213231,0.121387805,0.149040606,7.30E-08,6.89E-08,0.077807859,0.27842501,0.485645805,0.436536615,-2350.043507,0.409639358
1.363636364,0.121141325,4.863698923,3.641311257,2.273889451,3.329317251,4.070039475,4.703198093,0.858422381,0.095486864,214.5662158,39.63592039,7.705955115,5.306449184,0.279708415,1.893104835,0.390697545,0.073294112,10.88239898,10.47842689,0.098590153,5.24E-08,8.40E-08,0.286953615,0.260925179,0.148117534,0.128139102,3.42E-08,8.60E-08,0.077274161,0.306218701,0.493315837,0.343131609,-2350.718257,1.427995174
1.363636364,0.087489752,3.632227544,3.9672174,2.578205054,3.817400003,3.572872468,5.357003154,0.867658346,0.031173034,207.1276232,394.2377749,9.077811127,8.37837059,0.424063059,2.115257251,0.986885223,0.164460278,1.988768511,0.990774668,0.181997625,8.68E-08,6.29E-08,0.146199292,0.230118739,0.163437025,0.141890174,1.21E-07,1.11E-07,0.136356762,0.585453877,0.43006178,0.340021799,-2357.567699,1.531891927
