wL2,sigma,b1,b2,b3,b4,b5,b6,theta,alpha,D,L1,L2,wL1,c1,c2,omega,xi,P1,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
0.508474576,0.121247236,2.945729856,2.655055297,0.746752308,1.791094706,2.398176854,4.362551483,9.800367346,0.92212173,0.030402039,45.30680049,47.22786774,1.630404232,4.669336714,8.321163973,3.242865539,0.06640481,11.41387471,33.37747312,0.204571813,8.67E-08,8.00E-08,0.129396998,0.297125485,0.127599243,0.168130691,6.47E-08,1.79E-07,0.073175359,0.294300509,0.556484482,0.437334001,-2363.464116,1.637222451
0.508474576,0.137200324,4.042974954,3.864588598,1.25768684,3.454255792,3.360967771,4.96773847,11.02745998,0.912870874,0.154418907,17.26007032,12.55961126,0.90881301,2.576798603,3.795669235,0.463569026,0.136338071,0.938189179,9.046093158,0.144168078,1.01E-07,5.33E-08,0.094350529,0.410944308,0.15005486,0.151964268,6.79E-08,1.12E-07,0.048517624,0.268866131,0.769719997,0.325094735,-2362.759511,0.591837688
0.508474576,0.068834906,4.372588071,3.741957073,2.239477105,3.442014446,3.897658533,4.47061071,7.16002891,0.910097944,0.103351186,11.0850262,8.298517587,1.183253286,0.682906594,1.33637098,0.458705419,0.044861509,110.7702368,0.214492968,0.136488649,5.93E-08,5.46E-08,0.166836534,0.404731125,0.150896156,0.084795012,5.97E-08,6.67E-08,0.056252284,0.303944406,0.472930883,0.387941546,-2353.830254,0.91709683
0.508474576,0.135178464,5.290168911,3.88512774,2.976545606,4.35626787,4.544281453,5.017435745,0.356738371,0.879131703,0.044362133,30.22969894,22.15039756,14.5160485,0.059672302,0.920479431,1.421964426,0.280333851,0.860360534,2.209552799,0.124956666,7.33E-08,4.05E-08,0.14449074,0.345686219,0.164957233,0.136190354,8.99E-08,7.67E-08,0.083718507,0.649670366,0.776838448,0.418548351,-2387.489027,0.767428848
0.508474576,0.134638352,4.466764946,5.313393046,2.78917427,4.684271661,5.140466304,5.034777371,1.783607883,0.894751684,0.066334822,35.50013701,21.44374337,1.387135725,0.363751032,0.354767962,0.773572536,0.08216475,13.87810567,30.07379325,0.203868749,4.84E-08,4.65E-08,0.121728393,0.37593081,0.117742403,0.109310553,6.40E-08,5.59E-08,0.071418878,0.530890171,0.509384368,0.389890957,-2402.381588,3.600608351
0.508474576,0.213583248,8.081437049,7.03869797,3.56140218,2.750482969,4.30925351,7.455438692,1.096574693,0.781709781,1.045122442,511.7824338,62.52073997,1.954393487,0.172345085,2.139876258,1.514372581,0.083060956,23.48257097,0.932523297,0.169897484,6.10E-08,7.86E-08,0.080455137,0.347879863,0.197191085,0.116967258,3.87E-08,8.68E-08,0.087608908,0.216275222,0.763235643,0.703993821,-2465.220391,0.565523014
0.508474576,0.162382627,5.588068293,1.822960608,2.488262387,2.690292326,2.850360222,4.012217871,1.033683386,0.75503991,0.266425539,131.0688225,13.98873751,2.159047255,0.160370517,19.22442518,0.437463809,0.057650709,19.82816325,2.597218117,0.20476192,6.21E-08,7.32E-08,0.156074135,0.297864834,0.187783258,0.099583798,6.52E-08,7.92E-08,0.053931775,0.751190396,0.654748941,0.552193809,-2464.942694,0.939762165
0.508474576,0.236764312,7.135382715,5.994607351,0.358460625,1.560091455,0.606322705,5.179091678,0.299563113,0.720664263,0.595703701,54.61058849,27.25378498,4.495471856,0.403678868,8.949640776,5.577231628,0.210469243,6.12341376,3.756600365,0.169674489,6.70E-08,7.06E-08,0.206506016,0.310199646,0.143880623,0.113142038,4.73E-08,8.18E-08,0.056596921,0.537577501,0.669620849,0.541627369,-2470.267275,1.16488942
0.508474576,0.140514237,5.109269031,2.949400284,2.833723591,2.366135443,3.933540032,4.487629958,9.133407508,0.882501173,0.090734768,189.3223175,23.88446842,1.655913417,0.129653285,5.81454437,0.722947175,0.020956749,0.07476066,0.876525709,0.185161298,5.78E-08,4.22E-08,0.136774384,0.297427719,0.19043678,0.093857964,4.51E-08,1.19E-07,0.096341591,0.555188325,0.592851591,0.344469183,-2398.41168,2.567905494
0.508474576,0.080807561,5.449301667,3.952078681,3.97534451,4.417061982,4.669740699,5.009468497,39.03594763,0.904441672,0.164106287,26.11348455,43.35956338,0.599477351,0.16604404,0.529867983,0.231125036,0.014161057,2.805687944,15.71623782,0.23564354,1.17E-07,1.25E-07,0.109237159,0.292669961,0.163648253,0.108551339,8.63E-08,1.43E-07,0.090249279,0.877045736,0.598772998,0.383990528,-2371.24527,0.740019966
0.508474576,0.129486203,5.393597355,4.234053145,2.994541927,3.045791441,4.891127127,5.051100182,3.91422033,0.948702823,0.057755148,15.40814742,25.23268498,0.669117213,0.239855705,1.913103686,1.590797011,0.101146989,0.549585905,1.405941336,0.204070149,7.16E-08,9.15E-08,0.187528202,0.318179399,0.119168821,0.104622131,4.39E-08,8.69E-08,0.066431003,0.462202654,0.504471491,0.363525716,-2366.67031,0.551138751
0.508474576,0.099253894,6.215365938,3.295383091,3.434611447,3.117495533,5.869462198,4.09054815,0.760378683,0.957110339,0.066550082,14.76921583,17.13764546,1.514660739,0.314913303,0.985285838,1.241077364,0.138648352,4.256981477,4.591082122,0.149163435,1.10E-07,9.62E-08,0.130049001,0.30702001,0.195027063,0.115171956,7.34E-08,8.98E-08,0.103568166,0.685781257,0.594052163,0.436629707,-2384.276768,2.557757133
0.508474576,0.257346621,10.6121462,6.087600018,3.178413987,1.93025061,4.605627963,4.596112056,0.576075776,0.84921077,0.471032697,68.49802172,50.1750759,1.330196897,0.095437736,0.319692942,1.542131291,0.304600755,14.2287955,0.148703251,0.196112189,6.95E-08,3.77E-08,0.133181918,0.338325286,0.138694564,0.151277535,1.00E-07,9.72E-08,0.042408203,0.21908862,0.805007436,0.602457418,-2467.522747,3.872807613
0.508474576,0.297511338,5.681395257,3.181926047,1.324090887,2.07924402,0.665070333,2.711824946,0.943675938,0.458115628,0.278388975,759.4742018,78.9322097,4.790580399,0.391188541,3.986941095,0.281863594,0.159514341,6.210480233,3.282963895,0.207462161,5.51E-08,2.69E-08,0.140332482,0.411288371,0.09376887,0.091678997,6.60E-08,1.11E-07,0.05546886,0.729406512,0.888642066,0.524306724,-2519.135699,12.28350746
0.508474576,0.132659374,4.620516273,4.85696711,2.245688347,4.328200781,3.988373922,5.151765676,0.309813806,0.870726255,0.194118455,40.55574055,6.262498073,38.47749245,0.240063633,0.659240849,0.32268315,0.038732615,3.54670726,4.819978852,0.15087819,6.85E-08,1.09E-07,0.130499163,0.274289009,0.201161815,0.145570173,7.51E-08,9.20E-08,0.097601307,0.310275479,0.711000356,0.374057599,-2493.770326,11.14654957
0.508474576,0.110049622,5.694716158,4.344858911,3.55750738,4.570207396,4.883658418,4.946737385,5.828097187,0.889682598,0.146637032,68.06729141,25.05670143,1.131139617,0.399046113,0.495387966,0.364836924,0.062273678,19.02691902,6.213493813,0.168531779,8.96E-08,6.92E-08,0.12739098,0.409093173,0.129140468,0.097972663,5.30E-08,8.08E-08,0.067870644,0.510395596,0.711953819,0.310481838,-2384.818481,3.346632364
0.508474576,0.122746867,3.816759605,3.884979656,2.823173923,3.641478248,3.704916657,4.96699888,1.76694842,0.941604467,0.037604346,14.11764614,7.493919091,1.532087405,0.286178898,4.829334678,1.790376304,1.521324834,2.00882854,4.450468366,0.178200847,1.27E-07,1.02E-07,0.232860757,0.312449116,0.121378107,0.11149479,8.65E-08,1.58E-07,0.04361591,0.335261797,0.891002373,0.43661888,-2382.77747,0.72449316
0.508474576,0.104753822,5.154253447,4.830086928,3.642785201,4.871586096,4.654355667,5.577050045,0.440535897,0.927655358,0.210245078,59.39443326,12.13040886,10.43609064,0.544376472,0.09896915,0.291689331,0.026823736,13.0682639,1.669302109,0.203454691,1.03E-07,5.23E-08,0.095816117,0.382606345,0.155778478,0.085144829,6.22E-08,5.98E-08,0.077199262,0.908735667,0.415600266,0.49577265,-2417.675597,6.947699437
0.508474576,0.098292846,5.03149058,3.642098702,2.417678446,3.841433382,4.32097364,4.430040783,3.400405152,0.906205657,0.08504392,12.90167677,20.39732979,0.574220403,0.504121368,1.203859542,0.749316432,0.135722376,2.907408199,8.114028252,0.155705836,1.32E-07,1.25E-07,0.098834139,0.297861428,0.169576938,0.147800084,9.20E-08,9.93E-08,0.130221129,0.563312235,0.547697746,0.417129289,-2361.172748,0.513501461
0.508474576,0.125532854,5.389550913,3.552942764,3.240558109,3.813989178,4.661593119,4.194710066,0.675038947,0.928742134,0.048403458,40.53901052,18.5707108,4.737062393,0.810974898,3.079538723,1.3682277,1.503248061,91.96049674,4.28174599,0.172372923,9.99E-08,3.75E-08,0.05531377,0.386416574,0.202989773,0.12485606,6.80E-08,9.31E-08,0.058050602,0.66545043,0.747855273,0.465350868,-2375.882917,0.597465368
0.508474576,0.104196097,4.824550227,4.350142953,3.212180504,4.453369211,4.231660863,5.294012818,1.914004989,0.903744547,0.175277716,20.38066769,18.73395079,1.239241963,0.326665652,0.842517758,0.260991313,0.013600576,0.746568342,1.836180313,0.22372505,7.83E-08,6.95E-08,0.162096796,0.339123038,0.124355931,0.076716519,4.08E-08,8.63E-08,0.073982391,0.464185658,0.54547491,0.375967552,-2354.803822,1.854891321
0.508474576,0.102882069,5.340322388,3.614355358,2.346130291,3.491207153,3.540057731,4.502674866,0.644247916,0.861026135,0.109682396,17.29608558,18.72897381,3.785009636,0.276700252,0.665271459,0.691317877,0.091269492,0.702961295,1.864359791,0.136104599,7.64E-08,6.29E-08,0.111828643,0.368987343,0.170350472,0.148769837,7.57E-08,8.30E-08,0.063958807,0.437748548,0.902854459,0.265410042,-2386.333548,0.915275326
0.508474576,0.104205567,5.354194142,3.139864825,3.776990256,3.666823627,4.658225057,4.521704168,0.995619264,0.902797479,0.081233513,40.28451852,21.42164169,2.93856511,0.13458352,1.871432742,0.697173276,0.281080366,1.293066981,1.108642451,0.138274973,7.64E-08,6.74E-08,0.193263919,0.311559482,0.178127757,0.122180436,9.12E-08,1.20E-07,0.056593077,0.475499311,0.688781344,0.46115807,-2379.339835,1.658369026
0.762711864,0.089266104,4.679692331,3.222454161,1.978252062,3.201200839,3.357380609,4.675268953,4.791908926,0.855850048,0.108543682,127.8575801,30.30345992,1.468412641,0.092734497,4.758347384,1.186434099,0.523376345,1.96243801,1.008667724,0.145935394,6.76E-08,4.89E-08,0.173832058,0.38464505,0.137714757,0.117047425,7.34E-08,8.15E-08,0.040825045,0.52016671,0.800551316,0.707979565,-2426.766233,0.659247058
0.762711864,0.091372952,4.533351197,3.91427376,2.417636306,3.512272103,3.764918289,4.757963288,12.83805588,0.853966875,0.089032966,40.33044987,31.89447363,1.071886178,0.313415282,0.169090581,0.708200244,0.044291187,2.552989728,0.25569775,0.137586141,9.62E-08,6.13E-08,0.10438998,0.460059865,0.152051058,0.09707552,7.00E-08,1.17E-07,0.048837091,0.379768662,0.515818038,0.409373575,-2375.030904,0.984819135
0.762711864,0.159593595,6.336584679,3.194165711,2.658773776,2.542844939,5.482694491,3.81304039,0.590395338,0.912777674,0.100275849,94.53950764,24.06329783,8.133016539,0.875990741,5.816912077,0.901248562,0.009040323,6.367666557,14.60551527,0.18595028,4.83E-08,4.95E-08,0.178997295,0.398461823,0.129385546,0.075332277,3.94E-08,6.70E-08,0.031872574,0.902325736,0.472742399,0.486703016,-2382.758143,0.437481941
0.762711864,0.187655665,6.347722516,4.103494048,2.923480535,4.73691106,4.444457783,5.325440566,1.041903932,0.932608698,0.130865379,65.59584369,46.80761348,2.452291052,0.274350342,2.207244178,0.628633771,0.195890421,0.610028539,4.537002968,0.115430311,1.01E-07,6.63E-08,0.154401884,0.356586103,0.171721572,0.129277336,7.64E-08,7.70E-08,0.072582473,0.880392424,0.549910872,0.480495492,-2385.74866,0.297781182
0.762711864,0.089231057,4.626883575,3.905555389,2.22225213,3.6027919,3.728811414,4.986045154,0.597137315,0.881101992,0.167019535,11.81383749,13.86126258,3.092764814,0.458843959,1.471252244,0.36642615,0.045057928,0.262683683,14.88769425,0.19174144,6.05E-08,6.24E-08,0.114807312,0.398844002,0.127614111,0.116168096,6.95E-08,5.36E-08,0.050824793,0.482949226,0.481435467,0.474033424,-2363.384952,0.47251213
0.762711864,0.094291181,6.337879337,3.547685905,3.9696786,3.755799983,4.555712019,4.694968824,1.27172723,0.830248079,0.192413279,255.327978,54.86230805,2.058666767,0.044928955,2.999492649,0.215505452,0.042739154,11.58955536,2.740769874,0.095891525,1.21E-07,3.54E-08,0.130884687,0.423777031,0.180578839,0.119901271,4.13E-08,9.95E-08,0.04896635,0.722088624,0.952185062,0.515990041,-2413.786765,1.63050503
0.762711864,0.103932514,4.779964413,4.097854868,2.13638051,3.484448514,3.918983005,4.916852743,26.61459785,0.894329516,0.016167483,8.525202674,25.5101007,0.540478103,0.064973046,1.906615659,4.859929213,0.090117735,7.481090179,9.459639344,0.168907039,7.90E-08,3.53E-08,0.200231295,0.334303709,0.132038931,0.101342813,7.24E-08,8.01E-08,0.063175946,0.35201501,0.673760823,0.435300634,-2361.384918,0.443809484
0.762711864,0.252541418,10.40139421,2.658400766,1.508503314,0.236247647,4.09816368,3.69204501,7.399463471,0.958356649,4.042731275,381.0376899,117.2255818,0.093280865,1.126223244,5.640111099,1.171621807,2.202779022,1.754523618,0.407351216,0.089941491,9.86E-08,7.17E-08,0.190510002,0.31286898,0.198179106,0.128618078,6.27E-08,8.90E-08,0.079882022,0.209526347,0.813527177,0.471503179,-2464.521891,4.216622625
0.762711864,0.09368987,4.759048768,3.072778428,2.511042556,2.825717341,4.35392857,4.307897953,5.846279718,0.901926069,0.066524919,7.239814345,6.560051789,0.867653493,0.08953389,1.513313062,0.871016386,0.009871412,0.235076994,1.882585023,0.145098663,7.20E-08,4.45E-08,0.134992611,0.314862314,0.203844369,0.113023597,4.44E-08,1.22E-07,0.088178163,0.369716882,0.478496337,0.615771714,-2364.544287,1.138711321
0.762711864,0.093704273,4.301188992,3.542666488,2.07854598,3.059169736,3.650642566,4.139342599,5.229218921,0.870883149,0.200851027,15.76260676,9.419222312,1.141714063,1.348302828,2.182883762,0.23877367,0.011011156,1.835822219,2.800207758,0.229072556,1.16E-07,8.67E-08,0.096776461,0.277318089,0.148488692,0.151917703,7.93E-08,1.11E-07,0.096426106,0.452025807,0.394245064,0.622930702,-2351.129381,0.841530571
0.762711864,0.149552734,4.102000177,4.040301909,1.860081222,3.662053619,3.034362828,5.957522642,18.26762846,0.934091791,0.221178188,51.99502766,40.09275492,0.894239734,0.427746091,4.974790366,0.368874212,0.031636874,0.312328477,4.050147241,0.229194692,6.53E-08,1.02E-07,0.206330639,0.250412515,0.152915907,0.097647401,4.16E-08,8.84E-08,0.063498549,0.691379019,0.533271973,0.473785351,-2377.279127,3.951013625
0.762711864,0.220299567,12.2164105,5.079842308,5.102892403,1.859267342,5.788738489,5.202760889,0.161448775,0.817036767,0.609416604,206.7820106,130.174494,35.19376639,0.037111407,1.881696892,0.841169605,0.051352626,9.416146089,2.777405226,0.249813678,7.58E-08,3.60E-08,0.10070672,0.366105347,0.099431079,0.140959874,7.72E-08,6.26E-08,0.04298305,0.150755453,0.904434308,0.572519763,-2469.328277,1.441703499
