L1,sigma,b1,b2,b3,b4,b5,b6,theta,alpha,D,L2,wL1,wL2,c1,c2,omega,xi,P1,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
7.703704471,0.057831634,5.122305079,4.429792079,3.106023843,4.324950533,3.994742811,4.747809195,1.218275391,0.917706306,0.171002789,10.11283998,1.641848528,2.350498287,0.075521493,0.222297275,0.252895839,0.013867416,0.618820671,2.245349019,0.18062629,8.49E-08,1.10E-07,0.154621111,0.22748307,0.192115683,0.125078645,6.84E-08,8.86E-08,0.120074849,0.290547381,0.534335082,0.440006211,-2367.638673,0.916256669
7.703704471,0.086026881,4.492598335,2.792590581,2.907508431,2.297782981,4.1038902,4.340533346,2.526125332,0.875676408,0.098007841,40.26948963,1.320291889,3.100656219,0.576375003,1.539128714,0.47698613,0.075058349,0.222713012,5.38180387,0.134738194,7.56E-08,7.83E-08,0.101359522,0.435643435,0.147767102,0.111914638,7.09E-08,7.94E-08,0.068576805,0.355821154,0.403323052,0.439637756,-2338.686085,0.328171269
7.703704471,0.050369344,5.556641122,4.071715698,3.529365143,4.291978631,4.741798269,5.264088405,1.147517319,0.889940064,0.062403436,9.194849189,6.255551742,5.065855893,0.20844992,1.08469909,0.368386161,0.065196821,0.861614644,0.217363821,0.159973522,9.40E-08,8.28E-08,0.20289395,0.315358685,0.121284901,0.148004107,8.14E-08,1.05E-07,0.052484472,0.266493329,0.566424023,0.374319436,-2433.434372,8.087873277
7.703704471,0.11587981,4.748521002,4.251032423,2.559109216,3.30849839,4.16284068,4.91185383,1.042681721,0.880104891,0.092474419,32.5746609,3.09472167,7.207837791,0.071387735,1.807033661,0.800028556,0.117391656,90.86012582,8.162972569,0.207823916,6.80E-08,8.85E-08,0.089813634,0.367364992,0.10278315,0.166602966,4.25E-08,8.99E-08,0.065611053,0.432842038,0.479245863,0.413183119,-2347.632271,0.342211696
7.703704471,0.1002097,3.589393944,3.509216737,1.252678818,2.855415172,2.631705403,4.596755617,1.457325868,0.81894821,0.079880947,182.2992528,1.735975489,5.352669371,0.149904684,0.733386519,0.789327838,0.074148491,0.210184739,0.411203835,0.085430389,6.65E-08,5.81E-08,0.162306473,0.455583731,0.126379545,0.122726631,4.56E-08,1.19E-07,0.047572942,0.320767898,0.405461234,0.319347281,-2343.571711,13.74526138
7.703704471,0.071303946,4.482402694,3.727663776,2.320574001,3.872699846,3.413601492,4.670308808,0.477193645,0.918668993,0.102374376,10.17110078,6.785514669,7.033749993,0.306452206,0.807208179,0.529150816,0.31191909,0.512883775,0.581387327,0.265109817,8.99E-08,6.88E-08,0.109860814,0.336216705,0.123011282,0.093524811,6.08E-08,1.49E-07,0.072276203,0.269108462,0.408338524,0.545976686,-2356.795081,0.461013633
7.703704471,0.12554499,4.202995342,3.52493816,1.585535251,2.885813463,2.871107101,4.823979011,0.99473381,0.881386934,0.043077602,68.60530732,2.140266947,6.169388958,0.252222871,1.602835535,1.994818389,0.653062897,1.847569213,1.236569448,0.083151066,1.18E-07,6.07E-08,0.186961084,0.373197891,0.144261036,0.114470037,3.46E-08,8.88E-08,0.097958585,0.286691329,0.37079345,0.333310307,-2351.098468,6.417733252
7.703704471,0.128240896,4.367681868,2.375985249,2.093590049,2.632882906,2.831020071,4.684491587,0.80944083,0.837935731,0.090069864,10.05991697,4.635187287,6.728342756,0.173503224,5.5605198,0.723586381,0.14978694,3.813430887,4.032057033,0.146125804,6.16E-08,2.96E-08,0.174461596,0.411313789,0.134769422,0.101158275,6.43E-08,4.49E-08,0.032170913,0.279751742,0.585154727,0.312937995,-2395.456924,5.649931986
7.703704471,0.079883403,5.337733285,3.771737305,4.076059445,3.872878917,4.685771488,4.743315791,0.879032379,0.894112501,0.057500179,18.05630538,7.108727532,7.101676909,0.230074592,0.738126499,0.498299952,0.07788225,2.70615678,2.583842872,0.060287436,9.99E-08,9.43E-08,0.234813902,0.413831115,0.129350323,0.114284998,5.45E-08,6.90E-08,0.047431907,0.209264056,0.486314902,0.331489547,-2348.536128,0.320783529
7.703704471,0.123055406,3.648240769,3.445143653,1.142466836,3.29358442,2.753901715,3.87336814,0.79951582,0.8101369,0.03329768,77.92801967,5.320333025,11.73131794,0.092634972,1.18990181,1.301050284,0.497953877,0.797607807,3.434460704,0.166099106,9.80E-08,6.85E-08,0.073584603,0.446458606,0.167227851,0.089151115,4.27E-08,7.14E-08,0.057478438,0.321074173,0.487250968,0.315612296,-2399.983491,10.06547626
7.703704471,0.124094303,5.212481263,2.700718999,2.366389252,2.780915426,4.499687674,3.565608444,0.4518193,0.891535611,0.071664657,38.62835273,13.37512447,32.43403784,0.0822096,1.985221677,1.026215123,0.430164997,5.77822595,2.524162718,0.190032598,1.01E-07,5.61E-08,0.111122582,0.309157274,0.176379945,0.154683677,6.67E-08,1.20E-07,0.05862358,0.37554964,0.353146502,0.372823998,-2338.504122,1.693619879
7.703704471,0.114040715,4.462887492,3.92864093,2.582970396,3.336753541,3.445286259,4.89113165,0.753226416,0.849258634,0.105329043,44.30733,4.436217752,9.661275569,0.141001446,0.680362193,0.460554602,0.073890262,3.873332945,0.421101074,0.222355999,7.68E-08,6.06E-08,0.086007951,0.343065219,0.169033616,0.110400518,4.04E-08,8.60E-08,0.069136433,0.31141538,0.417855225,0.312489952,-2319.97786,0.223219186
7.703704471,0.089761713,4.602868169,3.604765699,2.899424746,3.681166406,4.220607635,5.452610696,0.54808936,0.937082079,0.130789532,11.7514008,3.504670125,4.660911375,0.252527775,0.628605787,0.5086902,0.098181597,6.679931743,1.379583217,0.083611121,5.75E-08,1.02E-07,0.190574701,0.359170866,0.128084859,0.172788782,7.71E-08,7.60E-08,0.065769358,0.388427747,0.405307153,0.500323447,-2365.318851,0.636332246
13.9029494,0.083831621,4.171623578,3.838502724,2.344079804,3.584932649,3.604535121,4.56551593,0.802688954,0.864836395,0.1314369,77.90536759,4.612738807,9.776969244,0.224517074,1.666451277,0.304948393,0.013223426,1.373074033,22.27658404,0.190457954,5.48E-08,7.48E-08,0.151437492,0.326037977,0.141673455,0.123090947,4.62E-08,8.30E-08,0.067301917,0.411740573,0.492568682,0.385343514,-2340.61259,3.867470957
13.9029494,0.129497771,4.694518848,2.494485372,1.377901368,2.213272054,2.860968908,4.056314531,1.95557939,0.854447948,0.133162773,191.2763693,1.565430209,4.382081813,0.033935736,3.288633673,0.501931036,0.068134289,0.581226114,12.58212823,0.125776712,7.95E-08,5.89E-08,0.200485442,0.296995189,0.201621525,0.099002121,4.13E-08,9.17E-08,0.076118739,0.354122645,0.471404142,0.36248298,-2356.402517,5.446363674
13.9029494,0.12754575,3.937598144,4.1813306,1.045274527,3.533919558,2.776623649,4.963896165,4.480651327,0.857897375,0.054265039,161.655801,1.153415231,2.683739523,0.54546785,1.056947785,1.276951132,0.027908318,3.066047894,6.200030479,0.111545721,6.15E-08,7.14E-08,0.148081921,0.456479727,0.112392288,0.085605588,5.88E-08,5.86E-08,0.085894505,0.347281492,0.496959806,0.319105392,-2341.687572,2.158118982
13.9029494,0.085613093,5.126527675,4.479238925,3.720765327,4.108677767,4.505736421,4.962814251,0.461686798,0.900967241,0.121527742,69.52122248,12.74992799,27.65765092,0.058685159,0.984191145,0.244923948,0.015870723,2.152789358,0.508345943,0.192334014,9.22E-08,6.00E-08,0.185957356,0.295268021,0.134481038,0.13144666,5.73E-08,8.72E-08,0.060512614,0.40899048,0.423431238,0.384677804,-2322.622281,0.824066224
13.9029494,0.113607133,4.333031255,4.052803291,2.336087563,2.783014199,4.230213943,4.609446305,0.554939053,0.88263431,0.084578171,18.84527376,10.48213691,14.03876824,0.120229639,0.509735348,0.787323586,0.283480537,5.389121385,0.886081225,0.154899868,5.57E-08,7.18E-08,0.190563026,0.259601766,0.145290824,0.166734164,7.37E-08,7.20E-08,0.082910079,0.237710938,0.660998734,0.359646036,-2355.906152,0.436618694
13.9029494,0.100638789,3.74316601,4.015216463,1.362933626,3.695413319,2.806187888,4.844549389,0.793532515,0.886159458,0.082862807,26.67077801,7.153198244,9.434918783,0.185379335,0.91593885,0.741114004,0.223908807,1.45303312,20.52133708,0.091423889,8.50E-08,1.03E-07,0.098721426,0.376286255,0.154674551,0.188572574,7.75E-08,8.37E-08,0.090320955,0.17831215,0.398301926,0.391947677,-2345.624337,0.636487457
13.9029494,0.09160336,5.436810798,4.643505521,3.277677375,4.256751744,4.459789492,4.917456339,0.464036904,0.876657799,0.103787856,17.43890184,14.91690588,19.49397294,0.094208933,0.56970754,0.335936282,0.058668348,22.55037138,1.372423184,0.180581119,8.41E-08,4.27E-08,0.085026147,0.368335825,0.179618837,0.134702946,4.84E-08,6.35E-08,0.051734888,0.377913457,0.632993186,0.362142076,-2336.943009,2.397325519
13.9029494,0.112180412,4.345069231,2.843012441,1.803472206,2.365650877,2.94022878,4.416915727,0.621834615,0.847800634,0.113194047,75.961171,8.884232786,18.01915433,0.213510139,1.522084833,0.611682889,0.112614271,1.047563258,4.442349136,0.179855226,9.58E-08,4.92E-08,0.112679502,0.329697511,0.135318577,0.171666423,9.04E-08,8.11E-08,0.070782446,0.234134954,0.450901737,0.471966535,-2338.400382,0.901210964
13.9029494,0.118979687,5.360601699,3.016853688,2.825078122,2.559812924,3.826235727,3.599513377,7.031401073,0.833832706,0.134521824,84.35155999,1.010848268,2.105666888,0.509127691,1.141912493,0.370536904,0.04078176,2.468235545,0.512525412,0.150403984,1.10E-07,1.12E-07,0.102880507,0.360351701,0.165632846,0.151716319,1.23E-07,9.70E-08,0.069014201,0.348424143,0.546457183,0.374534126,-2332.622472,0.453096183
13.9029494,0.082429712,4.316592247,2.847854898,1.336121324,2.386482382,3.517610219,3.458425605,0.667460615,0.81865022,0.089750563,64.11132548,6.853104388,13.80135362,0.294706942,1.727948765,0.757251959,0.077609406,1.7559316,2.041600688,0.107636293,9.40E-08,6.67E-08,0.102201552,0.384079625,0.151032378,0.173460204,4.64E-08,9.01E-08,0.08158965,0.264193864,0.496278956,0.385028848,-2339.733817,5.287779566
13.9029494,0.062115931,5.174042981,3.555967536,3.325100106,3.818584638,4.157317449,4.526905478,2.463774998,0.87204068,0.057803033,45.79431339,2.411821823,3.463574102,0.204967705,1.013245407,0.52853118,0.148435233,3.975043082,1.561402384,0.175395425,5.46E-08,9.90E-08,0.10377726,0.362028202,0.15518546,0.145468456,8.30E-08,1.07E-07,0.058144853,0.403055771,0.556069852,0.366854827,-2345.488505,0.637722059
13.9029494,0.086956565,4.571766328,3.841808282,2.360871316,3.886028866,3.47501585,4.717977492,2.936534148,0.877746588,0.079803224,19.87591627,1.91389875,2.489925196,0.390744004,0.760388345,0.449016275,0.133657422,2.184739389,14.33851447,0.20030971,8.23E-08,7.63E-08,0.094968487,0.369789766,0.160423077,0.136350267,6.42E-08,7.20E-08,0.038158399,0.306290327,0.390862351,0.373698219,-2332.767366,0.999490123
13.9029494,0.100537706,5.01151781,3.582817435,3.106242083,3.384574061,4.407525622,4.345825715,3.059460184,0.914370194,0.06822692,35.75073639,1.832839761,2.590441153,0.235854667,0.624346109,0.658575819,0.170298344,2.524659907,0.240353751,0.11627867,7.95E-08,6.90E-08,0.182051766,0.306005373,0.137235283,0.16701329,7.90E-08,1.01E-07,0.091415289,0.322566076,0.354658563,0.389635362,-2345.040833,1.886402014
13.9029494,0.118221357,4.267603428,2.314298525,1.938136071,2.816362564,3.529546737,4.314230636,2.547093475,0.898510063,0.04419269,79.43537639,1.676477401,2.99367067,1.614625364,1.913144972,1.584534034,0.093784964,2.779430373,0.344238532,0.180792304,1.02E-07,5.97E-08,0.099242504,0.402634986,0.124225601,0.103713302,3.60E-08,1.11E-07,0.089390995,0.354751335,0.440533232,0.378815539,-2342.347258,0.290859585
13.9029494,0.099598878,5.381373638,3.22759428,2.473547948,3.510768044,3.739202963,4.256126468,1.783252496,0.842987601,0.205300904,219.0190259,1.467109783,3.944152109,0.178631136,0.866643448,0.298516921,0.010039848,1.089035331,3.699067818,0.158992017,9.25E-08,7.15E-08,0.127186097,0.341084042,0.166658851,0.077849145,1.17E-07,9.30E-08,0.128229475,0.327900526,0.506169514,0.266510295,-2351.701002,0.698068936
13.9029494,0.082686146,4.679436569,3.445940375,2.62971945,3.595258598,3.660486564,4.515277587,2.79161209,0.888195022,0.085258564,102.6173592,1.261632547,2.847526686,0.571019889,1.766386483,0.471581545,0.145507672,3.561297299,12.70083411,0.239891104,5.54E-08,4.05E-08,0.150535215,0.309090916,0.124857714,0.12574342,8.95E-08,6.71E-08,0.049881379,0.397246276,0.467229954,0.334664504,-2335.610346,2.618068581
13.9029494,0.093303287,4.995806856,3.520187945,2.113427263,3.403530012,3.338788677,4.582424791,0.836233183,0.860169616,0.130792725,14.23636902,5.421193073,7.387458402,0.401559582,1.033523662,0.388385832,0.050110389,4.486885336,2.046896129,0.197023557,4.87E-08,7.27E-08,0.12429702,0.393772394,0.144810371,0.102026,5.09E-08,1.15E-07,0.038070371,0.247375601,0.516176723,0.425375451,-2354.844251,0.827391844
13.9029494,0.13021611,4.449171418,3.027495363,1.476549846,2.908343066,2.9206265,4.765024345,0.885684707,0.827806658,0.176065936,70.90651684,4.820518187,9.522857774,0.196222268,3.213006662,0.330542351,0.015761147,2.884045221,2.095060513,0.125763587,1.24E-07,1.09E-07,0.085982101,0.362747536,0.173623742,0.139663171,1.40E-07,1.68E-07,0.112219322,0.329025821,0.405419914,0.415697502,-2349.184745,8.58737398
13.9029494,0.139108296,5.126900957,2.083261757,3.057413662,2.060021177,3.355829486,3.753786296,0.852246672,0.842513572,0.151385264,97.88348466,3.795088283,9.235717529,1.127633349,3.038321149,0.454358748,0.089420264,6.133819348,1.040126314,0.165170205,1.15E-07,8.44E-08,0.109009966,0.30656536,0.169155147,0.167474726,5.81E-08,8.36E-08,0.082624253,0.263750711,0.697460281,0.410334269,-2350.755072,0.206564532
13.9029494,0.115622058,3.908080687,4.126757443,2.373006317,3.657750616,3.298134639,5.248758113,2.580032879,0.8748244,0.091753665,43.67044794,2.271953535,2.813119945,0.421829547,2.141034404,0.434989502,0.046877459,10.98476298,2.018968724,0.21736338,9.75E-08,6.62E-08,0.162717611,0.215778894,0.19716218,0.102974726,1.05E-07,8.55E-08,0.104002855,0.379223434,0.503761959,0.317300734,-2352.64449,1.553551239
13.9029494,0.136590957,4.25231372,3.624588482,1.653780469,2.871723003,3.466717946,4.684818788,3.367573803,0.875375271,0.093348547,51.60929323,1.174486269,2.168714343,0.627593728,1.41695956,0.757679928,0.101626235,13.10671729,3.273291724,0.111848991,7.52E-08,6.85E-08,0.132192274,0.429704386,0.128225526,0.106908021,4.34E-08,8.33E-08,0.091120531,0.397024796,0.423529482,0.327865857,-2338.094095,0.674544364
