omega,sigma,b1,b2,b3,b4,b5,b6,theta,alpha,D,L1,L2,wL1,wL2,c1,c2,xi,P1,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
1.215189873,0.137632136,4.012233569,2.860337622,2.997495545,3.609711402,3.463271752,4.603734936,1.693572122,0.96699193,0.027138035,23.48073006,96.08396901,5.113604528,4.353993493,0.772914457,3.214524074,1.362451127,2.562004094,21.33866002,0.197782445,1.11E-07,1.20E-07,0.098611782,0.320330542,0.197693756,0.118835376,1.46E-07,1.43E-07,0.066745577,0.35455754,0.362270008,0.325410544,-2390.51816,6.264854132
1.215189873,0.267449046,4.61014485,7.64698687,0.17532599,3.161283623,1.503240062,4.917360473,0.755129511,0.500316669,0.058402802,4032.369639,256.602279,10.98189754,7.16680784,0.364867189,3.414074111,0.291852806,0.405357455,0.754852217,0.132818054,9.37E-08,7.94E-08,0.07317152,0.446720993,0.160731676,0.102310638,5.18E-08,1.17E-07,0.084246777,0.282963,0.558187529,0.480141047,-2601.651229,7.345210397
1.215189873,0.076522921,5.829437734,3.553539266,4.204084797,4.677108014,4.589863166,4.968257098,1.548664373,0.906612586,0.030484493,58.81766273,15.85233998,5.624021982,4.150133208,0.148897145,0.774252551,0.118903938,15.03579281,3.463101317,0.093628216,4.09E-08,4.66E-08,0.11924201,0.454334886,0.154823042,0.093529557,6.33E-08,6.48E-08,0.084442074,0.472387231,0.433725572,0.491813371,-2375.171255,2.516228984
1.215189873,0.113684404,4.814392028,1.669107272,0.976946964,1.913404758,3.141416865,3.543818582,2.888458069,0.825685381,0.075414663,43.5053266,34.18083803,3.145338797,3.00887457,0.433500267,3.61176512,0.011946874,115.3898299,11.03317978,0.222521371,6.07E-08,4.60E-08,0.222434127,0.191795213,0.121384145,0.165818845,7.01E-08,1.05E-07,0.076046018,0.275776966,0.593495069,0.333453133,-2361.518914,0.997944121
1.215189873,0.083261223,4.71614392,3.295818323,2.191602455,3.250396707,3.872936337,3.843760811,0.606452863,0.899920665,0.04521343,35.35565462,30.57347659,8.045464145,8.953239502,0.231129492,1.571586853,0.002777296,0.294903885,1.204531984,0.108899495,8.66E-08,5.33E-08,0.212256689,0.391623153,0.133272984,0.079101184,7.74E-08,7.04E-08,0.074846209,0.442922946,0.33793258,0.552512821,-2393.368038,1.473230686
1.215189873,0.09715169,3.349144616,3.598618123,0.852537615,2.990874543,2.969065356,4.286600591,3.389402097,0.825133838,0.058134558,26.39109876,25.61215386,2.145900588,2.224081258,0.663303853,0.504395115,0.048914617,76.21249407,0.524853067,0.104101382,7.55E-08,1.02E-07,0.069264297,0.460482756,0.13140348,0.152325758,7.07E-08,1.34E-07,0.082421944,0.322928347,0.50822342,0.405282156,-2337.905557,0.525123988
1.215189873,0.108339584,4.906447362,3.896871179,1.742982742,3.492251158,3.341909897,4.324654476,14.01130085,0.816800473,0.055890729,8.549795983,47.15825034,0.963378216,1.897196302,0.119570638,0.170836946,0.097494215,38.01081856,0.297840266,0.078602469,6.06E-08,6.91E-08,0.126875677,0.415855888,0.174617664,0.143358375,4.43E-08,1.12E-07,0.060689641,0.292477559,0.506567473,0.264442288,-2337.935394,0.643403435
1.215189873,0.119179081,4.622290486,1.830762908,1.036841045,1.748694148,3.01768346,2.876638566,1.352197656,0.775439708,0.053026196,0.82041837,94.93933807,3.157310064,6.697437821,0.669094521,2.264779771,0.136598928,9.480489595,13.65804462,0.111329666,7.98E-08,6.30E-08,0.178494618,0.293256927,0.120550855,0.190246456,3.90E-08,8.20E-08,0.106121214,0.177990989,0.527426674,0.331041991,-2367.398719,0.347576958
1.215189873,0.101186808,4.798333932,1.48005108,0.309200984,1.088514621,3.190690793,2.815625329,2.347461031,0.823466842,0.069032001,98.80253502,30.80863902,4.757810796,3.020697388,1.463116937,3.896072733,0.138002043,1.516188074,1.084576105,0.135232272,6.14E-08,4.27E-08,0.152427089,0.310563826,0.154921529,0.152993306,7.56E-08,1.10E-07,0.093861687,0.247758439,0.640439998,0.481311011,-2368.295261,0.774719617
1.215189873,0.125443307,4.057331353,3.137057037,0.640394392,2.455731138,2.929740032,4.00638223,14.33066879,0.803412453,0.053566762,202.5136593,21.64311985,3.502824764,1.729511471,0.332628456,0.794299931,0.223726101,1.313915912,5.332626699,0.16590393,6.11E-08,4.59E-08,0.168254201,0.323219822,0.150413564,0.10293112,5.77E-08,1.00E-07,0.089277099,0.132544154,0.493873542,0.315329843,-2361.603866,1.442276851
1.215189873,0.060253853,4.914686025,3.090375477,3.105845416,3.504341412,4.050023938,4.12610932,9.02881866,0.881586313,0.031384209,26.9283434,153.0995929,1.752648566,2.194696011,0.580166184,1.049582127,0.056771522,13.76862171,0.211800608,0.21603994,5.43E-08,6.23E-08,0.170097166,0.321470665,0.123975087,0.123081979,3.33E-08,6.02E-08,0.045334952,0.633393195,0.516632376,0.381728353,-2368.258167,4.703490022
1.215189873,0.121676159,4.533592274,3.486731038,1.655038052,3.073000569,3.853195905,4.62160608,5.732765355,0.855694926,0.060796746,60.86033368,29.2827701,2.50747703,2.474853986,0.173871825,2.766081452,0.149688262,112.7468538,0.748453742,0.178192922,6.39E-08,6.77E-08,0.185280531,0.263746152,0.144909299,0.168091882,1.12E-07,9.66E-08,0.059778874,0.416634641,0.47737282,0.377670879,-2356.202315,3.576577754
1.215189873,0.060949895,3.810671847,3.538483479,2.741089647,3.994497031,3.571284057,4.667551782,2.707021062,0.962417745,0.035757495,32.81004287,23.05719825,3.413906024,3.804368849,0.376614669,2.45055189,0.94517165,2.718305794,0.428481771,0.203718399,1.14E-07,5.88E-08,0.13656279,0.315391802,0.11437822,0.16495147,9.56E-08,8.35E-08,0.064996967,0.269524076,0.334249723,0.479954268,-2356.026,1.043844802
1.215189873,0.109818952,4.621913424,2.984128328,1.050669362,2.457100861,2.943523101,4.190319442,1.827385865,0.811131823,0.07360748,35.539114,115.1948067,2.532309842,4.295224022,0.116429867,0.882825648,0.032833316,5.11353272,0.482783563,0.170778361,6.30E-08,7.32E-08,0.131164171,0.405217697,0.123961218,0.101704295,6.40E-08,7.26E-08,0.067173985,0.275447392,0.603221131,0.395622527,-2348.94939,0.926549476
1.240506329,0.117230163,3.71504596,5.160590518,0.115648124,3.387107231,3.216955446,5.334638446,1.421534516,0.891726605,0.076055728,36.01195863,14.02435839,2.076717911,0.444016085,0.280924819,1.992437753,0.062755468,0.420492848,2.377707349,0.173406683,7.75E-08,4.30E-08,0.165544058,0.352920217,0.125981791,0.103947586,6.41E-08,8.08E-08,0.0781994,0.411426102,0.520314684,0.444843222,-2379.718174,0.500689975
1.240506329,0.090663664,3.984998844,2.754654147,1.943726279,2.793653593,3.116073346,3.952954534,1.137345509,0.889124877,0.045060412,166.7715916,13.66713314,9.515333986,4.619122949,0.66786708,1.321569737,0.62461831,1.713570389,3.738402988,0.12744594,5.90E-08,9.92E-08,0.232927928,0.325225023,0.091258572,0.144297366,4.09E-08,6.43E-08,0.078844908,0.204537131,0.411698477,0.417376808,-2347.59512,0.545120277
1.240506329,0.100213357,4.937374982,3.999507137,1.342961181,2.516042768,3.691991342,3.878289649,2.968723824,0.832660556,0.045931956,26.05680632,13.44743608,3.413803169,2.515615435,0.137679711,0.268305865,0.405458598,1.000884842,8.193115296,0.140587386,4.22E-08,6.65E-08,0.065509883,0.422062017,0.152077575,0.131400703,6.34E-08,6.67E-08,0.088362197,0.181760234,0.412568628,0.464614882,-2377.354224,0.683694366
1.240506329,0.106089278,4.933370842,3.144146547,2.011164066,3.210478565,3.622711298,3.91540691,0.562547805,0.828305966,0.051959479,9.555152165,44.69596236,8.587805626,17.02035576,0.164523033,0.802289695,0.011467667,4.495892072,2.525060911,0.193719283,6.50E-08,6.65E-08,0.07274103,0.412697328,0.136915095,0.137651611,6.98E-08,6.43E-08,0.046275388,0.309393036,0.419095281,0.318476659,-2354.468034,1.972465184
1.240506329,0.085599473,4.990116006,3.101936699,3.392991629,3.421853837,4.040890744,4.323194695,1.098037699,0.881446912,0.030972127,3.253024293,122.2998441,2.139668272,7.133063807,0.675251249,1.546912979,0.04830279,1.2627004,21.21490198,0.168531503,1.30E-07,4.94E-08,0.112637793,0.324276917,0.192708179,0.131137979,5.19E-08,8.61E-08,0.070707312,0.353297666,0.525689135,0.368781573,-2356.299137,0.46022933
1.240506329,0.114583649,4.424128218,3.070963541,2.802663352,3.457825405,3.782371312,4.516755963,3.167751048,0.887497707,0.033790148,35.19804447,207.5247847,2.879444605,3.68723064,0.340292698,2.779026246,0.517096586,23.7647828,11.84337879,0.167580521,1.22E-07,7.87E-08,0.167517345,0.259566914,0.153537889,0.147419921,6.77E-08,7.51E-08,0.104377067,0.419758909,0.405205672,0.501155087,-2354.116564,0.545547606
1.240506329,0.126055816,4.161827951,2.607689935,2.393265116,2.72333794,3.307790861,4.832708808,2.21571177,0.86514967,0.053876782,16.44449834,177.0367491,1.541422366,3.806069968,0.149124417,1.946786331,0.189525384,1.310649471,3.480476985,0.198851089,7.21E-08,3.80E-08,0.173298074,0.276900501,0.138126589,0.13671035,4.55E-08,6.34E-08,0.076113178,0.343263035,0.483004113,0.397522699,-2347.890018,0.902986747
1.240506329,0.103489062,4.355240572,3.010684943,1.977262325,1.750395922,3.812764609,3.809050972,0.359436666,0.847034669,0.065625453,22.06201719,27.83424484,47.44869366,58.09038245,0.493838447,1.577213687,0.075478051,64.77642235,3.820540808,0.220782836,5.95E-08,6.39E-08,0.139638636,0.286812372,0.160624072,0.112832163,6.01E-08,7.77E-08,0.07930966,0.208549817,0.492619954,0.427381163,-2389.80783,1.536397008
1.240506329,0.094943864,4.18454976,1.661013954,2.492281197,1.554338352,3.844190316,3.254050929,2.527578472,0.861044728,0.047563087,31.74086043,16.4384551,3.23836421,2.800806175,0.073612154,1.525121336,0.475620966,0.338143651,0.974441392,0.194611666,8.43E-08,3.28E-08,0.097362827,0.432346903,0.109546708,0.111638877,3.58E-08,5.98E-08,0.054492808,0.353976075,0.481443718,0.606158004,-2386.974025,1.333210506
1.240506329,0.163486084,4.314566272,5.07245642,1.405833334,4.348467774,3.568291164,5.321526278,9.309826225,0.86124929,0.072798282,159.2563081,307.8420034,1.334559437,1.636436679,0.059609959,3.459874677,0.050105106,25.33611561,2.406807441,0.260165292,7.91E-08,7.92E-08,0.177863163,0.220212065,0.155790947,0.13148118,1.01E-07,1.19E-07,0.054486974,0.834108033,0.690892966,0.403244453,-2390.681409,1.135525649
1.240506329,0.097553486,4.824486805,3.980307336,2.212955776,2.978150974,4.430344115,4.69955579,0.555756561,0.899055792,0.052440944,11.77281064,20.10521921,9.655167482,13.79364451,0.137647341,0.513977692,0.171965967,9.857879151,0.421426737,0.187367838,8.39E-08,5.97E-08,0.129764835,0.373794064,0.149480909,0.102746062,4.18E-08,7.27E-08,0.056846034,0.325254611,0.285677499,0.430559641,-2339.309953,0.205083482
1.240506329,0.071479441,4.124544747,3.104481595,2.193239727,3.250007728,3.567179978,3.987538917,4.688805007,0.907405427,0.03702111,210.2662297,109.6786282,3.370892358,2.511463582,1.26465638,2.356894247,0.31996527,2.776706732,0.866309229,0.1729042,1.04E-07,7.61E-08,0.118174253,0.334516756,0.167589585,0.134059481,1.17E-07,1.34E-07,0.072755295,0.372641268,0.494820491,0.382018251,-2347.70439,2.561817818
1.240506329,0.110475803,3.781507021,4.031254855,0.287173477,3.49764504,3.221895774,4.372277718,31.08778636,0.852400806,0.052083149,197.2990439,3.712707833,3.027846169,0.629103293,0.522634204,0.377380724,0.181748042,2.092336147,7.967918217,0.211347034,5.66E-08,3.84E-08,0.069090767,0.316181187,0.172303168,0.126324063,3.14E-08,6.19E-08,0.104753592,0.339267447,0.438522843,0.366211853,-2370.075883,0.397973062
1.240506329,0.097534737,3.939434675,3.361124196,1.950861918,3.031993862,3.569357787,4.054743505,2.240610819,0.892040316,0.0469221,168.6685259,493.5990351,4.936611967,5.101366839,0.531397682,2.678482256,0.574358347,62.73881079,12.2848832,0.164539475,5.75E-08,3.89E-08,0.235328661,0.246367926,0.156748682,0.139667663,5.87E-08,7.35E-08,0.057347365,0.187360569,0.626345726,0.313697518,-2350.170941,0.471069086
1.240506329,0.081109145,4.781763375,3.422449541,1.92949637,3.230508594,3.848896192,4.12476513,0.589899886,0.901124319,0.056869774,12.74688238,62.4695587,5.53768209,12.5424723,0.692878951,4.522845103,0.45340467,0.296220755,0.244021022,0.100726098,5.58E-08,4.61E-08,0.23834108,0.398832703,0.118412832,0.07345109,7.42E-08,7.30E-08,0.070235948,0.29271151,0.474903797,0.28599532,-2365.119216,1.242569401
1.240506329,0.12101907,4.822328544,2.885782958,1.587817992,1.825751214,3.646799408,3.475435949,1.850736873,0.818226338,0.063326677,638.8862665,15.39572394,7.408086877,3.464030796,0.225534072,0.203000334,0.205355412,1.191431335,0.873526621,0.126786092,7.64E-08,8.73E-08,0.093014391,0.448060304,0.115677079,0.149783526,5.88E-08,8.90E-08,0.066678297,0.20473308,0.479200398,0.361487644,-2342.04693,0.369290169
1.240506329,0.097202002,4.903060154,3.318860976,2.999369279,2.787946546,4.12449378,4.014096348,2.403442847,0.863357157,0.048025729,197.1239492,51.63107602,3.930017629,3.375267082,0.191582854,0.489418809,0.39039782,57.1221246,0.501401028,0.225942817,1.13E-07,8.01E-08,0.095575998,0.360646872,0.151406395,0.100920165,4.70E-08,6.84E-08,0.065507445,0.343649788,0.55282865,0.323632709,-2340.408083,0.209022928
1.240506329,0.108031286,4.863742198,3.072188076,2.263408345,3.368085333,3.255983049,4.501211601,3.763903908,0.824089546,0.042039154,39.05794343,22.91678718,3.103894159,2.540970798,0.202258852,1.803718386,0.120573865,33.9959101,1.434260974,0.084140949,4.87E-08,7.76E-08,0.129196282,0.459133486,0.141507657,0.134749993,3.86E-08,7.46E-08,0.051271393,0.34871475,0.647776057,0.447043357,-2382.556977,0.718635152
1.240506329,0.088962191,5.239923008,4.262493853,2.444125176,3.583361963,4.334409812,4.592031278,1.048481738,0.910780396,0.055710907,32.59357091,87.8806303,3.626776885,5.71444761,0.019648917,1.705038598,0.493831835,15.047836,7.184967123,0.130634821,5.33E-08,7.21E-08,0.167399078,0.304715802,0.185188233,0.118431007,5.08E-08,9.90E-08,0.093630783,0.386755236,0.622367338,0.542556455,-2364.684713,1.507109599
1.240506329,0.136263398,4.999752339,2.984862306,1.772045432,1.712206905,3.491911348,3.550567852,1.075542049,0.827039622,0.073867316,34.3491881,108.9003268,4.428120669,7.445340277,0.452503727,1.391018762,0.059065025,1.473973965,14.32431508,0.099326606,9.08E-08,4.24E-08,0.078546531,0.418793937,0.191477789,0.157283252,4.68E-08,6.97E-08,0.054571636,0.296212612,0.326325642,0.3994027,-2362.216362,5.089932456
1.240506329,0.175768455,5.319552129,1.736277486,2.897190302,2.557453749,3.782607614,3.38201662,0.691703524,0.84000807,0.057966533,92.83271478,154.3176907,10.99471917,16.93096263,0.147775042,3.10674212,0.032400772,54.23287264,6.822572875,0.134812883,8.06E-08,7.56E-08,0.118176978,0.43062576,0.167135192,0.081512728,7.32E-08,6.39E-08,0.067736165,0.630501183,0.518562116,0.458991805,-2371.74878,16.08658068
1.240506329,0.113144707,5.270729793,2.585729206,3.373192381,2.304925569,5.108838287,3.392382153,0.409277206,0.905930746,0.050301377,17.79002463,50.2378792,19.84983655,29.38846279,0.692245971,0.883196916,0.040863308,4.23201008,22.54597149,0.132211387,9.45E-08,8.07E-08,0.159535043,0.389192685,0.122638715,0.109960888,7.54E-08,1.09E-07,0.086460921,0.246832227,0.34074364,0.443079654,-2350.929713,0.475194231
1.240506329,0.124566316,5.096082925,3.600539893,1.962568526,3.121183752,3.813923262,4.814570888,1.037036062,0.900025122,0.073652321,11.68549889,71.24358384,1.836949092,4.660694248,0.310685879,3.997043199,0.154250485,10.86923123,1.509167515,0.185542948,8.63E-08,8.39E-08,0.273311498,0.226391546,0.112468807,0.128141018,5.97E-08,1.02E-07,0.074143853,0.361425351,0.677303111,0.332578388,-2359.690953,0.916023153
1.240506329,0.129810572,3.22040676,2.102774664,0.78213625,0.683636329,3.055222135,4.419446327,18.79630669,0.76545658,0.073919957,181.7672191,112.2893703,2.866640423,2.647018025,0.723151634,2.38948875,0.009809447,1.499663793,0.545870851,0.187825815,1.01E-07,6.44E-08,0.142100392,0.334726385,0.157461615,0.119565698,6.39E-08,5.37E-08,0.058319813,0.293307294,0.525085026,0.258024724,-2400.884775,8.633175965
1.240506329,0.126337042,5.794389537,1.452799902,1.725461469,1.722779085,4.018091077,3.072991767,9.151676532,0.839370722,0.067829253,72.55987959,121.6196248,1.614803768,2.241239627,0.844444682,1.801526051,0.056674092,0.81637287,0.88225128,0.067377277,8.21E-08,8.78E-08,0.151214754,0.488605522,0.110567726,0.125471359,6.68E-08,9.94E-08,0.056763026,0.383805488,0.441212478,0.321737633,-2361.034716,1.264151264
1.265822785,0.118488044,4.960661562,3.804638982,2.577436832,3.298962474,3.999355963,4.663952091,1.147930009,0.885578431,0.05858924,12.89160869,79.75564354,1.456949568,4.390035068,0.356120913,1.123170452,0.407527026,20.12969342,3.221413632,0.175154748,7.68E-08,5.60E-08,0.134542794,0.398687179,0.114579841,0.108463957,6.44E-08,7.94E-08,0.068571203,0.575817586,0.502176031,0.450189409,-2347.386904,0.247923934
1.265822785,0.094275277,4.698241029,2.234335654,1.527872211,1.797128093,3.583283772,3.210337057,6.710270047,0.862904298,0.053350563,29.85201424,198.0819481,2.334633976,3.400222913,0.559902151,1.707542434,0.481690215,0.816944123,0.581335291,0.159102978,5.63E-08,5.91E-08,0.064178031,0.383329917,0.164244418,0.152282467,6.93E-08,1.00E-07,0.076861903,0.272535813,0.577473918,0.507100572,-2373.379391,11.38693946
1.265822785,0.118852161,4.765882676,2.013105326,2.04221686,2.564613476,3.52271493,3.648696419,0.669840984,0.850212393,0.064514666,30.54213576,18.07252255,7.039848196,5.858292349,0.969322624,3.965628755,0.073529229,1.347509706,4.525654246,0.088372711,1.01E-07,8.08E-08,0.206924534,0.315333822,0.15881388,0.14867345,6.15E-08,9.18E-08,0.081881268,0.30514284,0.68625695,0.4029155,-2360.851004,0.39648201
1.265822785,0.117933059,3.73161932,4.566585616,0.950317248,3.211651492,3.64040905,4.664613019,0.777724916,0.841616929,0.057183621,101.6714628,41.53358671,12.44224608,11.40518716,0.245116088,1.078457778,0.073012229,5.771566316,3.629165127,0.229877461,7.37E-08,7.84E-08,0.066544985,0.334043122,0.170193564,0.149610206,7.95E-08,6.05E-08,0.04973037,0.257991478,0.341240482,0.394434095,-2357.78379,1.702542434
1.265822785,0.087486676,4.687900884,3.5394314,2.687733058,3.440186938,3.972032848,4.04718221,3.661539892,0.871564279,0.035206067,58.61972071,148.762514,1.93102955,2.925842246,0.473534072,0.561508195,0.206236564,5.183616195,0.879709461,0.205813092,7.79E-08,6.92E-08,0.088204119,0.375768506,0.139731171,0.091407701,7.16E-08,8.56E-08,0.099075105,0.444520293,0.473392703,0.382643996,-2356.229499,1.017796303
1.265822785,0.108175578,4.145706903,2.363879039,1.467534605,3.013125204,3.426946427,3.881773192,5.64951625,0.893451129,0.049306122,74.693946,587.9656919,2.460480839,3.586968993,1.853055975,4.098782353,0.035460529,2.095210129,6.41034406,0.128279157,8.41E-08,6.23E-08,0.200479648,0.342451312,0.114212813,0.115066396,5.34E-08,9.36E-08,0.099510381,0.631200283,0.515244662,0.470815764,-2359.438932,0.711878943
1.265822785,0.100412804,4.995699873,3.208163792,2.621642546,3.175525051,3.812580459,4.010556013,0.907952236,0.856957977,0.056638894,20.13085645,203.4794379,2.79473127,7.309282134,0.357405161,1.467035669,0.261244674,2.785615675,2.901621523,0.210386135,7.30E-08,3.69E-08,0.134070011,0.258785933,0.149025879,0.165645529,4.88E-08,6.55E-08,0.082086289,0.406501342,0.492699127,0.365918547,-2354.592816,0.615912949
1.265822785,0.193684026,3.62224312,2.960801966,2.21504084,2.206318965,2.668424162,4.198297768,0.923852576,0.817100581,0.047890511,181.2746928,170.7319331,7.38533746,9.152839736,0.057775866,2.090392909,0.304084878,1.305343017,5.92606741,0.195992481,6.87E-08,8.78E-08,0.12890702,0.330601355,0.135240061,0.152652374,7.85E-08,1.06E-07,0.056606368,0.470919206,0.518334316,0.55290076,-2456.542498,20.89417616
1.265822785,0.132415274,4.271690043,1.973626051,1.867438052,2.138457837,3.026477886,3.988463382,5.474541637,0.834938885,0.061423258,172.8173392,77.82695501,3.086880369,3.087759464,0.627597279,3.799867832,0.051550152,12.26070151,0.915274574,0.206149506,7.44E-08,5.11E-08,0.12514795,0.424148929,0.116105573,0.077067399,3.56E-08,5.28E-08,0.051380429,0.359593222,0.479984825,0.591930386,-2377.155497,0.609377045
1.265822785,0.119242921,4.334365658,1.914148094,2.11821583,1.965010224,3.010260091,4.020815674,2.604920656,0.815854641,0.035937903,34.66423815,115.1089121,4.663147387,3.472108771,1.08619082,2.572428542,0.021957781,4.58162668,0.438572997,0.206814333,6.73E-08,8.75E-08,0.171200496,0.265258658,0.11652606,0.174259966,4.34E-08,1.24E-07,0.065940165,0.24083583,0.371728542,0.416539747,-2405.593463,3.359221312
1.265822785,0.101126842,3.65134608,2.246036315,0.76931924,1.012700633,2.848632348,3.722527211,5.71485166,0.863819452,0.079481201,456.0632235,76.27720962,4.09062511,2.712026877,1.325675188,3.275326914,0.155582936,1.056639352,1.596818694,0.140925539,9.56E-08,8.42E-08,0.073206973,0.401637997,0.144402164,0.105336454,5.49E-08,1.12E-07,0.134490526,0.2726689,0.425075377,0.385795259,-2367.775301,3.459452495
1.265822785,0.078872262,5.211084038,3.097956985,3.237873247,3.340540087,4.135290828,4.117850437,1.818004306,0.86562872,0.029954439,9.319674085,422.3491775,3.636918412,5.771607236,0.313987899,1.460353144,0.175445011,8.086321774,11.75648504,0.104782057,4.82E-08,4.28E-08,0.149805929,0.409589264,0.152072919,0.099463405,5.35E-08,9.10E-08,0.08428619,0.245089369,0.483088439,0.361155869,-2353.370812,0.268851711
1.265822785,0.102059995,4.195979937,2.865361843,1.183111715,3.156965189,3.35240152,3.88815535,1.744047456,0.873620535,0.052474106,175.5299998,73.12030193,5.629397034,5.287155063,0.338159545,3.057716659,0.365065612,4.6179926,14.10935151,0.189439346,6.27E-08,4.20E-08,0.266407814,0.189182804,0.122874266,0.174976338,7.14E-08,8.37E-08,0.057119173,0.305691156,0.547226166,0.446652535,-2356.379377,0.371014641
1.265822785,0.11653467,3.878771874,3.962049392,1.586932101,3.017957729,3.014255572,4.902229635,0.974631293,0.855581267,0.062279523,30.76132238,60.69614845,4.319160283,6.900109409,0.04604307,0.24844233,0.032126127,3.610429704,0.307942504,0.097302617,6.83E-08,3.71E-08,0.187907649,0.40126,0.153046698,0.088153858,7.70E-08,8.08E-08,0.072328914,0.377595795,0.53178295,0.409881879,-2348.255328,2.044500112
1.265822785,0.12662227,6.066911544,2.27248368,3.722247178,2.163759511,5.164343487,3.078065585,3.020935572,0.848908118,0.043600628,239.7665956,25.83679094,5.036192068,3.158918703,0.104237313,0.67825793,0.297985044,2.530508977,0.271993717,0.086518356,6.30E-08,7.19E-08,0.073324795,0.539609246,0.102515636,0.133856112,6.10E-08,8.34E-08,0.064175576,0.218472621,0.364935473,0.362409343,-2346.795711,0.269327157
1.265822785,0.118152082,4.748899721,3.568328115,2.304933081,3.607629288,3.953584881,4.203133192,0.918107525,0.84972579,0.041971336,302.5011265,37.41725994,10.35785811,7.128210165,0.23865723,0.696219846,0.087369314,15.00378495,0.281620013,0.227705667,1.12E-07,8.04E-08,0.133945975,0.297245987,0.149066618,0.141722856,6.24E-08,5.66E-08,0.050312586,0.27827772,0.420640635,0.546129857,-2354.864536,3.481433961
1.265822785,0.08479779,4.668704715,2.762616438,2.95483102,3.110304358,3.596160086,4.324722562,3.649699661,0.845141486,0.047710821,52.32568409,25.2233191,2.832984724,2.579222357,0.327051505,0.941873273,0.110187262,15.65908274,10.98204173,0.084979522,4.52E-08,9.42E-08,0.116865228,0.431144283,0.140786047,0.172438913,4.74E-08,1.15E-07,0.053785706,0.339487477,0.519647633,0.319362387,-2345.410049,0.558193384
1.265822785,0.1330183,3.387295861,2.33374567,0.515051434,1.810054307,2.454386364,3.459929841,7.38664584,0.83938251,0.059815079,51.75686476,94.32382563,2.439121849,2.627089828,1.064955851,5.221947397,0.222443883,3.510172934,2.856904717,0.139410106,8.25E-08,5.90E-08,0.136724314,0.280836323,0.165307951,0.187600578,4.26E-08,8.60E-08,0.090120458,0.439706119,0.631616682,0.448930575,-2370.326674,1.370772553
1.265822785,0.11688253,3.117096938,2.60899376,0.870986246,2.852717287,3.831836727,4.130784485,4.185339149,0.931745583,0.06254363,4.954566618,114.965984,1.813444798,3.212611022,1.979723823,4.78902364,0.356264124,1.144746377,2.561878729,0.147387696,6.87E-08,4.65E-08,0.151691985,0.365097774,0.145487603,0.096155679,9.36E-08,8.73E-08,0.094178967,0.333984427,0.422956762,0.58209076,-2375.778229,2.817135927
1.265822785,0.113190942,5.446482538,2.99732952,2.846911938,3.047702227,4.383064987,4.593596817,5.428223754,0.894271571,0.048869679,4.086667654,77.81121192,1.187245188,2.72289639,0.211177751,2.736424575,0.078389263,90.58763103,1.16395029,0.166841314,7.07E-08,6.67E-08,0.196120294,0.342221615,0.146526676,0.081923089,6.58E-08,9.49E-08,0.066366714,0.430920946,0.446233324,0.361900363,-2350.130087,0.148929385
1.265822785,0.075166165,3.512878455,2.811752364,2.251725846,3.094509231,3.077816074,4.248037712,17.14579441,0.88545562,0.033915578,445.053124,248.512128,3.470983524,2.41964585,1.323639889,2.596375919,0.406341671,2.237203915,1.130116783,0.2359887,3.71E-08,4.37E-08,0.15624848,0.322996722,0.125511709,0.117261924,3.35E-08,5.63E-08,0.041992295,0.343297057,0.712856888,0.358581272,-2353.610028,3.584528152
1.265822785,0.111013737,5.741994674,3.393757914,2.580888675,3.151716114,3.85400865,4.691307503,0.668331777,0.898152786,0.069631672,12.48807743,220.7024094,3.082144777,10.39329272,0.049867578,1.60420425,0.043909723,1.277625065,5.796070735,0.073988293,8.41E-08,5.57E-08,0.188489916,0.379411204,0.175748031,0.107229631,4.83E-08,1.11E-07,0.075132626,0.478798449,0.548354627,0.339620455,-2358.999913,0.588505981
1.265822785,0.130052157,4.763043241,2.711916825,2.200244794,2.812096279,3.414762313,4.323317277,1.847289158,0.872372866,0.060406476,17.95333818,56.07288088,2.398210088,4.784688556,0.255731101,5.304278635,0.077106236,53.86598115,3.035682616,0.18706528,5.94E-08,6.77E-08,0.227851182,0.268047355,0.148086846,0.106943273,9.85E-08,9.75E-08,0.062005741,0.54717459,0.493439891,0.456085448,-2361.758628,0.341613635
1.265822785,0.12613919,3.869950246,2.666644031,1.315611383,2.913882949,2.825245913,4.391801409,1.207579029,0.852594861,0.045622977,26.3067512,77.2270396,4.103502819,5.853490661,0.894211755,2.660015198,0.106487184,7.951267541,1.401039301,0.168731038,1.35E-07,7.03E-08,0.15878535,0.317075666,0.134214095,0.131204677,9.08E-08,7.45E-08,0.089988804,0.406242805,0.413864662,0.444797993,-2360.938008,2.479930849
1.265822785,0.11402735,4.021444591,2.813776852,0.058030476,2.598280374,2.284849579,4.148089051,5.995220303,0.749390099,0.059743689,68.33707658,33.29196434,3.598965008,2.397553649,0.273553251,1.173376169,0.048672679,2.22943946,0.545243078,0.080686662,1.07E-07,6.97E-08,0.187620884,0.402402416,0.141547469,0.130481924,6.69E-08,1.27E-07,0.057260274,0.193080165,0.573634178,0.302289553,-2372.455406,0.968356776
