alpha,sigma,b1,b2,b3,b4,b5,b6,theta,D,L1,L2,wL1,wL2,c1,c2,omega,xi,P1,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
0.710526316,0.111333893,5.186167425,2.063759518,1.723276728,1.544365147,3.16248872,3.387373708,21.72577832,0.070197681,58.57277365,52.53756238,2.45844372,2.267662359,0.190896954,1.241894068,0.921012308,0.013265916,35.53588118,4.976813763,0.141758598,1.36E-07,8.70E-08,0.131929146,0.29509277,0.150823658,0.160767846,1.01E-07,1.36E-07,0.119627522,0.321387488,0.531234767,0.254694701,-2394.791563,1.071570053
0.710526316,0.141979327,5.590005185,2.563904935,1.209325064,1.352271872,3.325981015,3.351509672,0.896002719,0.077939597,138.2817987,95.96322845,12.86516695,12.47455191,0.06840551,1.891350077,1.102000231,0.023275973,17.70425211,11.37023058,0.225125963,5.77E-08,2.89E-08,0.137801591,0.306040058,0.142210328,0.128818311,6.85E-08,7.62E-08,0.060003518,0.552407142,0.526016228,0.441152835,-2380.973619,1.234640694
0.710526316,0.095263282,4.593228374,3.340623165,1.609588208,2.205581584,2.688992693,3.556504722,0.490178856,0.072672942,20.42381792,61.9356197,12.62200474,23.92063072,0.062351135,1.129487028,0.815495393,0.031334916,26.84864223,1.965550366,0.10960056,8.58E-08,5.94E-08,0.126967583,0.363508141,0.177014037,0.163327017,3.59E-08,9.06E-08,0.059582389,0.469335647,0.506002489,0.400810841,-2401.420016,0.945431581
0.710526316,0.116115455,4.579821936,2.579537106,1.170228719,1.572481651,2.226383327,3.246660301,80.52282858,0.195258029,814.7875263,52.0125433,3.42863822,2.28061954,0.429091052,6.42016095,0.344139117,0.027067818,4.233888811,0.135614058,0.199448338,9.46E-08,6.12E-08,0.161121186,0.249195357,0.154935904,0.114115177,8.69E-08,8.35E-08,0.121183712,0.179070278,0.732955755,0.518917625,-2390.411497,0.753917479
0.710526316,0.131415272,4.862252358,2.18518516,1.462803538,1.111745345,2.840054647,2.934861291,1.809512185,0.048745521,263.3552959,27.86781778,6.501754167,3.918056323,0.347659782,2.717022391,1.567469451,0.027757548,3.318341513,0.385216563,0.090641172,6.64E-08,4.30E-08,0.179440821,0.329250528,0.193153538,0.130067372,8.31E-08,5.93E-08,0.077446318,0.140645417,0.835176872,0.363893649,-2401.386992,0.491495189
0.710526316,0.116491608,5.37653595,1.749557326,2.499814434,2.104223253,2.884662091,3.817684654,1.873738549,0.104444881,28.43846364,84.36835192,4.720086912,5.096365387,0.152977514,1.42821915,0.495886591,0.017573425,8.53635384,0.759077085,0.142994469,8.70E-08,7.14E-08,0.122358327,0.283293059,0.185939811,0.178699875,7.05E-08,5.73E-08,0.086714172,0.280891365,0.500167166,0.329450988,-2376.170404,0.338814168
0.710526316,0.125564413,5.424669686,1.631857876,2.380279405,1.393627078,3.084225693,3.023326767,0.838488131,0.055442558,11.010419,28.51833244,4.602587992,7.802913637,0.105871683,0.209841116,1.243366029,0.009847054,2.173269619,3.858608806,0.087323401,6.14E-08,8.89E-08,0.081352767,0.437763142,0.195343418,0.141286589,4.69E-08,9.14E-08,0.056930394,0.194060698,0.496686609,0.424505001,-2388.897319,2.467464204
0.710526316,0.106341725,4.138295246,2.72986835,1.245661261,2.313886017,2.253857731,3.971643247,9.951241389,0.09637524,165.9814985,29.55140907,3.463177667,1.94419894,0.247981684,2.790666934,0.484015082,0.057695378,7.018851269,2.971433428,0.218725069,5.09E-08,3.66E-08,0.197302918,0.247419526,0.143271544,0.101314675,5.20E-08,7.33E-08,0.091966055,0.154280311,0.696218551,0.255645644,-2386.486668,10.58482447
0.710526316,0.122191597,4.804624001,2.231306617,0.857207898,2.411252447,2.099004463,3.22229737,6.16472891,0.076649737,56.50931644,110.9392677,2.071036815,2.777984614,0.369413847,1.059831719,0.845871514,0.09099649,6.088483749,0.206819475,0.209834361,9.05E-08,6.62E-08,0.08723397,0.410001064,0.116950217,0.094900643,5.68E-08,5.09E-08,0.081079481,0.274184009,0.591189282,0.318330755,-2370.975593,7.927234033
0.710526316,0.121913964,4.246427846,1.410215984,2.34979085,1.273788277,2.667285764,3.943529093,3.203754218,0.034430442,565.3463985,152.0778485,5.63183305,4.310821881,0.312859717,1.426775564,1.65692812,0.061547603,4.81540776,0.515390754,0.13262245,7.76E-08,9.03E-08,0.106666636,0.343504927,0.145232214,0.17992121,7.14E-08,8.70E-08,0.092052237,0.324094151,0.510390914,0.373131915,-2390.366995,0.646197769
0.710526316,0.109001315,4.169562074,3.464519314,0.788729099,2.272141603,2.451112461,3.387255736,1.190517334,0.106433227,3.062064076,168.9748799,1.376515272,7.510540344,0.118965359,1.78581469,0.613783243,0.02199986,3.232992597,9.493422941,0.129289373,6.93E-08,4.27E-08,0.118834908,0.327037443,0.141916917,0.166066133,5.72E-08,7.76E-08,0.116854979,0.272804504,0.46206625,0.245199462,-2397.021411,0.608611901
0.710526316,0.114642773,4.557495262,2.240565152,1.136643605,1.616479894,2.346010569,3.074724443,0.336778416,0.119988954,2.462507711,403.5863074,10.12131958,88.43591327,0.277889792,4.44196416,0.657980522,0.027041298,8.551050074,7.205525225,0.205467891,6.57E-08,6.01E-08,0.191836151,0.235388433,0.148138911,0.154173526,4.19E-08,7.76E-08,0.064994842,0.222382128,0.71361666,0.305381092,-2387.819779,1.493809119
0.710526316,0.121489506,4.75662796,1.955892305,0.889577855,1.881896214,2.187273831,3.345861242,0.869018095,0.111849813,50.08173585,38.79412315,10.96761473,9.424847613,0.512625786,2.174056524,0.512953646,0.054342132,1.381674531,4.148496766,0.098611276,9.20E-08,8.46E-08,0.174055603,0.398231597,0.13164008,0.123543749,7.46E-08,6.24E-08,0.073917382,0.12066803,0.592639979,0.250233457,-2373.096718,0.536311075
0.710526316,0.119345483,4.245995373,1.781687721,1.652006238,0.848618366,2.822160123,3.470580633,0.721863568,0.107582971,113.1506614,50.12555422,10.38535487,10.59286103,1.006282924,0.415450536,0.689011682,0.017279737,1.686962238,1.824724235,0.126212578,1.02E-07,4.35E-08,0.187488275,0.397735913,0.117554088,0.113000372,5.58E-08,8.94E-08,0.058008482,0.353128605,0.711612191,0.276690443,-2399.233213,4.113026275
0.710526316,0.132643373,4.716417326,3.829664605,2.992209396,3.324108577,3.491776173,4.154194149,1.059545165,0.050051987,477.0401143,89.52629731,6.013735455,6.223972152,0.231295996,0.639737864,0.815655908,0.290006738,0.779829591,3.141877571,0.159779494,7.79E-08,3.63E-08,0.151889103,0.384292512,0.12254041,0.115760027,2.63E-08,1.11E-07,0.065738204,0.535158533,0.590629727,0.479272996,-2500.257766,1.336015
0.710526316,0.147307988,4.398953837,0.959521502,0.565496282,0.740381353,1.808630262,3.344417647,0.639785651,0.113091038,135.5831163,298.6433705,19.29032495,24.05923165,0.331652612,4.123198857,0.870669515,0.058765923,18.18202736,2.922371004,0.130867125,7.43E-08,6.20E-08,0.089277722,0.376682442,0.136379618,0.203218118,1.07E-07,1.15E-07,0.063574616,0.28326958,0.566786909,0.428956517,-2371.526185,0.460964473
0.710526316,0.136023296,3.867058288,3.750974522,0.73871041,2.482080704,2.563046804,4.278791566,12.19373097,0.097420617,28.01206638,7.735019374,3.06856902,1.457589271,0.237720401,0.238486555,0.637304075,0.014959146,1.006158114,0.616080244,0.140515044,8.70E-08,8.01E-08,0.060332762,0.424653615,0.172040267,0.117371098,6.67E-08,1.16E-07,0.085086864,0.213182118,0.469005831,0.35241582,-2366.438048,0.800186631
0.710526316,0.112117611,4.437488005,2.003163656,0.381261684,2.282485626,1.43540983,3.740331709,5.112226764,0.032713303,24.55902982,52.13022471,2.818070157,2.917429706,0.951923321,2.974956369,1.793262944,0.020838184,2.425443502,5.750869526,0.154258249,7.79E-08,4.08E-08,0.16302738,0.36343542,0.117011398,0.131214019,8.22E-08,8.70E-08,0.071053246,0.22032428,0.649068164,0.505933889,-2395.878249,0.984368339
0.710526316,0.153119437,4.484421724,1.718707792,1.968277908,1.327605306,2.905205631,3.579737881,1.219342335,0.062112549,45.24807256,812.8901357,3.290444303,8.374071391,0.444494911,2.593301998,1.866169156,0.053155062,39.74357157,14.95026494,0.124946888,1.12E-07,8.25E-08,0.096365745,0.389778635,0.160034075,0.112348967,7.78E-08,8.06E-08,0.116525337,0.270537914,0.847268883,0.598268008,-2425.12794,1.21031242
0.710526316,0.164164196,4.38736606,2.168476839,0.38202151,1.769039784,2.385380146,3.989030484,1.226787666,0.050763007,151.3618498,30.57012671,8.720751451,5.826932882,0.353246436,1.262878526,1.305640283,0.005863475,1.38394286,0.692458629,0.267030553,5.69E-08,7.13E-08,0.137932669,0.221918786,0.13528715,0.151401387,6.79E-08,9.66E-08,0.086429162,0.285828341,0.582764166,0.304324773,-2379.807507,2.517304977
0.710526316,0.141760484,4.967625354,2.434358973,0.892585072,1.476858934,3.35203926,3.123375438,0.580325428,0.037014443,158.507006,102.9233998,25.27150012,24.87387929,0.219438203,1.832070473,1.910559621,0.069011969,6.619112578,1.317982571,0.188002029,8.50E-08,4.58E-08,0.057317822,0.425322179,0.141778675,0.121810554,6.14E-08,1.20E-07,0.06576843,0.15110668,0.509445961,0.33022768,-2389.094915,16.03247991
0.710526316,0.115633506,4.217814049,1.881550667,1.205256426,1.479765184,1.875890291,3.073206736,1.249725331,0.075890869,55.62476439,32.57958151,6.709539148,5.423581856,0.833530122,4.463672239,0.79588434,0.056559604,1.488902167,3.738019036,0.111131381,7.47E-08,6.53E-08,0.189503839,0.356504412,0.161493436,0.117790081,9.93E-08,9.51E-08,0.063576517,0.207427608,0.826459994,0.435029666,-2389.542205,0.414940973
0.710526316,0.129543227,4.606798888,1.92067974,0.781459585,1.870133629,2.347465255,3.593759815,4.417950629,0.115393328,62.7915013,29.51094074,3.516994144,2.554146052,0.502779209,0.964591479,0.538868449,0.045521337,3.740333259,10.08217407,0.151119571,5.98E-08,6.90E-08,0.173011758,0.365453333,0.130368392,0.082288021,5.04E-08,1.16E-07,0.097758629,0.204739953,0.532302092,0.474890921,-2388.742067,0.494799691
0.710526316,0.121832061,4.544335195,3.115122591,0.796274806,1.668603413,2.6655625,3.304102496,5.729675575,0.096283374,18.08740464,76.68927124,1.477266332,2.427834462,0.17978487,0.9551062,0.703381754,0.039399988,1.733628235,3.618580726,0.132253273,8.60E-08,4.38E-08,0.078614049,0.469286836,0.142759798,0.126889924,6.48E-08,1.13E-07,0.050195812,0.194921419,0.566631875,0.41692218,-2377.696422,1.160442059
0.710526316,0.128023439,4.314263891,1.550509687,1.960493734,1.2008826,2.594917136,3.312900794,1.386178682,0.057509653,207.2108628,36.02376676,9.277722303,5.826248086,0.284527663,1.420849954,1.351527954,0.023737254,1.148677836,0.330473056,0.125301252,6.79E-08,4.69E-08,0.111524303,0.421920757,0.14193246,0.122301869,6.32E-08,7.98E-08,0.077019102,0.276662015,0.566306615,0.388177041,-2376.454534,1.842529647
0.710526316,0.178038883,5.830387601,1.134579095,2.514701964,0.100977753,4.033346539,2.518234683,0.902727593,0.075614395,88.20702803,17.24722513,11.03725186,7.533440507,0.200530469,1.700264609,0.955871326,0.022558526,4.564007135,2.413579249,0.137047975,8.47E-08,7.39E-08,0.10297786,0.322358274,0.209651511,0.170849464,6.45E-08,1.51E-07,0.057114542,0.227060667,0.61480995,0.560912396,-2386.16153,0.854589895
0.710526316,0.102845194,4.71318904,1.964164104,1.455786773,1.184230021,2.854977492,2.816833571,1.999086758,0.060141033,12.76818243,120.6462905,1.584468013,4.021382887,0.114253774,1.339125644,1.301544499,0.295384296,1.87432238,3.906210557,0.110719475,8.70E-08,9.84E-08,0.123407321,0.344767331,0.147652914,0.209740348,3.78E-08,1.17E-07,0.06371227,0.214571673,0.7458983,0.367274397,-2385.678778,3.544142561
0.710526316,0.124840536,4.995721565,1.296118789,1.023722688,1.053742581,2.316347141,3.558576715,1.401170576,0.144661654,306.4155189,55.99978092,8.709145361,6.210764337,0.207953541,3.332994451,0.52612198,0.0193623,4.412072184,0.245446511,0.160892394,1.16E-07,3.82E-08,0.144613078,0.345388498,0.149233228,0.129713578,3.71E-08,6.74E-08,0.070158964,0.272472978,0.535622927,0.583274318,-2374.619182,1.363096172
0.710526316,0.12318782,4.828528631,1.598983776,0.981922291,1.575806239,2.253819737,2.737262787,2.096935297,0.076623251,65.61889378,35.14635162,4.813287108,3.663712219,0.4914624,1.828725283,0.876714919,0.040911176,13.32659472,0.738866556,0.163618611,8.51E-08,7.05E-08,0.130907329,0.330629173,0.121214227,0.169275787,4.13E-08,1.08E-07,0.084354568,0.256736797,0.561269416,0.479053105,-2367.187016,2.638055661
0.736842105,0.123392783,3.910715433,2.943144337,1.277698515,2.519642524,1.776210547,4.385933805,5.618796925,0.154759332,60.40193618,18.73179773,3.026696097,1.727719421,0.545751389,1.851067024,0.288413758,0.003282032,1.493752158,6.556998739,0.181981752,5.27E-08,4.95E-08,0.120302489,0.400995364,0.12310428,0.080685788,1.01E-07,6.82E-08,0.092930055,0.232061853,0.572758899,0.348336549,-2353.659645,0.974416913
0.736842105,0.132478321,5.775324568,1.414100126,1.512889261,2.176015621,2.445444777,3.29678074,7.622251684,0.043518959,52.09917236,396.742285,3.059124443,3.744971021,0.203924065,1.939443325,1.443985148,0.11679009,2.506311996,0.676927497,0.095618115,5.52E-08,4.22E-08,0.253106589,0.214784311,0.208044617,0.157012627,4.82E-08,1.15E-07,0.071433481,0.138376408,0.62403602,0.400527172,-2397.893591,3.570450861
0.736842105,0.127476547,3.946214276,2.014983901,0.382441353,1.600322995,2.105301317,3.608088472,0.998363126,0.032392165,254.9913231,21.34768476,11.175438,7.541360745,0.464392909,2.3942685,2.837860794,0.019375356,7.037868054,5.899945107,0.139743118,8.50E-08,5.43E-08,0.092779404,0.447488496,0.098115253,0.12674832,3.60E-08,6.00E-08,0.095125174,0.246626194,0.615874744,0.370152867,-2398.483345,2.206764367
0.736842105,0.127127342,5.379258302,2.693709147,1.778813486,2.584150198,3.655300397,2.893608382,1.439091879,0.141484609,71.39462921,91.16527285,3.181096626,4.828823713,0.016344427,1.423651501,0.597683957,0.014241821,8.405776538,4.194905302,0.085887842,6.11E-08,3.16E-08,0.13769935,0.44087277,0.174903283,0.088323785,4.98E-08,5.20E-08,0.072312776,0.372076276,0.803240845,0.491074688,-2416.009762,3.044154582
0.736842105,0.115415941,5.295841569,1.075082193,2.130843051,0.828901088,3.397596535,2.263278459,0.413894987,0.102420484,11.33868427,22.59861737,16.94093607,30.85847762,0.440373777,2.553558174,0.718391504,0.018137638,5.341038057,4.344351556,0.14882895,6.21E-08,5.52E-08,0.084558078,0.446566594,0.170758863,0.100499889,8.17E-08,9.99E-08,0.048787327,0.332351902,0.652402654,0.337323414,-2394.92318,0.948500884
0.736842105,0.131526063,3.797174478,2.712264634,0.705491498,1.812568023,1.842776772,3.805158286,1.558843751,0.202229636,48.14500747,23.98435952,5.017680405,3.802798622,0.840192478,4.008535428,0.336690783,0.024662502,1.680749032,43.73325549,0.165884419,1.00E-07,8.18E-08,0.086391553,0.424785961,0.156722688,0.10748707,6.41E-08,1.36E-07,0.058727927,0.137642481,0.531311908,0.351071775,-2366.293283,1.906974552
0.736842105,0.137500431,4.163459503,2.958456436,0.613126504,1.963464101,2.70069287,3.773553199,0.674047385,0.209117677,36.68855577,39.5270975,8.317421613,11.15891646,0.234979386,0.539777785,0.401316763,0.005828671,0.894303539,37.91521767,0.125961597,1.19E-07,7.30E-08,0.117988207,0.314304774,0.17353499,0.20170955,4.67E-08,1.02E-07,0.066500543,0.324415692,0.560814869,0.468927279,-2389.52506,8.53604634
0.736842105,0.120367513,5.112898616,0.697597635,1.335481241,0.73305878,3.33550283,2.710570965,1.687190725,0.066449753,413.953153,57.86341574,7.324764728,5.130763978,0.382490391,2.779660627,1.131683943,0.053600584,3.287905085,1.344616771,0.123779613,1.06E-07,4.50E-08,0.074141307,0.427106403,0.160870982,0.131880208,6.93E-08,8.52E-08,0.082221183,0.335489152,0.616442144,0.368238676,-2378.368643,3.733683942
0.736842105,0.144959693,5.929015148,0.589580458,2.448540811,0.705106724,3.38298766,1.928186941,3.042480461,0.037183237,273.2171218,30.35921447,4.682989842,2.647454945,0.633986737,1.340726764,1.557709483,0.229443863,1.383355125,1.09384941,0.21396321,8.79E-08,4.80E-08,0.135314726,0.282605797,0.131921771,0.154423219,8.96E-08,7.53E-08,0.081770976,0.287835893,0.645600352,0.358725823,-2392.589417,2.609114692
0.736842105,0.099860511,4.103536755,2.305369652,0.505081638,1.714702432,2.07443024,3.759095097,0.931726642,0.10759682,31.0187337,155.0359598,5.256944307,10.4750911,0.068171885,1.738968444,0.693880515,0.097441254,2.330261785,1.562159558,0.12851203,1.10E-07,6.93E-08,0.091453438,0.35648881,0.185551953,0.12999393,7.61E-08,5.80E-08,0.107999526,0.307643894,0.470087924,0.490534587,-2414.142423,0.681799721
0.736842105,0.133444819,3.90004295,3.756657679,0.702576862,2.150591021,2.98176751,3.693698367,1.273433288,0.156899259,11.92192181,117.8014086,2.556618263,6.486974962,0.027419091,2.366822547,0.433659992,0.015337995,8.437604192,1.41426417,0.191883163,6.23E-08,9.15E-08,0.14384832,0.329927737,0.160886351,0.107324676,4.21E-08,6.63E-08,0.06612949,0.37229165,0.477066385,0.44116275,-2386.891847,10.12703318
0.736842105,0.117400444,5.779906225,2.63145563,1.843443563,1.705090024,3.331891836,2.746223556,0.711521691,0.026000424,85.82035118,67.94352843,9.515253152,12.12149864,0.02406977,0.401316088,3.150841764,0.043287295,2.045491437,1.844314489,0.171664497,4.10E-08,5.37E-08,0.096964989,0.503461159,0.101593501,0.063611073,7.36E-08,8.09E-08,0.062704533,0.255588845,0.433812421,0.477985665,-2413.182796,6.688863807
0.736842105,0.111671401,3.779143004,2.737320155,1.349429527,1.888493762,1.76956107,4.516859584,0.468763298,0.11660335,19.04517024,109.6152484,16.7953421,33.78458706,0.295228001,2.643849949,0.661615762,0.035317705,3.946028535,6.345536965,0.122601114,7.80E-08,8.08E-08,0.119101509,0.451524426,0.128956949,0.125177809,7.35E-08,7.96E-08,0.052637881,0.273409562,0.488921155,0.344455016,-2379.022219,2.701190514
0.736842105,0.108274359,3.812576153,2.610802556,0.858106158,3.270280839,1.549346475,4.907231313,1.97208556,0.062594931,16.80033125,381.3986338,4.815903981,5.923167879,0.372117454,1.593172659,0.74247561,0.006606536,1.518643455,3.671880565,0.146494313,7.80E-08,6.83E-08,0.174318963,0.411263866,0.107344831,0.103610211,7.18E-08,1.05E-07,0.056967493,0.272209937,0.48179415,0.343210904,-2372.075319,0.782892879
0.736842105,0.100301318,4.681480367,2.784128537,1.744431151,2.387443071,2.898988841,3.435218368,1.500919091,0.035054555,7.653871139,210.7544216,1.71698736,5.622108376,0.128678043,0.348639853,1.843225961,0.052761692,5.114267043,0.526567618,0.187953228,5.87E-08,5.02E-08,0.063557634,0.442826106,0.166011874,0.104862238,4.01E-08,1.05E-07,0.034788666,0.302792946,0.664402117,0.370461233,-2350.436624,0.168017435
0.736842105,0.123565785,4.822110877,2.16841603,0.841230708,1.591359706,2.685422157,3.731162599,1.877277676,0.085605599,157.1576714,170.595256,6.149208329,6.147322381,0.429159207,1.449345458,0.891905591,0.083592837,5.919141405,0.410968945,0.149424729,1.13E-07,7.33E-08,0.131408228,0.327582136,0.132638595,0.159322414,9.35E-08,1.22E-07,0.099623497,0.16664449,0.486116018,0.323635437,-2399.451301,0.415458439
0.736842105,0.095037969,5.295736966,1.710612034,1.733886324,1.064493476,3.423317967,2.18882798,1.043421199,0.041590937,41.92798589,28.0115637,7.058134396,7.024869968,0.739553923,4.756886707,1.459386481,0.008283598,21.05570958,1.88519739,0.221336165,9.14E-08,6.73E-08,0.151632712,0.267352987,0.170220379,0.113910437,5.91E-08,7.07E-08,0.075547032,0.281727657,0.648956113,0.347189186,-2427.816987,0.996951055
0.736842105,0.105736488,4.803256294,1.135981499,1.775955517,1.687471756,2.412679231,2.760391053,1.406239802,0.05698868,81.82172647,291.7347285,5.913223031,8.375013631,0.433588606,5.261322235,1.259412523,0.061519255,4.438955843,1.019296786,0.102904253,8.88E-08,6.01E-08,0.149974049,0.287935402,0.192460642,0.167331089,1.09E-07,8.43E-08,0.099394223,0.31108469,0.622633104,0.52150975,-2383.234344,3.63534698
0.736842105,0.111613925,4.593248149,1.846005239,1.965459697,1.189779012,3.200740312,2.927755925,4.945330703,0.059077535,118.745999,79.98780631,3.134365349,2.761724106,0.500626759,1.250091334,1.009050858,0.10041531,5.077149615,20.11761711,0.134788609,6.85E-08,8.65E-08,0.084557627,0.463531017,0.118468439,0.122017639,7.75E-08,7.03E-08,0.076636366,0.198606871,0.553801365,0.386424096,-2363.452389,0.736642572
0.736842105,0.134834668,5.651587474,1.111751072,2.184767869,1.656516333,2.736750025,3.164344281,8.059899323,0.11598636,106.5402156,131.4349178,2.343643408,2.874016782,0.156226516,2.705981991,0.500155145,0.045066089,6.699796075,1.146684446,0.29457939,4.21E-08,6.35E-08,0.088969034,0.295345655,0.146687752,0.104613518,4.68E-08,6.32E-08,0.069804436,0.266981015,0.628329635,0.346215095,-2392.111474,0.980469798
0.736842105,0.092360773,4.444003221,2.267635384,1.034931251,2.393026048,2.375043343,3.413367019,1.179966264,0.1097492,249.8863475,43.34927962,9.19069304,6.441822365,0.356917626,2.050725223,0.563954754,0.048088113,11.99194957,2.037268453,0.201119684,1.30E-07,1.12E-07,0.094604214,0.236561584,0.179546792,0.220520295,1.28E-07,9.95E-08,0.06764696,0.201038722,0.61148502,0.403250684,-2355.733423,1.799972035
0.736842105,0.13459609,3.855528158,2.682740688,0.990783485,1.378860204,1.873049774,4.196810692,1.558376277,0.106414755,18.11688834,60.60898165,4.736354973,5.30658478,0.362855012,2.050308172,0.753573259,0.012204289,2.403924127,10.87817576,0.187300118,4.82E-08,5.32E-08,0.147656676,0.399812066,0.107307114,0.119094176,3.68E-08,8.25E-08,0.038829629,0.193099893,0.579405829,0.298849925,-2372.887862,1.053509603
0.736842105,0.098970837,5.342842235,2.413564641,3.051060387,2.043710723,3.321891481,2.95069409,0.308097425,0.207555679,59.50360378,5.374521922,51.83978743,13.37359783,0.091514266,1.488367098,0.144285174,0.006430708,0.528079016,3.57375736,0.182190943,5.95E-08,4.09E-08,0.137468128,0.3873627,0.121867086,0.114936101,5.45E-08,5.82E-08,0.056174828,0.24266254,0.500555307,0.459818563,-2455.872742,1.514442959
0.736842105,0.120569147,5.456207739,1.961958283,1.469640246,2.105839745,2.989493588,2.914435131,2.173085822,0.021497395,10.97062694,149.3916253,1.67576931,4.349035451,0.126691356,2.439161715,3.380977345,0.044539885,15.73407808,0.509550406,0.117335654,5.59E-08,5.78E-08,0.12281306,0.394560402,0.13797663,0.130613323,6.59E-08,1.04E-07,0.096700648,0.377476115,0.587222001,0.388912761,-2387.432776,1.387381815
0.736842105,0.127138683,3.982148522,1.939753991,0.626584336,0.834242525,2.20118344,3.0903671,2.373756978,0.16685839,46.77900191,60.00027349,3.586567305,3.750029088,0.826496676,3.02404724,0.489177762,0.016010787,1.311537637,1.379197782,0.11094821,1.11E-07,7.03E-08,0.086685163,0.402220885,0.122972245,0.184176582,1.20E-07,1.19E-07,0.092996496,0.222652696,0.466592931,0.460057474,-2358.314066,9.879440069
0.736842105,0.105155826,3.905388473,2.147874032,0.778084247,2.529751201,1.512667789,3.878628968,0.457168203,0.093029763,78.68681533,105.2983385,43.70926154,38.73590886,0.606837539,2.320062744,0.544786192,0.018719624,1.490689416,14.57186415,0.152739578,8.42E-08,8.81E-08,0.117195078,0.280995107,0.170673756,0.158525776,9.55E-08,9.96E-08,0.119870337,0.317835936,0.616848259,0.416388135,-2371.941107,0.313237125
0.736842105,0.104932988,4.159718852,2.896527733,1.524603972,1.971210031,2.968706303,3.572902702,0.792103406,0.05942744,50.35420642,19.14537256,13.51602926,8.147023483,0.374553654,1.167530942,0.786007238,0.064731738,2.628162621,14.96190702,0.15216144,1.01E-07,7.95E-08,0.105094786,0.292990672,0.151296322,0.196160863,9.58E-08,1.31E-07,0.10229551,0.242086388,0.596717487,0.486783343,-2363.96691,0.310416649
0.736842105,0.127418934,5.074246261,2.001494712,1.190179512,1.708996906,3.266761486,3.026098143,1.270970969,0.055965957,136.033661,126.744064,7.478257118,7.64784389,0.330191995,2.539830145,1.097393635,0.081946943,28.21503194,2.704925547,0.132880269,1.01E-07,9.76E-08,0.062653916,0.422524313,0.150610209,0.148307032,1.01E-07,1.42E-07,0.083023819,0.382562258,0.428409925,0.248653536,-2398.046513,1.458367974
0.736842105,0.108826629,4.720223106,1.911900954,1.197683757,1.583030373,2.615165378,2.52573356,0.616066531,0.059741226,8.249285995,34.13850989,6.956647477,13.15677207,0.395854604,3.665533013,1.209170825,0.086681129,9.47448159,2.170041536,0.155806573,5.96E-08,3.19E-08,0.159882172,0.419682186,0.10299567,0.112706791,5.59E-08,6.38E-08,0.048926396,0.297369935,0.562897247,0.406116365,-2382.068129,8.882863602
0.736842105,0.10658175,4.183500138,2.536745317,0.934012458,1.573835976,2.505998411,3.34295701,0.925206188,0.114748002,52.99539595,88.89478556,6.813667165,9.256961505,0.563383055,2.722406771,0.668255356,0.039943105,2.211029843,0.993772492,0.280760273,9.64E-08,5.79E-08,0.080831144,0.28901388,0.144526364,0.119110999,3.91E-08,7.41E-08,0.085757073,0.202362157,0.655384686,0.41382478,-2370.468763,1.531298739
0.736842105,0.12228106,5.239493505,2.092948481,1.231068213,1.677961234,3.228906464,3.297180936,2.410692694,0.028222049,279.4647825,41.92740814,5.559006812,3.970120905,0.199189224,1.369287711,2.496667502,0.051711705,5.479543957,0.83599934,0.123287754,1.08E-07,1.19E-07,0.088680382,0.344460938,0.139596187,0.208608528,8.69E-08,8.27E-08,0.095365815,0.254854299,0.702135878,0.446180044,-2374.851985,0.372247406
0.736842105,0.136186068,4.860930862,2.078890639,2.407776183,2.014891975,3.359946255,3.145225477,0.78345215,0.173212724,84.88673023,21.38727382,7.966542063,6.976577879,0.081330178,0.597881635,0.293278305,0.015082493,0.825521775,1.400785217,0.214098948,6.50E-08,3.77E-08,0.073652057,0.414974002,0.101070019,0.135945138,4.80E-08,7.87E-08,0.060259609,0.370069522,0.545516201,0.475292472,-2421.010408,3.529592125
0.736842105,0.108918391,4.275660295,2.557617479,0.646808105,0.613672972,2.303224708,2.987593041,0.418099761,0.133418948,10.94727947,54.07088246,17.50768441,34.88791223,0.366617162,3.843057916,0.677581516,0.079883765,0.722957966,0.852719576,0.168658295,1.04E-07,5.67E-08,0.148943282,0.334499572,0.163215621,0.116856599,5.28E-08,9.05E-08,0.067826326,0.218929175,0.704731538,0.38004376,-2380.873042,2.449287404
0.736842105,0.129004612,4.404999283,1.469526369,1.593363652,1.343199986,2.422360923,3.408002791,28.97763154,0.070429868,102.5705351,19.41571111,3.066815274,1.619891712,0.532478334,1.430885387,0.88988651,0.011809174,2.713404885,5.312438919,0.222845853,6.85E-08,6.92E-08,0.097674612,0.382356856,0.116914212,0.087202451,8.40E-08,8.10E-08,0.093005714,0.326271195,0.456364319,0.506287131,-2370.801209,8.396528918
0.736842105,0.155166212,4.655048422,1.231551375,0.445403125,0.981631422,1.711357888,3.783785423,16.53402531,0.05860915,167.0442892,79.34763516,2.734147057,2.530676964,0.798451555,1.663339818,1.695688888,0.035897987,3.841784463,1.106240025,0.10495333,7.77E-08,7.03E-08,0.060646918,0.422132374,0.201555038,0.167700479,6.79E-08,9.60E-08,0.043011548,0.267089953,0.50484795,0.306087992,-2375.096885,6.832536029
