wL1,sigma,b1,b2,b3,b4,b5,b6,theta,alpha,D,L1,L2,wL2,c1,c2,omega,xi,P1,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
0.253164557,0.137744291,4.898827137,2.557631458,3.172684155,2.768390979,4.176481582,3.293140572,3.321336975,0.898236625,0.134405928,2.714065456,118.0567454,2.397262867,1.874586531,4.261226071,0.373582325,0.09719222,4.525397642,1.701141168,0.097104163,1.25E-07,7.64E-08,0.178944986,0.313927259,0.189685187,0.153029133,1.14E-07,9.84E-08,0.067308858,0.25945632,0.493763034,0.404333562,-2355.913402,0.717217574
0.253164557,0.298714956,7.706824582,5.492369594,2.453021048,2.488277463,3.820592432,6.752717405,0.509493853,0.702911352,1.131194119,86.50254367,1340.113005,21.21050833,0.113992569,7.298998192,0.727509824,0.771539338,9.109143175,0.631271261,0.140930674,8.80E-08,6.40E-08,0.091601507,0.46262997,0.115380952,0.110832094,4.26E-08,6.78E-08,0.078624541,0.113339422,0.560733731,0.483898819,-2438.143748,0.758977631
0.253164557,0.173588644,5.629662097,2.909387338,0.991468677,0.502982199,0.808461937,1.537270989,11.96221594,0.253250914,0.634942089,134.0244452,541.9692643,1.075934342,0.177972081,3.306028881,0.027697854,0.072834217,0.499000141,4.014728477,0.214878465,1.21E-07,8.72E-08,0.189389852,0.317888271,0.172016043,0.067572516,3.35E-08,6.51E-08,0.038254544,0.262370529,0.57646216,0.332465013,-2440.125659,1.703859628
0.253164557,0.089445784,5.308478743,3.722676355,2.860337223,3.354916758,4.195664008,4.242231764,8.583863244,0.880569709,0.03834926,3.678885488,192.4221392,2.024940645,0.042134396,1.727290262,1.645800922,0.371928579,3.09358232,1.226216408,0.165912863,7.50E-08,6.35E-08,0.162340175,0.300721518,0.183267197,0.121511231,3.77E-08,1.20E-07,0.066246719,0.337338006,0.549475459,0.3838466,-2350.563109,0.332491803
0.253164557,0.060209226,4.984505354,4.289117853,2.995635507,3.926181808,3.833503889,4.631088729,10.19910685,0.875149951,0.172529862,3.433713292,68.89635385,1.73318729,0.387219435,0.238463511,0.248755269,0.018068979,4.767875013,0.283905999,0.084607669,7.95E-08,4.01E-08,0.184746358,0.45559644,0.128002536,0.104628672,3.15E-08,6.33E-08,0.04241811,0.278883703,0.59689071,0.323959577,-2341.617544,1.651599922
0.253164557,0.103365294,4.269275288,4.384264865,1.844381653,4.320751389,3.047380328,5.232429458,1.570679013,0.867764356,0.116493704,3.092864965,145.1740891,4.153698526,0.33523916,2.673631497,0.46939634,0.106362222,4.703166231,0.860413524,0.101037508,8.43E-08,7.39E-08,0.195731054,0.292335829,0.147995898,0.145005339,7.15E-08,7.28E-08,0.11789407,0.314073376,0.676102204,0.313668985,-2354.240432,0.355958595
0.253164557,0.24756354,10.74730271,4.557368256,2.806006546,2.342503958,4.184135056,3.91932643,1.086604648,0.815300607,0.638646448,971.6675463,330.2082416,2.873493193,0.021086826,6.588467618,7.776581835,2.339011853,6.102537181,0.37237807,0.102133443,8.09E-08,5.49E-08,0.231019348,0.2529685,0.183057096,0.148736823,8.69E-08,5.66E-08,0.082084511,0.192294141,0.781811938,0.44315431,-2455.993784,1.352810516
0.253164557,0.196414066,7.020737704,7.310652125,3.725212134,4.885017102,2.801313711,7.351097326,1.39466594,0.647196341,10.14213073,234.953356,47.65980887,2.059708514,0.047804231,3.593216482,0.811839284,0.181452431,165.1379146,19.25191585,0.18039966,1.00E-07,4.85E-08,0.147655149,0.332130411,0.180613595,0.104665227,7.80E-08,1.06E-07,0.054535625,0.247060703,0.468231783,0.254420987,-2459.346536,3.361832635
0.253164557,0.086087193,5.286366399,3.972460755,2.999240038,3.721869503,3.842884078,5.112653179,0.342492227,0.872083596,0.102264759,4.378936985,302.7048776,56.66941216,0.023995166,0.555929781,0.800795462,0.080805288,6.751240458,2.638221397,0.214865885,7.09E-08,7.90E-08,0.124997491,0.340869102,0.164051742,0.095192018,5.63E-08,6.91E-08,0.060023487,0.457138191,0.701305217,0.373713766,-2357.299547,0.256021428
0.253164557,0.101071893,4.997759525,4.097154968,1.63014716,3.16808515,3.658697942,4.48246654,0.95324092,0.8489301,0.052604729,5.379989443,162.3865051,6.023494601,0.5859666,1.439493353,1.698380955,0.028347258,2.667328453,1.177383657,0.133293493,6.21E-08,4.90E-08,0.1111566,0.443182574,0.147566109,0.124033862,3.96E-08,8.35E-08,0.040767127,0.463294624,0.942353611,0.463376998,-2378.683405,0.618998575
0.253164557,0.131593978,6.534476085,2.533143276,3.62752544,2.504722227,5.182142344,3.482633485,3.184647925,0.869255595,0.160161303,7.412804982,576.9307525,3.061247442,0.099258761,2.877845064,0.419946041,0.069839891,5.798526393,5.233150627,0.1444743,5.00E-08,7.58E-08,0.172146128,0.347190704,0.168859853,0.113230216,9.67E-08,6.90E-08,0.054098507,0.585277572,0.607453974,0.340954177,-2364.691258,0.9807345
0.253164557,0.07431035,5.53611967,3.982623291,3.26167384,3.846414677,4.434185591,4.582666123,4.785001174,0.903882219,0.13730583,3.042466951,80.09561182,2.081585082,0.04468028,0.323767929,0.379135858,0.021981035,3.634367572,2.826473099,0.208953001,6.60E-08,7.44E-08,0.112072777,0.283922997,0.206430244,0.111149575,5.76E-08,9.70E-08,0.077471112,0.364801812,0.443852209,0.326481871,-2344.723633,0.390667748
0.253164557,0.22468959,8.381839856,6.139330102,2.740424788,2.003781416,2.986774061,5.183110675,0.993123005,0.693808291,1.514576737,289.4832914,758.239417,6.11108249,0.269170738,5.953991276,9.53981518,0.07803482,11.32457856,0.950413527,0.180668278,7.32E-08,4.70E-08,0.17724464,0.340612306,0.112712457,0.111026999,4.03E-08,7.22E-08,0.077735088,0.296889097,0.850138605,0.432541233,-2450.014093,0.26663046
