D,sigma,b1,b2,b3,b4,b5,b6,theta,alpha,L1,L2,wL1,wL2,c1,c2,omega,xi,P1,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
0.11440678,0.087223638,4.729832435,3.585700593,2.718867122,3.332926102,3.579656029,4.305633465,0.741412758,0.846934034,22.92633738,135.2992127,5.1461292,10.56050227,0.060742965,0.82637979,0.368231708,0.03086428,0.961032283,2.775104568,0.122804592,7.25E-08,8.60E-08,0.160463,0.359135767,0.161323781,0.160765251,9.18E-08,7.33E-08,0.035507285,0.355786418,0.533940578,0.344518035,-2335.49263,0.430276224
0.11440678,0.121738236,6.01316687,3.637620719,2.663551022,2.976640888,4.505972245,4.481384935,0.846593032,0.895118915,62.8363426,146.8560643,4.039379311,6.905617494,1.684222613,0.854976994,0.742617263,0.042119699,5.107098488,19.62021843,0.25489003,8.86E-08,8.55E-08,0.105467406,0.262657191,0.180173774,0.119098656,9.97E-08,1.47E-07,0.077712522,0.574694963,0.637051858,0.409581573,-2384.777378,5.233503502
0.11440678,0.107076614,4.501033426,3.6724966,2.359184496,3.258600886,4.215321989,4.487514929,0.329100984,0.920758837,23.71819938,47.00493372,44.43793787,57.64380558,0.704022562,3.11528729,0.527547503,0.01510921,1.078120922,0.536001591,0.213215924,8.64E-08,5.47E-08,0.161431237,0.255821071,0.161264909,0.09786415,8.62E-08,7.69E-08,0.110402403,0.333650249,0.420266132,0.479755997,-2356.623763,0.423391469
0.11440678,0.09144734,4.837972631,4.449036011,2.823785173,4.296166489,4.187654866,4.881780177,1.436945904,0.885664617,9.487700544,629.3863644,2.918057851,6.785860443,0.352193913,1.054273661,0.340593446,0.014903928,5.783834789,0.847936568,0.068001006,3.78E-08,4.45E-08,0.194808846,0.460017615,0.125613291,0.07882737,4.94E-08,7.03E-08,0.07273167,0.239775081,0.415362806,0.39332352,-2350.3891,0.302624517
0.11440678,0.289669482,7.071304705,2.632300607,5.362142486,1.447104608,5.681752124,3.101578538,1.558422978,0.813068305,166.9414908,350.5595302,3.487003399,6.00462606,0.027161676,5.66960993,0.316507751,0.081363576,13.94686472,7.00891066,0.160146554,9.89E-08,6.13E-08,0.106704148,0.393094339,0.152651786,0.115180666,4.14E-08,7.15E-08,0.072222233,0.706875944,0.460226635,0.447769479,-2441.32269,3.91038092
0.11440678,0.108735982,5.74818263,3.453226349,3.693344099,3.493557394,4.506191477,5.029593829,1.871809239,0.880408752,19.8577293,43.51731933,2.652879099,4.214256464,0.047792031,1.018637168,0.375693855,0.068439937,7.025545188,0.616494434,0.178710984,7.45E-08,5.92E-08,0.119565134,0.26407933,0.205924484,0.169848617,7.74E-08,9.97E-08,0.06187114,0.367325425,0.385332699,0.332209745,-2335.300486,1.8701354
0.11440678,0.074391001,5.916992439,4.680823071,4.213706856,4.403917638,4.439815443,5.278065516,39.6760943,0.876611411,39.3564473,49.30490599,1.966912871,2.17290253,0.292712556,0.635384344,0.177079141,0.009461806,4.399272062,1.463343101,0.158380939,1.15E-07,4.79E-08,0.132453631,0.370141251,0.163897477,0.123334926,5.85E-08,6.70E-08,0.051791487,0.335605361,0.379405383,0.453988352,-2414.600982,6.838511012
0.11440678,0.111388964,5.25077921,2.108374598,2.760113988,1.453433153,4.307614645,3.414173181,2.735497944,0.828252859,5.918778441,97.19765221,0.975164568,2.948852183,0.31586283,2.349554145,0.652809472,0.139238775,98.66474224,2.416211808,0.215419776,9.07E-08,6.89E-08,0.128104626,0.328121058,0.134450919,0.137284822,5.59E-08,1.29E-07,0.056618455,0.260446826,0.548617446,0.356629504,-2356.650764,0.386577405
0.11440678,0.113579525,3.196252231,3.260149038,0.617360948,2.868360477,1.98168441,4.419519917,5.309130165,0.809343234,124.2114376,317.2827053,2.903739183,3.477943218,1.381407364,2.992059083,0.4978727,0.029461706,4.126785643,1.744101177,0.076885309,4.43E-08,6.78E-08,0.121376356,0.481680527,0.111774164,0.120321501,2.87E-08,6.53E-08,0.087961937,0.485817684,0.534260157,0.393600058,-2363.649511,1.500558222
0.11440678,0.088281412,5.215171154,3.162480259,3.686521681,2.583603856,4.047841403,4.278320498,1.464218733,0.838829939,37.96469725,31.0109603,4.637648293,3.787423577,0.533333343,0.767248624,0.265259952,0.009210099,5.088071533,0.434865188,0.095759136,6.92E-08,4.86E-08,0.178248092,0.372356448,0.126839715,0.131758438,9.26E-08,5.67E-08,0.095037903,0.403690877,0.384330461,0.436197964,-2356.546371,4.639287139
0.11440678,0.072023065,4.493236091,3.882886652,1.931188523,3.367460592,3.615150213,4.643019925,2.273903739,0.864164747,12.23124662,23.47330736,1.753112421,2.889624685,0.131239036,1.966501142,0.48408992,0.047921368,5.632096162,6.62057894,0.206934755,5.59E-08,9.64E-08,0.114441119,0.291327456,0.180398115,0.122805195,5.42E-08,1.02E-07,0.084093051,0.374996806,0.372928371,0.398012232,-2388.522146,4.105101444
0.11440678,0.106663577,4.012036328,4.303964405,3.556843627,3.959236291,3.815401179,5.292090641,2.850358401,0.879551683,813.8858436,43.77036449,3.334629343,2.330625108,0.1654268,0.357911085,0.298608652,0.030128776,7.14484556,0.249038488,0.148700945,1.03E-07,3.92E-08,0.142582394,0.324343225,0.132248747,0.172081627,4.84E-08,9.15E-08,0.08004278,0.56831874,0.445550493,0.520810434,-2449.968103,2.656879599
0.11440678,0.050663574,4.996751346,3.956108141,3.411435419,4.016765972,4.227497732,4.814925921,0.672403965,0.910464031,19.45839014,27.42748274,5.314323221,5.968261987,0.439871134,1.977040679,0.238711908,0.032516431,3.486681418,7.682076684,0.213433488,8.64E-08,6.17E-08,0.177957449,0.33535192,0.105457024,0.077432658,6.29E-08,7.93E-08,0.090367171,0.430748906,0.652077313,0.404443722,-2365.658035,0.632373944
0.11440678,0.099653533,6.280425982,2.409788035,3.139338175,2.318481767,4.059478078,3.685937968,2.455040562,0.816088515,40.24788937,18.71264956,3.04154655,3.085927958,0.153049245,1.106950322,0.611943733,0.033385935,13.72010017,0.380359014,0.113065268,8.98E-08,9.97E-08,0.088145165,0.389612473,0.169035022,0.138804413,5.05E-08,7.66E-08,0.101337342,0.299537327,0.342363347,0.396946757,-2388.015756,1.188362157
0.11440678,0.075307961,5.010059662,3.463195103,2.807778391,2.836230034,3.618893577,4.31366512,1.687426405,0.81327947,7.284321411,40.12682295,2.167538354,3.871262451,0.238847434,0.664283029,0.368523694,0.042877447,8.203534145,2.7669886,0.205266218,8.78E-08,8.34E-08,0.078237249,0.388524787,0.144197099,0.138544447,4.06E-08,9.93E-08,0.04522989,0.281924097,0.442127059,0.28651857,-2340.428399,0.46739745
0.11440678,0.079008807,5.215982683,3.960756993,3.584951131,3.388663207,4.418361398,4.33483609,0.59427869,0.885068267,97.51323666,108.8908982,12.71161085,18.0970039,0.085724748,0.139311277,0.416335266,0.107015724,5.929467492,0.829573772,0.16960983,1.31E-07,5.13E-08,0.121308627,0.334118879,0.17821444,0.153363204,4.64E-08,1.08E-07,0.043384683,0.3667699,0.71736295,0.398452041,-2363.230307,0.821796759
0.11440678,0.126734912,5.258048085,3.514221266,3.266537804,3.28432565,4.484997927,4.390928488,0.649625839,0.880250835,25.68591375,13.72028582,10.42301737,10.1072893,0.212444153,0.656125819,0.438722926,0.041703199,4.818806341,13.30639562,0.086816339,6.75E-08,5.95E-08,0.147127752,0.409602582,0.192397484,0.123987663,5.25E-08,8.67E-08,0.040067914,0.316742346,0.286333624,0.53779645,-2326.698277,1.448336291
0.11440678,0.059217369,5.041769783,3.338573568,3.511082867,3.51714699,3.920148513,4.692188385,1.786957267,0.893803542,8.859951005,39.10088468,2.425324794,3.61916371,0.52359905,1.832865647,0.284379672,0.016412419,6.177810431,3.569693379,0.158605773,8.11E-08,3.72E-08,0.220860345,0.251510103,0.169286846,0.157372375,9.51E-08,9.17E-08,0.042364253,0.417123,0.515587933,0.60157823,-2356.128847,0.394436151
0.11440678,0.069328575,5.157062562,4.441831008,3.881811016,4.208875011,4.590204247,5.068350018,1.013552421,0.886168876,71.55960005,199.4167535,4.727945545,8.075925794,0.085458502,0.395332089,0.22908998,0.018191287,7.844643452,0.134175897,0.213431758,7.15E-08,5.17E-08,0.166775431,0.335733839,0.118336822,0.113698889,6.33E-08,7.94E-08,0.052022996,0.586307825,0.432814184,0.427102452,-2337.854983,0.682203491
0.11440678,0.142853265,4.386995043,3.359942135,1.615428165,3.020271632,3.197269964,4.881497719,0.559954764,0.897286162,138.1744578,100.6043522,22.62267632,23.74733143,0.279960891,2.688036073,0.62963597,0.107429738,8.708176932,34.8714996,0.139167404,4.28E-08,6.78E-08,0.178674055,0.3567718,0.151607776,0.106514682,4.61E-08,1.24E-07,0.067264002,0.239724376,0.445059766,0.574787205,-2356.402992,3.050269665
0.11440678,0.122439233,4.659133646,4.004163834,0.100024142,3.195851076,2.73388308,3.815695629,0.494180096,0.784738604,12.82524976,36.88397766,13.33195643,21.6493452,0.341337994,1.668559518,0.510834694,0.013879409,3.934497391,0.77546291,0.168929255,4.63E-08,6.71E-08,0.139977026,0.427145663,0.09053261,0.126303581,2.76E-08,5.49E-08,0.047111669,0.295006426,0.400524519,0.332289672,-2368.980735,17.66481366
0.11440678,0.095444099,5.246887219,3.240489124,3.006010723,2.762581701,3.841433545,3.961665173,0.812127486,0.821263116,18.03385898,406.3656323,3.700790515,11.1766357,0.078197073,0.54692804,0.434088225,0.083904635,4.25615576,0.636387889,0.186949938,7.96E-08,6.85E-08,0.122867535,0.410608355,0.133706738,0.081809322,3.71E-08,9.93E-08,0.064057828,0.374267693,0.605328548,0.297266997,-2356.376845,0.878466517
0.11440678,0.126027132,5.009677469,1.697320686,2.286628852,1.798229747,3.390924477,3.73002339,3.270070414,0.813521366,152.4156782,150.5854804,4.370155841,3.560333689,0.911061448,1.845053023,0.447715337,0.063877522,1.390191844,0.298227303,0.160717005,6.43E-08,8.10E-08,0.093573761,0.388561435,0.141990694,0.156175731,3.07E-08,7.13E-08,0.058981125,0.183521082,0.473415633,0.344621591,-2353.435718,0.355995442
0.11440678,0.126560481,4.311642295,3.703191646,1.168825019,3.848587659,2.401213042,5.154956673,1.782682837,0.887525378,33.42457379,50.03094919,2.436848744,3.747299861,0.098535683,2.917289787,0.704599053,0.104720635,10.63623203,2.731011849,0.165393417,9.09E-08,1.20E-07,0.179279472,0.327930638,0.137307951,0.101774203,4.00E-08,8.93E-08,0.088313979,0.483113567,0.496472977,0.273603849,-2370.880935,5.580864791
0.11440678,0.147616258,4.602785898,2.603654077,1.557738639,2.462685377,2.879180618,4.046564394,1.629623062,0.813432054,18.09707735,528.5452269,1.822834948,5.588657908,0.793601694,1.932947824,0.827342241,0.062551466,10.51144851,5.297491092,0.150614987,8.35E-08,4.34E-08,0.120505428,0.374863784,0.146221147,0.151976626,3.17E-08,9.43E-08,0.055817775,0.291127299,0.651132289,0.322543501,-2370.487676,6.457549024
0.11440678,0.082829497,4.697312083,3.548718179,2.841829713,3.231569702,3.791620662,4.345606923,1.880131486,0.864517902,13.93002667,71.51644365,1.929457667,3.799863092,0.122973548,0.396286992,0.426046017,0.038102285,1.074282458,1.385421965,0.145247964,5.90E-08,6.55E-08,0.128002669,0.361546629,0.139580158,0.156018351,5.10E-08,5.19E-08,0.069604001,0.305976516,0.499686171,0.368501186,-2327.319182,0.262988584
0.11440678,0.09871406,5.164526868,3.319924519,2.80042995,2.692086185,3.730219247,3.663554288,1.21297309,0.846030012,77.20152457,58.22957017,4.441550747,4.924827683,0.284691722,0.818025872,0.412117738,0.052725884,1.247016107,0.401526745,0.117254483,4.69E-08,5.51E-08,0.128084385,0.460892261,0.113334712,0.104035603,5.47E-08,6.23E-08,0.076398337,0.300137319,0.397194367,0.37504411,-2360.264813,1.177865039
0.11440678,0.091097649,5.590545453,3.081080512,3.736206814,2.75557332,4.381693213,4.123703872,0.807461369,0.852018829,2.227237744,29.79978203,2.136758593,7.870878608,0.293590284,1.170747103,0.353269765,0.013459002,28.1170373,1.231581584,0.190551845,6.00E-08,7.42E-08,0.115830764,0.330656592,0.152230262,0.144440998,3.85E-08,9.91E-08,0.066289268,0.315647781,0.504973569,0.291847768,-2338.314552,0.425239137
0.11440678,0.08576058,3.480601452,3.055374161,0.689712994,1.776425061,2.747136939,4.543484208,1.975625656,0.875144065,67.81409325,16.1057571,4.402559152,2.838278427,0.673908385,2.628656987,0.689492383,0.110074216,9.134776918,16.37024987,0.122083467,1.15E-07,9.55E-08,0.177838865,0.278633455,0.187417135,0.15857177,6.74E-08,1.02E-07,0.075454929,0.305453294,0.448795786,0.540117906,-2379.800404,4.402853236
0.116949153,0.075481092,5.022946275,4.238731734,2.800224991,3.283990469,4.021553916,4.475140381,2.233450413,0.855594932,17.30364311,200.747069,1.773822097,3.931536346,0.131847976,0.163054558,0.282394116,0.026827688,2.124873407,0.244918552,0.21791336,6.35E-08,4.82E-08,0.106403545,0.364309485,0.137610274,0.107481909,8.61E-08,1.26E-07,0.066281103,0.370138806,0.423671653,0.283888539,-2341.846843,0.785759125
0.116949153,0.130688408,3.903633244,3.598657324,1.596776281,2.764276568,3.573207072,4.12925796,1.81759316,0.832250096,53.37236511,32.13688389,4.759484957,4.06537289,0.653754521,1.370917281,0.417241531,0.054893963,5.06589596,1.250697213,0.155115253,4.52E-08,6.95E-08,0.16587377,0.35076847,0.116658167,0.149419699,7.72E-08,6.13E-08,0.062164388,0.240694077,0.600046218,0.373900202,-2352.82964,0.341992638
0.116949153,0.138186427,4.773335737,3.335289635,0.900622917,3.530124235,3.383388728,4.631227279,0.80670536,0.875935141,69.91138209,40.35053623,11.77991056,11.17639249,0.356273863,3.949999422,0.517233849,0.083659293,52.05143232,0.845734508,0.182858271,8.50E-08,4.80E-08,0.186449085,0.263592023,0.14778309,0.147975112,6.73E-08,9.51E-08,0.071342122,0.323783369,0.428107053,0.265244915,-2353.137328,2.902568204
0.116949153,0.072478844,5.2622667,3.732519807,2.919618079,3.378161051,4.287694633,4.125504546,1.135899553,0.875933687,23.91346215,15.15138768,4.317117687,4.148738807,0.357759713,0.568361132,0.337360166,0.046588111,15.87665696,0.506063836,0.078366647,8.66E-08,5.48E-08,0.176430689,0.478965383,0.095557871,0.103223985,6.68E-08,7.75E-08,0.067455138,0.317703661,0.389581696,0.336847723,-2319.394135,0.548590545
0.116949153,0.1212764,5.146886275,4.383175548,2.910415745,3.601724301,4.61937199,4.749793911,0.469246028,0.895406013,45.84927699,394.5677977,10.3922895,26.12370127,0.238489383,1.12020404,0.557772701,0.141446578,2.338945168,1.968429922,0.188775042,1.43E-07,1.04E-07,0.140291278,0.288256061,0.162000081,0.133818108,1.01E-07,1.14E-07,0.086858967,0.353507545,0.730642651,0.347832616,-2378.422673,0.450484941
0.116949153,0.089736367,4.992582256,3.127860758,2.325337259,2.668777431,3.509436307,4.027447827,0.339621169,0.83246229,49.54437558,4.698144034,40.21916756,5.828005035,0.167115214,1.229043681,0.504600488,0.01508539,4.522905274,10.3868964,0.152249207,9.35E-08,6.83E-08,0.16854929,0.300076865,0.147720993,0.161212827,5.20E-08,1.03E-07,0.070190502,0.278057639,0.493589175,0.370411611,-2475.676239,0.65325703
0.116949153,0.094146769,4.506403637,3.04400464,2.186294519,2.728824597,2.805773675,4.32083991,0.874776365,0.834916271,84.29430833,99.68166334,7.432795148,9.877585103,0.48020062,1.492528757,0.48496144,0.073976337,1.866616216,0.34380477,0.172935078,6.11E-08,5.82E-08,0.091490248,0.391910165,0.131756197,0.160090799,3.74E-08,9.74E-08,0.051817259,0.304620078,0.307682357,0.424189792,-2337.986439,3.741558172
0.116949153,0.098630978,4.324753264,2.398338204,1.600402138,2.543462992,2.672909304,4.150692282,4.457673289,0.850915904,55.62217952,233.7242173,2.901334613,3.796758899,1.228457226,2.387704784,0.50504186,0.045145245,1.981352772,4.775199848,0.169040611,6.68E-08,4.62E-08,0.146883513,0.364637795,0.140166428,0.115994928,4.53E-08,4.92E-08,0.063276518,0.282706517,0.595544803,0.447239555,-2383.849794,0.70751859
0.116949153,0.084934445,4.447492724,2.969040909,2.358577947,3.082165621,3.587431878,4.422999462,16.49927043,0.868613085,38.86993302,13.15169175,1.825590202,1.382245241,0.533451594,1.44431463,0.460953212,0.028775361,3.204279268,5.963535884,0.166280152,4.42E-08,4.12E-08,0.208464365,0.347631748,0.115557548,0.098333547,5.01E-08,6.50E-08,0.063732439,0.494930581,0.45963352,0.455647266,-2350.78054,4.993318593
0.116949153,0.08981264,4.304363558,4.094429629,2.341986881,3.427259773,3.621713365,4.84401756,1.945530388,0.884785635,28.66269678,546.0979536,2.597718926,6.232043174,0.269616827,3.086504989,0.426543762,0.023129726,4.519260994,1.814904658,0.221784508,8.49E-08,6.27E-08,0.125457521,0.349444483,0.120643104,0.126244224,7.49E-08,6.21E-08,0.056425875,0.613535277,0.392778562,0.486124735,-2355.312782,0.263788803
0.116949153,0.104062279,4.01933949,3.479907543,1.629852248,2.751096811,3.163909356,4.749425448,3.983021644,0.869137842,55.35719995,10.46944695,2.865285338,1.828929868,0.443725536,0.987997524,0.538558415,0.103758355,4.018368205,0.181720691,0.083509106,6.54E-08,9.97E-08,0.24031189,0.289211674,0.112589021,0.192544036,9.75E-08,1.09E-07,0.081833901,0.255904425,0.486257303,0.36611002,-2352.311735,0.849724009
0.116949153,0.121940514,4.829059276,2.478506775,2.814714037,1.725449695,3.635878339,3.799504391,5.131363095,0.858775058,120.7420234,99.53058632,2.627010531,2.830438403,1.023112624,2.243230714,0.504168996,0.057085513,7.865927841,3.102248382,0.122233546,6.14E-08,6.58E-08,0.097318523,0.387835178,0.150644575,0.142109583,9.24E-08,1.33E-07,0.099858243,0.348218658,0.459191648,0.486744653,-2343.028482,0.835745111
0.116949153,0.108605928,4.901792522,3.099890148,2.229410091,2.328367908,3.618042185,4.410312687,0.59809204,0.845930484,83.14667259,30.69724775,19.75066236,16.28559137,0.277321787,1.681105217,0.513887216,0.055635353,78.15599917,7.015405103,0.134002065,7.81E-08,6.55E-08,0.089386048,0.266856949,0.227644738,0.176907465,1.10E-07,1.16E-07,0.105202365,0.276379382,0.409377717,0.543061055,-2334.185294,0.526385088
0.116949153,0.138572479,3.290617524,2.901932781,0.701257418,1.789760874,2.4610567,3.857371441,0.832817199,0.771252014,227.9661889,37.38160196,13.09227292,10.01386184,0.759753073,1.985549663,0.664042828,0.009053369,1.257924842,2.049072747,0.148659353,4.88E-08,4.20E-08,0.063264999,0.437263689,0.12218632,0.170286443,5.21E-08,5.04E-08,0.058339003,0.226573469,0.525840314,0.409711902,-2354.108232,0.596537909
0.116949153,0.120860659,3.629901431,4.035263265,0.632291514,2.723575494,2.982847797,4.669160042,0.637256945,0.868967075,63.10662855,40.54973028,10.04968625,11.01411458,0.379414391,1.788893743,0.760467765,0.113523692,4.423524321,25.64547411,0.2188592,5.61E-08,4.31E-08,0.136579415,0.293433696,0.160563855,0.119348714,7.24E-08,8.39E-08,0.071214865,0.220081177,0.369464066,0.546271168,-2376.431229,0.950335048
0.116949153,0.10929045,5.073750653,3.84643464,1.887047296,3.004515218,3.145535266,5.281370045,11.33794808,0.827273508,200.6785726,300.1993689,2.72488464,3.444865254,0.090703656,2.138772485,0.685080951,0.037103296,54.40537208,0.809087633,0.130013443,1.39E-07,1.02E-07,0.165076461,0.353108494,0.147582675,0.153896984,1.19E-07,6.12E-08,0.050321523,0.280355919,0.442765703,0.323350219,-2399.401083,8.013446898
0.116949153,0.108163565,5.978596235,2.584737821,3.312215667,3.043830529,4.357060877,3.950634087,3.742706098,0.876482818,245.7078869,62.94939313,3.445185867,2.900722438,0.55574498,1.201609326,0.320677032,0.041080086,9.52844371,11.41514297,0.07304054,3.93E-08,5.16E-08,0.15638634,0.446341502,0.145508978,0.133292661,1.02E-07,1.04E-07,0.045429682,0.371978667,0.46224107,0.365958096,-2335.666645,0.46202459
0.116949153,0.137386113,4.206041811,3.009757185,2.538962237,2.388809869,4.099915737,3.571915214,0.966119876,0.856768244,70.82711332,57.78334091,5.498284811,6.80239609,0.56878433,1.72566819,0.550945599,0.011373369,1.046858527,14.04782263,0.263775017,8.44E-08,9.82E-08,0.104425619,0.30053963,0.153493294,0.109554975,9.46E-08,1.14E-07,0.068211073,0.600930067,0.48729023,0.435913197,-2392.076323,22.83075304
0.116949153,0.108274588,4.133079889,3.552889364,1.289589142,3.030755408,2.858995693,4.377113816,2.931486707,0.784232314,38.38778266,9.144504342,2.576112793,1.318776759,0.418815248,1.018305651,0.442062011,0.022722716,1.32129827,0.651706986,0.148318136,8.77E-08,7.38E-08,0.118612814,0.41135265,0.106886358,0.130061379,5.19E-08,4.49E-08,0.084768404,0.193168971,0.473224438,0.309931535,-2381.618257,2.938577961
0.116949153,0.048875013,5.134065445,3.359176789,3.291770136,3.361666888,4.401452287,4.546168894,1.777563627,0.907174637,6.845523065,43.97735065,2.204003844,3.279011348,0.504995544,2.439572823,0.356467187,0.023323153,3.911310777,0.08552369,0.190418898,6.74E-08,6.07E-08,0.159200745,0.293154347,0.150352427,0.119693733,6.87E-08,7.70E-08,0.087179575,0.291526956,0.479985418,0.450496388,-2360.270156,2.167411102
0.116949153,0.163281958,5.384328801,2.045384258,2.465362378,1.213540941,3.755657307,3.444641708,1.372274501,0.862382792,75.10346174,169.5142105,5.570097302,7.222358498,0.630142962,2.744415813,0.533333943,0.268790669,21.29121586,1.724123364,0.161798795,1.52E-07,5.56E-08,0.174478563,0.253901539,0.142595202,0.213070059,8.70E-08,9.30E-08,0.054155454,0.261180315,0.409512011,0.437651624,-2379.920686,6.087295684
0.116949153,0.074047522,4.99977986,2.862898868,3.180219626,2.902849061,4.071000644,4.164758453,0.566841197,0.896810856,3.51451806,42.80764995,5.225745669,13.53512998,1.049771028,2.789718923,0.35197379,0.026521984,1.721055464,0.119335537,0.080737497,6.18E-08,4.81E-08,0.197551051,0.427383521,0.130520532,0.109200569,6.06E-08,8.40E-08,0.054606576,0.383165271,0.4030312,0.417485507,-2333.487355,0.495625352
0.116949153,0.145672872,4.065011256,2.651073459,0.788024521,2.614651619,1.899215225,3.607014048,1.267613349,0.775898286,34.78812584,669.4311632,3.716922435,9.559268002,0.544175721,3.046666015,0.694712034,0.131301817,3.060438117,1.436270482,0.123548243,8.85E-08,4.67E-08,0.091363943,0.417311769,0.140480608,0.150416243,1.07E-07,9.47E-08,0.076878858,0.304419079,0.527334303,0.354567548,-2370.440296,5.777427066
0.116949153,0.112719868,5.847742583,2.829208999,2.59115672,2.760945644,4.596374263,3.62125936,0.511736397,0.909668243,13.81158662,8.14525971,5.467272665,0.548581599,0.956766925,1.67839452,0.8026425,0.035917925,4.335675972,1.962902579,0.156532453,9.70E-08,5.94E-08,0.149744361,0.376932034,0.135170512,0.109055413,5.15E-08,8.79E-08,0.072564931,0.445733335,0.53239551,0.66864586,-2368.006292,0.377940952
0.116949153,0.100773609,4.544233701,2.82131214,1.644076776,2.614661949,3.152362483,4.061517481,1.461154127,0.850341247,49.13385623,92.84641734,3.548270724,5.100832544,0.428633725,2.362603667,0.530504317,0.093545817,7.276371186,0.211106485,0.191023382,8.76E-08,7.82E-08,0.115429476,0.354219794,0.146583924,0.134050826,6.96E-08,1.22E-07,0.058692241,0.366987788,0.408220149,0.400721977,-2336.26291,0.551293492
0.116949153,0.125030798,3.619916662,3.588140711,0.693236528,3.245055157,2.20818257,4.770522888,3.018192415,0.864434407,25.69360448,111.4876958,1.387777085,2.763036672,2.968920142,3.404596806,0.663622064,0.261788757,5.290221217,1.025849727,0.10022881,3.63E-08,5.51E-08,0.15692127,0.428614601,0.08502801,0.13753162,3.25E-08,8.44E-08,0.091675481,0.369937861,0.574385585,0.405426682,-2352.669404,1.370311303
0.116949153,0.119543455,3.224827657,4.70271626,0.81220161,3.15384218,3.061741084,5.537900249,0.691012013,0.834661711,23.12798636,29.56111442,14.8741296,14.28109849,0.244278679,3.608462927,0.513520347,0.027825227,2.724073609,0.385967325,0.087766047,4.24E-08,6.06E-08,0.217373705,0.323131381,0.144426507,0.107210185,9.27E-08,5.92E-08,0.120091921,0.338943762,0.377784385,0.380359122,-2391.180032,0.53783391
0.116949153,0.103856813,5.835893005,3.416826324,3.812945676,3.344218441,4.405985907,4.786106835,0.52752869,0.886121168,29.39998222,84.45972106,12.43794856,22.62725761,0.039692812,0.861477966,0.346014133,0.022754887,5.465858011,10.08474665,0.152477601,5.88E-08,7.67E-08,0.162539421,0.307215826,0.151260326,0.128693299,5.28E-08,7.82E-08,0.09781326,0.473831653,0.428424629,0.339293826,-2358.984055,1.952551007
0.116949153,0.083753235,4.914145094,3.056674815,2.561967382,2.873874639,3.992444822,3.939163013,4.6832248,0.858505127,18.41201148,35.01856524,1.925147496,2.162828596,0.754713851,1.507264457,0.318631359,0.024045463,25.55150743,6.834182939,0.104573294,9.56E-08,4.97E-08,0.146639553,0.376513473,0.137664963,0.150335493,5.06E-08,9.44E-08,0.084272934,0.339085405,0.538325782,0.363061923,-2331.647014,0.331639271
0.116949153,0.173952949,6.152477412,3.235227823,2.33076085,2.658971615,4.205768435,4.400221131,0.895212672,0.85159178,137.890277,49.88432136,4.575028636,2.596898392,0.330587743,5.334993684,0.776263005,0.072872928,9.458927118,2.286781036,0.157758535,1.12E-07,9.31E-08,0.143366498,0.390879429,0.133617555,0.103764186,5.49E-08,9.88E-08,0.07061344,0.693308223,0.505048359,0.445776418,-2455.617496,1.149837596
0.116949153,0.103408815,3.804292027,3.906183774,1.191399444,2.749921046,3.004244057,4.834866027,1.284192933,0.879553889,18.14523602,106.6177723,2.931716409,6.199303382,0.152647535,4.52421677,0.661777371,0.12059967,2.91927306,2.638950484,0.218237216,8.68E-08,6.90E-08,0.202563936,0.265644912,0.12789598,0.099917856,7.63E-08,8.98E-08,0.085739779,0.342898423,0.661149555,0.427555333,-2356.532238,2.210606878
0.116949153,0.08824664,4.659150692,3.864832031,2.428121902,3.447344785,3.900474764,4.306596488,1.785161961,0.884490939,51.0272889,49.76837364,2.865486807,3.697758119,0.229192375,0.461849511,0.496945255,0.035963789,13.8582776,1.054356651,0.165179353,1.13E-07,1.45E-07,0.114576536,0.315572699,0.167539849,0.150379447,7.13E-08,1.19E-07,0.086751669,0.398511466,0.448205018,0.381473483,-2347.910868,0.353060317
0.116949153,0.146645637,4.67293893,4.257324569,1.732285175,2.923040823,3.496232502,4.382106529,0.547996698,0.780217996,120.9835947,103.1171025,10.19551394,10.53600685,0.638331383,3.540776871,0.651636263,0.309461251,4.876478489,0.292112051,0.091322517,5.32E-08,1.07E-07,0.085336132,0.456431452,0.139975861,0.109224414,5.70E-08,8.81E-08,0.117709319,0.559961171,0.50792422,0.494210268,-2456.760442,1.980610958
0.116949153,0.108016558,4.95944968,4.316448145,2.565130104,3.548382058,3.854045535,4.709115154,0.966091189,0.853109291,6.31344848,36.0624561,3.384392194,7.003342623,0.103422989,1.060129529,0.500963813,0.045004753,23.40009377,1.657496547,0.24331501,6.16E-08,1.09E-07,0.0931309,0.351668251,0.137732504,0.120209681,4.38E-08,1.06E-07,0.053943334,0.332944511,0.519815383,0.323406878,-2326.442282,0.260441897
0.116949153,0.107206459,3.363656351,2.846789463,0.27272716,2.756873877,2.728385727,4.212074552,1.956538963,0.84183765,110.2996465,92.9037383,3.601388729,4.451277215,1.7336955,3.065277439,0.642785091,0.169955222,2.927031716,0.197272102,0.155052213,1.02E-07,6.57E-08,0.088775995,0.384755799,0.125808419,0.157806531,1.40E-07,9.49E-08,0.08780064,0.367724435,0.451099463,0.332061831,-2358.276392,0.561587759
