sigma,b1,b2,b3,b4,b5,b6,theta,alpha,D,L1,L2,wL1,wL2,c1,c2,omega,xi,P1,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
0.023286571594491,4.77958207011192,3.84811100839523,1.03123487962388,0.819031942027915,4.62447803145726,3.20358422045121,3.31422421580423,0.873974351276355,0.053182995155164,36.4839551269381,9.48369246574383,2.01557297879237,1.55850941214446,0.249761229458287,1,0.671732773919426,0.909019704105982,0.319939075074469,13.1732675871983,0.223179473248212,3.55588409456171E-08,3.45933531129531E-08,0.215794844319068,0.217394407125614,0.063252378653461,0.058887374569048,3.86760151083612E-08,3.82571398528543E-08,0.221491374999248,0.005053787228584,0.579089122945573,0.473696943455872,-507.71302193056,0.116870943665546
0.073110800094833,5.19293638216708,3.5251110663318,1.4746269167831,0.274405231750051,5.16092689349608,3.41313061629963,2.29988866941948,0.878989854874366,0.048715708459356,13.6960302429711,24.6695880433552,1.36974859434319,2.28861115759011,0.027448717398379,1,0.960401429810475,0.560057503537563,0.567350568371746,1.87217389218996,0.277909518397681,4.03976854303103E-08,5.61699138915872E-08,0.209173495213608,0.203921277009935,0.063591408825607,0.077899092191016,6.95904409016214E-08,3.04954119402219E-08,0.167505011708701,0.007049393166461,0.450323017650356,0.569989453030541,-508.565582054529,0.158937718136906
0.040280829459363,4.95686085575006,3.7193220909613,1.71092728095997,1.70850322079738,4.70908280342358,3.5448802660058,2.93564005896265,0.891545254818103,0.050011610078982,61.420864350155,11.142971733735,2.39277951660138,1.52813306214731,0.96463812803289,1,0.667255325551318,0.844970208661788,1.34187140895947,0.301532228424448,0.201734641273602,3.4960974929956E-08,6.09304989629772E-08,0.121901340971012,0.18495717331184,0.119146090382778,0.077687320950127,4.87584760697661E-08,4.95250329741083E-08,0.294573238935658,0.006032407977026,0.531810179445818,0.445005817969528,-508.804232627244,0.138056464057783
0.032572665915942,5.75041434425177,4.62896566776281,3.69444217648774,4.00535382325356,5.67664155896503,4.92444662456888,1.39081500760988,0.938296821421918,0.025452751821504,34.4354946502115,49.6823648000417,1.75892226651825,2.2555750524163,0.815136821363153,1,0.891041394697566,0.345331948289304,3.96332540959965,6.76988828565367,0.096825846548949,5.79244955319819E-08,7.76004906965833E-08,0.102929151233496,0.073265629577366,0.123331109516285,0.131041646648179,1.00915680623594E-07,1.18824549796014E-07,0.472606261210509,0.020492492980965,0.482082052817362,0.579721169783147,-509.228313865637,0.619169951090688
0.094496709232005,5.40164190190502,3.5514719789289,1.98761099177897,0.654423078347713,5.5911538578568,3.60255564972402,1.11420513594335,0.910683754206011,0.060669149579556,48.020453880974,6.49720342400164,4.12834765434792,0.643977866211637,0.16606510613234,1,0.634840643501316,0.721351805157873,0.758644330430327,56.283207552343,0.189428942593304,4.69217663800108E-08,6.72375608911306E-08,0.155106413821223,0.122029927478354,0.084203555803418,0.13111732654017,6.02836500355601E-08,5.70112544636135E-08,0.3181136023093,0.008494976108243,0.450992173258278,0.599600036052643,-509.463704639079,0.058782872553972
0.068817341300324,5.3419138000052,3.56034103724499,2.53985385227045,2.32819838368942,5.1555452382098,4.02305650523257,2.77139810949638,0.903490637190561,0.041216886063853,86.6928275285585,75.421610034237,2.0677694274693,2.13490472154374,0.98729779290807,1,0.810093750258384,0.135502774829912,1.4347362636085,5.24319918726468,0.356498036025302,8.17104719485637E-08,1.00030154996427E-07,0.118714222708268,0.103010745219965,0.091112949865399,0.152772145255756,8.93467794767105E-08,6.69697821727676E-08,0.177891562868121,0.014222900726575,0.410900244514922,0.388132128477642,-510.54513019911,0.041633729739105
0.060222905090556,4.95103224803748,3.00818946698343,1.4622089378185,0.971142032492971,4.85566414760903,3.51422474492782,0.724356677599315,0.914933806012251,0.050997170193001,19.9383259308941,5.86106924626533,7.29494061109675,1.40114819238866,0.820520132351976,1,0.872104246326723,0.622477694268389,24.4282801879885,17.8720210268229,0.066462778912253,6.3247716587166E-08,9.51366224720068E-08,0.081316394135707,0.347290326474419,0.315942107273622,0.124474369519981,4.89939076645606E-08,1.04420958708645E-07,0.064513711884814,0.008223630881877,0.4692545877179,0.409484778183942,-510.871983455827,0.152385834832095
0.066409513457845,5.68329447777057,4.15399464049727,1.96204417194108,1.59407778332997,5.59311325076567,3.99058916221364,0.817687444261105,0.887313508488278,0.057137395161328,36.1765769482542,34.8990186184925,4.63817300043666,4.24298872736248,0.078607336538655,1,0.577580667075429,0.289410150812447,0.963586744661643,0.696766394178886,0.14154095548065,6.86345772806909E-08,5.01158238499547E-08,0.154722448207118,0.035218713249284,0.113650675694372,0.192754785997444,6.48784310074263E-08,6.12134102476209E-08,0.362112176528891,0.011083419661797,0.566273350750775,0.422323943487422,-511.370491588687,0.142754826280936
0.061955098950117,5.19532838105896,3.61409206626105,2.31530434406507,2.97292841555425,4.67951961420888,4.13622809871506,0.860626870819191,0.911518272144859,0.043302160480087,82.2010814559345,11.6528863743628,5.96042481429107,1.04184881539886,0.663045120671278,1,0.682209533814215,0.44175790205618,0.787616828451286,0.392347249991435,0.08745339249601,8.55782641835191E-08,5.269137210393E-08,0.23640420062067,0.135371032478934,0.085965087113727,0.226335644665078,8.37536695690472E-08,6.43630110177992E-08,0.228470356239264,0.013245959841115,0.468708970883887,0.795863564701468,-511.429278108958,0.144159464285729
0.058049178169977,5.34972042195649,4.68021720276721,3.38962130216846,4.35753978955427,5.35541308956094,5.1816129793177,1.76432188686861,0.962337337264977,0.036207787537941,8.05698058611396,22.9102184562254,0.404574491754755,1.12826669316162,0.560731150941251,1,0.53384985469396,0.433449021836759,2.61275821830602,0.141505512827488,0.053557104738846,6.85597440607517E-08,5.8229022787817E-08,0.199140809982798,0.262657510780732,0.184884407480251,0.059395943118629,7.75429675482069E-08,6.95961775741196E-08,0.240363949970832,0.016654643814532,0.461476492714886,0.89534363502288,-511.635000184856,0.185162124918918
