"sigma","b1","b2","b3","b4","b5","b6","theta","alpha","L1","L2","wL1","wL2","c1","c2","wD","q","Dc1","Dc2","S_0","I1_0","I2_0","R1_0","R2_0","Rc1_0","Rc2_0","J1_0","J2_0","R_0","phi","rho","rhoS","loglik","loglik.se"
0.0957662040130139,4.75370845525771,4.30848538083583,2.75729974995018,3.99958001341283,4.13033192379245,4.79561126330611,0.545082079761989,0.934739708794193,12.5854678702186,23.7984620909214,5.27922958289931,6.21789274077677,0.034973735267707,0.549718106055166,1.60582211800044,1.03013016211687,1.42674703562173,3.38719926083654,0.119542865277069,6.31865496225642e-08,4.30425356798642e-08,0.189617317448255,0.332197217075249,0.0809268275949227,0.122133038648917,5.30835771933444e-08,5.61885998046927e-08,0.155582518454326,0.387802468312434,0.510916050249728,0.360832816522629,-2342.08528688662,0.678640788660346
0.0984059377866966,4.03438102672498,2.79727217781413,1.63252827805627,2.7319097070095,3.06581732080827,4.12768299701987,5.01428469356919,0.825233265484526,22.4607202907007,52.2389645610542,2.28481836640139,2.34403413267404,0.757374112833181,1.13239590036926,1.35510692452528,0.076819639465798,2.59286731572927,3.04700081082995,0.193693159009022,1.04149944896347e-07,9.58381960905419e-08,0.0889614475484695,0.210626491597664,0.133026609037643,0.21914418426333,1.02248817213946e-07,9.73358164784206e-08,0.154547708971097,0.228797054670401,0.565985586333041,0.312166284156369,-2342.24892293971,0.522708325514522
0.0792503218461425,5.06950722603474,4.63784123766997,3.63450418577325,4.62750372022387,4.1961488679488,5.12967559185624,2.69088463561005,0.8742601590256,3.30201039584227,29.5935931979832,1.35945544868106,2.71266189620023,0.13201407187705,0.0921160715410186,0.326034391038981,0.146504335362233,0.921150949293437,0.0796318950025508,0.141331804255657,8.97494046183038e-08,6.02561657481941e-08,0.105276438114831,0.299843934002669,0.0671994445179515,0.247662238703329,6.2570376570521e-08,1.18279190129469e-07,0.138685809550425,0.247904874717456,0.61136950564512,0.373744989655207,-2342.89962843428,0.524565168508737
0.0815463349012672,6.16289506308937,3.95438622322558,3.37293366322081,3.64368176779667,5.32409860499564,4.13348067499544,0.704174509374458,0.925832651190967,9.35201927985985,77.9804643169662,3.04602709456794,7.44337497834477,0.019590027704429,0.860825504409368,1.67199907649988,0.897807136168286,9.31618378567816,1.50013883789521,0.26807546708876,4.84451648097574e-08,4.65327527070356e-08,0.0625014880551117,0.159320639042403,0.145438552596079,0.166937715133622,5.9490704200225e-08,3.84037972446372e-08,0.197725945211604,0.500739196917281,0.561849740080886,0.411379502481497,-2343.3587219213,0.403705607478325
0.110607420526494,5.43105441396989,3.05653183728013,2.88172687303637,2.77351214642948,4.59349700078024,3.68763225259173,1.94543536160021,0.864686662549454,16.2741339423852,77.3063720441526,1.75782697015981,3.28784745661059,0.0277592634836762,0.0884713931593432,1.59806040992521,0.0364132603826807,3.78285280893844,1.13829292523471,0.0948689089760935,9.23421034458828e-08,8.10365712896211e-08,0.156420254363704,0.401131929508598,0.22769031960983,0.0579186207217747,5.35041390719192e-08,4.95960799118031e-08,0.0619696903411053,0.357453933008948,0.632085008141473,0.351556601486334,-2343.621555965,0.491890860126822
0.0640612335898259,4.76376283806356,3.68027729853348,3.68628821230167,4.19291138143376,4.34718877661668,4.60304811625574,3.45041793009927,0.938238564895795,26.6956912777472,27.5963958428871,2.83277449397184,1.37859841218205,1.12301772436952,4.43253192007957,0.647675855744534,0.0690668519976064,14.0759758676918,0.123431932995057,0.152945139883022,4.64615660342942e-08,4.41745204726111e-08,0.227652383105372,0.0889695461303597,0.163142063738042,0.125831652092768,5.12837369127133e-08,6.53871891502962e-08,0.241459007743425,0.539102298996523,0.541572299887855,0.294208215398749,-2344.0304046143,6.95474033441044
0.0926795346557492,5.33323026307899,4.00116625495613,3.05580910360432,4.2882973111309,4.32672678624574,4.63499214110103,4.22656547782691,0.914510532937198,11.6802020454743,74.843697550168,0.726448772471122,1.58225644831577,0.0727579733857999,0.687334731456556,1.53070592116819,0.576756676534149,6.0579666787133,1.50252094160387,0.142552882083363,5.56815207019165e-08,6.10438548990238e-08,0.115033095256764,0.281594955031967,0.0540487084327199,0.0823105754100517,5.85947088608677e-08,6.32286731657949e-08,0.324459545236376,0.471741217747995,0.514451811659726,0.442247049575043,-2344.58671520662,1.38621261192507
0.123362975697246,4.93783674596404,3.24816238496934,2.14835261426656,3.20753519642689,3.75976577675811,4.57618952133202,14.9102632125508,0.857939021957505,19.0845002311114,187.576559712979,1.00843467234938,2.19769062937916,0.0407770882591586,0.752022665342394,1.78339090129059,0.125387956622842,5.09681149050845,0.138328904569692,0.24500929194674,5.61629971642583e-08,3.16929753442069e-08,0.123491986467006,0.292637976009354,0.154150733909426,0.0716482710105098,4.20167362408658e-08,3.56359367632221e-08,0.113061575148318,0.383484100627328,0.491239911687218,0.331682861445931,-2344.99996313121,0.970865513955844
0.114777600381115,4.75745943169007,4.23921017315797,2.73488381627879,4.02691806434925,4.08547259051011,5.4486130532303,1.12989700391007,0.9327431465684,14.2870456439085,25.9193268608549,1.68085854672258,1.96410937924964,0.0153105024216677,1.53579840565378,1.77678923902843,0.304172889910228,3.37577108251005,3.24050662558048,0.13520426620801,6.46374078404057e-08,6.62293673319869e-08,0.197764852575778,0.119558828156601,0.0929705213891744,0.18222595851574,6.27811637961397e-08,3.98990410223394e-08,0.272275339607717,0.40370131571762,0.519644334817722,0.455249548762917,-2345.06676512485,0.421385986210156
0.0995044936260227,4.98515154911911,4.49715219316659,2.57091828167718,4.35716265572793,4.27866202191677,4.97643981508031,1.69631640680543,0.924740663348728,8.99903614534831,50.4329393609091,0.701812823847366,1.78154807676286,0.0202522235645288,0.642832404962079,1.77567306404788,0.574412212288143,4.33933426692157,0.809743976266619,0.0626306214264359,5.17284314194307e-08,8.04063739142783e-08,0.178566341437597,0.350000098153352,0.0904917557988324,0.109713056753725,5.68284552495246e-08,5.40641904757659e-08,0.208597883402607,0.478085732738977,0.506351179677376,0.366838499209117,-2345.06701413101,0.518645656841269
0.113667213885508,3.65307741551953,3.68615678037132,1.38613151012963,3.28530567721489,2.87504213085291,4.95354600693715,2.18979520716966,0.881114331839542,7.85146136507729,100.961600507842,1.101452017051,3.13536523198293,0.0296249120475337,1.84990975377112,1.7294179861365,0.347430262603259,0.206583807794159,77.1859605835533,0.17706843099893,4.2874790117422e-08,3.45323138364834e-08,0.154262890312663,0.278825484208935,0.0768962624353639,0.137893303755708,3.96271632912966e-08,5.50329841991308e-08,0.175053456221148,0.289749854684459,0.489556197776899,0.43536141039742,-2345.24089693601,2.87283670185536
0.110820121751466,4.76548058131144,2.05724040405193,2.7984381536387,3.08471910251556,3.55722913575121,4.22833003099168,1.49757774401117,0.879598083435152,23.8958956735568,26.2437917343438,4.77649647201106,4.61390173099712,0.24340810626174,2.46778501517598,1.58874032463894,0.475361528842855,6.24699999681759,0.964398718345127,0.0725762098723676,7.90303975196803e-08,8.46142469602672e-08,0.276489668882502,0.0960711323167795,0.234012752023098,0.214241234146805,6.90079195583073e-08,6.73806795296462e-08,0.106608702725204,0.284396215469557,0.461459840769549,0.372090503489622,-2345.39065389887,4.50392364058762
0.0901757724209792,4.85206922761556,3.82722721745418,3.7766707803117,4.01138440482785,4.62394187910529,4.83591405263932,1.55928663334952,0.929607729554392,20.4224331970186,85.3219913283247,4.68543758623671,5.84661522673542,0.275239483258737,2.65691222386209,0.709333264591323,0.229621692722364,2.16532580612917,0.409590231753177,0.196603138298751,2.87784526031505e-08,5.91397835845115e-08,0.110363816225694,0.236158519244864,0.148181479940078,0.109311209045643,6.61085047588749e-08,5.36439702725112e-08,0.199381629574259,0.490853223018856,0.547465052281521,0.303543421964003,-2345.55971486362,1.76607033373872
0.082356726450106,4.76890983664244,3.17893205584869,2.87554925398545,3.22354685353892,4.21477652197859,3.94283965740984,1.75039256356056,0.919096037482688,5.02000069733293,44.7950991070982,1.24550651034855,3.28411317155489,0.0410161432553173,2.48058912651536,1.64644679391589,1.20006153853818,5.05457600840742,0.948342381971868,0.225241141433401,5.6324286570876e-08,5.79445875668714e-08,0.102527867806946,0.284046019902864,0.216362249573584,0.0846591723986362,9.94596034714398e-08,8.13795376626979e-08,0.0871632537765537,0.299847093929711,0.497621850329431,0.513868298068137,-2346.3891721314,0.519176228232672
0.108564042602535,4.58014388275266,2.25798916039327,1.86487724004812,3.0330064070221,2.92437786331098,4.13754851357917,4.75630467367357,0.858512895640644,18.6436078949499,192.607081236598,2.18445909219772,3.1124180165458,0.881923742776241,1.46650798502882,1.3723421943162,0.184675938539682,2.96775035797616,9.50104203121904,0.262274676260078,8.6054654155457e-08,6.33490284765825e-08,0.0483987683525965,0.295019785147644,0.0996298287629087,0.127093975932098,5.74255056197496e-08,6.65535940610515e-08,0.167582692161893,0.272658415824757,0.469331025513733,0.315473872776621,-2346.46386627064,3.52483405589256
0.0946032375516539,4.09759414039275,2.51972065086782,2.69134955547027,2.62450688051814,3.61253833180854,3.78466894825582,7.41488111364659,0.884858782976367,103.609223488827,663.732403897891,3.38395887800964,3.76514859592818,1.80036451369904,2.91884344887663,0.772445841144929,0.455719386685059,0.761918194202468,8.4291838884855,0.216849225464595,7.41604794351727e-08,4.27256115323036e-08,0.185304288091263,0.29176617920948,0.05142168865633,0.185061243959827,6.5991236668814e-08,5.06441455173248e-08,0.0695971410970325,0.304889505516537,0.549101948146327,0.318376297017732,-2346.7168345714,0.281480807171753
0.0958665373348793,4.49767695107813,4.20256116606292,2.6015736430778,4.27854697042896,3.87048567708844,4.92914362649311,0.474926914150966,0.954401004251587,8.81884415544101,9.75616432068036,8.95237566720133,8.75384296550088,0.0708215933142655,0.445397248791062,1.64426738515838,0.962900616314133,4.06071251622726,3.35267030012716,0.106438360394216,5.73403946021738e-08,4.2671813901447e-08,0.189101162452436,0.348030703178634,0.0791696630891806,0.115563805791068,5.15949361387252e-08,5.46371958716821e-08,0.161696098850125,0.293593895542483,0.433252246718748,0.377761822201671,-2346.72231513157,0.487418729812634
0.103820754222094,4.86772066412028,3.69939256503604,2.51331806157453,2.95406900493745,4.42920055297419,4.48127211965983,6.15962810323334,0.936420641855209,8.43178125770399,21.3390117737895,0.549688303495852,0.853952636943326,0.0397066063980426,0.574728871949773,1.94106138399852,0.447497608096411,0.988250826291002,0.800399611837078,0.128296110044832,6.22272243052776e-08,5.87448671271789e-08,0.180157538428576,0.38245759689525,0.157772036804575,0.0730663824935496,5.13595021793307e-08,4.41965895028526e-08,0.0782501188050342,0.393787778251182,0.424657803087776,0.380817807487144,-2346.76277108797,1.25990930054398
0.110307324007755,4.42842541794724,3.15102629140372,2.6787258603652,3.16717117085864,4.16839310078416,4.50161350999032,1.4159427095062,0.939051444695365,9.74338822249664,20.4466066167574,1.83412888814109,2.0798707357155,0.454212318374339,3.46882582884017,1.61969171920345,0.685936362562447,4.76429477439698,7.74906642649938,0.237487923144675,2.12582582844574e-08,3.43966670760132e-08,0.149291804740418,0.219921727597825,0.0987231925150848,0.078949830522219,2.22163690133676e-08,3.85246037381955e-08,0.21562540508388,0.34976519681859,0.420007132060016,0.417265857758907,-2346.97924504505,2.51522705921819
0.0787598697120006,4.07102587277412,3.11890992703534,3.37657825117206,3.69108034914058,3.88244712562284,4.7653228859826,4.93015612554104,0.926322499094463,84.1045586932288,114.605738059396,3.30426103426891,3.32832245499317,1.52730832216189,2.40409032449853,0.616394440377514,0.354589044108257,0.356145309347139,0.512660763304497,0.200164532446003,5.06467483864978e-08,5.45614856577112e-08,0.237641123724117,0.20817476755012,0.0708371631223321,0.199054699549129,6.2292445400309e-08,6.42143469739547e-08,0.0841274818932715,0.313378992905421,0.801234012006381,0.30202683845905,-2347.31768281858,0.254575289601565
0.109583749589674,4.87293870681738,3.92454271087366,3.08854918462892,3.61530785648477,4.68568438607734,4.61891090664442,0.884810314138055,0.937279979279483,13.2439669686984,30.6598455525727,1.97432991494917,3.00515912293331,0.00930429811114395,2.02333108189512,1.68866350339051,0.85824243085605,2.00670015698519,1.04048476818446,0.0961980129906808,5.00154527568927e-08,5.45236342314046e-08,0.220334750932638,0.290477725329042,0.0841104491252599,0.0704782550056998,6.94560070635419e-08,4.5027842780808e-08,0.238400587593743,0.414213193697387,0.579790207082955,0.340244783006991,-2347.4940992771,0.643434511782142
0.0599741407693047,4.41792499944465,3.76289445015798,3.55566751671035,3.75314968129818,4.15882562826315,4.73884123447339,1.76427228309692,0.898233991895926,11.7161932931948,57.1211368359592,3.40969057762597,4.04672226697514,0.671253664463366,1.42664993027268,0.526397357002063,0.223862437263739,2.33389610001054,27.0747642543355,0.248025741015914,4.12037088624603e-08,5.04849387189394e-08,0.0729082810434172,0.250467771639586,0.13707297856452,0.141934914346497,4.96839070239648e-08,5.03305220695218e-08,0.149590121686989,0.294903482861096,0.772280735221809,0.330714098849808,-2347.62737118393,0.551707446996085
0.0946834359196834,4.61680749428959,3.05540336592024,3.53551392226862,3.3256760944858,4.39216514056565,4.26974461786537,3.06991131092603,0.928801813351764,91.544838212491,402.567859401909,4.08484449771812,5.91709713962892,0.334450712174823,2.70018181283508,0.654427851631664,0.522113788151908,1.43662885922415,0.549679185474541,0.285194931131007,1.12516416831796e-07,8.77752937561804e-08,0.129611818531228,0.168448402248364,0.169394532944062,0.15323478049913,8.08208162683082e-08,5.90284742938285e-08,0.0941151945052078,0.264876802280502,0.475108653122448,0.312443525884996,-2347.63879462915,0.538759847699217
0.103772402071615,4.89708640917637,4.59234808577212,2.6126610580308,4.36428966135334,4.53723147097387,5.52615363795598,1.46273872936531,0.93543559444099,22.3128224903043,151.767171837805,1.2182641472011,2.67367972755842,0.0858605091375512,0.0278466497574295,1.76476588478328,0.76205179888794,1.90393198715432,0.258118032352276,0.143030532833589,6.49497495511093e-08,8.20612284588329e-08,0.0888348164853162,0.269143419871679,0.0998874885214133,0.0865504961139352,6.27696105578681e-08,6.20185595033545e-08,0.312552974374919,0.715776202415669,0.422254328457733,0.447493679213384,-2347.68103363281,0.28552575998593
0.0903024122625796,5.10291221111794,4.36416502986267,2.62861315425013,4.16770707491815,4.50688048782224,5.15725025090125,0.506326609688379,0.935887691254261,8.86809169487914,17.9871429515841,3.79589796890522,5.8279792350282,0.0399003387369093,1.31104962019554,1.74235978881451,0.604577875771557,30.3286850198483,4.04452545366142,0.0508883079160592,3.19045798817415e-08,6.74801627400643e-08,0.186867980115902,0.222534187868663,0.135970263507106,0.149279594485991,5.51216145814198e-08,5.73426853045163e-08,0.254459454257237,0.52881224280148,0.477056600577847,0.587178719564259,-2348.23767799368,0.214037517589927
0.138914443642021,3.61697420364831,4.39958414882337,1.98513319979383,3.53770061577619,3.76711447044009,5.62340168177848,0.887137080365322,0.904383985040912,9.99973844605853,54.717892225688,3.97339206542667,8.13670029615352,0.0875648865123559,0.899080445353562,1.67001728678175,0.324198334544053,6.34024664839163,1.9847760247685,0.187433861985495,4.32947344989468e-08,8.94609061626889e-08,0.138632151308448,0.359740089350238,0.0971658613966792,0.156519040701266,1.06607811449648e-07,5.58721686083878e-08,0.060508700022253,0.373182173871863,0.497274457112867,0.361236402951589,-2348.31437633452,0.281731779071931
0.104616429928763,4.86105873853175,3.35222532931386,2.3371533163887,3.48790864877728,3.71814125510558,4.29495015370535,3.22878838947201,0.857028452006871,13.6366080284522,65.0507903726262,2.42552846485635,3.01198757591294,0.251551671821672,1.86561241779332,1.25163409249749,0.277871803166646,13.4335427490218,0.418184782785047,0.0776608597686982,5.19640224885039e-08,5.72122198254229e-08,0.139581441563077,0.365016782266733,0.180023687445312,0.0803711556142909,6.44349001622792e-08,5.91797405177523e-08,0.157345840551007,0.32162910219149,0.51007824495629,0.374555033526396,-2348.561173318,3.78738653458462
0.0914200912412236,5.03867929337043,2.19038019548139,3.48963438910329,2.05851932118865,4.60537252459305,3.48525980797302,7.58397607052661,0.915381181589532,69.9520598520341,29.5830449755178,2.79426174180481,2.18893237784548,0.266783091291943,1.76402967698412,1.47920613727177,0.807719450803192,2.30454772292121,0.331449065624452,0.254516058417531,5.68560999114621e-08,3.98655336164468e-08,0.133409929172077,0.204151122545689,0.0972263022193766,0.128339387671675,4.37742871765873e-08,5.06945095763395e-08,0.182357008783222,0.211211878930359,0.488473351308571,0.390804740674389,-2348.77529140869,0.666114559379302
0.116242822856163,4.8946264589198,3.53867167114226,3.43326550076052,3.86275065620158,4.39246408196763,5.04110886359367,1.4524773297949,0.917955069286949,10.8826752891359,51.3701600026554,0.883891137937729,1.88736506143139,0.0725558887413948,1.75126267651202,1.49759525843871,0.0445663202073039,0.704036257869067,0.647493434113154,0.0329647719144709,5.68651775827807e-08,4.75909920888254e-08,0.181904121351167,0.302757130819068,0.0698492354301969,0.0480652604951375,5.80537536429645e-08,3.60882045164995e-08,0.364459281391831,0.57883841666211,0.444985125977492,0.513958189937228,-2349.05453114277,1.00326291639371
0.0715974269778993,4.79329456868066,3.55045259802312,3.42134536837835,4.00997067776472,4.02539989447097,4.68501463598419,3.47516118881687,0.868142776893309,58.8453641998064,105.502943566515,3.13608870621914,3.14582026256733,0.378321248869967,1.96125970689968,0.73381906858211,0.0377476037134182,6.52724601917878,21.3255468065983,0.438621590721249,5.74305188790535e-08,9.36950447661391e-08,0.120438286368765,0.147459323999455,0.0823767381269298,0.0958304003518778,8.77328378997879e-08,6.94847289284112e-08,0.115273352088592,0.57653810581765,0.533599421755853,0.377307009655836,-2349.42146221142,0.622756807038163
0.109634727006198,4.85809438393033,4.00279172260397,2.90778634677743,3.57260346303367,4.51639168254337,3.99037047655951,1.84692333810213,0.950753357039973,20.0819733608278,100.545078007175,1.65870183271112,2.91555246585989,0.0589154668370649,2.24791696044782,1.64512183735807,1.87689869358759,3.01885345165134,1.7603003142717,0.228256694420047,6.68920657495075e-08,6.84513204479471e-08,0.132881709913774,0.295021594964722,0.184925130878796,0.0846094847413086,6.53355775188233e-08,4.17823865644081e-08,0.0743051426200018,0.385228951977808,0.459372989575447,0.385125705537601,-2350.15540845954,0.958745526617237
0.0993006631728475,5.07486293588713,3.70182092480626,2.92008338688213,3.87887258531579,3.81961621418383,4.89344450994494,1.03670301720367,0.876003314809805,18.2546913992099,75.6031722475616,2.71864628026519,4.83800715236053,0.0785101625867815,0.20087697069719,1.29356884996645,0.151331432091157,0.80017422488041,10.4801213010844,0.109003909971252,1.16790297462977e-07,1.35371932134168e-07,0.160102422625776,0.317213425748335,0.101421522690445,0.147873435492587,1.0135919414667e-07,5.79858971584032e-08,0.164384871964284,0.382652615415156,0.45026278627995,0.392096764538171,-2350.39793042224,0.368360517168989
0.104742273200038,4.77730078333556,4.52697099373347,1.97564450883209,4.80742547939525,3.91312033072715,5.39029842324314,9.99948809755945,0.937442913346348,9.40541405035947,39.3785186194939,0.358545668250488,0.873574060240882,0.0388505995404333,1.33726039723766,1.74831147154798,0.572721704911296,5.08395329447392,17.1432208047741,0.246058050165862,4.06909638131326e-08,4.42044572284206e-08,0.158074238532114,0.221317712029134,0.0314501995958086,0.123987445808101,5.79857377147348e-08,4.96145005840748e-08,0.219112161373321,0.521455738756375,0.503533310976118,0.426339480743944,-2350.41031724378,0.992488470081399
0.116975255660876,5.1669550093402,2.66882369462703,2.11522054516469,2.62989315335345,4.47665569676473,3.28161478176732,1.10595375980396,0.878870007637931,5.04380549540406,20.3231829989275,1.79451233890744,3.71109991342162,0.213101043823484,0.646059190608368,1.68002172124221,0.0831452658388459,0.500745548233937,4.93715915067582,0.158784796226786,6.80601604856406e-08,8.05964847836533e-08,0.221253236803572,0.386080293235831,0.10510355652025,0.0660628663168567,9.82787700207343e-08,5.12022232149608e-08,0.0627149527590648,0.268301885928916,0.494019225475959,0.310417256805176,-2350.5286503123,1.93561333082474
0.0905704696764228,4.65765276971572,2.73608302553827,3.13496923137732,3.30355009680517,3.95880409056762,4.09841608979619,8.43501177922471,0.889239712846935,61.2621895454032,111.535281119017,3.04139362351297,2.51017734449297,1.22824807754992,2.54225159317739,0.911445482161735,0.181735417283832,0.779620536161199,1.06237210342236,0.291536462686518,5.44274985519695e-08,5.24671590667347e-08,0.118916668741769,0.274360846736247,0.117841163193264,0.0623743246118429,6.32790707024968e-08,3.8417169881086e-08,0.134970325439461,0.382652713851067,0.69766929088873,0.326888093923129,-2350.58038604221,0.29146798757594
0.0908124846872063,4.60521425595359,3.63986736267838,3.77846673677145,3.98233853604561,4.34048041905044,4.91416797130438,8.38358708246935,0.926666944485084,79.2317785818894,297.014645626329,3.09971172231119,3.37987134674254,0.418433386692451,4.499727274707,0.380388970754384,0.403920869224804,3.58378411318742,0.908612498632964,0.286898207285092,4.53808604379289e-08,6.10972348767807e-08,0.154291060492875,0.0569745896160453,0.125668623873599,0.104286769759502,3.87923433479946e-08,6.39387838554053e-08,0.271880539763665,0.353784895483263,0.493144238509895,0.331837944800061,-2350.6022436072,1.77401604062124
0.100563973841331,4.72086135204195,3.11268412593907,2.97176337114995,3.39217451686355,4.50067415382668,3.90219430072279,3.23114926133727,0.902216603282936,8.18004584627991,35.4946826144265,1.67807324719097,2.17987135829433,0.414450834089601,3.23869715809557,1.13832356522537,0.121520837363303,8.67599076684248,13.2847785611199,0.0822750814275119,7.78281165966077e-08,7.73317106884758e-08,0.209596788548559,0.268009313951766,0.110568606876346,0.0687445244059345,6.76416171738827e-08,6.73718903235314e-08,0.260805394616548,0.395752335581943,0.493923579000269,0.399491054743843,-2350.72666945783,0.200227560876534
