sigma,b1,b2,b3,b4,b5,b6,theta,alpha,L1,L2,wL1,wL2,c1,c2,omega,xi,P1,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
0.071990820489809,5.1212200308074,4.51570143370807,4.4617482161932,4.7542894489998,4.91977427019166,5.60433975028311,2.66139933378348,0.934924072190202,60.0781880597087,16.4206190912854,3.95274863259361,2.74352915741704,0.331078622683259,1.25088860872164,0.284252665648772,0.140639552396166,1.04974412109796,0.331331884201337,0.170905582404466,5.63493172587309E-08,4.8572809618124E-08,0.218184888800443,0.258775161128294,0.12801766107444,0.145182050182296,4.11092334610514E-08,6.62473591090919E-08,0.078934444131341,0.363759927696735,0.427045671058537,0.400380151179647,-2324.42582364171,0.647365368131391
0.061710901484628,5.9964134589705,5.58388872209373,5.52996838841613,5.48789458457557,5.72501632522616,5.67848063973409,0.864341808556476,0.985834079513194,5.32409508153991,8.58046518171902,2.82411460965939,4.19054285802145,0.018556688245704,2.38465140298668,0.127472857929316,0.531658381825088,3.80791481940845,5.1388618415847,0.234196135181551,5.13943687522916E-08,1.04995290946715E-07,0.264162404071034,0.189827800575186,0.101441941504165,0.171205280480365,8.695153510744E-08,5.38481280614992E-08,0.039166140998376,0.264001786709039,0.443660749874583,0.433155681218928,-2332.70261918336,0.608395833116777
0.091658573821742,4.76057040460916,3.94038548169478,3.89481879670412,4.60930270856166,4.64126019484329,4.88020057717496,3.35735988933033,0.942467473392573,270.659711414084,32.140480342379,4.27959253711981,2.98815675408414,0.343435498330828,2.59798242057023,0.387965089009352,0.347263018101549,2.89473065595859,0.763202278415687,0.153472767075553,5.68189986423874E-08,4.76283575822658E-08,0.28287425840856,0.036389279438586,0.059695259096633,0.190095777121308,3.72274609812951E-08,5.76052380842146E-08,0.277472459579305,0.304990205328229,0.442484641442779,0.436935293774733,-2333.5843228664,0.564504393623227
0.088666775317093,4.44218488391425,3.74711938094246,3.41474829441118,4.20869107728906,3.91485699717258,4.85779258977536,6.23256852876594,0.936713956347902,34.4136878451866,71.4750417898822,2.51589978528496,3.12654132802018,0.161713697132047,1.99595550905363,0.753800759519527,0.620370792303604,3.09430894469844,0.551305155553818,0.058387480675011,1.00585488614382E-07,1.00309363613841E-07,0.119713112294368,0.153432517723475,0.211485284435902,0.241935293302338,1.11469870213669E-07,4.71556560051389E-08,0.215045952048528,0.276751525432823,0.391912497573336,0.28579868427501,-2335.14640255695,7.19661654527836
0.077547130191207,4.59345991582753,4.0038839265261,3.02331438624377,3.35334077011441,3.94206025282101,4.15452671013151,1.68421605287128,0.933100596375826,3.95889856385202,35.1883493371126,0.973202880224891,2.71310343467052,0.048006901520884,1.35477937478016,1.50916316880418,2.02848846234414,2.82090894131247,4.74517000337885,0.284043527952316,6.11419364821839E-08,7.34307291449436E-08,0.069933832241205,0.401091931697926,0.077784789136562,0.073042556801446,7.60496733487594E-08,4.15932118692003E-08,0.094103109954994,0.266346743692644,0.438541354445854,0.37510938581022,-2335.46316123999,0.543970271462298
0.085907245033858,5.22490763150124,4.09191137059453,3.15104013960992,3.88486270118329,4.30321265845789,4.75302437775528,1.27725298625966,0.890029016022394,9.70853669899153,43.2614886997521,1.74265255183578,3.44126500443179,0.021589724099999,0.057113322037489,1.41671922682072,0.412057769506419,15.7627002094809,0.153968039736537,0.233439159355545,4.56149479559124E-08,4.97256374783661E-08,0.054359480246597,0.2550512442321,0.102115639855908,0.078055820477529,5.65605175595974E-08,7.73970578691293E-08,0.27697842653416,0.50542601007284,0.48317583824825,0.333889766904614,-2335.91197283868,0.482308413863726
0.084638753277634,4.86087257164546,2.89292989317713,2.38756599458137,3.13196975541681,3.85959427869294,3.95319559423215,1.49300945310957,0.874882401050703,7.55331158766919,30.0085781992312,2.53018187886823,4.14456884198058,0.137610883259918,1.35163284223775,1.64923947394342,0.404287832522783,5.54206585672653,1.07486887208467,0.332968346199446,3.90941905179822E-08,5.28594026723675E-08,0.113607771319898,0.277557876138725,0.047170697826011,0.171976222510363,5.39356670948553E-08,7.77973551253011E-08,0.056718862318942,0.295446417286966,0.469341359414554,0.404152943952515,-2336.27147966412,1.46972606738654
0.122255209319883,4.64094130867367,3.84578406204938,1.54509718626374,3.33263650544956,3.57056024547902,4.61812489624824,1.29943577868851,0.874483979705862,18.7898816141539,34.4871560709896,3.14272569832181,4.33939476171553,0.129894424874765,0.268313322111307,1.7303061423375,0.345241568468786,8.69870921746047,0.847864536842412,0.18698076522035,4.09260966377823E-08,7.01906293945963E-08,0.033101064411509,0.287606932888751,0.100144170593701,0.110656837948685,4.90312303060813E-08,5.81272070991861E-08,0.28151001066184,0.321887181890384,0.419167435046385,0.531017585036071,-2337.0832686499,0.673869668143443
0.090132673382029,4.82426737337022,3.89094726974604,2.58402784244137,3.87506078985084,3.91370578471813,4.29299181647082,1.56735875683404,0.915705914619527,2.91767114549367,20.8683694215787,1.18127526956748,3.08247076945496,0.056029772223469,1.5119466816947,1.61069663399494,1.1390833576356,7.52887064242515,2.59363753580678,0.281072037012431,6.420535477933E-08,6.83907774647175E-08,0.081715731675337,0.392275073278378,0.07320020017655,0.07280270426083,7.62952801228308E-08,4.14342466891716E-08,0.098934003270816,0.27317586534319,0.49387775598672,0.288893464507984,-2337.17337934936,0.462092990637826
0.059140333844292,4.44762354345692,4.31202368419218,3.63279230902101,4.48812086676713,4.38245235069988,5.4101248101509,0.905938757910093,0.932786991237802,125.091174705864,72.7860692306824,13.4594476267743,11.3453562499046,0.350511237936516,2.63550126080312,0.467997130121171,0.198591447445026,1.43148605668068,0.184926895720086,0.314615272578728,6.02552516189224E-08,6.54180856894496E-08,0.221946813947109,0.076246303166559,0.049887395941269,0.119298414745101,5.83473317162768E-08,6.02839741088489E-08,0.218005555316591,0.338015363969486,0.429434681459505,0.488507996131779,-2337.19514900166,1.93637768711813
