sigma,b1,b2,b3,b4,b5,b6,theta,alpha,D,L1,L2,wL1,wL2,c1,c2,omega,xi,P1,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
0.09809354,3.805934388,3.39158878,1.814733285,3.241824284,2.979023828,4.545412232,0.545984262,0.862364265,0.151242548,11.82394627,23.27629544,8.8414627,13.62792519,0.86440678,1.519855789,0.383545155,0.024235924,1.062145435,1.38985038,0.099816372,9.34E-08,5.54E-08,0.13403794,0.421443301,0.134516185,0.163235809,5.15E-08,1.10E-07,0.046950082,0.297780806,0.466022381,0.531179058,-2329.065422,1.529749145
0.100004878,5.222367887,4.450728647,2.777692325,4.369376226,4.053261494,5.155059838,1.110207178,0.882388464,0.118505269,5.969444711,14.95767829,2.364697406,4.407818116,0.050847458,0.746874028,0.418743637,0.036754359,15.79007619,0.547760196,0.169239535,8.97E-08,7.28E-08,0.144216288,0.35754728,0.14231439,0.105900951,8.87E-08,9.15E-08,0.080781214,0.35162598,0.435870052,0.401091743,-2329.195594,0.265069269
0.118872194,3.907569935,2.888892844,2.025345268,2.327038444,3.352163747,4.139976061,0.361835507,0.864869346,0.128254714,9.433013441,79.57236809,25.87135584,55.10699081,1.06779661,2.028513548,0.556141661,0.046984778,7.235488187,4.986666683,0.067966346,8.63E-08,4.60E-08,0.109698525,0.501412945,0.144337298,0.12584603,6.50E-08,7.68E-08,0.050738581,0.225212152,0.482279187,0.331412372,-2330.979029,0.434747557
0.104945896,4.399371218,3.657338404,2.55431276,2.878591186,3.990641978,4.176230779,1.155475968,0.865219908,0.14398609,11.4617113,131.4347993,2.208464667,6.02352436,0.457627119,1.641344283,0.399271743,0.056518721,0.708746789,3.516812401,0.086104561,1.18E-07,5.40E-08,0.174741524,0.440244806,0.121355395,0.090476271,4.69E-08,6.87E-08,0.087077156,0.300559456,0.490744908,0.353188761,-2331.450587,0.702984196
0.100311379,5.319663615,3.217926598,3.860567333,2.997667985,5.054138672,4.26850505,1.350965392,0.901512778,0.085527762,14.77296497,145.7157142,2.433452799,5.623714883,0.203389831,1.616281593,0.422982479,0.050482529,3.166526215,3.286063862,0.236530341,5.75E-08,9.25E-08,0.162708538,0.283980525,0.152704231,0.10015964,4.47E-08,7.36E-08,0.063916456,0.481792902,0.393350277,0.400442517,-2331.607621,0.339121237
0.120941616,3.962059596,4.233955715,1.251471854,3.647727065,3.493399506,4.667072199,3.184703964,0.869792341,0.125224172,31.35413829,186.1264353,1.744068734,3.392384361,0.050847458,2.019042011,0.440680142,0.038648109,1.605681219,26.27910733,0.065440461,1.08E-07,4.25E-08,0.202877885,0.431047795,0.105011536,0.097721029,5.20E-08,7.04E-08,0.097901021,0.411930668,0.375336308,0.448129849,-2331.784012,2.549799739
0.080412139,5.540184383,3.868043826,4.104431758,4.225833214,4.800447668,4.691326816,2.053141029,0.915325394,0.062940144,331.437959,38.66429737,5.220628927,3.471285856,0.406779661,1.533319466,0.308715845,0.102504043,5.172708656,1.089462259,0.193667068,9.20E-08,9.91E-08,0.196327005,0.273066718,0.158472441,0.126366042,4.23E-08,1.04E-07,0.052100388,0.384858821,0.450038551,0.359569847,-2332.250484,0.766040092
0.105679236,3.530030496,3.180265176,1.412939869,2.322045193,2.642880415,4.417077522,1.686077706,0.874213213,0.218650345,10.70252087,244.356533,1.704770705,5.049481319,2.745762712,3.548143219,0.340420588,0.02954879,8.397050762,2.509162661,0.091390612,9.98E-08,9.13E-08,0.096390055,0.450564847,0.121414084,0.168659552,1.13E-07,1.05E-07,0.071580442,0.306004525,0.411124917,0.455812435,-2332.270497,0.208347591
0.132546019,4.290079809,2.339715451,2.941849459,1.745824994,3.729973743,4.06483874,1.117722325,0.820936385,0.210288648,576.8281027,29.77505076,9.044426399,5.477256825,0.966101695,2.416617272,0.247591833,0.012932907,2.92369669,0.602630133,0.153440014,8.30E-08,7.97E-08,0.086457151,0.414061727,0.134748794,0.127523299,4.66E-08,1.01E-07,0.083768704,0.346503414,0.426778185,0.399661176,-2332.314151,1.51279106
0.089698647,4.669723798,3.823248027,2.583187117,3.539744219,3.625714614,4.657631866,1.040119911,0.876510889,0.083900496,7.532490516,32.33465863,2.934599524,5.674921948,0.101694915,0.457850961,0.56246642,0.175495722,2.414157453,8.958914865,0.108414886,9.70E-08,4.81E-08,0.174464168,0.409056535,0.135776199,0.116333317,5.86E-08,1.17E-07,0.055954574,0.305166813,0.383074834,0.359363246,-2332.872973,0.84852851
0.100064966,4.397835028,4.118992543,2.206969017,3.750232009,3.667568154,4.516025365,2.618716472,0.864662216,0.107040618,15.56686759,116.1118469,1.581746461,3.38505097,0.050847458,1.298009436,0.312298034,0.044316998,0.317876665,0.858598514,0.090518797,9.74E-08,5.56E-08,0.175144146,0.332511136,0.154737493,0.179074454,8.73E-08,6.48E-08,0.068013669,0.358219114,0.452487161,0.295663258,-2333.103231,5.557185732
0.104142359,5.126067067,2.87639532,2.95372123,3.128675922,4.183446605,4.272267325,2.037363178,0.879805681,0.090473077,15.21622212,34.89381615,2.776232657,3.524700567,0.355932203,1.606443837,0.513310572,0.033645946,5.224960102,4.298832146,0.148858018,8.55E-08,4.25E-08,0.189943348,0.362248681,0.126767737,0.125481369,7.15E-08,9.21E-08,0.046700555,0.352744155,0.486746833,0.389894059,-2333.228579,0.248546725
0.094258149,4.791571052,3.20460383,2.097049764,3.143991836,3.304540776,4.595559243,5.037718582,0.847650081,0.121965651,222.1064386,102.5158021,2.763632604,2.908219375,0.254237288,0.797039323,0.5555675,0.020278537,5.321591111,2.194378945,0.146543422,8.38E-08,1.16E-07,0.095298028,0.349067937,0.186850231,0.143894062,6.59E-08,1.23E-07,0.078345933,0.446584611,0.394797681,0.471321411,-2333.452586,2.596735723
0.055761441,4.978148629,3.713389408,3.62234,3.597450367,4.206089787,4.617684597,1.455938475,0.892429535,0.102999834,77.47553809,19.10588729,5.114539804,3.549618329,0.711864407,1.021598301,0.247469089,0.019979888,28.19868566,22.46099567,0.142605391,8.77E-08,5.91E-08,0.101383609,0.303334549,0.162389906,0.192624488,5.42E-08,9.54E-08,0.097661759,0.525098201,0.543779737,0.408878874,-2333.496444,2.468170085
0.133428834,4.284461004,2.807856777,2.504651871,2.328434485,3.56442388,4.139146891,5.632883427,0.880910906,0.117073098,716.2204192,100.9546074,3.547407776,2.52765374,2.593220339,2.278982735,0.408250844,0.057712531,2.37207534,1.427692864,0.241615101,8.71E-08,5.22E-08,0.088422549,0.394935804,0.09254337,0.124173314,6.92E-08,8.45E-08,0.058309569,0.375924912,0.356665682,0.36625311,-2333.786736,1.873153271
0.073454788,4.632837726,2.966995138,2.844748556,2.788627188,3.71779442,4.336430937,1.205985299,0.872316108,0.113410354,35.94520414,59.62187103,3.715931189,5.669416915,0,1.354887849,0.447792365,0.042587852,0.798171303,1.593453574,0.129224709,1.16E-07,6.20E-08,0.167485594,0.348351266,0.175263626,0.123298629,1.23E-07,7.52E-08,0.056375799,0.401375783,0.440465124,0.499618791,-2334.070375,6.241164173
0.100131552,4.731178708,3.145946865,1.935620002,3.14032747,3.409135858,4.246196914,2.867311772,0.866300234,0.149073468,44.49333478,18.56118629,3.052916901,2.422723276,0.406779661,1.558868989,0.416973335,0.018104364,43.21281851,3.926560576,0.162803744,5.41E-08,6.08E-08,0.160823264,0.42079241,0.124398662,0.085150677,6.50E-08,1.05E-07,0.046030958,0.28803207,0.594361426,0.373968043,-2334.313131,4.118406413
0.104929786,4.292669864,3.433420357,1.905313149,3.352578668,2.886973394,4.526274779,3.105880385,0.874932268,0.149271682,55.6032102,54.70689403,2.7232681,3.134474032,0.610169492,2.45540376,0.403876929,0.088850974,7.656747406,1.170380554,0.079861592,8.31E-08,5.18E-08,0.188126004,0.311676207,0.178789765,0.177426861,8.00E-08,7.63E-08,0.064119278,0.297088872,0.426207861,0.350871087,-2334.362901,5.857370852
0.094071628,4.704338667,3.428354664,2.40393515,3.04991936,3.951051464,4.169188461,1.591264685,0.860028128,0.182701589,15.21330268,84.83044181,2.159175885,4.282413734,0.203389831,0.968393872,0.312180079,0.015354536,8.473786296,8.837979287,0.191665396,1.19E-07,5.41E-08,0.136703536,0.355032374,0.152252206,0.113793776,7.55E-08,9.26E-08,0.05055237,0.291650415,0.567230347,0.315971414,-2334.398769,0.599945875
0.071552493,3.917884055,3.565070782,2.306201105,2.78239366,3.471049446,4.233421872,3.540513101,0.873396527,0.181742715,53.94424721,130.6069636,2.55741428,3.033774329,2.288135593,2.788273081,0.223698189,0.013384384,1.69304388,0.829318378,0.10662813,5.12E-08,3.79E-08,0.164473481,0.400397876,0.110409035,0.134357743,5.50E-08,9.05E-08,0.083733501,0.336008456,0.516859271,0.393716873,-2334.479855,1.499980033
0.145731259,4.616278096,3.000719861,2.68437814,3.477821605,3.790488527,4.630241266,5.269057386,0.8898436,0.063511301,90.99583078,15.62115363,2.676815414,1.497499399,0.457627119,0.191887374,0.750328168,0.174305505,17.64071309,0.01933158,0.100745152,7.38E-08,8.85E-08,0.150449541,0.282470598,0.167460153,0.196304729,9.61E-08,6.41E-08,0.102569505,0.331937089,0.423963217,0.388956,-2334.510078,0.775669981
0.091915292,4.191172673,3.1722643,2.110353246,3.260583587,3.237109962,4.581833953,3.53227447,0.863072824,0.124837356,75.90107688,133.484476,2.125898743,3.213165353,0.966101695,1.814997831,0.40921982,0.054346158,0.062608839,0.48750605,0.13529856,9.00E-08,8.14E-08,0.114195101,0.373904118,0.144116298,0.168658586,7.80E-08,9.48E-08,0.063826993,0.359326406,0.581123695,0.381340945,-2334.74817,1.196437583
0.082691589,5.30981424,2.391676131,3.240958246,2.575297119,4.140101367,3.879731185,1.800553011,0.855067488,0.119807755,19.51246223,17.48951351,2.907636136,2.753045152,0.610169492,1.26585505,0.350869917,0.016801052,11.11900835,2.177663757,0.181940128,1.29E-07,9.61E-08,0.121103494,0.350844839,0.167820608,0.123305803,8.59E-08,6.95E-08,0.054984747,0.319065769,0.452464837,0.481138244,-2334.755899,0.525320241
0.073689428,4.50037992,3.027994606,2.693036922,2.884127992,3.593458982,3.87629493,11.86659004,0.890691622,0.12008882,288.0423351,132.8957363,2.783066866,2.501912495,2.084745763,2.300735135,0.259232858,0.042497349,13.48664345,8.347788874,0.07285457,8.08E-08,1.06E-07,0.073694961,0.468488984,0.155355524,0.186985714,6.10E-08,9.62E-08,0.042619904,0.403933621,0.417656431,0.481918044,-2334.793586,3.01093072
0.139399731,4.244927315,3.196703957,1.734303895,3.004276603,3.188270317,4.618161053,1.967732245,0.842191127,0.198748116,55.49922459,352.6797818,2.794448281,5.317647984,0.610169492,2.584809456,0.306449017,0.019092946,1.033064742,0.740709375,0.136522583,7.06E-08,5.16E-08,0.120628914,0.45639591,0.114473108,0.09045767,6.88E-08,8.31E-08,0.081521541,0.386002199,0.324801503,0.348977341,-2334.830793,6.418887113
0.103008044,4.014159346,3.697063414,1.306687341,3.869520588,2.682585084,4.529894397,0.842622467,0.846308176,0.176097433,35.29408183,60.03167854,5.562534292,8.770737712,0.152542373,1.624669635,0.343289693,0.013618425,1.430948523,8.230576959,0.107944814,5.14E-08,5.60E-08,0.169527788,0.396067165,0.136887963,0.14339855,9.24E-08,1.15E-07,0.046173406,0.388980424,0.420743967,0.553418733,-2335.012009,0.824803817
0.081636412,4.35716906,2.787926307,2.58504616,3.027252557,3.502073113,4.323115948,3.890706943,0.867211563,0.064284755,79.70576436,129.7812928,3.032095918,3.104975669,1.271186441,2.012991774,0.529098619,0.128658995,2.189891021,2.29083864,0.155074635,5.62E-08,5.21E-08,0.114952288,0.423047352,0.123510973,0.139151786,4.95E-08,8.67E-08,0.044262721,0.389535026,0.419563623,0.281671793,-2335.164564,2.044176107
0.118027703,4.761988229,2.144839641,1.746306993,1.737239857,3.078289266,3.675813798,2.093076228,0.829523215,0.105128456,259.2885208,22.44817184,5.135977211,2.903669127,0.661016949,1.758712014,0.652621974,0.098952949,8.068939578,1.313901989,0.175178921,8.12E-08,6.59E-08,0.069994297,0.355241191,0.18206994,0.135189859,5.97E-08,7.55E-08,0.08232551,0.25756877,0.539442568,0.36197122,-2335.728554,2.280731699
0.135040339,4.645800561,3.137487606,3.055990413,3.032196517,3.638674901,4.705264378,1.593868631,0.888021671,0.111587005,33.53704496,80.42010538,2.854234489,4.312562741,1.169491525,2.233524199,0.356400682,0.098098603,1.810300946,6.086076271,0.085167139,8.06E-08,6.69E-08,0.14882219,0.46151984,0.130739229,0.125545624,9.09E-08,8.46E-08,0.048205654,0.380678783,0.443070404,0.346870802,-2335.865231,0.21085672
0.127013365,3.885454802,2.769397588,2.016974822,2.056030832,3.123396092,4.326360434,2.490349103,0.840170968,0.099897775,75.85498538,31.10350085,3.533781813,2.806180333,0.610169492,1.868485826,0.553394211,0.150354201,10.94739587,14.95938294,0.080790247,1.08E-07,1.06E-07,0.098867252,0.401261395,0.173148181,0.156872118,1.16E-07,1.32E-07,0.089060344,0.247403439,0.450119688,0.35505695,-2335.869771,2.240496694
0.093523592,4.015950756,4.940260313,1.766773694,4.087182565,3.329630699,5.169562469,1.126837611,0.855074732,0.138689937,22.15115947,71.48571515,3.706165047,6.464448696,0.101694915,0.554413613,0.399813008,0.028914327,19.24837411,0.410223361,0.154350017,5.19E-08,7.18E-08,0.182248443,0.413161283,0.092755439,0.115636565,8.29E-08,8.56E-08,0.041847961,0.324186558,0.631195573,0.336446293,-2336.108183,0.980997127
0.096784443,5.351093524,3.602086389,2.996948816,3.238076778,4.4678825,4.215641254,4.111879686,0.895145122,0.070550268,63.90193429,27.24228725,2.873997387,2.433383216,0.254237288,0.500909103,0.627060889,0.151292345,2.455052937,7.562941471,0.108940858,9.87E-08,4.83E-08,0.13184464,0.451376636,0.117041689,0.135596453,6.60E-08,1.11E-07,0.0551994,0.27566515,0.459999836,0.476661261,-2336.198173,0.379578158
0.121926288,3.823285366,3.512747428,2.445849211,3.35397796,3.323533507,5.038331318,1.005436228,0.860397636,0.121060681,126.7476468,64.91938908,8.23302461,7.731326333,0.813559322,1.961365058,0.368989817,0.03487911,16.00846321,10.78496889,0.193967684,9.44E-08,7.21E-08,0.073333079,0.354920629,0.136539656,0.138361894,3.99E-08,9.71E-08,0.102876754,0.290179212,0.449879333,0.281906926,-2336.199371,0.876582357
0.114593084,3.965688662,3.107672397,1.687683794,3.238404204,3.235671871,4.394077259,6.300568798,0.892117242,0.079035616,15.68677828,22.34070101,1.10400019,1.275114503,1.474576271,2.249577938,0.85955331,0.007782892,3.41113175,0.544143529,0.100326993,1.10E-07,3.75E-08,0.137780528,0.446618912,0.135993575,0.1275075,6.58E-08,1.14E-07,0.051772165,0.392161215,0.519106268,0.413461896,-2336.303241,1.016467174
0.115170766,4.74963243,2.327424865,2.941432497,2.410110918,3.574009059,3.805565005,4.200697435,0.887449218,0.201257418,98.22256134,226.8938534,3.316338869,3.170566134,1.93220339,3.707583668,0.188988039,0.011290272,12.96893079,4.958697405,0.133101732,1.13E-07,6.67E-08,0.206537844,0.292308957,0.144203046,0.167017129,1.01E-07,1.29E-07,0.056830882,0.48528627,0.38636618,0.392591772,-2336.472967,1.382167915
0.097651978,5.165088665,3.744936268,2.628017244,2.760084883,3.989797348,4.218774916,0.691338404,0.855049567,0.0448469,9.345005336,105.1605342,4.128959487,11.6047489,0,0.831788556,1.703940471,0.200441837,7.124122845,0.794261467,0.096230414,1.01E-07,6.96E-08,0.138491243,0.342564831,0.239087016,0.104993145,7.14E-08,1.21E-07,0.078632989,0.309223038,0.602370834,0.285880268,-2336.523759,0.577614348
0.08088596,4.005952799,3.292341153,2.269915123,2.732974225,3.543864466,4.06619341,0.813802049,0.865514448,0.131188034,61.67777276,38.02735094,9.531446489,8.843061097,1.423728814,2.352944976,0.34050304,0.054096789,8.716807813,2.161184837,0.084369883,8.25E-08,6.74E-08,0.087215337,0.419746464,0.16184268,0.177325081,9.74E-08,1.26E-07,0.069500182,0.344272351,0.448842295,0.421600009,-2336.564329,0.823341923
0.118489143,4.329526663,3.170309841,2.047729989,3.007866915,2.682224557,4.837647008,2.377550303,0.83269961,0.177316289,23.32961331,80.62799882,2.386830995,3.895835093,0.559322034,1.567806507,0.294695812,0.032012565,5.094577573,4.059094018,0.099023963,1.37E-07,8.24E-08,0.124163676,0.3941481,0.150360187,0.173447114,8.62E-08,1.46E-07,0.058856509,0.240439368,0.546141791,0.277234016,-2336.574309,0.928313645
0.054021603,5.233868663,4.368645587,3.907588858,4.133359478,4.635601947,4.795508667,1.147761343,0.91632205,0.102888025,6.045430128,68.12110252,2.119763573,4.782860836,1.728813559,0.193356227,0.153887616,0.019818482,10.72373241,0.176957554,0.139433569,5.05E-08,7.00E-08,0.133229387,0.460558785,0.114135602,0.106688089,6.80E-08,8.61E-08,0.045954293,0.541180649,0.470808842,0.332180614,-2337.056539,0.339737626
0.112974359,5.033467638,3.257907403,3.400663187,3.161612804,4.151980716,4.351245997,0.432951091,0.842234056,0.091907132,6.930970925,38.15729862,15.7064371,31.39590882,0.203389831,1.201116245,0.410446249,0.023307476,4.277104717,5.385605473,0.088297132,1.07E-07,5.07E-08,0.117724341,0.425738161,0.132517605,0.185127993,8.49E-08,1.24E-07,0.050594401,0.29267355,0.499570963,0.30295497,-2337.310155,0.81036712
